RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
40,"Andris Biedrins, GS",76,27.3,.637,9.6,10.8,13.2,13.0,26.1,19.1,19.01,260.7,8.7
41,"Vince Carter, NJ",76,38.9,.550,19.0,8.8,24.4,4.0,13.4,8.9,18.93,372.4,12.4
42,"Monta Ellis, GS",81,37.9,.580,16.6,9.1,20.5,4.0,9.8,7.0,18.92,386.1,12.9
43,"Zydrunas Ilgauskas, CLE",73,30.4,.522,8.5,11.0,21.3,13.0,22.1,17.5,18.65,266.9,8.9
44,"Tracy McGrady, HOU",66,37.0,.487,19.2,8.0,29.3,2.0,13.5,7.8,18.60,295.1,9.8
,"Jason Richardson, CHA",82,38.4,.554,12.7,8.1,23.9,3.0,13.2,8.0,18.60,380.7,12.7
46,"Andre Miller, PHI",82,36.8,.537,27.2,9.9,22.9,4.0,9.1,6.4,18.57,340.6,11.4
47,"Josh Howard, DAL",76,36.3,.534,9.7,6.7,23.6,5.0,16.7,11.2,18.53,330.2,11.0
48,"Zach Randolph, NY",69,32.5,.513,9.3,12.3,25.4,9.0,27.5,18.0,18.37,229.9,7.7
49,"LaMarcus Aldridge, POR",76,34.9,.523,7.9,8.2,23.0,10.0,15.8,12.8,18.32,269.7,9.0
50,"Ronnie Brewer, UTAH",76,27.5,.612,14.1,7.3,16.4,6.0,7.0,6.4,18.30,242.9,8.1
51,"JR Smith, DEN",74,19.2,.603,12.9,11.3,23.6,3.0,8.1,5.8,18.28,165.0,5.5
52,"David Lee, NY",81,29.1,.606,10.4,10.6,14.6,11.0,24.1,17.5,18.18,266.5,8.9
,"Richard Hamilton, DET",72,33.7,.552,19.2,8.5,23.7,4.0,7.9,5.8,18.18,277.8,9.3
54,"Brendan Haywood, WSH",80,27.9,.582,7.8,11.9,15.9,14.0,16.4,15.2,18.14,250.6,8.4
55,"Josh Childress, ATL",76,29.9,.647,12.9,10.8,14.8,9.0,10.1,9.5,18.00,254.6,8.5
56,"Jason Terry, DAL",82,31.5,.574,18.1,6.3,20.4,1.0,7.7,4.7,17.92,285.6,9.5
57,"Joe Johnson, ATL",82,40.8,.535,20.1,9.4,24.8,3.0,9.9,6.4,17.67,357.6,11.9
58,"Gerald Wallace, CHA",62,38.3,.547,14.5,12.1,22.9,3.0,15.3,9.0,17.66,254.0,8.5
,"Hedo Turkoglu, ORL",82,36.9,.576,20.0,12.0,23.2,3.0,14.2,9.0,17.66,323.2,10.8
60,"Devin Harris, DAL/NJ",64,31.6,.573,27.2,11.9,22.0,2.0,8.3,5.0,17.63,200.1,6.7
61,"Andrew Bogut, MIL",78,34.9,.532,14.0,12.1,19.2,10.0,23.4,16.5,17.61,284.7,9.5
62,"Richard Jefferson, NJ",82,39.0,.571,12.1,9.6,24.1,3.0,9.0,6.2,17.53,335.5,11.2
63,"Tyson Chandler, NO",79,35.2,.632,8.5,14.3,13.3,13.0,26.0,19.5,17.46,284.8,9.5
,"Emeka Okafor, CHA",82,33.1,.553,5.6,13.0,17.9,11.0,26.4,18.5,17.46,278.1,9.3
65,"Luol Deng, CHI",63,33.8,.528,12.0,9.3,22.1,7.0,14.2,10.5,17.37,218.3,7.3
66,"Rudy Gay, MEM",81,37.0,.546,8.6,10.3,22.5,5.0,13.5,9.3,17.34,306.4,10.2
67,"Mike Dunleavy, IND",82,36.0,.605,16.3,10.7,20.3,2.0,13.7,7.8,17.27,298.4,9.9
68,"Chris Kaman, LAC",56,37.2,.538,9.8,15.1,19.6,10.0,30.1,19.7,17.26,207.1,6.9
69,"Mo Williams, MIL",66,36.5,.566,26.1,11.3,22.3,2.0,9.8,5.6,17.23,224.0,7.5
70,"Amir Johnson, DET",62,12.3,.584,11.3,15.2,13.0,13.0,23.1,18.3,17.20,65.0,2.2
71,"Marcus Camby, DEN",79,34.9,.498,23.5,10.7,12.5,9.0,31.0,20.3,17.16,233.0,7.8
72,"Rasheed Wallace, DET",77,30.5,.523,11.8,7.4,19.2,4.0,21.8,13.0,17.13,228.6,7.6
73,"Andrei Kirilenko, UTAH",72,30.8,.603,26.3,12.9,16.0,7.0,11.9,9.3,17.11,218.6,7.3
74,"Brad Miller, SAC",72,34.9,.558,20.4,12.7,17.3,8.0,23.7,16.0,17.09,243.3,8.1
75,"Shaquille O'Neal, MIA/PHX",61,28.7,.589,9.5,18.5,22.5,11.0,24.9,18.2,17.07,168.8,5.6
76,"Ben Gordon, CHI",72,31.8,.558,13.6,9.6,24.5,2.0,9.2,5.4,16.89,218.6,7.3
77,"Craig Smith, MIN",77,20.1,.590,7.8,11.6,18.9,9.0,17.8,13.2,16.82,122.9,4.1
78,"Lou Williams, PHI",80,23.3,.523,20.1,9.9,23.7,3.0,8.1,5.3,16.80,161.0,5.4
79,"Jason Kidd, DAL/NJ",80,36.3,.499,41.6,13.7,17.9,4.0,20.6,12.2,16.77,250.4,8.3
80,"Lamar Odom, LAL",77,37.9,.582,20.0,11.4,15.7,8.0,22.7,15.6,16.67,225.5,7.5
81,"Danny Granger, IND",80,36.0,.571,9.7,10.0,21.0,3.0,15.2,9.2,16.66,264.3,8.8
82,"Jason Maxiell, DET",82,21.6,.576,6.7,10.4,15.6,12.0,17.4,14.7,16.65,135.8,4.5
83,"Ray Allen, BOS",73,35.9,.584,15.6,8.8,20.0,4.0,8.3,6.1,16.60,239.0,8.0
84,"Rashard Lewis, ORL",81,38.0,.591,12.4,8.8,18.7,4.0,12.2,8.2,16.54,231.6,7.7
,"Brent Barry, SA",31,17.9,.655,22.4,7.5,15.4,3.0,9.0,5.9,16.54,50.0,1.7
,"Thaddeus Young, PHI",74,21.0,.570,8.8,9.7,16.2,9.0,14.8,11.9,16.54,133.0,4.4
87,"Rasho Nesterovic, TOR",71,20.9,.565,13.0,9.5,15.9,10.0,17.0,13.7,16.42,129.0,4.3
88,"Joe Smith, CHI/CLE",77,22.4,.524,7.5,8.1,21.0,10.0,16.4,13.1,16.37,125.4,4.2
89,"Jamal Crawford, NY",80,39.9,.528,18.5,8.9,23.8,1.0,6.3,3.7,16.35,264.2,8.8
90,"Chris Wilcox, SEA",62,28.0,.554,8.0,11.1,19.3,8.0,19.2,13.6,16.27,123.7,4.1
91,"Luis Scola, HOU",82,24.7,.548,10.8,10.7,18.4,10.0,19.3,14.6,16.13,139.7,4.7
92,"Hakim Warrick, MEM",75,23.4,.555,5.9,9.4,19.3,8.0,15.0,11.4,16.09,120.1,4.0
93,"Mike Miller, MEM",70,35.3,.625,17.9,13.6,18.5,2.0,19.0,10.6,16.07,205.5,6.8
94,"Brandon Bass, DAL",79,19.7,.564,8.1,11.4,17.9,9.0,16.3,12.9,16.00,104.5,3.5
95,"Paul Millsap, UTAH",82,20.8,.548,10.5,11.3,16.7,12.0,20.9,16.5,15.97,113.6,3.8
96,"Kris Humphries, TOR",70,13.2,.512,6.1,10.2,19.6,11.0,21.7,16.5,15.95,61.5,2.0
97,"Kevin Durant, SEA",80,34.6,.519,9.7,11.7,25.7,3.0,10.9,6.9,15.87,222.0,7.4
,"Troy Murphy, IND",75,28.1,.573,15.6,9.1,17.1,5.0,22.9,14.0,15.87,137.3,4.6
99,"Trevor Ariza, LAL/ORL",35,15.6,.568,18.6,9.7,14.4,6.0,14.8,10.8,15.83,43.4,1.4
,"Nazr Mohammed, DET/CHA",82,20.1,.533,9.3,13.1,15.7,14.0,21.2,17.5,15.83,128.7,4.3
101,"Leandro Barbosa, PHX",82,29.5,.575,14.9,8.1,20.6,2.0,8.2,5.4,15.81,191.7,6.4
102,"Ryan  Gomes, MIN",82,29.7,.539,12.1,8.0,18.2,6.0,16.8,11.3,15.80,192.5,6.4
103,"Peja Stojakovic, NO",77,35.2,.581,7.7,4.9,17.9,3.0,11.8,7.1,15.76,213.0,7.1
104,"Rajon Rondo, BOS",77,29.9,.515,29.5,11.1,18.8,4.0,11.9,8.3,15.74,163.3,5.4
105,"Joakim Noah, CHI",74,20.7,.539,13.4,14.2,14.7,12.0,18.4,15.3,15.71,117.1,3.9
106,"Nate Robinson, NY",72,26.2,.526,17.9,8.7,22.3,3.0,10.7,6.7,15.70,132.0,4.4
107,"Al Harrington, GS",81,27.0,.547,10.7,7.3,19.5,5.0,17.0,10.8,15.64,135.5,4.5
,"Travis Outlaw, POR",82,26.7,.499,8.1,8.2,23.7,5.0,15.0,10.1,15.64,167.7,5.6
109,"Grant Hill, PHX",70,31.7,.576,18.5,8.7,16.6,4.0,13.1,9.0,15.63,170.1,5.7
110,"Tayshaun Prince, DET",82,32.9,.516,19.1,6.5,19.2,5.0,12.9,8.8,15.57,203.8,6.8
111,"Samuel Dalembert, PHI",82,33.2,.556,4.6,15.9,14.1,13.0,24.0,18.5,15.52,200.1,6.7
112,"Julian Wright, NO",57,11.2,.581,15.0,12.8,15.4,6.0,15.7,10.7,15.48,47.5,1.6
113,"Francisco Garcia, SAC",79,26.5,.576,11.6,11.6,18.9,3.0,11.7,7.4,15.47,155.4,5.2
114,"Jeff Foster, IND",77,24.5,.568,20.5,9.9,10.9,15.0,23.8,19.3,15.44,136.0,4.5
115,"Jameer Nelson, ORL",69,28.4,.564,32.1,11.8,19.0,2.0,12.1,7.1,15.36,127.5,4.3
116,"Andray Blatche, WSH",82,20.4,.512,11.4,13.9,18.3,11.0,18.8,14.9,15.35,96.3,3.2
117,"Sam Cassell, BOS/LAC",55,23.2,.517,23.6,10.7,23.4,2.0,10.5,6.0,15.34,82.5,2.7
118,"Erick Dampier, DAL",72,24.4,.645,13.0,16.5,10.3,14.0,21.2,17.7,15.29,122.8,4.1
,"Jordan Farmar, LAL",82,20.6,.563,22.5,10.8,19.4,3.0,9.1,6.0,15.29,108.2,3.6
120,"Jamario Moon, TOR",78,27.8,.540,11.9,6.8,13.1,5.0,21.6,13.2,15.21,152.4,5.1
121,"Mehmet Okur, UTAH",72,33.2,.556,12.2,8.7,18.2,7.0,21.5,14.2,15.15,162.4,5.4
122,"Charlie Villanueva, MIL",76,24.1,.502,7.3,10.0,22.5,9.0,21.6,15.0,15.12,98.7,3.3
123,"Stephen  Jackson, GS",73,39.1,.536,16.1,10.6,21.8,2.0,9.8,6.0,14.94,189.1,6.3
124,"Sasha Vujacic, LAL",72,17.8,.605,11.1,8.0,18.0,2.0,11.2,6.7,14.93,84.6,2.8
125,"Nick Collison, SEA",78,28.5,.537,12.0,12.5,15.0,12.0,23.3,17.9,14.91,113.3,3.8
,"Tyrus Thomas, CHI",74,18.0,.486,13.2,11.3,18.6,8.0,21.1,14.5,14.91,67.7,2.3
127,"Mike Bibby, ATL/SAC",48,32.8,.515,27.5,11.3,21.9,1.0,10.6,5.9,14.86,90.6,3.0
128,"Al Horford, ATL",81,31.4,.539,12.1,13.4,15.0,11.0,24.6,18.0,14.85,161.3,5.4
129,"Rashad McCants, MIN",75,26.9,.550,12.0,12.8,24.6,3.0,9.2,5.9,14.82,130.3,4.3
130,"Josh Boone, NJ",70,25.3,.543,8.4,10.4,14.0,13.0,20.8,16.6,14.81,111.5,3.7
,"Ronny Turiaf, LAL",78,18.7,.539,18.9,10.6,15.7,8.0,15.4,11.6,14.81,91.6,3.1
132,"Kenyon Martin, DEN",71,30.4,.553,9.2,9.4,15.7,5.0,17.5,11.5,14.77,105.3,3.5
133,"Marvin Williams, ATL",80,34.6,.540,10.1,9.3,18.6,5.0,14.2,9.6,14.74,175.1,5.8
134,"Stromile Swift, NJ/MEM",56,15.1,.548,6.7,13.1,15.7,9.0,18.4,13.6,14.69,40.2,1.3
,"Anthony Parker, TOR",82,32.1,.580,15.9,7.5,16.1,2.0,12.9,7.5,14.69,164.6,5.5
136,"Channing Frye, POR",78,17.2,.529,9.3,9.0,17.9,9.0,21.5,15.5,14.62,80.5,2.7
137,"Earl Watson, SEA",78,29.1,.517,35.0,11.5,19.6,2.0,8.7,5.4,14.57,120.9,4.0
138,"Linas Kleiza, DEN",79,23.9,.585,10.1,9.5,17.1,5.0,13.5,9.5,14.50,112.7,3.8
139,"Bonzi Wells, NO/HOU",73,21.4,.495,11.2,11.9,20.0,6.0,18.0,12.1,14.38,90.5,3.0
140,"Jermaine O'Neal, IND",42,28.7,.489,11.9,13.5,22.6,7.0,18.5,12.7,14.32,67.0,2.2
,"Dorell Wright, MIA",44,25.1,.537,14.6,7.0,13.8,5.0,18.9,11.9,14.32,62.9,2.1
142,"Dikembe Mutombo, HOU",39,15.9,.591,4.1,14.0,7.8,13.0,23.5,18.2,14.30,34.2,1.1
143,"John Salmons, SAC",81,31.1,.556,16.1,13.2,17.9,4.0,12.6,8.2,14.29,142.5,4.7
144,"Aaron Gray, CHI",61,10.0,.529,11.9,16.5,20.6,12.0,18.7,15.5,14.24,33.3,1.1
145,"C.J. Miles, UTAH",60,11.5,.574,15.6,8.0,17.5,3.0,10.9,6.9,14.23,38.3,1.3
,"Kyle Lowry, MEM",82,25.5,.531,25.3,10.9,18.1,2.0,11.3,6.7,14.23,100.6,3.4
147,"Stephon Marbury, NY",24,33.5,.527,23.7,10.1,20.1,2.0,6.1,4.2,14.13,37.6,1.3
148,"Matt Harpring, UTAH",76,18.1,.551,11.1,12.8,19.8,9.0,12.7,10.7,14.09,73.5,2.5
149,"Kurt Thomas, SA/SEA",70,22.6,.514,12.3,8.5,12.6,9.0,26.1,17.6,14.08,82.3,2.7
150,"Keyon Dooling, ORL",72,18.5,.572,18.9,8.7,18.2,1.0,7.8,4.4,14.03,64.3,2.1
151,"Wally Szczerbiak, CLE/SEA",75,23.1,.539,10.6,7.8,19.0,2.0,11.5,6.8,14.02,91.3,3.0
,"Andres Nocioni, CHI",82,24.6,.549,7.8,11.0,22.5,3.0,17.0,9.6,14.02,97.1,3.2
153,"Antonio McDyess, DET",78,29.3,.511,10.7,9.0,14.3,11.0,24.3,17.4,14.00,85.4,2.8
154,"Raymond Felton, CHA",79,37.6,.500,30.1,11.0,21.0,1.0,7.7,4.6,13.98,132.3,4.4
155,"Drew Gooden, CHI/CLE",69,30.8,.495,7.8,11.8,20.3,9.0,23.2,15.7,13.89,75.8,2.5
156,"Carlos Delfino, TOR",82,23.5,.527,15.8,8.1,17.5,4.0,18.1,11.0,13.85,96.5,3.2
157,"Sean Williams, NJ",73,17.5,.563,6.1,15.2,14.0,10.0,18.8,14.6,13.84,44.6,1.5
158,"Chris Quinn, MIA",60,22.3,.559,27.4,8.5,16.2,1.0,9.7,5.3,13.83,56.7,1.9
159,"Roger Mason Jr., WSH",80,21.4,.573,16.1,8.3,18.0,1.0,8.0,4.5,13.80,84.0,2.8
160,"Maurice Evans, LAL/ORL",75,22.9,.571,11.5,5.7,15.7,6.0,8.0,7.2,13.78,84.1,2.8
161,"Rodney Stuckey, DET",57,19.0,.484,23.2,11.3,22.7,4.0,10.8,7.1,13.76,44.5,1.5
162,"Luther Head, HOU",73,18.9,.543,19.2,9.7,18.6,1.0,9.4,5.5,13.72,66.3,2.2
163,"Derek Fisher, LAL",82,27.4,.556,20.1,7.6,17.7,1.0,6.9,4.2,13.71,90.9,3.0
,"Beno Udrih, SAC",65,32.0,.540,23.4,12.3,19.0,2.0,10.2,6.2,13.71,84.0,2.8
165,"Antonio Daniels, WSH",71,30.4,.549,34.9,9.3,14.3,1.0,10.0,5.5,13.65,85.4,2.8
166,"Bobby Jackson, NO/HOU",72,19.3,.510,18.8,8.0,17.3,3.0,12.4,7.5,13.63,64.9,2.2
,"Jared Dudley, CHA",73,19.0,.528,15.3,9.4,13.8,10.0,13.7,11.8,13.63,64.6,2.2
168,"Fabricio Oberto, SA",82,20.1,.615,20.3,10.9,10.3,11.0,19.6,15.5,13.57,73.2,2.4
169,"Jerry Stackhouse, DAL",58,24.3,.523,17.6,10.5,21.1,3.0,7.9,5.5,13.52,63.7,2.1
170,"James Jones, POR",58,22.0,.625,7.9,6.5,13.5,4.0,10.9,7.4,13.51,57.4,1.9
171,"Kirk Hinrich, CHI",75,31.7,.501,30.8,10.7,19.4,1.0,10.6,5.8,13.41,92.6,3.1
,"Kelenna Azubuike, GS",81,21.4,.534,9.6,7.4,15.7,6.0,13.9,10.0,13.41,75.1,2.5
173,"Kirk Snyder, HOU/MIN",36,21.1,.573,18.6,15.1,20.2,4.0,15.0,9.5,13.40,32.9,1.1
174,"Kendrick Perkins, BOS",78,24.5,.632,13.2,19.6,12.4,10.0,19.3,14.8,13.38,79.2,2.6
175,"Rafer Alston, HOU",74,34.1,.492,25.5,10.4,20.6,1.0,10.2,5.8,13.36,88.8,3.0
176,"Ronald Murray, DET/IND",42,20.8,.483,22.6,13.2,25.4,3.0,7.8,5.3,13.25,32.0,1.1
177,"Eddie House, BOS",78,19.0,.534,19.6,9.8,18.5,2.0,11.2,6.7,13.17,47.9,1.6
178,"Aaron Brooks, HOU",51,11.9,.535,23.0,11.7,21.4,2.0,7.8,5.2,13.14,19.4,0.6
179,"Willie Green, PHI",74,26.6,.492,12.6,9.1,22.7,2.0,9.1,5.5,13.02,74.0,2.5
180,"Jarvis Hayes, DET",82,15.7,.520,9.7,7.4,19.6,3.0,13.4,8.3,13.01,48.3,1.6
181,"Matt Barnes, GS",73,19.4,.510,19.8,12.1,16.1,7.0,18.2,12.3,12.99,52.6,1.8
182,"Jarrett Jack, POR",82,27.2,.558,25.7,14.6,19.0,2.0,10.7,6.2,12.98,65.7,2.2
183,"Randy Foye, MIN",39,32.3,.520,22.4,10.8,20.0,1.0,10.9,5.9,12.90,39.4,1.3
184,"Anthony Carter, DEN",70,28.0,.531,37.8,12.1,14.5,2.0,9.4,5.5,12.89,55.3,1.8
185,"Kyle Korver, PHI/UTAH",75,23.1,.585,12.5,9.3,17.4,1.0,10.5,5.9,12.83,60.3,2.0
186,"Carlos Arroyo, ORL",62,20.5,.547,31.8,11.2,17.0,1.0,9.0,5.1,12.79,33.8,1.1
187,"Shawne Williams, IND",65,14.9,.522,11.0,10.8,19.5,6.0,14.0,9.9,12.77,32.8,1.1
188,"Jason Williams, MIA",67,28.1,.502,31.2,9.3,16.9,1.0,7.6,4.1,12.76,49.5,1.6
189,"Jamaal Tinsley, IND",39,33.2,.458,33.9,13.5,21.7,2.0,10.0,5.9,12.73,33.4,1.1
190,"Mickael Pietrus, GS",66,19.9,.549,9.3,9.1,14.0,5.0,14.8,9.8,12.68,42.9,1.4
,"Udonis Haslem, MIA",49,36.8,.517,9.7,9.5,15.0,7.0,22.7,14.7,12.68,31.7,1.1
192,"DeShawn Stevenson, WSH",82,31.3,.529,20.6,8.4,16.9,2.0,9.3,5.4,12.65,82.4,2.7
,"Marcus Banks, MIA/PHX",36,15.8,.579,20.0,12.2,19.5,1.0,8.0,4.5,12.65,14.0,0.5
194,"Mike Conley, MEM",53,26.1,.502,27.5,11.0,18.6,2.0,9.7,5.6,12.58,32.6,1.1
195,"Vladimir Radmanovic, LAL",65,22.8,.583,18.6,11.0,15.1,4.0,11.4,8.1,12.55,45.3,1.5
196,"Al Thornton, LAC",79,27.3,.504,8.0,10.5,21.5,5.0,14.0,9.5,12.53,65.5,2.2
197,"Bostjan Nachbar, NJ",75,22.1,.531,10.1,9.8,19.6,4.0,14.2,9.0,12.46,48.5,1.6
198,"DeSagana Diop, DAL/NJ",79,16.4,.536,13.0,18.8,8.4,15.0,20.6,17.8,12.40,34.8,1.2
199,"Desmond Mason, MIL",59,28.8,.519,16.0,11.0,16.0,5.0,13.0,8.8,12.38,47.6,1.6
200,"Dan Dickau, LAC",67,15.5,.530,30.8,9.8,17.1,1.0,9.4,5.4,12.35,20.9,0.7
201,"Ronnie Price, UTAH",61,9.6,.516,23.7,9.1,18.7,2.0,7.8,4.8,12.33,11.6,0.4
202,"Travis Diener, IND",66,20.5,.494,32.7,7.2,16.8,2.0,7.3,4.6,12.24,25.0,0.8
203,"Luke Walton, LAL",74,23.4,.509,25.8,11.8,15.6,6.0,12.7,9.3,12.23,44.6,1.5
204,"Matt Bonner, SA",68,12.5,.525,8.4,10.2,17.5,7.0,18.9,13.2,12.21,9.0,0.3
205,"Rodney Carney, PHI",70,14.8,.478,6.5,6.9,18.5,6.0,11.4,8.5,12.19,26.1,0.9
206,"Ricky Davis, MIA",82,36.1,.534,18.1,12.5,18.6,2.0,12.3,7.1,12.17,73.6,2.5
207,"James Posey, BOS",74,24.6,.587,17.7,10.1,12.7,2.0,18.1,10.5,12.16,45.0,1.5
208,"Larry Hughes, CHI/CLE",68,29.7,.468,15.3,9.8,21.1,2.0,11.2,6.4,12.14,49.3,1.6
209,"Delonte West, CLE/SEA",61,25.1,.492,26.6,13.6,17.2,2.0,11.9,6.9,12.13,37.3,1.2
210,"Tim Thomas, LAC",63,30.8,.505,16.4,9.4,19.2,4.0,15.6,9.6,12.12,17.9,0.6
,"Marko Jaric, MIN",75,29.2,.518,29.9,12.3,15.3,2.0,10.1,5.9,12.12,52.8,1.8
212,"Joel Przybilla, POR",77,23.6,.611,6.3,22.3,9.4,13.0,29.3,21.0,12.10,40.7,1.4
213,"Jannero Pargo, NO",80,18.7,.468,19.7,9.6,23.2,2.0,8.3,5.1,12.08,24.0,0.8
214,"Tyronn Lue, ATL/DAL/SAC",50,14.7,.543,20.1,7.3,17.9,1.0,6.9,4.2,12.07,11.7,0.4
215,"Shelden Williams, ATL/SAC",64,12.1,.494,6.1,11.2,13.7,10.0,20.5,15.5,12.06,6.5,0.2
216,"Eduardo Najera, DEN",78,21.3,.570,16.9,10.5,11.1,7.0,14.3,10.9,12.05,13.7,0.5
217,"Michael Ruffin, MIL",46,13.7,.507,18.1,14.3,7.5,16.0,18.6,17.3,12.02,4.9,0.2
218,"Steve Blake, POR",81,29.9,.518,34.6,9.5,15.9,2.0,7.9,4.7,12.01,36.6,1.2
219,"Ben Wallace, CHI/CLE",72,30.6,.408,17.5,11.2,9.9,11.0,19.9,15.3,12.00,46.0,1.5
220,"Martell Webster, POR",75,28.4,.548,10.0,9.2,16.6,3.0,13.3,8.2,11.97,46.7,1.6
,"Boris Diaw, PHX",82,28.1,.516,27.0,13.2,16.0,5.0,12.7,9.2,11.97,16.1,0.5
222,"Wilson Chandler, NY",35,19.6,.480,10.1,8.3,17.8,6.0,15.2,10.5,11.92,14.5,0.5
223,"Spencer Hawes, SAC",71,13.1,.486,9.9,12.6,17.4,9.0,20.2,14.6,11.90,18.1,0.6
,"Anderson Varejao, CLE",48,27.5,.485,12.0,13.3,12.7,11.0,23.7,17.3,11.90,7.9,0.3
225,"Juan Carlos Navarro, MEM",82,25.8,.540,15.5,11.7,18.8,2.0,9.4,5.5,11.84,26.6,0.9
226,"Daniel Gibson, CLE",58,30.4,.592,19.8,10.4,14.7,2.0,6.9,4.3,11.76,19.9,0.7
227,"Nick Young, WSH",75,15.4,.527,9.1,13.6,23.1,2.0,9.6,5.8,11.75,21.6,0.7
228,"Darius Songaila, WSH",80,19.4,.496,18.7,11.9,16.7,6.0,14.7,10.2,11.73,5.2,0.2
229,"Thabo Sefolosha, CHI",69,20.8,.497,18.7,13.5,16.6,4.0,16.6,10.0,11.68,25.2,0.8
