Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Andrew Wiggins,MIN,20,6-8,199,Kansas,Canada,2014,1,1,82,16.9,4.6,2.1,-9.7,4.4%,8.5%,22.3%,51.7%,9.7%
Anthony Bennett,MIN,22,6-8,245,UNLV,Canada,2013,1,1,57,5.2,3.8,0.8,-16.4,5.4%,20.2%,17.2%,45.8%,8.7%
Anthony Davis,NOP,22,6-10,220,Kentucky,USA,2012,1,1,68,24.4,10.2,2.2,6.1,7.2%,21.5%,27.2%,59.1%,10.9%
Anthony Morrow,OKC,29,6-5,210,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,74,10.7,2.6,0.8,5.1,2.1%,8.1%,16.0%,60.4%,5.0%
Anthony Tolliver,DET,30,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,76,6.3,3.1,0.8,3.2,3.4%,13.4%,14.5%,56.9%,6.1%
Archie Goodwin,PHX,20,6-5,198,Kentucky,USA,2013,1,29,41,5.6,1.8,1.1,-14.7,4.3%,8.9%,22.5%,48.6%,14.9%
Arinze Onuaku,MIN,27,6-9,275,Syracuse,USA,Undrafted,Undrafted,Undrafted,6,4.5,3.5,0.7,-10.5,10.8%,19.2%,12.5%,77.1%,8.9%
Aron Baynes,SAS,28,6-10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,70,6.6,4.5,0.5,6.8,10.0%,18.0%,17.2%,61.8%,4.9%
Arron Afflalo,POR,29,6-5,215,UCLA,USA,2007,1,27,78,13.3,3.2,1.7,-0.2,1.0%,8.5%,18.8%,53.3%,7.9%
Austin Daye,ATL,27,6-11,220,Gonzaga,,2009,1,15,34,3.8,2.2,0.5,-4.4,2.8%,18.0%,21.1%,44.9%,8.3%
Austin Rivers,LAC,22,6-4,200,Duke,USA,2012,1,10,76,7.0,2.0,2.0,-3.6,1.7%,7.9%,17.4%,48.1%,15.7%
Avery Bradley,BOS,24,6-2,180,Texas,USA,2010,1,19,77,13.9,3.1,1.8,-1.1,1.8%,7.9%,20.7%,50.7%,8.7%
Ben Gordon,ORL,32,6-3,205,Connecticut,USA,2004,1,3,56,6.2,1.1,0.9,-9.9,0.8%,7.2%,21.3%,53.8%,11.1%
Ben McLemore,SAC,22,6-5,195,Kansas,USA,2013,1,7,82,12.1,2.9,1.7,-0.6,1.2%,7.6%,17.0%,55.2%,8.2%
Beno Udrih,MEM,32,6-3,205,None,Slovenia,2004,1,28,79,7.7,1.8,2.8,-0.5,1.4%,8.1%,19.1%,55.0%,23.6%
Bernard James,DAL,30,6-10,235,Florida State,USA,2012,2,33,16,2.8,2.4,0.3,-0.6,11.0%,12.8%,11.9%,59.3%,3.9%
Bismack Biyombo,CHA,22,6-9,245,None,Democratic Re...,2011,1,7,64,4.8,6.4,0.3,-1.1,11.6%,19.2%,11.4%,57.8%,2.1%
Blake Griffin,LAC,26,6-10,251,Oklahoma,USA,2009,1,1,67,21.9,7.6,5.3,12.2,5.6%,16.1%,27.8%,55.1%,24.6%
Bojan Bogdanovic,BKN,26,6-8,216,None,Croatia,2011,2,31,78,9.0,2.7,0.9,-4.9,2.8%,8.6%,16.9%,56.2%,5.7%
Boris Diaw,SAS,33,6-8,250,None,France,2003,1,21,81,8.7,4.3,2.9,7.4,4.1%,13.7%,18.0%,52.6%,18.1%
Bradley Beal,WAS,22,6-5,207,Florida,USA,2012,1,3,63,15.3,3.8,3.1,4.5,2.9%,8.5%,22.2%,52.1%,14.4%
Brandan Wright,PHX,27,6-10,210,North Carolina,USA,2007,1,8,75,7.3,4.3,0.5,-0.1,8.8%,12.9%,13.4%,66.0%,4.4%
Brandon Bass,BOS,30,6-8,250,Louisiana State,USA,2005,2,33,82,10.6,4.9,1.3,-2.9,7.0%,13.1%,19.5%,55.7%,9.1%
Brandon Davies,PHI,23,6-10,240,Brigham Young,USA,Undrafted,Undrafted,Undrafted,27,5.3,3.1,1.1,-18.0,8.4%,11.9%,18.3%,46.3%,12.3%
Brandon Jennings,DET,25,6-1,169,None,USA,2009,1,10,41,15.4,2.5,6.6,0.8,1.6%,7.1%,25.0%,52.2%,38.4%
Brandon Knight,PHX,23,6-3,189,Kentucky,USA,2011,1,8,63,17.0,3.9,5.2,-1.7,1.4%,10.4%,25.0%,54.3%,27.2%
Brandon Rush,GSW,29,6-6,220,Kansas,USA,2008,1,13,33,0.9,1.2,0.4,-21.9,1.4%,13.6%,10.6%,25.5%,6.3%
Brendan Haywood,CLE,35,7-0,263,North Carolina,USA,2001,1,20,22,1.6,1.3,0.1,-23.3,4.8%,17.6%,16.9%,49.0%,3.2%
Brian Roberts,CHA,29,6-1,173,University of Dayton,USA,Undrafted,Undrafted,Undrafted,72,6.7,1.5,2.3,-3.8,0.9%,7.0%,18.2%,49.5%,20.9%
Brook Lopez,BKN,27,7-0,275,Stanford,USA,2008,1,10,72,17.2,7.4,0.7,-3.2,10.2%,15.2%,25.7%,55.8%,4.4%
Bruno Caboclo,TOR,19,6-9,205,None,Brazil,2014,1,20,8,1.3,0.3,0.0,-68.5,4.3%,4.8%,28.1%,41.7%,0.0%
Bryce Cotton,UTA,22,6-1,165,Providence,USA,Undrafted,Undrafted,Undrafted,15,5.3,1.2,1.0,-1.8,1.8%,9.7%,22.7%,52.0%,16.9%
C.J. Watson,IND,31,6-2,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,57,10.0,2.9,3.6,-1.2,1.2%,10.0%,18.0%,58.1%,22.9%
C.J. Wilcox,LAC,24,6-5,195,Washington,USA,2014,1,28,21,2.0,0.3,0.4,-9.0,1.0%,5.6%,21.0%,52.7%,15.1%
CJ McCollum,POR,23,6-4,200,Lehigh,USA,2013,1,10,62,6.8,1.5,1.0,4.7,1.4%,7.4%,19.8%,53.4%,10.4%
CJ Miles,IND,28,6-6,231,None,USA,2005,2,34,70,13.5,3.1,1.1,3.8,0.9%,10.1%,23.0%,52.5%,6.9%
Cameron Bairstow,CHI,24,6-9,250,New Mexico,Australia,2014,2,49,18,0.6,0.4,0.1,-16.3,9.0%,3.7%,12.6%,30.9%,2.1%
Carl Landry,SAC,31,6-9,248,Purdue,USA,2007,2,31,70,7.2,3.8,0.4,-8.8,8.2%,13.5%,18.0%,57.8%,4.0%
Carlos Boozer,LAL,33,6-9,258,Duke,USA,2002,2,34,71,11.8,6.8,1.3,-9.3,6.2%,22.3%,23.1%,51.7%,10.1%
Carmelo Anthony,NYK,31,6-8,240,Syracuse,USA,2003,1,3,40,24.2,6.6,3.1,-4.5,5.2%,14.0%,31.9%,53.1%,16.1%
Caron Butler,DET,35,6-7,228,Connecticut,USA,2002,1,10,78,5.9,2.5,1.0,-0.9,1.2%,11.1%,12.9%,54.4%,7.4%
Cartier Martin,DET,30,6-7,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,23,1.6,0.9,0.5,5.4,0.0%,10.4%,12.4%,34.0%,8.5%
Chandler Parsons,DAL,26,6-9,227,Florida,USA,2011,2,38,66,15.7,4.9,2.4,4.0,2.9%,11.9%,20.1%,56.7%,11.1%
Channing Frye,ORL,32,6-11,255,Arizona,USA,2005,1,8,75,7.3,3.9,1.3,-6.9,1.4%,15.1%,13.9%,54.6%,7.4%
Charlie Villanueva,DAL,30,6-11,232,Connecticut,USA,2005,1,7,64,6.3,2.3,0.3,-3.7,4.1%,16.5%,25.2%,53.4%,4.7%
Chase Budinger,MIN,27,6-7,209,Arizona,USA,2009,2,44,67,6.8,3.0,1.0,-9.3,2.6%,13.1%,16.1%,53.7%,8.2%
Chris Andersen,MIA,36,6-10,245,Blinn,USA,Undrafted,Undrafted,Undrafted,60,5.3,5.0,0.7,-0.4,7.5%,20.1%,12.3%,62.2%,6.3%
Chris Bosh,MIA,31,6-11,235,Georgia Tech,USA,2003,1,4,44,21.1,7.0,2.2,-4.1,3.2%,17.6%,28.2%,54.8%,12.1%
Chris Copeland,IND,31,6-8,235,Colorado,USA,Undrafted,Undrafted,Undrafted,50,6.2,2.2,1.0,-2.6,2.7%,10.6%,20.6%,46.8%,10.2%
Chris Douglas-Roberts,LAC,28,6-7,210,Memphis,USA,2008,2,40,12,1.6,1.0,0.3,-4.3,1.0%,13.8%,10.8%,38.7%,5.8%
Chris Johnson,UTA,25,6-6,201,Dayton,USA,Undrafted,Undrafted,Undrafted,29,5.7,1.9,0.5,-3.2,1.4%,8.6%,13.9%,51.5%,4.6%
Chris Kaman,POR,33,7-0,265,Central Michigan,USA,2003,1,6,74,8.6,6.5,0.9,-0.7,10.5%,23.5%,22.2%,53.7%,7.9%
Chris Paul,LAC,30,6-0,175,Wake Forest,USA,2005,1,4,82,19.1,4.6,10.2,12.7,1.9%,11.1%,23.2%,59.6%,44.1%
Chuck Hayes,TOR,32,6-6,240,Kentucky,USA,Undrafted,Undrafted,Undrafted,29,1.7,1.8,0.7,8.8,7.1%,13.9%,10.4%,49.2%,10.5%
Cleanthony Early,NYK,24,6-8,220,Wichita State,USA,2014,2,34,39,5.4,2.5,0.9,-12.3,3.2%,12.2%,19.0%,44.7%,10.2%
Clint Capela,HOU,21,6-10,240,None,Switzerland,2014,1,25,12,2.7,3.0,0.2,5.0,9.9%,21.8%,20.6%,40.9%,3.7%
Cody Zeller,CHA,22,7-0,240,Indiana,USA,2013,1,4,62,7.6,5.8,1.6,1.2,6.4%,17.5%,15.3%,53.0%,10.6%
Cole Aldrich,NYK,26,6-11,250,Kansas,USA,2010,1,11,61,5.5,5.5,1.2,-13.5,9.9%,24.9%,17.8%,51.3%,14.3%
Corey Brewer,HOU,29,6-9,186,Florida,USA,2007,1,7,80,11.5,3.7,2.2,-0.5,3.6%,10.1%,20.6%,50.7%,13.1%
Cory Jefferson,BKN,24,6-9,218,Baylor,USA,2014,2,60,50,3.7,2.9,0.3,8.2,8.7%,17.3%,17.0%,48.0%,4.7%
Cory Joseph,SAS,23,6-3,190,Texas,Canada,2011,1,29,79,6.8,2.4,2.4,6.2,3.2%,10.1%,16.6%,56.4%,20.5%
Courtney Lee,MEM,29,6-5,200,Western Kentucky,USA,2008,1,22,77,10.1,2.3,2.0,2.2,0.9%,6.9%,14.8%,55.5%,9.6%
D.J. Augustin,OKC,27,6-0,183,Texas,USA,2008,1,9,82,9.5,2.0,4.3,-2.3,0.9%,7.1%,19.4%,52.7%,28.6%
Dahntay Jones,LAC,34,6-6,225,Duke,USA,2003,1,20,33,0.6,0.3,0.1,-26.3,0.7%,8.1%,9.4%,40.6%,2.7%
Damian Lillard,POR,24,6-3,195,Weber State,USA,2012,1,6,82,21.0,4.6,6.2,5.3,1.6%,10.7%,26.2%,56.0%,28.5%
Damjan Rudez,IND,29,6-10,200,None,Croatia,Undrafted,Undrafted,Undrafted,68,4.8,0.7,0.8,0.1,0.7%,3.7%,13.4%,59.1%,7.9%
Danilo Gallinari,DEN,26,6-10,225,None,Italy,2008,1,6,59,12.4,3.7,1.4,1.2,2.0%,13.0%,21.4%,56.3%,9.4%
Danny Granger,PHX,32,6-9,222,New Mexico,USA,2005,1,17,30,6.3,2.7,0.6,-9.5,3.5%,10.2%,15.6%,52.7%,4.9%
Danny Green,SAS,28,6-6,215,North Carolina,USA,2009,2,46,81,11.7,4.2,2.0,9.8,2.5%,12.2%,17.0%,59.6%,10.1%
Dante Cunningham,NOP,28,6-8,230,Villanova,USA,2009,2,33,66,5.2,3.9,0.8,-0.4,4.5%,11.3%,10.9%,47.3%,4.5%
Dante Exum,UTA,19,6-6,190,None,Australia,2014,1,5,82,4.8,1.6,2.4,2.7,1.6%,5.7%,13.7%,45.7%,16.9%
Darius Miller,NOP,25,6-8,225,Kentucky,USA,2012,2,46,5,0.4,0.2,0.4,-13.5,0.0%,2.7%,8.4%,14.3%,7.4%
Darius Morris,BKN,24,6-4,195,Michigan,USA,2011,2,41,38,2.2,0.7,1.3,-10.0,2.1%,6.7%,19.0%,37.7%,28.1%
Darrell Arthur,DEN,27,6-9,235,Kansas,USA,2008,1,27,58,6.6,2.9,1.0,0.4,4.9%,11.2%,19.9%,46.6%,9.6%
Darren Collison,SAC,27,6-0,175,UCLA,USA,2009,1,21,45,16.1,3.2,5.6,0.8,1.3%,7.6%,20.6%,57.5%,26.3%
David Lee,GSW,32,6-9,245,Florida,USA,2005,1,30,49,7.9,5.2,1.7,1.3,8.6%,19.0%,19.2%,54.1%,14.2%
David Stockton,SAC,24,5-11,165,Gonzaga,USA,Undrafted,Undrafted,Undrafted,3,2.7,0.7,3.0,33.8,0.0%,4.4%,15.0%,46.3%,33.3%
David Wear,SAC,24,6-10,230,UCLA,USA,Undrafted,Undrafted,Undrafted,2,0.0,1.0,0.5,-60.0,16.7%,0.0%,8.7%,0.0%,14.3%
David West,IND,34,6-9,250,Xavier,USA,2003,1,18,66,11.7,6.8,3.4,-1.2,5.6%,17.1%,20.8%,50.8%,19.9%
DeAndre Jordan,LAC,26,6-11,265,Texas A&M,USA,2008,2,35,82,11.5,15.0,0.7,11.7,14.4%,28.9%,13.4%,63.8%,3.0%
DeJuan Blair,WAS,26,6-7,270,Pittsburgh,USA,2009,2,37,29,1.9,1.9,0.1,-14.3,9.2%,20.7%,17.2%,46.9%,2.9%
DeMar DeRozan,TOR,25,6-7,220,USC,USA,2009,1,9,60,20.1,4.6,3.5,2.7,2.0%,11.3%,28.2%,51.0%,17.4%
DeMarcus Cousins,SAC,24,6-11,270,Kentucky,USA,2010,1,5,59,24.1,12.7,3.6,1.1,9.6%,26.9%,33.4%,54.5%,20.2%
DeMarre Carroll,ATL,28,6-8,212,Missouri,USA,2009,1,27,70,12.6,5.3,1.7,5.6,4.8%,12.5%,16.5%,60.3%,8.3%
Dennis Schroder,ATL,21,6-1,168,None,Germany,2013,1,17,77,10.0,2.1,4.1,0.2,2.0%,8.9%,26.7%,51.6%,37.3%
Deron Williams,BKN,31,6-3,200,Illinois,USA,2005,1,3,68,13.0,3.5,6.6,0.2,1.4%,9.9%,21.9%,50.4%,32.6%
Derrick Favors,UTA,23,6-10,262,Georgia Tech,USA,2010,1,3,74,16.0,8.2,1.5,1.5,9.0%,18.5%,23.7%,55.8%,9.0%
Derrick Rose,CHI,26,6-3,190,Memphis,USA,2008,1,1,51,17.7,3.2,4.9,3.7,2.2%,7.5%,30.5%,49.3%,28.9%
Derrick Williams,SAC,24,6-8,240,Arizona,USA,2011,1,2,74,8.3,2.7,0.7,-7.7,2.9%,10.3%,18.5%,54.0%,5.7%
Devin Harris,DAL,32,6-3,192,Wisconsin,USA,2004,1,5,76,8.8,1.8,3.1,3.4,0.7%,7.2%,17.5%,55.9%,20.7%
Devyn Marble,ORL,22,6-6,200,Iowa,USA,2014,2,56,16,2.3,1.9,1.1,-1.1,2.2%,12.7%,12.2%,36.2%,10.2%
Dewayne Dedmon,ORL,25,7-0,245,USC,USA,Undrafted,Undrafted,Undrafted,59,3.7,5.0,0.2,-0.6,13.5%,20.8%,12.4%,56.8%,1.6%
Dion Waiters,OKC,23,6-4,225,Syracuse,USA,2012,1,4,80,11.8,2.4,2.0,1.7,1.7%,6.6%,21.8%,46.0%,11.6%
Dirk Nowitzki,DAL,37,7-0,245,None,Germany,1998,1,9,77,17.3,5.9,1.9,4.4,2.0%,18.3%,24.4%,56.0%,10.1%
Donald Sloan,IND,27,6-3,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,53,7.4,2.7,3.6,-4.2,1.0%,11.5%,18.1%,50.3%,29.1%
Donatas Motiejunas,HOU,24,7-0,255,None,Lithuania,2011,1,20,71,12.0,5.9,1.8,2.7,6.6%,14.0%,19.0%,55.3%,10.9%
Dorell Wright,POR,29,6-9,205,None,USA,2004,1,19,48,4.6,2.3,0.9,5.5,2.3%,15.7%,16.4%,52.5%,10.2%
Doug McDermott,CHI,23,6-8,225,Creighton,USA,2014,1,11,36,3.0,1.2,0.2,-15.1,1.9%,11.3%,18.0%,48.0%,3.3%
Draymond Green,GSW,25,6-7,230,Michigan State,USA,2012,2,35,79,11.7,8.2,3.7,15.8,4.6%,19.5%,16.9%,54.0%,15.5%
Drew Gooden,WAS,33,6-10,250,Kansas,USA,2002,1,4,51,5.4,4.4,1.0,0.1,8.5%,16.6%,16.7%,46.9%,8.9%
Drew Gordon,PHI,24,6-9,245,New Mexico,USA,Undrafted,Undrafted,Undrafted,9,1.9,2.0,0.2,-20.8,8.3%,16.2%,15.5%,42.8%,4.4%
Dwight Buycks,LAL,26,6-3,190,Marquette,USA,Undrafted,Undrafted,Undrafted,6,8.7,2.0,2.3,-8.2,1.7%,8.3%,20.7%,58.6%,20.6%
Dwight Howard,HOU,29,6-11,275,None,USA,2004,1,1,41,15.8,10.5,1.2,9.3,9.2%,25.9%,23.2%,59.6%,7.2%
Dwight Powell,DAL,23,6-11,240,Stanford,Canada,2014,2,45,29,3.1,1.7,0.3,1.1,7.1%,14.7%,16.6%,55.2%,5.8%
Dwyane Wade,MIA,33,6-4,220,Marquette,USA,2003,1,5,62,21.5,3.5,4.8,-2.1,3.2%,8.5%,33.8%,53.4%,30.0%
E'Twaun Moore,CHI,26,6-4,191,Purdue,USA,2011,2,55,56,2.7,0.8,0.6,-1.3,2.4%,6.6%,14.0%,50.4%,10.6%
Earl Barron,PHX,33,7-0,250,Memphis,,Undrafted,Undrafted,Undrafted,16,2.0,1.8,0.3,-16.9,8.0%,11.8%,15.1%,36.1%,6.0%
Earl Clark,BKN,27,6-10,234,Louisville,USA,2009,1,14,10,2.7,2.3,0.3,-10.9,1.0%,21.0%,17.4%,42.5%,5.8%
Ed Davis,LAL,26,6-10,240,North Carolina,USA,2010,1,13,79,8.3,7.6,1.2,-6.6,11.8%,20.8%,14.4%,59.4%,8.2%
Ekpe Udoh,LAC,28,6-10,245,Baylor,USA,2010,1,6,33,0.9,0.8,0.2,-4.9,5.7%,14.0%,12.2%,51.9%,10.7%
Elfrid Payton,ORL,21,6-4,185,Louisana-Lafayette,USA,2014,1,10,82,8.9,4.3,6.5,-3.4,4.2%,9.9%,17.9%,45.6%,31.4%
Elijah Millsap,UTA,27,6-6,215,None,USA,Undrafted,Undrafted,Undrafted,47,5.3,3.2,1.2,3.9,3.0%,12.6%,16.4%,45.0%,10.1%
Elliot Williams,PHI,26,-,-,Memphis,,2010,1,22,13,2.8,0.6,0.9,5.5,0.0%,6.5%,16.2%,47.7%,15.0%
Elton Brand,ATL,36,6-9,254,Duke,USA,1999,1,1,36,2.7,2.8,0.6,1.2,5.7%,14.4%,11.4%,45.7%,7.0%
Enes Kanter,OKC,23,6-11,245,,Turkey,2011,1,3,75,15.5,8.9,0.7,-0.7,12.8%,19.1%,23.8%,56.4%,4.4%
Eric Bledsoe,PHX,25,6-1,195,Kentucky,USA,2010,1,18,81,17.0,5.2,6.1,0.7,2.6%,12.1%,23.3%,55.5%,27.3%
Eric Gordon,NOP,26,6-4,215,Indiana,USA,2008,1,7,61,13.4,2.6,3.8,1.8,1.4%,6.5%,19.6%,54.4%,17.7%
Eric Moreland,SAC,23,6-10,218,Oregon State,USA,Undrafted,Undrafted,Undrafted,3,0.7,0.3,0.0,54.3,0.0%,50.0%,20.0%,100%,0.0%
Erick Green,DEN,24,6-4,185,Virginia Tech,USA,2013,2,46,43,3.4,0.7,0.9,-9.3,1.5%,6.0%,18.1%,43.6%,16.5%
Ersan Ilyasova,MIL,28,6-10,235,None,Turkey,2005,2,36,58,11.5,4.8,1.0,1.3,6.2%,15.7%,21.7%,55.4%,7.0%
Evan Fournier,ORL,22,6-7,205,None,France,2012,1,20,58,12.0,2.6,2.1,-4.1,1.8%,7.8%,19.7%,54.6%,11.5%
Evan Turner,BOS,26,6-7,220,Ohio State,USA,2010,1,2,82,9.5,5.1,5.5,-1.8,1.7%,16.3%,19.3%,48.2%,30.2%
Festus Ezeli,GSW,25,6-11,265,Vanderbilt,Nigeria,2012,1,30,46,4.4,3.4,0.2,1.4,11.5%,16.5%,17.3%,58.0%,2.8%
Francisco Garcia,HOU,33,6-7,215,Louisville,Dominican Rep...,2005,1,23,14,3.2,1.2,1.1,-1.0,1.4%,6.6%,16.3%,34.7%,12.8%
Furkan Aldemir,PHI,23,6-10,240,None,Turkey,2012,2,53,41,2.3,4.3,0.7,-8.2,12.6%,18.9%,8.3%,51.7%,7.9%
Gal Mekel,DAL,27,6-3,191,Wichita State,Israel,Undrafted,Undrafted,Undrafted,4,1.5,0.3,3.3,2.4,0.0%,2.3%,23.4%,15.0%,44.8%
Garrett Temple,WAS,29,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,52,3.9,1.7,1.1,-1.7,3.3%,8.5%,13.6%,53.4%,11.9%
Gary Harris,DEN,20,6-4,210,Michigan State,USA,2014,1,19,55,3.4,1.2,0.5,-10.7,2.6%,6.1%,16.0%,39.5%,6.1%
Gary Neal,MIN,30,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,54,10.1,2.4,1.9,-6.0,1.1%,9.5%,23.1%,48.3%,15.2%
George Hill,IND,29,6-3,188,None,USA,2008,1,26,43,16.1,4.2,5.1,6.2,2.0%,11.8%,24.0%,57.9%,30.4%
Gerald Green,PHX,29,6-8,210,None,USA,2005,1,18,74,11.9,2.5,1.2,0.1,2.2%,10.4%,27.7%,53.2%,11.0%
Gerald Henderson,CHA,27,6-5,215,Duke,USA,2009,1,12,80,12.1,3.4,2.6,-0.4,1.5%,10.1%,20.7%,51.4%,15.2%
Gerald Wallace,BOS,32,6-7,220,Alabama,USA,2001,1,25,32,1.1,1.8,0.3,5.4,5.9%,13.9%,8.8%,43.1%,5.0%
Giannis Antetokounmpo,MIL,20,6-11,217,None,Greece,2013,1,15,81,12.7,6.7,2.6,0.6,4.1%,17.7%,19.3%,55.2%,13.3%
Gigi Datome,BOS,27,6-8,215,None,Italy,Undrafted,Undrafted,Undrafted,21,5.0,1.4,0.4,14.6,1.3%,11.6%,20.1%,58.7%,7.3%
Glen Davis,LAC,29,6-9,289,Louisiana State,USA,2007,2,35,74,4.0,2.3,0.5,-3.9,4.5%,13.4%,16.8%,49.5%,7.3%
Glen Rice,WAS,24,6-6,206,Michigan,,2013,2,35,5,2.2,0.8,0.4,-29.9,4.4%,5.4%,19.0%,31.2%,8.3%
Glenn Robinson III,PHI,21,6-7,222,Michigan,USA,2014,2,40,35,2.1,1.1,0.3,6.3,5.4%,9.2%,14.3%,47.1%,6.4%
Goran Dragic,MIA,29,6-3,190,None,Slovenia,2008,2,45,78,16.3,3.5,4.5,-0.1,3.1%,7.2%,21.1%,57.7%,21.2%
Gordon Hayward,UTA,25,6-8,225,Butler,USA,2010,1,9,76,19.3,4.9,4.1,1.9,2.1%,12.4%,25.7%,56.7%,21.1%
Gorgui Dieng,MIN,25,6-11,233,Louisville,Senegal,2013,1,21,73,9.7,8.3,2.0,-8.4,10.1%,18.6%,14.9%,57.3%,10.5%
Grant Jerrett,UTA,21,6-10,232,Arizona,USA,2013,2,40,8,2.0,1.1,0.4,-17.3,3.2%,15.2%,23.4%,30.3%,9.1%
Greg Monroe,DET,25,6-11,250,Georgetown,USA,2010,1,7,69,15.9,10.2,2.1,-0.7,9.9%,23.0%,23.4%,54.9%,11.9%
