,Rank,Player,Efficiency,Unnamed: 0,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,Unnamed: 0.1,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
18,19,Carmelo Anthony,21.43,490.0,6-8,230.0,Syracuse,USA,2003.0,1,3,203.2,227.0,8.00%,-,-,8' 9.5'',7' 0''
19,20,Giannis Antetokounmpo,21.16,986.0,6-11,222.0,None,Greece,2013.0,1,15,210.82,,,,,,
20,21,LaMarcus Aldridge,21.12,627.0,6-11,240.0,Texas,USA,2006.0,1,2,210.82,467.0,8.70%,-,-,9' 2'',7' 4.75''
21,22,Rajon Rondo,21.06,629.0,6-1,186.0,Kentucky,USA,2006.0,1,21,185.42,,,,,,
22,23,Kyle Lowry,20.86,632.0,6-0,205.0,Villanova,USA,2006.0,1,24,182.88,,,,,,
23,24,Dwight Howard,20.42,515.0,6-11,265.0,None,USA,2004.0,1,1,210.82,331.0,10.50%,-,-,9' 3.5'',7' 4.5''
24,25,Al Horford,19.9,690.0,6-10,250.0,Florida,Dominican Rep...,2007.0,1,3,208.28,566.0,9.10%,-,-,8' 11'',7' 0.75''
25,26,Marcin Gortat,19.85,609.0,6-11,240.0,None,Poland,2005.0,2,57,210.82,412.0,-%,-,-,9' 2'',7' 3.5''
26,27,Greg Monroe,19.8,866.0,6-11,250.0,Georgetown,USA,2010.0,1,7,210.82,772.0,11.20%,8.75,9.5,9' 0.5'',7' 2.25''
27,28,Kemba Walker,19.8,922.0,6-1,184.0,Connecticut,USA,2011.0,1,9,185.42,843.0,5.90%,8.0,9.0,7' 7.5'',6' 3.5''
28,29,Isaiah Thomas,19.33,919.0,5-9,185.0,Washington,USA,2011.0,2,60,175.26,837.0,6.70%,8.25,9.0,7' 7.5'',6' 1.75''
29,30,Kevin Love,19.13,758.0,6-10,260.0,UCLA,USA,2008.0,1,5,208.28,664.0,12.90%,-,-,8' 10'',6' 11.25''
30,31,Thaddeus Young,18.96,671.0,6-8,220.0,Georgia Tech,USA,2007.0,1,12,203.2,616.0,4.90%,-,-,8' 10'',6' 11.5''
31,32,DeMar DeRozan,18.68,817.0,6-7,216.0,USC,USA,2009.0,1,9,200.66,708.0,4.90%,-,-,8' 6.5'',6' 9''
32,33,Jonas Valanciunas,18.64,913.0,7-0,255.0,None,Lithuania,2011.0,1,5,213.36,,,,,,
33,34,Klay Thompson,18.24,871.0,6-7,205.0,Washington State,USA,2011.0,1,11,200.66,839.0,8.00%,8.75,9.25,8' 7.5'',6' 9''
34,35,Dirk Nowitzki,18.23,281.0,7-0,245.0,None,Germany,1998.0,1,9,213.36,,,,,,
35,36,Kyrie Irving,18.22,869.0,6-3,191.0,Duke,Australia,2011.0,1,1,190.5,808.0,10.20%,8.25,9.25,8' 3'',6' 4''
36,37,Gordon Hayward,17.82,868.0,6-8,210.0,Butler,USA,2010.0,1,9,203.2,761.0,6.90%,8.5,9.25,8' 7'',6' 7.75''
37,38,Nicolas Batum,17.31,734.0,6-8,200.0,None,France,2008.0,1,25,203.2,,,,,,
38,39,Khris Middleton,17.3,956.0,6-8,234.0,Texas A&M,USA,2012.0,2,39,203.2,882.0,7.80%,9.0,9.0,8' 7'',6' 10.75''
39,40,Dwyane Wade,17.3,507.0,6-4,220.0,Marquette,USA,2003.0,1,5,193.04,295.0,6.70%,-,-,8' 6'',6' 10.75''
40,41,Ricky Rubio,17.29,809.0,6-4,180.0,None,Spain,2009.0,1,5,193.04,,,,,,
41,42,Rudy Gay,17.07,666.0,6-8,230.0,Connecticut,USA,2006.0,1,8,203.2,490.0,5.70%,-,-,8' 11.5'',7' 3''
42,43,Tobias Harris,17.02,879.0,6-8,226.0,Tennessee,USA,2011.0,1,19,203.2,805.0,8.40%,8.75,9.0,8' 7.5'',6' 11''
43,44,Reggie Jackson,16.94,885.0,6-3,208.0,Boston College,USA,2011.0,1,24,190.5,,,,,,
44,45,C.J. McCollum,16.87,,,,,,,,,,,,,,,
45,46,Victor Oladipo,16.81,991.0,6-4,210.0,Indiana,USA,2013.0,1,2,193.04,951.0,6.55%,8.75,9.25,8' 4.5'',6' 9.25''
46,47,Zach Randolph,16.53,381.0,6-9,260.0,Michigan State,USA,2001.0,1,19,205.74,,,,,,
47,48,Kristaps Porzingis,16.12,1115.0,7-3,240.0,None,Latvia,2015.0,1,4,220.98,,,,,,
48,49,Gorgui Dieng,15.74,993.0,6-11,251.0,Louisville,Senegal,2013.0,1,21,210.82,922.0,5.35%,9.0,10.0,9' 3.5'',7' 3.5''
49,50,Julius Randle,15.69,1081.0,6-9,250.0,Kentucky,USA,2014.0,1,7,205.74,1012.0,9.40%,8.75,8.25,8' 9.5'',7' 0''
50,51,Nikola Jokic,15.51,1065.0,6-10,250.0,None,Serbia,2014.0,2,41,208.28,,,,,,
51,52,Enes Kanter,15.48,891.0,6-11,267.0,,Turkey,2011.0,1,3,210.82,813.0,5.90%,9.5,10.75,9' 1.5'',7' 1.5''
52,53,Mason Plumlee,15.39,994.0,6-11,255.0,Duke,USA,2013.0,1,22,210.82,955.0,6.15%,9.75,9.5,9' 0'',6' 11''
53,54,Goran Dragic,15.36,755.0,6-3,190.0,None,Slovenia,2008.0,2,45,190.5,,,,,,
54,55,Andrew Wiggins,15.3,1031.0,6-8,202.0,Kansas,Canada,2014.0,1,1,203.2,,,,,,
55,56,Serge Ibaka,15.23,733.0,6-10,235.0,None,Democratic Re...,2008.0,1,24,208.28,,,,,,
56,57,Jeff Teague,15.13,778.0,6-2,181.0,Wake Forest,USA,2009.0,1,19,187.96,735.0,4.50%,-,-,8' 2.5'',6' 7.5''
57,58,Robin Lopez,15.02,723.0,7-0,255.0,Stanford,USA,2008.0,1,15,213.36,,,,,,
58,59,Jae Crowder,15.01,951.0,6-6,235.0,Marquette,USA,2012.0,2,34,198.12,852.0,9.00%,9.5,10.5,8' 3.5'',6' 9.25''
59,60,Zaza Pachulia,14.93,501.0,6-11,275.0,None,Georgia,2003.0,2,42,210.82,,,,,,
60,61,Will Barton,14.85,958.0,6-6,190.0,Memphis,USA,2012.0,2,40,198.12,848.0,4.10%,9.0,9.5,8' 6.5'',6' 9.75''
61,62,Marvin Williams,14.51,571.0,6-9,245.0,North Carolina,USA,2005.0,1,2,205.74,460.0,-%,-,-,9' 0'',7' 3.5''
62,63,Luol Deng,14.47,558.0,6-9,220.0,Duke,United Kingdo...,2004.0,1,7,205.74,319.0,6.70%,-,-,9' 0.5'',7' 0.5''
63,64,Tristan Thompson,14.39,902.0,6-9,227.0,Texas,Canada,2011.0,1,4,205.74,840.0,6.20%,8.75,9.25,9' 0.5'',7' 1.25''
64,65,Ish Smith,14.18,1866.0,6-0,175.0,Wake Forest,USA,0.0,Undrafted,Undrafted,182.88,,,,,,
65,66,Jared Sullinger,14.15,937.0,6-9,260.0,Ohio State,USA,2012.0,1,21,205.74,897.0,10.70%,9.25,9.75,8' 9.5'',7' 1.25''
66,67,Ian Mahinmi,14.12,580.0,6-11,230.0,None,France,2005.0,1,28,210.82,,,,,,
67,68,Darren Collison,14.07,781.0,6-0,160.0,UCLA,USA,2009.0,1,21,182.88,704.0,5.70%,-,-,8' 0.5'',6' 3''
68,69,Jabari Parker,14.05,1042.0,6-8,250.0,Duke,USA,2014.0,1,2,203.2,,,,,,
69,70,Tim Duncan,13.97,208.0,6-11,255.0,Wake Forest,US Virgin Isl...,1997.0,1,1,210.82,,,,,,
70,71,Monta Ellis,13.88,593.0,6-3,185.0,None,USA,2005.0,2,40,190.5,402.0,-%,-,-,8' 2'',6' 2.75''
71,72,Otto Porter,13.87,,,,,,,,,,,,,,,
72,73,Taj Gibson,13.7,786.0,6-9,225.0,USC,USA,2009.0,1,26,205.74,713.0,6.60%,-,-,9' 1'',7' 4''
73,74,Evan Turner,13.64,829.0,6-7,205.0,Ohio State,USA,2010.0,1,2,200.66,784.0,8.60%,8.75,9.5,8' 7.5'',6' 8''
74,75,Marcus Morris,13.64,,,,,,,,,,,,,,,
75,76,Evan Fournier,13.63,936.0,6-7,205.0,None,France,2012.0,1,20,200.66,,,,,,
76,77,Steven Adams,13.6,983.0,7-0,255.0,Pittsburgh,New Zealand,2013.0,1,12,213.36,907.0,6.65%,9.5,11.0,9' 1.5'',7' 4.5''
77,78,George Hill,13.57,735.0,6-2,180.0,None,USA,2008.0,1,26,187.96,649.0,3.00%,-,-,8' 1.5'',6' 9''
78,79,Aaron Gordon,13.24,1063.0,6-9,220.0,Arizona,USA,2014.0,1,4,205.74,990.0,5.05%,8.75,10.5,8' 9'',6' 11.75''
79,80,Trevor Ariza,13.21,549.0,6-8,210.0,UCLA,USA,2004.0,2,43,203.2,304.0,8.00%,-,-,8' 11.5'',7' 2''
80,81,Andrew Bogut,13.15,561.0,7-0,260.0,Utah,Australia,2005.0,1,1,213.36,393.0,-%,-,-,9' 2.5'',7' 3''
81,82,Kent Bazemore,13.14,1771.0,6-5,201.0,Old Dominion,USA,0.0,Undrafted,Undrafted,195.58,,,,,,
82,83,Amir Johnson,13.13,608.0,6-9,210.0,None,USA,2005.0,2,56,205.74,,,,,,
83,84,Al-Farouq Aminu,13.04,867.0,6-9,215.0,Wake Forest,USA,2010.0,1,8,205.74,742.0,8.20%,9.5,9.5,9' 0.5'',7' 3.25''
84,85,Elfrid Payton,13.0,1032.0,6-4,185.0,Louisana-Lafayette,USA,2014.0,1,10,193.04,1010.0,5.65%,8.75,9.0,8' 2.5'',6' 8''
85,85,Jordan Clarkson,13.0,1070.0,6-5,194.0,Missouri,USA,2014.0,2,46,195.58,981.0,4.30%,8.25,9.0,8' 2'',6' 8''
86,87,Tony Parker,12.9,391.0,6-2,185.0,None,France,2001.0,1,28,187.96,,,,,,
87,88,Cody Zeller,12.84,1012.0,7-0,240.0,Indiana,USA,2013.0,1,4,213.36,969.0,4.75%,8.5,10.5,8' 10'',6' 10.75''
88,89,Avery Bradley,12.78,828.0,6-2,180.0,Texas,USA,2010.0,1,19,187.96,748.0,4.00%,8.25,9.5,8' 2.5'',6' 7.25''
89,90,Ed Davis,12.75,822.0,6-10,232.0,North Carolina,USA,2010.0,1,13,208.28,753.0,10.00%,9.25,10.0,9' 0'',7' 0''
90,91,Rodney Hood,12.67,1046.0,6-8,206.0,Duke,USA,2014.0,1,23,203.2,995.0,7.45%,8.5,8.5,8' 7'',6' 8.5''
91,92,Kentavious Caldwell-Pope,12.65,1029.0,6-5,205.0,Georgia,USA,2013.0,1,8,195.58,912.0,6.45%,8.5,9.0,8' 4.5'',6' 8''
92,93,Bismack Biyombo,12.52,920.0,6-9,245.0,None,Democratic Re...,2011.0,1,7,205.74,,,,,,
93,94,J.J. Redick,12.44,,,,,,,,,,,,,,,
94,95,Joe Johnson,12.35,372.0,6-7,240.0,Arkansas,USA,2001.0,1,10,200.66,111.0,6.70%,-,-,8' 9'',6' 9''
95,96,Zach LaVine,12.1,1035.0,6-5,185.0,UCLA,USA,2014.0,1,13,195.58,1000.0,4.70%,8.25,8.75,8' 4'',6' 8.25''
96,97,P.J. Tucker,11.91,644.0,6-6,245.0,Texas,USA,2006.0,2,35,198.12,,,,,,
97,98,Alex Len,11.85,1022.0,7-1,250.0,Maryland,Ukraine,2013.0,1,5,215.9,940.0,6.40%,9.0,10.75,,7' 3.5''
98,99,Harrison Barnes,11.8,977.0,6-8,225.0,North Carolina,USA,2012.0,1,7,203.2,847.0,9.60%,9.0,8.5,8' 5.5'',6' 11.25''
99,100,Matt Barnes,11.78,454.0,6-7,226.0,UCLA,USA,2002.0,2,45,200.66,146.0,-%,-,-,8' 0.5'',6' 9''
