Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Andrei Kirilenko,UTA,28,6-9,225,None,Russia,1999,1,24,67,11.6,4.8,2.6,7.1,4.9%,13.5%,20.1%,54.9%,15.1%
Andres Nocioni,SAC,29,6-7,225,None,Argentina,Undrafted,Undrafted,Undrafted,76,11.4,4.8,1.3,-0.3,2.8%,15.6%,19.8%,55.5%,8.1%
Andrew Bogut,MIL,24,7-0,260,Utah,Australia,2005,1,1,36,11.7,10.3,2.0,3.9,10.9%,23.7%,17.8%,58.6%,10.9%
Andrew Bynum,LAL,21,7-0,285,None,USA,2005,1,10,50,14.3,8.0,1.4,8.3,9.9%,17.8%,20.6%,59.8%,7.6%
Andris Biedrins,GSW,23,6-11,240,None,Latvia,2004,1,11,62,11.9,11.2,2.0,-4.5,11.7%,25.2%,16.8%,58.5%,10.1%
Antawn Jamison,WAS,33,6-9,235,North Carolina,USA,1998,1,4,81,22.2,8.9,1.9,-8.4,6.3%,18.4%,25.5%,54.9%,9.0%
Anthony Carter,DEN,34,6-2,195,Hawaii,USA,Undrafted,Undrafted,Undrafted,78,5.3,2.6,4.7,2.6,2.3%,8.8%,13.8%,49.0%,30.3%
Anthony Johnson,ORL,34,6-3,195,College of Charleston,USA,1997,2,39,80,5.3,1.8,2.5,3.7,2.0%,7.9%,15.3%,50.5%,22.3%
Anthony Morrow,GSW,23,6-5,210,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,67,10.1,3.0,1.2,-1.7,5.0%,7.6%,17.3%,58.8%,8.1%
Anthony Parker,TOR,34,6-6,215,Bradley,USA,1997,1,21,80,10.7,4.0,3.4,-1.8,1.8%,10.7%,16.1%,52.4%,15.7%
Anthony Randolph,GSW,19,6-10,210,Louisiana State,USA,2008,1,14,63,7.9,5.8,0.8,-3.6,11.0%,19.8%,21.1%,50.6%,6.6%
Anthony Roberson,CHI,26,6-2,180,Florida,USA,Undrafted,Undrafted,Undrafted,29,4.1,0.8,0.7,-10.9,1.9%,6.0%,20.0%,48.7%,12.4%
Anthony Tolliver,SAS,24,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,19,2.7,2.2,0.9,0.8,5.6%,15.2%,16.8%,37.5%,13.4%
Antoine Wright,DAL,25,6-7,215,Texas A&M,USA,2005,1,15,65,7.3,2.1,1.2,2.5,2.1%,7.1%,15.4%,50.1%,7.1%
Antonio Daniels,NOH,34,6-4,205,Bowling Green,USA,1997,1,4,74,4.1,1.0,2.4,-12.1,0.5%,8.3%,16.2%,53.6%,30.0%
Antonio McDyess,DET,34,6-9,245,Alabama,USA,1995,1,2,62,9.6,9.8,1.3,-1.6,10.4%,24.9%,15.5%,52.9%,7.3%
Arron Afflalo,DET,23,6-5,215,UCLA,USA,2007,1,27,74,4.9,1.8,0.6,-0.5,2.5%,8.8%,13.7%,54.8%,5.5%
Austin Croshere,SAS,34,6-10,240,Providence,USA,1997,1,12,14,2.9,2.4,0.6,-14.1,8.7%,24.7%,20.2%,45.2%,16.1%
Baron Davis,LAC,30,6-3,215,California-Los Angeles,USA,1999,1,3,65,14.9,3.7,7.7,-7.9,2.0%,9.0%,24.6%,46.0%,36.5%
Ben Gordon,CHI,26,6-3,200,Connecticut,USA,2004,1,3,82,20.7,3.5,3.4,0.1,1.8%,7.8%,24.3%,57.3%,15.6%
Ben Wallace,CLE,34,6-9,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,56,2.9,6.5,0.8,17.9,11.2%,17.8%,7.7%,45.0%,4.5%
Beno Udrih,SAC,26,6-3,205,None,Slovenia,2004,1,28,73,11.0,3.0,4.7,-7.8,2.1%,8.0%,18.0%,52.5%,23.7%
Blake Ahearn,SAS,25,6-2,190,Missouri State,,Undrafted,Undrafted,Undrafted,3,2.7,0.3,0.7,24.1,0.0%,5.9%,18.6%,58.1%,20.0%
Bobby Brown,MIN,24,6-2,175,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,68,5.3,0.8,1.7,-10.1,1.5%,4.4%,20.6%,47.6%,21.4%
Bobby Jackson,SAC,36,6-1,185,Minnesota,USA,1997,1,23,71,7.5,2.8,2.0,-6.5,2.9%,11.0%,17.5%,50.2%,16.0%
Bobby Simmons,NJN,29,6-6,230,DePaul,USA,2001,2,41,71,7.8,3.9,1.3,0.7,4.3%,12.5%,13.9%,59.6%,8.1%
Boris Diaw,CHA,27,6-8,235,None,France,2003,1,21,81,13.2,5.3,4.1,1.7,4.7%,12.0%,19.6%,56.5%,20.8%
Brad Miller,CHI,33,7-0,261,Purdue,USA,Undrafted,Undrafted,Undrafted,70,11.9,7.8,3.3,-3.6,7.4%,19.8%,18.3%,56.6%,17.3%
Brandan Wright,GSW,21,6-10,210,North Carolina,USA,2007,1,8,39,8.3,4.0,0.5,-4.7,9.0%,12.9%,18.9%,57.0%,4.7%
Brandon Bass,DAL,24,6-8,250,Louisiana State,USA,2005,2,33,81,8.5,4.5,0.5,1.9,8.7%,15.5%,19.5%,57.1%,4.5%
Brandon Roy,POR,24,6-6,211,Washington,USA,2006,1,6,78,22.6,4.7,5.1,9.0,3.9%,10.3%,27.2%,57.3%,24.3%
Brandon Rush,IND,23,6-6,210,Kansas,USA,2008,1,13,75,8.1,3.1,0.9,-4.2,1.8%,10.8%,16.4%,50.5%,5.6%
Brendan Haywood,WAS,29,7-0,263,North Carolina,USA,2001,1,20,6,9.7,7.3,1.3,-7.2,8.1%,17.4%,17.3%,49.0%,7.3%
Brent Barry,HOU,37,6-7,210,Oregon State,USA,1995,1,15,56,3.7,1.7,1.4,0.7,2.0%,9.3%,11.8%,57.5%,14.1%
Brevin Knight,UTA,33,5-10,166,Stanford,USA,1997,1,16,74,2.4,1.2,2.6,3.9,1.4%,8.3%,13.1%,41.4%,30.7%
Brian Cardinal,MIN,32,6-8,240,Purdue,USA,2000,2,44,64,3.0,2.2,1.2,1.5,4.5%,12.3%,11.5%,51.5%,12.6%
Brian Cook,HOU,28,6-9,250,Illinois,USA,2003,1,24,30,2.5,1.1,0.2,-14.6,4.0%,14.3%,23.6%,47.0%,6.1%
Brian Scalabrine,BOS,31,6-9,235,Southern California,USA,2001,2,34,39,3.5,1.3,0.5,10.4,1.6%,8.6%,11.7%,55.8%,5.1%
Brian Skinner,LAC,33,6-9,255,Baylor,USA,1998,1,22,51,4.2,4.0,0.5,-17.2,8.2%,16.4%,14.4%,47.4%,5.4%
Brook Lopez,NJN,21,7-0,260,Stanford,USA,2008,1,10,82,13.0,8.1,1.0,-2.3,9.3%,18.9%,19.8%,56.8%,6.0%
Bruce Bowen,SAS,38,6-7,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,80,2.7,1.8,0.5,-0.5,1.1%,8.9%,7.0%,53.9%,4.1%
C.J. Watson,GSW,25,6-2,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,77,9.5,2.5,2.7,-2.2,2.0%,7.9%,16.5%,56.4%,16.5%
CJ Miles,UTA,22,6-6,227,None,USA,2005,2,34,72,9.1,2.3,1.5,1.0,2.9%,8.1%,18.1%,54.6%,9.8%
Calvin Booth,SAC,33,6-11,230,Penn State,USA,1999,2,35,8,2.0,1.4,0.0,-21.0,8.8%,9.8%,11.6%,59.2%,0.0%
Carl Landry,HOU,25,6-9,248,Purdue,USA,2007,2,31,69,9.2,5.0,0.6,1.6,8.7%,15.5%,17.7%,63.4%,4.8%
Carlos Boozer,UTA,27,6-9,266,Duke,USA,2002,2,34,37,16.2,10.4,2.1,-1.4,9.6%,25.0%,24.1%,52.3%,11.0%
Carmelo Anthony,DEN,25,6-8,230,Syracuse,USA,2003,1,3,66,22.8,6.8,3.4,6.5,5.0%,14.9%,31.3%,53.2%,17.2%
Caron Butler,WAS,29,6-7,228,Connecticut,USA,2002,1,10,67,20.8,6.2,4.3,-7.8,4.7%,12.4%,25.4%,55.2%,19.4%
Cartier Martin,CHA,24,6-7,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,33,2.6,1.0,0.4,3.7,2.9%,9.9%,16.5%,48.9%,7.8%
Cedric Simmons,SAC,23,6-9,235,North Carolina State,USA,2006,1,15,18,1.6,0.9,0.1,-12.5,5.7%,13.9%,17.3%,45.3%,4.2%
Channing Frye,POR,26,6-11,245,Arizona,USA,2005,1,8,63,4.2,2.2,0.4,-8.3,5.6%,14.6%,19.1%,46.5%,5.8%
Charlie Bell,MIL,30,6-3,200,Michigan State,,Undrafted,Undrafted,Undrafted,70,8.4,1.9,2.2,-2.7,1.7%,6.2%,15.7%,52.5%,13.7%
Charlie Villanueva,MIL,24,6-11,232,Connecticut,USA,2005,1,7,78,16.2,6.7,1.8,-1.3,7.5%,19.1%,27.9%,52.9%,11.9%
Chauncey Billups,DEN,32,6-3,202,Colorado,USA,1997,1,3,79,17.7,3.0,6.4,5.3,1.2%,7.6%,21.6%,59.2%,28.7%
Cheikh Samb,NYK,24,7-1,245,None,USA,2006,2,51,18,0.8,1.3,0.1,0.5,11.4%,13.9%,19.8%,21.4%,1.9%
Chris Andersen,DEN,30,6-10,228,Blinn,USA,Undrafted,Undrafted,Undrafted,71,6.4,6.2,0.4,3.5,11.5%,17.6%,13.0%,60.8%,3.3%
Chris Bosh,TOR,25,6-10,230,Georgia Tech,USA,2003,1,4,77,22.7,10.0,2.5,-1.3,7.9%,19.6%,26.8%,56.9%,11.4%
Chris Douglas-Roberts,NJN,22,6-7,200,Memphis,USA,2008,2,40,44,4.9,1.1,1.2,3.7,2.6%,6.5%,18.6%,53.1%,15.2%
Chris Duhon,NYK,26,6-1,185,Duke,USA,2004,2,38,79,11.1,3.1,7.2,-3.3,1.5%,7.0%,14.5%,56.9%,27.9%
Chris Kaman,LAC,27,7-0,265,Central Michigan,USA,2003,1,6,31,12.0,8.0,1.5,-8.0,8.3%,19.4%,20.6%,55.2%,8.5%
Chris Mihm,LAL,29,7-0,265,Texas,USA,2000,1,7,18,2.0,1.9,0.6,-19.3,13.0%,16.5%,20.8%,41.8%,17.2%
Chris Paul,NOH,24,6-0,175,Wake Forest,USA,2005,1,4,78,22.8,5.5,11.0,6.5,2.5%,12.8%,27.1%,59.9%,51.2%
Chris Quinn,MIA,25,6-2,175,Notre Dame,USA,Undrafted,Undrafted,Undrafted,66,5.1,1.1,2.0,0.0,0.8%,7.4%,16.7%,53.9%,22.9%
Chris Wilcox,NYK,26,6-10,235,Maryland,USA,2002,1,8,62,7.2,4.5,0.8,-8.3,9.0%,18.0%,20.9%,51.8%,8.1%
Chuck Hayes,HOU,26,6-6,238,Kentucky,USA,Undrafted,Undrafted,Undrafted,71,1.3,3.5,0.6,-2.0,8.6%,21.5%,7.7%,37.5%,7.6%
Chucky Atkins,OKC,34,5-11,185,South Florida,USA,Undrafted,Undrafted,Undrafted,33,3.0,0.7,1.8,-7.0,1.3%,4.4%,15.2%,40.8%,22.4%
Corey Brewer,MIN,23,6-9,188,Florida,USA,2007,1,7,15,6.2,3.3,1.7,0.7,6.0%,10.3%,15.9%,47.3%,12.5%
Corey Maggette,GSW,29,6-6,225,Duke,USA,1999,1,13,51,18.6,5.5,1.8,-4.4,3.1%,14.6%,25.1%,58.2%,9.5%
Courtney Lee,ORL,23,6-5,200,Western Kentucky,USA,2008,1,22,77,8.4,2.3,1.2,6.2,1.0%,8.0%,15.2%,55.6%,7.4%
Courtney Sims,NYK,25,6-11,245,Michigan,USA,Undrafted,Undrafted,Undrafted,2,3.0,2.0,0.0,6.8,13.3%,16.7%,21.9%,50.0%,0.0%
Craig Smith,MIN,25,6-7,250,Boston College,USA,2006,2,36,74,10.1,3.8,1.1,-5.9,7.0%,13.5%,22.7%,59.9%,9.7%
Cuttino Mobley,LAC,33,6-4,215,Rhode Island,USA,1998,2,41,11,13.7,2.6,1.1,-7.8,2.3%,5.7%,20.6%,49.1%,5.5%
D.J. Augustin,CHA,21,6-0,180,Texas,USA,2008,1,9,72,11.8,1.8,3.5,-0.7,0.9%,6.5%,20.4%,58.7%,23.7%
DJ Mbenga,LAL,28,7-0,255,None,,Undrafted,Undrafted,Undrafted,23,2.7,1.3,0.4,0.5,4.7%,11.3%,17.4%,50.4%,7.8%
DJ White,OKC,22,6-9,251,Indiana,USA,2008,1,29,7,8.9,4.6,0.9,0.0,8.4%,17.6%,19.9%,55.6%,7.0%
Daequan Cook,MIA,22,6-5,210,Ohio State,USA,2007,1,21,75,9.1,2.5,0.9,-0.3,1.0%,9.8%,17.9%,51.2%,6.2%
Dahntay Jones,DEN,28,6-6,210,Duke,USA,2003,1,20,79,5.4,2.1,1.0,-1.7,4.4%,7.9%,14.8%,53.3%,8.3%
Damien Wilkins,OKC,29,6-6,225,Georgia,USA,Undrafted,Undrafted,Undrafted,41,5.3,1.7,0.9,-11.5,3.0%,9.2%,18.2%,46.7%,10.3%
Damon Jones,MIL,32,6-3,195,Houston,USA,Undrafted,Undrafted,Undrafted,18,1.8,0.3,0.4,4.1,0.0%,5.6%,16.8%,48.5%,8.6%
Dan Gadzuric,MIL,31,6-11,245,California-Los Angeles,Netherlands,2002,2,33,67,4.0,3.8,0.6,-2.0,10.3%,18.9%,14.8%,49.5%,6.3%
Daniel Gibson,CLE,23,6-2,200,Texas,USA,2006,2,42,75,7.8,2.1,1.8,6.2,1.8%,6.9%,16.0%,51.9%,11.9%
Danilo Gallinari,NYK,20,6-10,225,None,Italy,2008,1,6,28,6.1,2.0,0.5,6.4,3.1%,10.3%,15.8%,62.1%,5.4%
Danny Granger,IND,26,6-8,228,New Mexico,USA,2005,1,17,67,25.8,5.1,2.7,1.5,2.0%,12.0%,28.9%,58.4%,12.7%
Darius Miles,MEM,27,6-9,235,None,USA,2000,1,3,34,3.5,1.7,0.5,-12.9,6.8%,13.7%,20.1%,53.3%,11.6%
Darius Songaila,WAS,31,6-9,248,Wake Forest,Lithuania,2002,2,49,77,7.4,2.9,1.2,-4.7,5.2%,10.8%,16.8%,57.0%,10.1%
Darko Milicic,MEM,24,7-0,275,None,Serbia,2003,1,2,61,5.5,4.3,0.6,-3.7,8.6%,18.2%,15.9%,53.3%,5.4%
Darnell Jackson,CLE,23,6-9,253,Kansas,,2008,2,52,51,1.9,1.7,0.2,-9.3,8.0%,13.8%,12.3%,48.3%,3.0%
Darrell Arthur,MEM,21,6-9,225,Kansas,USA,2008,1,27,76,5.6,4.6,0.6,-7.6,7.8%,18.1%,15.9%,45.6%,4.9%
David Lee,NYK,26,6-9,240,Florida,USA,2005,1,30,81,16.0,11.7,2.1,-2.9,8.7%,25.0%,18.9%,59.0%,9.8%
David West,NOH,28,6-9,240,Xavier,USA,2003,1,18,76,21.0,8.5,2.3,4.1,5.9%,17.5%,25.9%,54.0%,10.5%
DeAndre Jordan,LAC,20,6-11,250,Texas A&M,USA,2008,2,35,53,4.3,4.5,0.2,-15.7,9.3%,22.3%,13.7%,58.5%,2.5%
DeMarcus Nelson,GSW,23,6-4,200,Duke,USA,Undrafted,Undrafted,Undrafted,13,4.1,1.8,1.0,-9.3,3.0%,10.1%,17.4%,44.0%,12.0%
DeSagana Diop,CHA,27,7-0,280,None,Senegal,2001,1,8,75,2.3,3.6,0.4,-6.1,11.6%,16.7%,10.7%,42.5%,4.7%
DeShawn Stevenson,WAS,28,6-5,218,None,USA,2000,1,23,32,6.6,2.4,3.1,-9.8,1.2%,7.9%,14.6%,41.0%,16.4%
Dee Brown,PHX,24,6-0,185,Illinois,USA,2006,2,46,19,2.4,1.5,1.9,-6.5,2.6%,8.9%,11.5%,44.9%,18.5%
Delonte West,CLE,25,6-3,180,None,,2004,1,24,64,11.7,3.2,3.5,14.8,1.6%,8.0%,16.6%,55.9%,16.2%
Demetris Nichols,NYK,24,6-8,216,Syracuse,USA,2007,2,53,4,1.8,0.5,0.3,38.7,0.0%,11.8%,28.6%,35.4%,11.1%
Derek Fisher,LAL,34,6-1,210,Arkansas-Little Rock,USA,1996,1,24,82,9.9,2.3,3.2,11.1,1.1%,6.6%,14.6%,54.6%,14.6%
Deron Williams,UTA,25,6-3,207,Illinois,USA,2005,1,3,68,19.4,2.9,10.7,3.7,1.0%,7.2%,24.4%,57.3%,45.7%
Derrick Rose,CHI,20,6-3,190,Memphis,USA,2008,1,1,81,16.8,3.9,6.3,-1.8,3.3%,7.6%,22.2%,51.6%,28.3%
Desmon Farmer,SAS,27,6-5,220,Southern California,,Undrafted,Undrafted,Undrafted,3,4.3,2.0,0.7,4.9,0.0%,11.3%,16.8%,43.7%,5.4%
Desmond Mason,OKC,31,6-5,222,Oklahoma State,USA,2000,1,17,39,7.5,4.0,1.2,-2.6,3.9%,10.7%,15.5%,45.6%,6.5%
Devean George,DAL,31,6-8,235,Augsburg,USA,1999,1,23,43,3.4,1.8,0.3,-5.9,3.7%,7.9%,10.8%,48.5%,3.1%
Devin Brown,NOH,30,6-5,210,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,63,5.2,1.9,0.9,0.2,3.8%,10.8%,22.1%,45.9%,11.2%
Devin Harris,NJN,26,6-3,185,Wisconsin,USA,2004,1,5,69,21.3,3.3,6.9,-1.7,1.2%,8.6%,27.4%,56.3%,33.2%
Dikembe Mutombo,HOU,43,7-2,260,Georgetown,Congo,1991,1,4,9,1.8,3.7,0.0,0.6,13.3%,21.4%,10.8%,47.2%,0.0%
Dirk Nowitzki,DAL,31,7-0,245,None,Germany,1998,1,9,81,25.9,8.4,2.4,3.5,3.0%,20.1%,29.5%,56.4%,11.7%
Dominic McGuire,WAS,23,6-9,220,Fresno State,USA,2007,2,47,79,4.5,5.4,2.5,-9.0,5.6%,16.6%,10.0%,48.3%,13.7%
Donte Greene,SAC,21,6-11,226,Syracuse,USA,2008,1,28,55,3.8,1.6,0.5,-11.5,2.5%,9.3%,17.3%,41.6%,6.7%
Dontell Jefferson,CHA,25,6-5,195,Arkansas,USA,Undrafted,Undrafted,Undrafted,6,4.8,2.0,1.5,-6.5,1.2%,11.8%,18.3%,55.9%,23.1%
Donyell Marshall,PHI,36,6-9,245,Connecticut,USA,1994,1,4,25,3.8,1.6,0.6,9.2,3.4%,18.2%,18.9%,62.1%,12.0%
Dorell Wright,MIA,23,6-9,210,None,USA,2004,1,19,6,3.0,3.3,0.3,-14.1,2.7%,23.7%,19.0%,39.8%,6.1%
Drew Gooden,SAS,27,6-10,250,Kansas,USA,2002,1,4,51,11.9,7.1,0.9,-4.2,8.9%,20.1%,23.1%,52.6%,6.9%
Dwayne Jones,CHA,26,6-10,251,None,USA,Undrafted,Undrafted,Undrafted,6,2.0,2.0,0.0,4.0,12.5%,14.3%,12.2%,62.2%,0.0%
Dwight Howard,ORL,23,6-11,265,None,USA,2004,1,1,79,20.6,13.8,1.4,10.1,12.6%,26.2%,25.8%,60.0%,7.2%
Dwyane Wade,MIA,27,6-4,216,Marquette,USA,2003,1,5,79,30.2,5.0,7.5,3.6,3.1%,10.7%,35.2%,57.4%,37.7%
Earl Watson,OKC,30,6-1,185,California-Los Angeles,USA,2001,2,39,68,6.6,2.7,5.8,-7.2,2.1%,8.8%,16.1%,44.8%,33.5%
Eddie Gill,MIL,30,6-0,190,Weber State,USA,Undrafted,Undrafted,Undrafted,6,2.3,0.7,1.8,-21.6,0.0%,13.8%,12.7%,77.8%,44.0%
Eddie House,BOS,31,6-1,175,Arizona State,USA,2000,2,37,81,8.5,1.9,1.1,4.8,0.8%,10.1%,19.2%,59.2%,10.9%
Eddy Curry,NYK,26,6-11,285,None,USA,2001,1,4,3,1.7,1.3,0.0,-53.8,0.0%,30.8%,17.9%,75.3%,0.0%
Eduardo Najera,NJN,32,6-8,235,Oklahoma,Mexico,2000,2,38,27,2.9,2.5,0.7,-14.0,5.2%,17.0%,14.7%,47.2%,11.0%
Elton Brand,PHI,30,6-9,254,Duke,USA,1999,1,1,29,13.8,8.8,1.3,-0.6,8.5%,19.7%,23.1%,48.4%,7.0%
Emeka Okafor,CHA,26,6-10,255,Connecticut,USA,2004,1,2,82,13.2,10.1,0.6,0.6,11.1%,21.9%,18.7%,58.1%,3.4%
Eric Gordon,LAC,20,6-3,222,Indiana,USA,2008,1,7,78,16.1,2.6,2.8,-8.7,1.7%,6.1%,20.5%,59.3%,13.7%
Erick Dampier,DAL,33,6-11,265,Mississippi State,USA,1996,1,10,80,5.7,7.1,1.0,2.2,12.6%,19.7%,10.4%,66.4%,5.9%
Etan Thomas,WAS,31,6-10,260,Syracuse,USA,2000,1,12,26,3.1,2.5,0.2,-20.0,8.0%,15.3%,14.3%,52.5%,3.2%
Fabricio Oberto,SAS,34,6-10,245,None,Argentina,Undrafted,Undrafted,Undrafted,54,2.6,2.6,1.1,-3.2,10.0%,11.9%,10.9%,59.5%,13.8%
Flip Murray,ATL,29,6-3,200,Shaw,USA,2002,2,41,80,12.2,2.1,2.0,4.3,1.2%,7.5%,23.7%,54.3%,14.1%
Francisco Elson,MIL,33,7-0,235,California,Netherlands,1999,2,41,59,3.4,3.9,0.5,-3.3,10.1%,14.9%,10.6%,53.7%,4.9%
Francisco Garcia,SAC,27,6-7,195,Louisville,Dominican Rep...,2005,1,23,65,12.7,3.4,2.3,-10.5,2.8%,8.6%,19.1%,55.4%,13.2%
Fred Jones,LAC,30,6-2,225,Oregon,USA,2002,1,14,52,7.3,2.4,3.6,-8.3,1.6%,7.2%,12.7%,53.6%,18.9%
Gabe Pruitt,BOS,23,6-4,170,Southern California,USA,2007,2,32,47,2.0,0.9,0.8,0.8,2.4%,9.2%,15.7%,42.2%,18.1%
George Hill,SAS,23,6-2,180,None,USA,2008,1,26,77,5.7,2.1,1.8,2.1,2.5%,10.5%,18.9%,50.2%,18.3%
Gerald Green,DAL,23,6-8,200,None,USA,2005,1,18,38,5.2,1.4,0.4,-9.4,3.6%,10.8%,25.9%,51.3%,7.6%
Gerald Wallace,CHA,26,6-7,220,Alabama,USA,2001,1,25,71,16.6,7.8,2.7,1.2,4.6%,17.6%,20.2%,58.5%,12.0%
Gilbert Arenas,WAS,27,6-4,215,Arizona,USA,2001,2,30,2,13.0,4.5,10.0,0.7,1.7%,13.3%,23.7%,43.3%,46.5%
Glen Davis,BOS,23,6-9,289,Louisiana State,USA,2007,2,35,76,7.0,4.0,0.9,4.0,8.1%,12.0%,17.1%,50.2%,7.0%
Goran Dragic,PHX,23,6-4,180,None,Slovenia,2008,2,45,55,4.5,1.9,2.0,0.0,4.7%,10.3%,18.9%,48.7%,22.2%
Grant Hill,PHX,36,6-8,225,Duke,USA,1994,1,3,82,12.0,4.9,2.3,3.9,3.0%,13.7%,17.3%,58.4%,10.7%
Greg Buckner,MEM,32,6-4,210,Clemson,USA,1998,2,53,63,2.5,2.1,0.9,-3.3,3.9%,12.2%,10.8%,45.6%,10.3%
Greg Oden,POR,21,7-0,285,Ohio State,USA,2007,1,1,61,8.9,7.0,0.5,7.6,13.7%,22.5%,18.9%,59.9%,3.8%
Hakim Warrick,MEM,26,6-9,219,Syracuse,USA,2005,1,19,82,11.6,5.0,0.8,-4.5,6.8%,14.8%,21.5%,55.4%,6.0%
Hamed Haddadi,MEM,24,7-2,254,None,Iran,Undrafted,Undrafted,Undrafted,19,2.5,2.5,0.4,21.7,14.3%,23.8%,19.9%,54.3%,11.4%
Hassan Adams,TOR,25,6-4,220,Arizona,USA,2006,2,54,12,0.9,0.6,0.1,-14.3,1.7%,13.0%,15.7%,35.2%,3.0%
Hedo Turkoglu,ORL,30,6-10,220,None,Turkey,2000,1,16,77,16.8,5.3,4.9,9.1,1.7%,12.5%,22.7%,54.1%,22.3%
Henry Walker,BOS,21,6-6,220,Kansas State,USA,2008,2,47,29,3.0,1.0,0.4,-13.0,3.8%,10.1%,17.3%,64.6%,10.7%
Hilton Armstrong,NOH,24,6-11,235,Connecticut,USA,2006,1,12,70,4.8,2.8,0.4,-2.9,8.1%,11.7%,16.3%,58.5%,4.5%
Ike Diogu,SAC,25,6-9,250,Arizona State,USA,2005,1,9,29,4.1,1.9,0.1,-21.2,11.8%,14.9%,22.2%,61.1%,3.0%
Ime Udoka,SAS,31,6-5,220,Portland State,USA,Undrafted,Undrafted,Undrafted,67,4.3,2.8,0.8,5.8,2.7%,15.7%,15.3%,47.0%,8.3%
