Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Brevin Knight,ATL,25,5-10,170,Stanford,USA,1997,1,16,53,6.3,3.2,5.9,-8.2,1.5%,10.0%,14.4%,41.6%,32.1%
Brian Cardinal,DET,24,6-8,245,Purdue,USA,2000,2,44,15,2.1,1.5,0.2,-13.6,5.8%,11.7%,15.3%,39.8%,5.2%
Brian Grant,MIA,29,6-9,250,Xavier,USA,1994,1,8,82,15.2,8.8,1.2,3.4,8.5%,19.0%,23.2%,53.6%,7.2%
Brian Shaw,LAL,35,6-6,200,California-Santa Barbara,USA,1988,1,24,80,5.3,3.8,3.2,1.4,2.6%,13.7%,13.0%,47.9%,20.6%
Brian Skinner,LAC,25,6-9,265,Baylor,USA,1998,1,22,39,4.1,4.3,0.5,-7.8,9.2%,19.3%,16.8%,42.8%,5.4%
Bruce Bowen,MIA,30,6-7,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,7.6,3.0,1.6,2.7,1.8%,7.9%,13.0%,47.8%,8.2%
Bruno Sundov,IND,21,7-2,239,None,Croatia,1998,2,35,11,3.9,2.1,0.2,-14.9,3.3%,13.6%,17.0%,49.8%,3.0%
Bryant Reeves,VAN,28,7-0,290,Oklahoma State,USA,1995,1,6,75,8.3,6.0,1.1,-5.4,7.4%,17.8%,17.2%,50.6%,7.3%
Bryant Stith,BOS,30,6-5,210,Virginia,USA,1992,1,13,78,9.7,3.6,2.2,-2.7,2.6%,9.2%,13.9%,53.8%,11.1%
Bryce Drew,CHI,26,6-3,185,Valparaiso,USA,1998,1,16,48,6.3,1.4,3.9,-6.6,0.9%,4.6%,14.1%,45.0%,23.1%
Bryon Russell,UTA,30,6-7,225,Long Beach State,USA,1993,2,45,78,12.0,4.2,2.1,6.4,4.2%,10.4%,17.5%,56.5%,10.5%
Cal Bowdler,ATL,24,6-10,245,Old Dominion,USA,1999,1,17,44,3.2,1.8,0.1,5.3,7.9%,12.3%,16.3%,53.2%,1.6%
Calbert Cheaney,DEN,29,6-7,217,Indiana,USA,1993,1,6,9,2.3,2.2,1.0,12.3,3.1%,9.7%,10.4%,34.0%,7.6%
Calvin Booth,DAL,25,6-11,241,Penn State,USA,1999,2,35,55,5.3,4.5,0.8,-6.4,8.1%,17.7%,16.1%,51.2%,7.4%
Carlos Rogers,HOU,30,6-11,232,Tennessee State,USA,1994,1,11,39,4.6,3.6,0.2,2.4,9.3%,16.1%,12.6%,67.4%,2.7%
Cedric Ceballos,MIA,31,6-7,220,Cal State-Fullerton,USA,1990,2,48,40,6.5,2.7,0.5,-3.0,6.2%,13.0%,22.4%,52.6%,6.7%
Cedric Henderson,CLE,26,6-7,225,Memphis,USA,1997,2,44,55,4.3,1.6,1.4,-6.6,2.1%,7.5%,16.1%,41.6%,13.4%
Charles Oakley,TOR,37,6-9,245,Virginia Union,USA,1985,1,9,78,9.6,9.5,3.4,4.5,5.0%,21.9%,15.9%,43.9%,14.4%
Charlie Ward,NYK,30,6-2,190,Florida State,USA,1994,1,26,61,7.1,2.6,4.5,6.5,2.3%,8.9%,16.4%,53.6%,29.7%
Chauncey Billups,MIN,24,6-3,202,Colorado,USA,1997,1,3,77,9.3,2.1,3.4,1.3,1.9%,7.3%,19.4%,53.8%,22.9%
Cherokee Parks,LAC,28,6-11,240,Duke,USA,1995,1,12,65,4.6,3.5,0.7,-4.6,6.9%,15.9%,14.6%,51.0%,7.1%
Chris Carr,BOS,27,6-6,220,Southern Illinois,USA,1995,2,56,35,4.8,1.3,0.3,-8.9,3.4%,10.6%,22.1%,61.1%,7.2%
Chris Childs,TOR,33,6-3,195,Boise State,USA,Undrafted,Undrafted,Undrafted,77,4.7,2.6,4.6,1.1,1.4%,9.7%,13.2%,49.4%,32.0%
Chris Crawford,ATL,26,6-9,235,Marquette,USA,1997,2,50,47,6.8,2.3,0.8,-7.7,3.1%,9.6%,17.6%,51.9%,7.0%
Chris Dudley,PHX,36,6-11,260,Yale,USA,1987,4,75,53,1.4,3.5,0.3,4.5,9.9%,20.0%,8.4%,40.5%,4.0%
Chris Garner,GSW,26,5-10,156,Memphis,USA,Undrafted,Undrafted,Undrafted,8,2.4,1.5,2.3,-3.8,1.2%,7.0%,13.9%,24.0%,17.8%
Chris Gatling,CLE,33,6-10,230,Old Dominion,USA,1991,1,16,74,11.4,5.3,0.8,-5.2,6.1%,18.7%,25.4%,50.5%,6.7%
Chris Herren,BOS,25,6-2,190,Fresno State,USA,1999,2,33,25,3.3,0.8,2.2,0.1,1.0%,4.3%,13.0%,41.0%,20.4%
Chris Mihm,CLE,21,7-1,265,Texas,USA,2000,1,7,59,7.6,4.7,0.3,-2.7,9.3%,15.0%,20.2%,50.0%,2.4%
Chris Mills,GSW,31,6-7,216,Arizona,USA,1993,1,22,15,12.0,6.2,1.2,-3.7,4.3%,13.3%,19.2%,43.5%,6.1%
Chris Mullin,GSW,37,-,,St. John's (NY),USA,1985,1,7,20,5.8,2.1,1.0,-9.1,2.3%,8.4%,15.5%,48.6%,8.8%
Chris Porter,GSW,23,6-7,218,Auburn,,2000,2,55,51,8.6,3.7,1.2,-11.6,6.4%,9.3%,20.1%,43.4%,8.8%
Chris Webber,SAC,28,6-10,245,Michigan,USA,1993,1,1,70,27.1,11.1,4.2,6.4,6.1%,19.8%,31.1%,51.6%,20.2%
Chris Whitney,WAS,29,6-0,175,Clemson,USA,1993,2,47,59,9.5,1.8,4.2,-8.0,0.8%,6.6%,17.7%,53.7%,27.3%
Christian Laettner,WAS,31,6-11,245,Duke,USA,1992,1,3,78,9.3,4.7,1.6,-1.8,7.5%,15.5%,20.7%,56.8%,12.6%
Chucky Atkins,DET,26,5-11,160,South Florida,USA,Undrafted,Undrafted,Undrafted,81,12.0,2.1,4.1,-1.1,1.1%,5.9%,21.0%,48.1%,23.4%
Chucky Brown,CLE,33,6-8,220,North Carolina State,USA,1989,2,43,26,3.9,2.1,0.4,-4.9,2.4%,14.3%,15.3%,46.4%,5.4%
Clar. Weatherspoon,CLE,30,6-7,265,Southern Mississippi,USA,1992,1,9,82,11.3,9.7,1.3,-5.0,8.2%,20.6%,15.1%,56.3%,6.1%
Clifford Robinson,PHX,34,6-10,225,Connecticut,USA,1989,2,36,82,16.4,4.1,2.9,3.0,3.9%,8.5%,24.9%,50.1%,15.5%
Corey Benjamin,CHI,23,6-6,205,Oregon State,USA,1998,1,28,65,4.7,1.5,1.1,-11.5,4.3%,7.7%,21.0%,45.3%,14.8%
Corey Maggette,LAC,21,6-6,218,Duke,USA,1999,1,13,69,10.0,4.2,1.2,-2.5,6.6%,14.2%,23.6%,56.2%,11.2%
Corie Blount,GSW,32,6-10,242,Cincinnati,USA,1993,1,25,68,4.6,5.9,0.9,-11.2,12.1%,17.3%,13.0%,47.3%,7.4%
Corliss Williamson,DET,27,6-7,245,Arkansas,USA,1995,1,13,69,11.6,4.7,0.9,2.9,6.0%,11.8%,21.8%,53.3%,6.6%
Cory Alexander,ORL,28,6-1,190,Virginia,USA,1995,1,29,26,2.0,1.0,1.4,-11.8,0.0%,11.4%,16.3%,40.7%,27.3%
Courtney Alexander,WAS,24,6-5,205,Fresno State,USA,2000,1,13,65,9.5,2.2,1.0,-10.1,3.2%,7.6%,22.7%,48.4%,8.3%
Cuttino Mobley,HOU,25,6-4,190,Rhode Island,USA,1998,2,41,79,19.5,5.0,2.5,4.4,2.9%,10.4%,24.0%,54.1%,11.4%
Dale Davis,POR,32,6-11,252,Clemson,USA,1991,1,13,81,7.2,7.5,1.3,3.9,11.6%,17.5%,13.1%,52.4%,7.3%
Dalibor Bagaric,CHI,20,7-1,277,None,Croatia,2000,1,24,35,1.3,1.6,0.3,-9.2,8.1%,14.5%,16.9%,30.4%,6.5%
Damon Jones,VAN,24,6-3,185,Houston,USA,Undrafted,Undrafted,Undrafted,71,6.5,1.7,3.2,-8.0,1.1%,7.6%,16.4%,52.5%,27.6%
Damon Stoudamire,POR,27,5-10,171,Arizona,USA,1995,1,7,82,13.0,3.7,5.7,6.9,2.8%,8.9%,20.6%,51.9%,27.5%
Dan Langhi,HOU,23,6-11,220,Vanderbilt,USA,2000,2,31,33,2.7,1.2,0.1,-8.9,4.8%,10.9%,21.6%,40.3%,3.1%
Dan Majerle,MIA,35,6-6,222,Central Michigan,USA,1988,1,14,53,5.0,3.1,1.7,3.5,1.6%,11.9%,11.1%,48.0%,10.8%
Dan McClintock,DEN,24,7-0,270,Northern Arizona,USA,2000,2,53,6,3.0,2.8,0.2,-19.0,12.8%,15.2%,15.3%,44.6%,2.5%
Dana Barros,DET,34,5-11,163,Boston College,USA,1989,1,16,60,8.0,1.6,1.8,-3.4,0.5%,7.9%,19.5%,53.4%,18.7%
Daniel Santiago,PHX,25,7-1,256,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,54,3.1,1.9,0.2,1.4,5.9%,11.3%,15.3%,52.8%,3.0%
Danny Ferry,SAS,34,6-10,235,Duke,USA,1989,1,2,80,5.6,2.8,0.9,11.6,3.6%,9.5%,11.8%,57.7%,6.6%
Danny Fortson,GSW,25,6-8,260,Cincinnati,USA,1997,1,10,6,16.7,16.3,0.8,-7.2,12.8%,32.9%,16.5%,67.8%,4.2%
Danny Manning,UTA,35,6-10,244,Kansas,USA,1988,1,1,82,7.4,2.6,1.1,5.5,5.6%,11.8%,22.7%,53.7%,13.5%
Darius Miles,LAC,19,6-9,202,None,USA,2000,1,3,81,9.4,5.9,1.2,1.6,6.3%,15.4%,18.8%,51.8%,8.0%
Darrell Armstrong,ORL,33,6-1,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,75,15.9,4.6,7.0,4.1,3.2%,9.0%,20.3%,53.5%,29.9%
Darrick Martin,SAC,30,5-11,170,UCLA,,Undrafted,Undrafted,Undrafted,31,3.3,0.5,0.5,-1.1,1.1%,6.6%,25.1%,56.3%,15.2%
Darvin Ham,MIL,27,6-7,230,Texas Tech,USA,Undrafted,Undrafted,Undrafted,29,3.8,4.2,0.9,-3.2,10.4%,11.8%,11.1%,53.7%,7.0%
David Benoit,UTA,33,6-8,220,Alabama,USA,Undrafted,Undrafted,Undrafted,49,3.6,1.7,0.4,-0.3,5.1%,14.7%,19.5%,54.2%,8.7%
David Robinson,SAS,35,7-1,250,Navy,USA,1987,1,1,80,14.4,8.6,1.5,12.9,9.3%,19.4%,22.6%,55.9%,8.7%
David Vanterpool,WAS,28,6-5,200,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted,22,5.5,1.7,3.0,0.1,3.6%,5.8%,17.6%,46.2%,25.4%
David Wesley,CHH,30,6-1,211,Baylor,USA,Undrafted,Undrafted,Undrafted,82,17.2,2.7,4.4,1.7,2.1%,5.2%,22.3%,50.9%,21.4%
David Wingate,SEA,37,6-5,187,Georgetown,USA,1986,2,44,1,6.0,0.0,2.0,81.9,0.0%,0.0%,14.3%,100%,28.6%
DeShawn Stevenson,UTA,20,6-5,210,None,USA,2000,1,23,40,2.2,0.7,0.5,0.4,3.1%,6.4%,19.9%,41.3%,10.5%
Dean Garrett,MIN,34,6-11,250,Indiana,USA,1988,2,38,70,2.5,3.1,0.3,-4.9,7.6%,18.5%,10.8%,51.1%,4.2%
Dee Brown,ORL,32,6-2,205,Jacksonville,USA,1990,1,19,7,6.9,1.6,1.7,-9.0,0.0%,7.1%,14.7%,51.9%,15.2%
Dell Curry,TOR,37,6-5,205,Virginia Tech,USA,1986,1,15,71,6.0,1.2,1.1,-3.4,1.6%,7.6%,20.0%,53.0%,13.5%
DerMarr Johnson,ATL,21,6-9,201,Cincinnati,USA,2000,1,6,78,5.1,2.3,0.8,-6.4,4.2%,9.3%,17.3%,46.3%,7.9%
Derek Anderson,SAS,26,6-5,195,Kentucky,USA,1997,1,13,82,15.5,4.4,3.7,12.2,2.8%,9.6%,21.4%,54.2%,17.7%
Derek Fisher,LAL,26,6-1,200,Arkansas-Little Rock,USA,1996,1,24,20,11.5,3.0,4.4,12.5,0.7%,8.0%,15.1%,53.4%,18.1%
Derek Strong,LAC,33,6-9,240,Xavier,USA,1990,2,47,28,4.2,3.9,0.3,-4.4,6.9%,15.5%,14.7%,44.3%,2.3%
Derrick Coleman,CHH,34,6-10,270,Syracuse,USA,1990,1,1,34,8.1,5.4,1.1,-8.5,6.4%,20.3%,22.4%,46.9%,11.3%
Derrick Dial,SAS,25,6-4,185,Eastern Michigan,USA,1998,2,52,33,2.6,1.2,0.6,5.5,6.6%,12.9%,22.6%,46.6%,15.4%
Derrick McKey,IND,34,6-10,241,Alabama,USA,1987,1,9,66,2.2,2.7,1.1,-1.6,5.2%,12.7%,9.2%,49.0%,12.3%
Desmond Mason,SEA,23,6-5,215,Oklahoma State,USA,2000,1,17,78,5.9,3.2,0.8,-1.0,4.7%,12.0%,15.5%,48.3%,6.6%
Detlef Schrempf,POR,38,6-10,235,Washington,USA,1985,1,8,26,4.0,3.0,1.7,-4.4,4.7%,15.8%,15.8%,48.7%,18.2%
Devean George,LAL,23,6-8,220,Augsburg,USA,1999,1,23,59,3.1,1.9,0.3,-7.4,5.5%,12.4%,19.4%,39.4%,5.5%
Dikembe Mutombo,PHI,35,7-2,265,Georgetown,Congo,1991,1,4,75,10.0,13.5,1.0,1.2,12.2%,26.7%,14.5%,54.7%,4.8%
Dion Glover,ATL,22,6-5,228,Georgia Tech,USA,1999,1,20,57,5.9,2.3,1.2,-3.1,4.2%,9.4%,19.5%,46.1%,12.3%
Dirk Nowitzki,DAL,23,6-11,237,None,Germany,1998,1,9,82,21.8,9.2,2.1,8.5,4.0%,19.8%,23.1%,60.1%,9.2%
Don MacLean,MIA,31,-,,California-Los Angeles,USA,1992,1,19,8,3.9,2.3,0.5,-4.5,8.6%,14.5%,20.0%,61.3%,9.5%
Don Reid,ORL,27,6-8,250,Georgetown,USA,1995,2,58,65,3.2,3.7,0.3,-0.8,10.6%,20.3%,12.5%,59.0%,4.4%
Donnell Harvey,DAL,20,6-8,220,Florida,USA,2000,1,22,18,1.2,1.1,0.1,-11.4,9.0%,19.2%,17.0%,52.3%,5.9%
Donyell Marshall,UTA,28,6-9,230,Connecticut,USA,1994,1,4,81,13.6,7.0,1.6,7.6,8.3%,17.8%,21.3%,56.8%,9.9%
Doug Christie,SAC,31,6-6,205,Pepperdine,USA,1992,1,17,81,12.3,4.4,3.6,6.1,3.2%,8.4%,15.6%,53.8%,14.2%
Doug Overton,NJN,31,6-3,190,La Salle,USA,1991,2,40,21,6.0,1.9,3.4,-7.7,0.8%,7.3%,16.5%,42.8%,24.6%
Doug West,VAN,34,-,,Villanova,USA,1989,2,38,15,1.9,1.0,0.9,-13.8,2.1%,6.1%,11.5%,34.1%,14.0%
Dragan Tarlac,CHI,28,6-11,270,None,USA,1995,2,31,43,2.4,2.8,0.7,-15.5,6.3%,15.5%,11.7%,45.4%,8.7%
Duane Causwell,MIA,33,7-0,255,Temple,USA,1990,1,18,31,2.5,2.7,0.2,-11.0,6.6%,17.4%,15.0%,39.6%,2.3%
Earl Boykins,LAC,25,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,10,6.5,1.1,3.2,-5.1,2.5%,4.8%,22.5%,46.1%,40.5%
Eddie Gill,NJN,22,6-0,190,Weber State,USA,Undrafted,Undrafted,Undrafted,8,4.9,1.1,3.0,-14.1,0.0%,6.7%,15.4%,45.1%,32.4%
Eddie House,MIA,23,6-1,180,Arizona State,USA,2000,2,37,50,5.0,0.8,1.0,-0.3,0.9%,7.0%,25.0%,47.8%,19.2%
Eddie Jones,MIA,29,6-7,194,Temple,USA,1994,1,10,63,17.4,4.6,2.7,3.1,3.6%,10.1%,23.7%,55.3%,15.0%
Eddie Robinson,CHH,25,6-9,205,Central Oklahoma,USA,Undrafted,Undrafted,Undrafted,67,7.4,3.0,0.9,1.3,5.2%,11.4%,18.4%,55.9%,9.4%
Eduardo Najera,DAL,24,6-8,234,Oklahoma,Mexico,2000,2,38,40,3.3,2.4,0.7,-5.7,9.6%,12.8%,13.9%,52.2%,9.3%
Elden Campbell,CHH,32,7-0,275,Clemson,USA,1990,1,27,78,13.1,7.8,1.3,3.4,6.8%,19.5%,22.8%,50.5%,8.0%
Eldridge Recasner,CHH,33,6-4,192,Washington,USA,1992,,,43,2.4,1.2,0.9,-2.0,3.4%,8.6%,16.8%,42.2%,17.2%
Elliot Perry,PHX,32,6-0,152,Memphis,USA,1991,2,37,49,3.0,0.9,1.6,4.2,1.9%,7.4%,16.1%,49.1%,24.8%
Elton Brand,CHI,22,6-8,260,Duke,USA,1999,1,1,74,20.1,10.1,3.2,-8.2,10.0%,17.3%,26.0%,52.3%,16.4%
Emanual Davis,SEA,32,6-5,195,Delaware State,USA,Undrafted,Undrafted,Undrafted,62,5.8,2.5,2.2,0.4,2.3%,10.2%,14.8%,52.7%,16.2%
Eric Montross,TOR,29,7-0,270,North Carolina,USA,1994,1,9,54,2.2,3.2,0.4,-10.2,7.4%,18.8%,12.5%,39.6%,4.5%
Eric Piatkowski,LAC,30,6-6,217,Nebraska,USA,1994,1,15,81,10.6,3.0,1.2,-1.5,2.6%,8.6%,17.3%,57.2%,7.4%
Eric Snow,PHI,28,6-3,204,Michigan State,USA,1995,2,43,50,9.8,3.3,7.4,5.9,1.5%,8.0%,15.8%,48.8%,33.7%
Eric Williams,BOS,28,6-8,220,Providence,USA,1995,1,14,81,6.6,2.6,1.4,-0.2,3.6%,8.8%,15.8%,48.7%,10.9%
Erick Barkley,POR,23,6-1,177,St. John's (NY),USA,2000,1,28,8,2.4,0.4,0.8,-8.4,0.0%,7.7%,28.7%,43.2%,25.0%
Erick Dampier,GSW,25,6-11,265,Mississippi State,USA,1996,1,10,43,7.4,5.8,1.4,-13.5,8.1%,15.9%,18.2%,43.2%,9.6%
Erick Strickland,VAN,27,6-3,210,Nebraska,USA,Undrafted,Undrafted,Undrafted,50,5.2,2.6,1.9,1.9,2.3%,13.5%,19.2%,43.1%,20.3%
Ervin Johnson,MIL,33,6-11,255,New Orleans,USA,1993,1,23,82,3.2,7.5,0.5,5.5,10.9%,20.9%,6.6%,55.7%,2.8%
Etdrick Bohannon,CLE,28,-,,Auburn-Montgomery,USA,Undrafted,Undrafted,Undrafted,6,1.3,1.2,0.0,13.5,17.6%,22.2%,15.6%,69.4%,0.0%
Evan Eschmeyer,NJN,26,6-11,255,Northwestern,USA,1999,2,34,74,3.4,4.9,0.5,2.6,10.1%,17.2%,10.0%,51.2%,4.4%
Felipe Lopez,MIN,26,6-5,195,St. John's (NY),Dominican Rep...,1998,1,24,70,7.9,3.3,1.5,-5.6,3.5%,11.6%,17.7%,50.3%,11.4%
Felton Spencer,NYK,33,7-0,265,Louisville,USA,1990,1,6,18,2.2,1.9,0.1,5.7,13.2%,18.3%,17.1%,62.9%,3.1%
Fred Hoiberg,CHI,28,6-5,210,Iowa State,USA,1995,2,52,74,9.1,4.2,3.6,-8.7,0.9%,14.1%,12.9%,59.8%,20.0%
Garth Joseph,DEN,27,7-2,306,Saint Rose,USA,Undrafted,Undrafted,Undrafted,4,0.5,0.5,0.3,-31.3,10.5%,0.0%,19.5%,17.0%,10.0%
Gary Grant,POR,36,-,,Michigan,USA,1988,1,15,4,2.5,0.0,0.3,3.7,0.0%,0.0%,17.9%,71.4%,10.0%
Gary Payton,SEA,32,6-4,180,Oregon State,USA,1990,1,2,79,23.1,4.6,8.1,-0.4,2.3%,8.9%,26.5%,52.2%,36.4%
Gary Trent,DAL,26,6-8,250,Ohio,USA,1995,1,11,33,4.0,2.8,0.3,-10.0,12.0%,16.5%,23.0%,45.6%,5.6%
George Lynch,PHI,30,6-8,228,North Carolina,USA,1993,1,12,82,8.4,7.2,1.7,4.1,7.8%,14.6%,13.5%,49.6%,8.4%
George McCloud,DEN,34,6-8,225,Florida State,USA,1989,1,7,76,9.6,2.9,3.7,-5.5,2.7%,8.4%,18.5%,49.6%,22.3%
Gerard King,WAS,28,-,,Nicholls State,USA,Undrafted,Undrafted,Undrafted,45,4.8,2.9,0.7,-8.8,5.4%,14.2%,14.9%,55.2%,8.0%
Glen Rice,NYK,34,6-8,220,Michigan,USA,1989,1,4,75,12.0,4.1,1.2,5.6,3.1%,11.8%,20.2%,54.0%,7.4%
