,Rank,Player,Efficiency,Unnamed: 0,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,Unnamed: 0.1,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
43,44,Trae Young,18.27,1279.0,6-1,180.0,Oklahoma,USA,2018.0,1,5,185.42,1272.0,5.35%,8.0,9.25,7' 11.5'',6' 3''
44,45,Buddy Hield,18.27,1177.0,6-4,214.0,Oklahoma,Bahamas,2016.0,1,6,193.04,1108.0,6.10%,8.50,9.00,8' 5'',6' 9.25''
45,46,Donovan Mitchell,18.18,1186.0,6-3,215.0,Louisville,USA,2017.0,1,13,190.5,1181.0,5.90%,8.50,9.50,8' 1'',6' 10''
46,47,Aaron Gordon,18.05,1063.0,6-9,220.0,Arizona,USA,2014.0,1,4,205.74,990.0,5.05%,8.75,10.5,8' 9'',6' 11.75''
47,48,Willie Cauley-Stein,17.99,1124.0,7-0,240.0,Kentucky,USA,2015.0,1,6,213.36,1032.0,6.30%,9.5,9.0,9' 3'',7' 3''
48,49,CJ McCollum,17.97,981.0,6-3,190.0,Lehigh,USA,2013.0,1,10,190.5,944.0,8.60%,8.0,9.5,8' 0.5'',6' 6.25''
49,50,Klay Thompson,17.93,871.0,6-7,205.0,Washington State,USA,2011.0,1,11,200.66,839.0,8.00%,8.75,9.25,8' 7.5'',6' 9''
50,51,Myles Turner,17.74,1086.0,6-11,255.0,Texas,USA,2015.0,1,11,210.82,1075.0,9.30%,9.25,9.25,9' 4'',7' 4''
51,52,Eric Bledsoe,17.68,827.0,6-1,195.0,Kentucky,USA,2010.0,1,18,185.42,745.0,5.60%,8.5,9.75,8' 2'',6' 7.5''
52,53,Jamal Murray,17.49,1179.0,6-4,207.0,Kentucky,Canada,2016.0,1,7,193.04,,,,,,
53,54,Jarrett Allen,17.45,1196.0,6-11,234.0,Texas,USA,2017.0,1,22,210.82,1142.0,7.40%,9.50,10.50,9' 1.5'',7' 5.25''
54,55,Lou Williams,17.41,598.0,6-1,175.0,None,USA,2005.0,2,45,185.42,,,,,,
55,56,JaVale McGee,17.4,726.0,7-0,252.0,Nevada-Reno,USA,2008.0,1,18,213.36,669.0,5.30%,-,-,9' 6.5'',7' 6''
56,57,Derrick Favors,17.07,840.0,6-10,248.0,Georgia Tech,USA,2010.0,1,3,208.28,755.0,6.50%,8.75,9.25,9' 2'',7' 4''
57,58,Serge Ibaka,16.97,733.0,6-10,235.0,None,Democratic Re...,2008.0,1,24,208.28,,,,,,
58,59,Rudy Gay,16.68,666.0,6-8,230.0,Connecticut,USA,2006.0,1,8,203.2,490.0,5.70%,-,-,8' 11.5'',7' 3''
59,60,Malcolm Brogdon,16.61,1156.0,6-5,215.0,Virginia,USA,2016.0,2,36,195.58,1092.0,5.40%,9.00,10.25,8' 2'',6' 10.5''
60,61,Thaddeus Young,16.56,671.0,6-8,220.0,Georgia Tech,USA,2007.0,1,12,203.2,616.0,4.90%,-,-,8' 10'',6' 11.5''
61,62,Paul Millsap,16.45,655.0,6-8,253.0,Louisiana Tech,USA,2006.0,2,47,203.2,508.0,9.70%,-,-,8' 9.5'',7' 1.5''
62,63,Kyle Kuzma,16.41,1201.0,6-9,220.0,Utah,USA,2017.0,1,27,205.74,1176.0,9.40%,8.50,9.50,8' 11.5'',7' 0.25''
63,64,Jayson Tatum,16.41,1204.0,6-8,205.0,Duke,USA,2017.0,1,3,203.2,,,,,,
64,65,Jeremy Lamb,16.16,927.0,6-5,185.0,Connecticut,USA,2012.0,1,12,195.58,875.0,4.50%,8.75,9.25,8' 6'',6' 11''
65,66,Bojan Bogdanovic,16.05,893.0,6-8,230.0,None,Croatia,2011.0,2,31,203.2,,,,,,
66,67,Josh Richardson,15.55,1116.0,6-6,200.0,Tennessee,USA,2015.0,2,40,198.12,,,,,,
67,68,Thomas Bryant,15.46,1218.0,6-10,248.0,Indiana,USA,2017.0,2,42,208.28,1155.0,9.40%,9.50,10.25,9' 4.5'',7' 6''
68,69,Bam Adebayo,15.35,1187.0,6-10,255.0,Kentucky,USA,2017.0,1,14,208.28,,,,,,
69,70,Jerami Grant,15.01,1062.0,6-9,220.0,Syracuse,USA,2014.0,2,39,205.74,991.0,3.75%,9.25,9.25,8' 11'',7' 2.75''
70,71,Darren Collison,14.96,781.0,6-0,160.0,UCLA,USA,2009.0,1,21,182.88,704.0,5.70%,-,-,8' 0.5'',6' 3''
71,72,Marcus Morris,14.94,,,,,,,,,,,,,,,
72,73,Joe Ingles,14.92,1763.0,6-8,226.0,None,Australia,0.0,Undrafted,Undrafted,203.2,,,,,,
73,74,Taj Gibson,14.83,786.0,6-9,225.0,USC,USA,2009.0,1,26,205.74,713.0,6.60%,-,-,9' 1'',7' 4''
74,75,Brook Lopez,14.75,718.0,7-0,265.0,Stanford,USA,2008.0,1,10,213.36,663.0,6.30%,-,-,9' 5'',7' 5.5''
75,76,Ricky Rubio,14.64,809.0,6-4,180.0,None,Spain,2009.0,1,5,193.04,,,,,,
76,77,Dwight Powell,14.43,1069.0,6-11,240.0,Stanford,Canada,2014.0,2,45,210.82,1011.0,6.20%,9.0,9.25,8' 9'',7' 0.5''
77,78,Spencer Dinwiddie,14.29,1061.0,6-6,200.0,Colorado,USA,2014.0,2,38,198.12,984.0,5.35%,8.25,9.0,8' 7'',6' 8.25''
78,79,Andrew Wiggins,14.21,1031.0,6-8,202.0,Kansas,Canada,2014.0,1,1,203.2,,,,,,
79,80,JJ Redick,13.82,618.0,6-4,190.0,Duke,USA,2006.0,1,11,193.04,518.0,7.00%,-,-,8' 1.5'',6' 3.25''
80,81,Harrison Barnes,13.78,977.0,6-8,225.0,North Carolina,USA,2012.0,1,7,203.2,847.0,9.60%,9.0,8.5,8' 5.5'',6' 11.25''
81,82,D.J. Augustin,13.74,767.0,6-0,180.0,Texas,USA,2008.0,1,9,182.88,620.0,8.10%,-,-,7' 10.5'',6' 3.5''
82,83,Dwyane Wade,13.72,507.0,6-4,220.0,Marquette,USA,2003.0,1,5,193.04,295.0,6.70%,-,-,8' 6'',6' 10.75''
83,84,Reggie Jackson,13.6,885.0,6-3,208.0,Boston College,USA,2011.0,1,24,190.5,,,,,,
84,85,Gordon Hayward,13.57,868.0,6-8,210.0,Butler,USA,2010.0,1,9,203.2,761.0,6.90%,8.5,9.25,8' 7'',6' 7.75''
85,86,Nicolas Batum,13.49,734.0,6-8,200.0,None,France,2008.0,1,25,203.2,,,,,,
86,87,Al-Farouq Aminu,13.46,867.0,6-9,215.0,Wake Forest,USA,2010.0,1,8,205.74,742.0,8.20%,9.5,9.5,9' 0.5'',7' 3.25''
87,88,Bogdan Bogdanovic,13.43,1050.0,6-6,205.0,None,Serbia,2014.0,1,27,198.12,,,,,,
88,89,Joe Harris,13.4,1057.0,6-6,219.0,Virginia,USA,2014.0,2,33,198.12,994.0,6.20%,8.5,9.75,8' 4'',6' 6''
89,90,Jordan Clarkson,13.38,1070.0,6-5,194.0,Missouri,USA,2014.0,2,46,195.58,981.0,4.30%,8.25,9.0,8' 2'',6' 8''
90,91,Nemanja Bjelica,13.35,846.0,6-10,230.0,None,Serbia,2010.0,2,35,208.28,,,,,,
91,92,Mason Plumlee,13.27,994.0,6-11,255.0,Duke,USA,2013.0,1,22,210.82,955.0,6.15%,9.75,9.5,9' 0'',6' 11''
92,93,Derrick White,13.26,1203.0,6-4,190.0,Colorado,USA,2017.0,1,29,193.04,1200.0,6.20%,8.25,8.50,8' 5.5'',6' 7.5''
93,94,Tomas Satoransky,13.25,949.0,6-7,210.0,None,Czech Republi...,2012.0,2,32,200.66,894.0,5.20%,8.5,9.5,8' 4'',6' 7.25''
94,94,Dennis Schroder,13.25,988.0,6-1,172.0,None,Germany,2013.0,1,17,185.42,960.0,4.10%,8.75,10.5,8' 2'',6' 7.75''
95,96,Patrick Beverley,13.18,803.0,6-1,185.0,None,USA,2009.0,2,42,185.42,,,,,,
96,97,Ed Davis,12.95,822.0,6-10,232.0,North Carolina,USA,2010.0,1,13,208.28,753.0,10.00%,9.25,10.0,9' 0'',7' 0''
97,98,Evan Fournier,12.91,936.0,6-7,205.0,None,France,2012.0,1,20,200.66,,,,,,
98,99,Jeff Green,12.84,707.0,6-9,235.0,Georgetown,USA,2007.0,1,5,205.74,561.0,3.70%,-,-,8' 7'',7' 1.25''
99,100,Cedi Osman,12.84,1107.0,6-8,215.0,None,Turkey,2015.0,2,31,203.2,,,,,,
