Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Anthony Goldwire,WAS,31,6-2,182,Houston,USA,1994,2,52,15,1.7,0.4,0.3,-25.3,0.0%,6.7%,17.3%,44.5%,10.0%
Anthony Johnson,NJN,28,6-3,190,College of Charleston,USA,1997,2,39,66,4.1,1.2,1.3,0.3,1.6%,7.8%,16.5%,51.2%,18.3%
Anthony Mason,MIL,36,6-8,255,Tennessee State,USA,1988,3,53,65,7.2,6.4,3.2,-3.7,4.5%,16.2%,11.6%,52.4%,15.0%
Anthony Peeler,MIN,33,6-4,208,Missouri,USA,1992,1,15,82,7.7,2.9,3.0,1.3,1.8%,8.6%,14.2%,49.9%,15.8%
Antoine Rigaudeau,DAL,31,6-7,210,None,USA,Undrafted,Undrafted,Undrafted,11,1.5,0.7,0.5,-33.0,4.0%,4.7%,20.4%,24.3%,12.8%
Antoine Walker,BOS,26,6-9,245,Kentucky,USA,1996,1,6,78,20.1,7.2,4.8,0.7,3.0%,14.8%,27.5%,46.7%,22.6%
Antonio Daniels,POR,28,6-4,205,Bowling Green,USA,1997,1,4,67,3.7,1.1,1.3,-1.1,1.3%,7.4%,13.0%,57.2%,15.5%
Antonio Davis,TOR,34,6-9,230,Texas-El Paso,USA,1990,2,45,53,13.9,8.2,2.5,-2.4,6.7%,16.6%,21.4%,48.3%,11.5%
Antonio Harvey,ATL,32,6-11,250,Pfeiffer,USA,Undrafted,Undrafted,Undrafted,4,1.0,1.5,0.0,-5.9,3.1%,14.3%,9.5%,40.0%,0.0%
Art Long,TOR,30,6-9,250,Cincinnati,USA,Undrafted,Undrafted,Undrafted,26,2.3,2.3,0.2,-14.4,9.3%,18.4%,19.4%,37.8%,5.6%
Arvydas Sabonis,POR,38,7-3,292,None,Lithuania,1986,1,24,78,6.1,4.3,1.8,8.4,7.9%,21.7%,19.1%,54.9%,18.5%
Austin Croshere,IND,28,6-10,242,Providence,USA,1997,1,12,49,5.1,3.2,1.1,1.8,6.1%,17.8%,18.8%,53.0%,15.6%
Avery Johnson,DAL,38,5-11,180,Southern,USA,Undrafted,Undrafted,Undrafted,48,3.3,0.6,1.3,-4.5,2.3%,4.7%,20.5%,46.7%,26.4%
Baron Davis,NOH,24,6-3,223,California-Los Angeles,USA,1999,1,3,50,17.1,3.7,6.4,5.1,3.0%,7.1%,24.0%,50.0%,30.2%
Ben Wallace,DET,28,6-9,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,73,6.9,15.4,1.6,4.6,10.8%,30.4%,10.1%,48.6%,6.9%
Bimbo Coles,BOS,35,6-2,182,Virginia Tech,USA,1990,2,40,35,4.4,1.7,2.1,-7.8,1.5%,7.1%,13.8%,41.3%,18.1%
Bo Outlaw,PHX,32,6-8,220,Houston,USA,Undrafted,Undrafted,Undrafted,80,4.7,4.6,1.4,5.9,7.6%,12.4%,10.1%,57.4%,9.4%
Bob Sura,GSW,30,6-5,200,Florida State,USA,1995,1,17,55,7.3,3.0,3.2,-0.2,5.1%,9.1%,18.1%,51.0%,24.7%
Bobby Jackson,SAC,30,6-1,185,Minnesota,USA,1997,1,23,59,15.2,3.7,3.1,5.3,3.3%,8.9%,23.4%,56.1%,18.7%
Bobby Simmons,WAS,23,6-6,235,DePaul,USA,2001,2,41,36,3.3,2.1,0.6,-1.7,8.9%,13.1%,16.0%,47.1%,8.3%
Bonzi Wells,POR,26,6-5,210,Ball State,USA,1998,1,11,75,15.2,5.3,3.3,2.8,4.4%,12.8%,25.4%,50.5%,18.1%
Bostjan Nachbar,HOU,22,6-9,221,None,Slovenia,2002,1,15,14,2.1,0.8,0.2,-8.2,3.8%,9.4%,22.3%,41.0%,7.9%
Brad Miller,IND,27,7-0,261,Purdue,USA,Undrafted,Undrafted,Undrafted,73,13.1,8.3,2.6,6.1,8.5%,17.8%,18.4%,57.9%,14.0%
Brandon Armstrong,NJN,23,6-5,185,Pepperdine,USA,2001,1,23,17,1.4,0.2,0.1,-8.5,0.0%,6.0%,20.6%,40.5%,6.1%
Brandon Williams,ATL,28,6-6,215,Davidson,USA,Undrafted,Undrafted,Undrafted,6,0.3,0.3,0.0,-9.2,7.4%,0.0%,20.0%,14.3%,0.0%
Brendan Haywood,WAS,23,7-0,268,North Carolina,USA,2001,1,20,81,6.2,5.0,0.4,0.6,10.6%,11.3%,12.5%,56.1%,2.4%
Brent Barry,SEA,31,6-6,203,Oregon State,USA,1995,1,15,75,10.3,4.0,5.1,0.4,2.0%,11.0%,14.6%,59.7%,24.1%
Brevin Knight,MEM,27,5-10,170,Stanford,USA,1997,1,16,55,3.9,1.5,4.2,-4.5,1.6%,7.3%,16.1%,44.2%,40.3%
Brian Cardinal,WAS,26,6-8,245,Purdue,USA,2000,2,44,5,0.8,1.0,0.2,43.6,27.3%,11.1%,16.2%,41.0%,10.0%
Brian Grant,MIA,31,6-9,254,Xavier,USA,1994,1,8,82,10.3,10.2,1.3,-5.8,9.3%,24.4%,15.8%,55.2%,7.0%
Brian Scalabrine,NJN,25,6-9,240,Southern California,USA,2001,2,34,59,3.1,2.4,0.8,-0.3,5.4%,14.6%,14.0%,48.7%,10.3%
Brian Shaw,LAL,37,6-6,200,California-Santa Barbara,USA,1988,1,24,72,3.5,1.7,1.4,-4.6,2.1%,11.0%,15.5%,46.7%,18.9%
Brian Skinner,PHI,27,6-9,265,Baylor,USA,1998,1,22,77,6.0,4.8,0.2,-1.0,10.0%,18.2%,14.7%,57.4%,2.4%
Bruce Bowen,SAS,32,6-7,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,7.1,2.9,1.4,8.2,2.6%,6.8%,10.7%,56.3%,6.8%
Bruno Sundov,BOS,23,7-2,246,None,Croatia,1998,2,35,26,1.2,1.1,0.3,-30.7,5.1%,15.7%,20.9%,28.1%,9.7%
Bryce Drew,NOH,28,6-3,184,Valparaiso,USA,1998,1,16,13,1.5,1.0,0.8,10.0,4.2%,10.5%,16.1%,35.2%,22.0%
Bryon Russell,WAS,32,6-7,225,Long Beach State,USA,1993,2,45,70,4.5,3.0,1.0,-3.7,3.1%,12.6%,13.0%,46.8%,8.9%
Calbert Cheaney,UTA,31,6-7,217,Indiana,USA,1993,1,6,81,8.6,3.5,2.0,4.9,3.6%,9.4%,15.7%,51.4%,11.3%
Calvin Booth,SEA,27,6-11,231,Penn State,USA,1999,2,35,47,2.9,2.3,0.3,2.5,5.7%,13.0%,13.2%,49.4%,3.3%
Carlos Arroyo,UTA,23,6-2,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,44,2.8,0.6,1.2,-3.8,4.2%,5.4%,22.9%,51.0%,31.9%
Carlos Boozer,CLE,21,6-9,280,Duke,USA,2002,2,34,81,10.0,7.5,1.3,-11.3,9.5%,20.4%,16.9%,57.7%,9.0%
Caron Butler,MIA,23,6-7,217,Connecticut,USA,2002,1,10,78,15.4,5.1,2.7,-7.3,4.7%,9.8%,22.4%,50.2%,14.0%
Casey Jacobsen,PHX,22,6-6,215,Stanford,USA,2002,1,22,72,5.1,1.2,1.0,4.9,2.4%,4.7%,16.2%,49.3%,10.1%
Cezary Trybanski,MEM,23,7-2,240,None,Poland,Undrafted,Undrafted,Undrafted,15,0.9,0.9,0.1,-7.5,6.1%,8.9%,15.6%,28.7%,2.1%
Charles Oakley,WAS,39,6-9,248,Virginia Union,USA,1985,1,9,42,1.8,2.5,1.0,1.6,7.2%,15.1%,8.5%,52.9%,12.7%
Charles Smith,POR,27,6-4,200,New Mexico,USA,1997,1,26,3,1.7,0.0,0.3,20.0,0.0%,0.0%,19.4%,43.4%,8.3%
Charlie Ward,NYK,32,6-2,185,Florida State,USA,1994,1,26,66,7.2,2.7,4.6,2.5,1.7%,10.8%,16.3%,54.0%,32.6%
Chauncey Billups,DET,26,6-3,202,Colorado,USA,1997,1,3,74,16.2,3.7,3.9,4.2,1.7%,10.9%,23.7%,58.2%,23.8%
Cherokee Parks,LAC,30,6-11,240,Duke,USA,1995,1,12,30,6.3,4.4,0.7,-14.5,7.1%,14.6%,13.9%,52.3%,5.5%
Chris Andersen,DEN,24,6-10,220,Blinn,USA,Undrafted,Undrafted,Undrafted,59,5.2,4.6,0.5,-6.7,11.0%,18.6%,19.1%,44.0%,6.6%
Chris Childs,NJN,35,6-3,195,Boise State,USA,Undrafted,Undrafted,Undrafted,12,1.3,0.4,1.3,-2.6,2.7%,2.2%,11.0%,35.2%,24.2%
Chris Crawford,ATL,28,6-9,235,Marquette,USA,1997,2,50,5,4.8,1.4,0.2,-1.0,10.0%,10.0%,23.8%,72.6%,5.3%
Chris Dudley,POR,38,6-11,260,Yale,USA,1987,4,75,3,0.0,0.7,0.0,-45.9,16.7%,0.0%,4.3%,0.0%,0.0%
Chris Jefferies,TOR,23,6-8,215,Fresno State,USA,2002,1,27,51,3.9,1.2,0.4,-8.8,2.3%,6.8%,17.1%,46.3%,5.7%
Chris Mihm,CLE,23,7-0,265,Texas,USA,2000,1,7,52,5.9,4.4,0.5,-7.6,10.9%,16.9%,20.2%,46.2%,6.0%
Chris Mills,GSW,33,6-7,220,Arizona,USA,1993,1,22,21,4.8,2.4,1.0,1.0,6.9%,12.0%,20.2%,44.3%,13.8%
Chris Owens,MEM,24,6-7,245,Texas,USA,2002,2,47,1,4.0,1.0,0.0,50.0,33.3%,0.0%,28.6%,66.7%,0.0%
Chris Webber,SAC,30,6-10,245,Michigan,USA,1993,1,1,67,23.0,10.5,5.4,7.5,6.2%,19.1%,30.0%,48.5%,23.8%
Chris Whitney,ORL,31,6-0,175,Clemson,USA,1993,2,47,51,7.0,1.3,2.8,-10.6,0.3%,6.6%,18.7%,46.8%,24.5%
Chris Wilcox,LAC,20,6-10,221,Maryland,USA,2002,1,8,46,3.7,2.3,0.5,3.6,7.0%,14.1%,17.7%,52.8%,7.6%
Christian Laettner,WAS,33,6-11,245,Duke,USA,1992,1,3,76,8.3,6.6,3.1,-0.6,5.5%,18.1%,14.2%,54.5%,17.5%
Chucky Atkins,DET,28,5-11,160,South Florida,USA,Undrafted,Undrafted,Undrafted,65,7.1,1.5,2.7,5.0,1.5%,5.6%,18.7%,47.5%,22.0%
Clar. Weatherspoon,NYK,32,6-7,270,Southern Mississippi,USA,1992,1,9,79,6.6,7.6,0.9,-1.8,10.5%,19.8%,12.7%,52.2%,5.3%
Clifford Robinson,DET,36,6-10,225,Connecticut,USA,1989,2,36,81,12.2,3.9,3.3,3.4,3.0%,9.0%,20.2%,47.7%,17.5%
Corey Benjamin,ATL,25,6-6,200,Oregon State,USA,1998,1,28,9,4.4,3.4,1.1,-4.7,5.9%,13.0%,15.9%,40.0%,12.2%
Corey Maggette,LAC,23,6-6,228,Duke,USA,1999,1,13,64,16.8,5.0,1.9,-6.6,3.8%,12.1%,24.0%,56.4%,11.2%
Corie Blount,CHI,34,6-10,242,Cincinnati,USA,1993,1,25,50,3.0,4.1,1.0,0.9,8.6%,16.2%,10.2%,50.2%,8.7%
Corliss Williamson,DET,29,6-7,245,Arkansas,USA,1995,1,13,82,12.0,4.4,1.3,9.0,7.3%,10.6%,24.5%,51.5%,9.9%
Courtney Alexander,NOH,26,6-5,205,Fresno State,USA,2000,1,13,66,7.9,1.8,1.2,-0.8,2.8%,5.9%,20.9%,45.9%,10.5%
Cuttino Mobley,HOU,27,6-4,210,Rhode Island,USA,1998,2,41,73,17.5,4.2,2.8,2.1,2.4%,7.7%,20.0%,53.7%,12.1%
Dajuan Wagner,CLE,20,6-3,200,Memphis,USA,2002,1,6,47,13.4,1.7,2.8,-9.7,1.4%,4.4%,23.5%,46.6%,16.9%
Dale Davis,POR,34,6-11,252,Clemson,USA,1991,1,13,78,7.4,7.2,1.2,2.7,11.0%,15.1%,11.9%,56.6%,6.4%
Dalibor Bagaric,CHI,22,7-1,290,None,Croatia,2000,1,24,10,1.9,2.0,0.4,5.3,8.0%,17.8%,18.5%,34.2%,10.3%
Damon Jones,SAC,26,6-3,185,Houston,USA,Undrafted,Undrafted,Undrafted,49,4.6,1.4,1.6,2.8,1.5%,7.7%,15.3%,50.5%,16.6%
Damon Stoudamire,POR,29,5-10,171,Arizona,USA,1995,1,7,59,6.9,2.6,3.5,4.6,3.2%,9.2%,18.4%,46.0%,24.6%
Damone Brown,TOR,24,6-8,202,Syracuse,USA,2001,2,36,5,5.6,3.0,0.6,-2.8,2.7%,8.8%,17.3%,36.3%,5.1%
Dan Dickau,ATL,24,6-0,190,Gonzaga,USA,2002,1,28,50,3.7,0.9,1.7,-13.8,1.7%,6.9%,19.6%,50.4%,29.2%
Dan Gadzuric,MIL,25,6-11,240,California-Los Angeles,Netherlands,2002,2,33,49,3.4,4.0,0.2,-2.3,8.8%,17.7%,11.7%,49.8%,1.8%
Dan Langhi,PHX,25,6-11,220,Vanderbilt,USA,2000,2,31,60,3.1,1.5,0.4,9.8,3.4%,12.7%,18.6%,43.4%,6.1%
Danny Ferry,SAS,36,6-10,235,Duke,USA,1989,1,2,65,1.8,1.2,0.3,0.7,3.4%,9.2%,11.4%,45.9%,5.5%
Danny Fortson,GSW,27,6-8,260,Cincinnati,USA,1997,1,10,17,3.5,4.3,0.7,-6.2,12.2%,19.2%,15.8%,44.2%,8.7%
Danny Manning,DET,37,6-10,234,Kansas,USA,1988,1,1,13,2.6,1.4,0.5,1.8,7.1%,13.8%,20.6%,49.1%,15.2%
Darius Miles,CLE,21,6-9,210,None,USA,2000,1,3,67,9.2,5.4,2.6,-10.5,5.4%,12.2%,18.9%,43.5%,14.8%
Darrell Armstrong,ORL,35,6-1,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,82,9.4,3.6,3.9,0.3,3.8%,9.0%,16.2%,53.0%,21.9%
Darvin Ham,ATL,29,6-7,230,Texas Tech,USA,Undrafted,Undrafted,Undrafted,75,2.4,2.0,0.5,-1.7,8.1%,8.2%,12.3%,46.4%,6.9%
David Robinson,SAS,37,7-1,250,Navy,USA,1987,1,1,64,8.5,7.9,1.0,10.5,10.7%,19.8%,16.6%,53.1%,5.7%
David Wesley,NOH,32,6-1,203,Baylor,USA,Undrafted,Undrafted,Undrafted,73,16.7,2.4,3.4,2.9,1.4%,5.3%,21.0%,53.3%,15.9%
DeSagana Diop,CLE,21,7-0,300,None,Senegal,2001,1,8,80,1.5,2.7,0.5,-11.1,6.2%,16.3%,10.1%,35.6%,6.9%
DeShawn Stevenson,UTA,22,6-5,210,None,USA,2000,1,23,61,4.6,1.4,0.7,-11.9,2.9%,8.6%,20.9%,44.4%,9.9%
Dean Oliver,GSW,24,5-11,175,Iowa,USA,Undrafted,Undrafted,Undrafted,15,1.5,1.1,1.5,-9.6,7.8%,7.9%,17.6%,33.8%,41.8%
Derek Anderson,POR,28,6-5,195,Kentucky,USA,1997,1,13,76,13.9,3.5,4.3,4.7,2.2%,8.6%,18.9%,55.6%,20.4%
Derek Fisher,LAL,28,6-1,205,Arkansas-Little Rock,USA,1996,1,24,82,10.5,2.9,3.6,4.6,1.4%,7.0%,14.3%,52.0%,15.7%
Derrick Coleman,PHI,36,6-10,270,Syracuse,USA,1990,1,1,64,9.4,7.0,1.4,7.0,8.8%,17.8%,17.2%,52.5%,8.2%
Desmond Mason,MIL,25,6-5,222,Oklahoma State,USA,2000,1,17,80,14.3,6.5,2.0,0.2,5.6%,13.8%,20.7%,50.2%,9.9%
Devean George,LAL,25,6-8,225,Augsburg,USA,1999,1,23,71,6.9,4.0,1.3,2.2,5.5%,12.3%,15.5%,48.5%,9.2%
Devin Brown,DEN,24,6-5,235,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,10,3.0,1.8,0.7,-8.6,7.5%,10.2%,20.8%,38.9%,13.5%
Dikembe Mutombo,NJN,37,7-2,265,Georgetown,Congo,1991,1,4,24,5.8,6.4,0.8,10.0,10.6%,18.4%,16.1%,44.5%,5.5%
Dion Glover,ATL,24,6-5,228,Georgia Tech,USA,1999,1,20,76,9.7,3.7,1.9,0.1,3.6%,11.0%,19.8%,51.2%,12.7%
Dirk Nowitzki,DAL,25,7-0,245,None,Germany,1998,1,9,80,25.1,9.9,3.0,12.9,2.6%,22.1%,26.9%,58.1%,12.9%
Don Reid,DET,29,6-8,250,Georgetown,USA,1995,2,58,1,1.0,0.0,0.0,-20.8,0.0%,0.0%,17.4%,12.9%,0.0%
Donnell Harvey,DEN,22,6-8,220,Florida,USA,2000,1,22,77,7.9,5.3,1.3,-10.9,7.6%,18.7%,20.7%,48.6%,12.5%
Donny Marshall,NJN,30,6-7,230,Connecticut,USA,1995,2,39,3,0.0,1.0,0.0,-53.8,0.0%,37.5%,28.6%,0.0%,0.0%
Donyell Marshall,CHI,30,6-9,230,Connecticut,USA,1994,1,4,78,13.4,9.0,1.8,-5.1,9.7%,18.8%,21.1%,51.3%,9.9%
Doug Christie,SAC,33,6-6,205,Pepperdine,USA,1992,1,17,80,9.4,4.3,4.7,9.6,2.3%,9.5%,12.3%,59.0%,18.5%
Drew Gooden,ORL,21,6-10,230,Kansas,USA,2002,1,4,70,12.5,6.5,1.2,-3.9,8.9%,15.9%,24.1%,50.3%,7.6%
Earl Boykins,GSW,27,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,68,8.8,1.3,3.3,2.5,2.6%,3.8%,20.0%,54.3%,27.8%
Earl Watson,MEM,24,6-1,190,California-Los Angeles,USA,2001,2,39,79,5.5,2.1,2.8,-0.7,3.4%,8.9%,16.9%,50.5%,27.7%
Eddie Griffin,HOU,21,6-10,232,Seton Hall,USA,2001,1,7,77,8.6,6.0,1.1,4.2,7.5%,16.7%,19.3%,46.2%,7.7%
Eddie House,MIA,25,6-1,180,Arizona State,USA,2000,2,37,55,7.5,1.8,1.6,-5.9,1.5%,8.6%,22.3%,44.7%,16.8%
Eddie Jones,MIA,31,6-6,210,Temple,USA,1994,1,10,47,18.5,4.8,3.7,-3.3,1.9%,11.4%,22.5%,55.1%,18.4%
Eddie Robinson,CHI,27,6-9,210,Central Oklahoma,USA,Undrafted,Undrafted,Undrafted,64,5.7,3.1,1.0,-3.1,5.6%,8.9%,12.6%,53.1%,7.5%
Eddy Curry,CHI,20,6-11,285,None,USA,2001,1,4,81,10.5,4.4,0.5,-4.9,7.7%,14.9%,23.4%,60.7%,4.1%
Eduardo Najera,DAL,26,6-8,235,Oklahoma,Mexico,2000,2,38,48,6.7,4.6,1.0,13.7,8.4%,11.5%,12.0%,59.0%,6.0%
Efthimios Rentzias,PHI,27,6-11,250,None,Greece,1996,1,23,35,1.5,0.7,0.2,-5.0,6.1%,13.2%,19.0%,41.3%,8.6%
Elden Campbell,SEA,34,7-0,279,Clemson,USA,1990,1,27,56,6.1,3.2,0.9,3.7,5.8%,15.5%,22.5%,48.3%,11.1%
Elton Brand,LAC,24,6-8,265,Duke,USA,1999,1,1,62,18.5,11.3,2.5,-2.5,11.7%,16.6%,22.0%,54.3%,11.9%
Emanual Davis,ATL,34,6-5,195,Delaware State,USA,Undrafted,Undrafted,Undrafted,24,3.7,1.8,1.5,-8.8,1.6%,10.3%,16.1%,45.0%,18.8%
Eric Piatkowski,LAC,32,6-6,215,Nebraska,USA,1994,1,15,62,9.7,2.5,1.1,0.4,3.3%,8.1%,17.8%,60.1%,8.7%
Eric Snow,PHI,30,6-3,204,Michigan State,USA,1995,2,43,82,12.9,3.7,6.6,2.0,2.3%,8.0%,16.5%,54.6%,27.8%
Eric Williams,BOS,30,6-8,220,Providence,USA,1995,1,14,82,9.1,4.7,1.7,1.2,6.0%,10.4%,15.3%,53.8%,10.3%
Erick Dampier,GSW,27,6-11,265,Mississippi State,USA,1996,1,10,82,8.2,6.6,0.7,-4.0,11.8%,14.3%,15.7%,54.3%,4.5%
Erick Strickland,IND,29,6-3,210,Nebraska,USA,Undrafted,Undrafted,Undrafted,71,6.5,2.0,2.9,1.9,1.8%,9.2%,18.1%,54.7%,27.9%
Ervin Johnson,MIL,35,6-11,255,New Orleans,USA,1993,1,23,69,2.2,4.3,0.3,0.4,10.4%,15.1%,7.5%,49.2%,3.0%
Etan Thomas,WAS,25,6-10,260,Syracuse,USA,2000,1,12,38,4.8,4.3,0.1,-1.3,13.0%,18.9%,17.4%,55.0%,1.0%
Evan Eschmeyer,DAL,28,6-11,255,Northwestern,USA,1999,2,34,17,1.0,1.7,0.4,-7.4,6.7%,12.9%,8.7%,40.9%,7.4%
Flip Murray,SEA,23,6-4,190,Shaw,USA,2002,2,41,14,1.9,0.3,0.4,0.6,0.0%,6.2%,29.5%,39.1%,14.3%
Frank Williams,NYK,23,6-3,205,Illinois,USA,2002,1,25,21,1.3,0.9,1.6,-23.8,1.7%,10.0%,14.4%,39.3%,37.4%
Fred Hoiberg,CHI,30,6-5,210,Iowa State,USA,1995,2,52,63,2.3,2.2,1.1,0.8,1.4%,15.5%,9.4%,48.6%,13.1%
Fred Jones,IND,24,6-2,218,Oregon,USA,2002,1,14,19,1.2,0.5,0.3,-2.7,3.4%,3.8%,12.3%,44.6%,7.8%
Gary Payton,MIL,34,6-4,180,Oregon State,USA,1990,1,2,80,20.4,4.2,8.3,-0.7,2.4%,8.4%,25.6%,50.4%,36.6%
Gary Trent,MIN,28,6-8,250,Ohio,USA,1995,1,11,80,6.0,3.6,1.0,-4.2,8.7%,14.5%,17.9%,54.9%,10.5%
George Lynch,NOH,32,6-8,235,North Carolina,USA,1993,1,12,81,4.5,4.4,1.3,4.6,9.1%,14.5%,13.1%,46.4%,10.9%
Gerald Wallace,SAC,20,6-7,215,Alabama,USA,2001,1,25,47,4.7,2.7,0.5,2.5,6.3%,14.1%,19.5%,51.0%,6.5%
Gilbert Arenas,GSW,21,6-3,191,Arizona,USA,2001,2,30,82,18.3,4.7,6.3,-1.4,3.2%,9.5%,24.2%,54.0%,29.4%
Glen Rice,HOU,36,6-8,220,Michigan,USA,1989,1,4,62,9.0,2.5,1.0,-0.6,1.9%,8.1%,16.2%,56.3%,7.5%
Glenn Robinson,ATL,30,6-7,230,Purdue,USA,1994,1,1,69,20.8,6.6,3.0,-4.1,3.5%,13.9%,28.0%,51.9%,15.0%
Gordan Giricek,ORL,26,6-6,216,None,Croatia,1999,2,40,76,12.3,3.1,1.8,-3.9,1.7%,9.3%,20.8%,52.9%,10.8%
Grant Hill,ORL,30,6-8,225,Duke,USA,1994,1,3,29,14.5,7.1,4.2,3.3,4.9%,19.9%,24.1%,56.8%,24.1%
Grant Long,BOS,37,6-9,240,Eastern Michigan,USA,1988,2,33,41,1.8,2.0,0.6,-4.5,5.0%,12.1%,9.4%,44.9%,8.9%
Greg Buckner,PHI,26,6-4,210,Clemson,USA,1998,2,53,75,6.0,2.9,1.3,4.0,4.8%,10.0%,14.3%,51.9%,10.3%
Greg Foster,TOR,34,-,,Texas-El Paso,USA,1990,2,35,29,4.2,3.5,0.4,-12.3,5.3%,15.2%,14.0%,44.5%,4.3%
Greg Ostertag,UTA,30,7-2,280,Kansas,USA,1995,1,28,81,5.4,6.2,0.7,8.7,10.8%,16.7%,12.5%,53.1%,4.2%
Guy Rucker,GSW,25,6-9,270,Iowa,USA,1999,,,3,0.0,0.3,0.3,-47.5,0.0%,33.3%,0.0%,0.0%,50.0%
Hedo Turkoglu,SAC,24,6-10,220,None,Turkey,2000,1,16,67,6.7,2.8,1.3,-1.8,2.8%,11.8%,18.3%,50.9%,12.1%
Horace Grant,ORL,37,6-10,245,Clemson,USA,1987,1,10,5,5.2,1.6,1.4,-6.7,2.4%,8.0%,14.1%,52.0%,13.2%
Howard Eisley,NYK,30,6-2,180,Boston College,USA,1994,2,30,82,9.1,2.3,5.4,-1.5,1.1%,7.7%,16.9%,55.2%,30.8%
Hubert Davis,DET,33,6-5,183,North Carolina,USA,1992,1,20,43,1.8,0.8,0.7,-4.0,1.9%,9.5%,13.2%,48.4%,16.3%
Igor Rakocevic,MIN,25,6-2,184,None,Serbia and Mo...,2000,2,51,42,1.9,0.4,0.8,12.3,1.8%,4.9%,17.5%,52.8%,20.2%
Ira Newble,ATL,28,6-7,220,Miami (OH),USA,Undrafted,Undrafted,Undrafted,73,7.7,3.7,1.4,-7.6,4.7%,9.2%,13.3%,55.7%,8.6%
