Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
J.R. Bremer,BOS,22,6-2,185,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted,64,8.3,2.3,2.6,-2.7,1.2%,8.8%,17.8%,51.5%,19.0%
Jacque Vaughn,ORL,28,6-1,190,Kansas,USA,1997,1,27,80,5.9,1.5,2.9,-0.2,1.5%,5.7%,14.7%,50.8%,21.3%
Jahidi White,WAS,27,6-9,290,Georgetown,USA,1998,2,43,16,4.2,4.6,0.1,-4.3,15.5%,16.8%,14.7%,52.3%,1.3%
Jake Tsakalidis,PHX,24,7-2,290,None,Greece,2000,1,25,33,4.9,3.7,0.4,-5.7,8.1%,14.3%,15.1%,50.1%,3.8%
Jake Voskuhl,PHX,25,6-11,245,Connecticut,USA,2000,2,33,65,3.8,3.5,0.6,5.2,9.9%,13.5%,11.6%,60.4%,5.6%
Jalen Rose,CHI,30,6-8,217,Michigan,USA,1994,1,13,82,22.1,4.3,4.8,-5.9,2.0%,8.2%,27.0%,50.8%,20.9%
Jamaal Magloire,NOH,25,6-11,259,Kentucky,Canada,2000,1,19,82,10.3,8.8,1.1,3.0,10.7%,19.6%,17.2%,54.1%,5.8%
Jamaal Tinsley,IND,25,6-3,195,Iowa State,USA,2001,1,27,73,7.8,3.6,7.5,3.3,2.6%,8.9%,15.7%,46.8%,37.8%
Jamal Crawford,CHI,23,6-5,190,Michigan,USA,2000,1,8,80,10.7,2.3,4.2,-0.9,1.0%,8.0%,21.9%,49.6%,28.0%
Jamal Mashburn,NOH,30,6-8,247,Kentucky,USA,1993,1,4,82,21.6,6.1,5.6,2.6,2.0%,13.4%,26.5%,50.7%,25.9%
Jamal Sampson,MIL,20,6-11,235,California,USA,2002,2,46,5,0.0,0.4,0.2,17.9,11.1%,10.0%,11.1%,0.0%,33.3%
James Posey,HOU,26,6-8,215,Xavier,USA,1999,1,18,83,10.8,5.1,2.2,-3.0,3.6%,13.9%,17.7%,51.9%,12.6%
Jamison Brewer,IND,22,6-4,184,Auburn,USA,2001,2,40,10,2.2,0.9,1.8,8.9,5.8%,5.2%,14.3%,52.5%,36.0%
Jannero Pargo,LAL,23,6-2,170,Arkansas,USA,Undrafted,Undrafted,Undrafted,34,2.5,1.1,1.1,0.9,2.4%,8.8%,14.6%,44.9%,16.8%
Jared Jeffries,WAS,21,6-11,230,Indiana,USA,2002,1,11,20,4.0,2.9,0.8,8.0,9.5%,11.2%,15.2%,52.1%,9.1%
Jarron Collins,UTA,24,6-11,252,Stanford,USA,2001,2,52,22,5.5,2.7,0.6,-4.0,7.9%,7.1%,14.0%,53.0%,6.0%
Jason Caffey,MIL,30,6-8,256,Alabama,USA,1995,1,20,51,5.8,3.5,0.7,-2.1,8.0%,12.1%,17.9%,50.1%,6.9%
Jason Collier,HOU,25,7-0,260,Georgia Tech,USA,2000,1,15,13,2.8,2.2,0.1,-2.5,10.5%,16.3%,16.0%,48.8%,1.8%
Jason Collins,NJN,24,7-0,260,Stanford,USA,2001,1,18,81,5.7,4.5,1.1,8.5,7.2%,12.7%,12.4%,52.1%,7.0%
Jason Kidd,NJN,30,6-4,212,California,USA,1994,1,2,80,18.7,6.3,8.9,8.2,3.7%,13.0%,24.8%,52.6%,40.7%
Jason Richardson,GSW,22,6-6,220,Michigan State,USA,2001,1,5,82,15.6,4.6,3.0,-3.3,3.9%,9.3%,22.5%,50.1%,14.9%
Jason Terry,ATL,25,6-2,180,Arizona,USA,1999,1,10,81,17.2,3.4,7.4,-2.6,1.3%,7.5%,22.0%,54.9%,33.8%
Jason Williams,MEM,27,6-1,190,Florida,USA,1998,1,7,76,12.1,2.8,8.3,-3.1,1.1%,7.7%,19.7%,50.1%,39.8%
Jay Williams,CHI,21,6-2,195,Duke,USA,2002,1,2,75,9.5,2.6,4.7,-9.6,1.4%,8.3%,20.6%,47.2%,29.7%
Jeff Foster,IND,26,6-11,242,S.W. Texas State,USA,1999,1,21,77,2.1,3.6,0.7,0.6,13.5%,20.7%,12.8%,39.4%,10.1%
Jeff McInnis,POR,28,6-4,179,North Carolina,USA,1996,2,37,75,5.8,1.3,2.3,-6.6,1.7%,6.1%,17.6%,47.7%,22.2%
Jeff Trepagnier,DEN,23,6-4,200,Southern California,USA,2001,2,35,8,5.6,2.0,0.8,-1.5,6.8%,8.0%,21.5%,52.2%,10.5%
Jelani McCoy,TOR,25,6-10,255,California-Los Angeles,USA,1998,2,33,67,6.8,5.3,0.6,-12.1,6.8%,19.5%,18.1%,50.7%,5.8%
Jermaine Jackson,ATL,27,6-5,204,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted,53,2.3,1.1,1.4,-11.2,3.5%,7.0%,13.8%,45.1%,22.8%
Jermaine O'Neal,IND,24,6-11,242,None,USA,1996,1,17,77,20.8,10.3,2.0,3.3,7.3%,20.2%,26.2%,53.9%,10.5%
Jerome James,SEA,27,7-1,272,Florida A&M,USA,1998,2,36,51,5.4,4.2,0.5,1.9,10.8%,17.9%,21.1%,50.6%,6.4%
Jerome Moiso,NOH,25,6-10,232,California-Los Angeles,France,2000,1,11,51,4.0,3.5,0.4,2.5,9.4%,19.0%,16.5%,54.2%,6.3%
Jerome Williams,TOR,30,6-9,206,Georgetown,USA,1996,1,26,71,9.7,9.2,1.3,-3.9,9.5%,18.6%,14.6%,52.5%,6.7%
Jerry Stackhouse,WAS,28,6-6,218,North Carolina,USA,1995,1,3,70,21.5,3.7,4.5,-0.7,2.3%,7.3%,27.2%,52.8%,21.6%
Jeryl Sasser,ORL,24,6-6,200,Southern Methodist,USA,2001,1,22,75,2.6,2.5,0.9,-12.1,5.7%,12.4%,12.0%,40.2%,10.7%
Jim Jackson,SAC,32,6-6,220,Ohio State,USA,1992,1,4,63,7.7,4.2,1.9,2.4,6.3%,12.3%,19.0%,50.1%,14.8%
Jiri Welsch,GSW,23,6-7,208,None,Czech Republi...,2002,1,16,37,1.6,0.8,0.7,1.0,5.0%,6.2%,18.8%,34.8%,17.1%
Joe Johnson,PHX,22,6-7,235,Arkansas,USA,2001,1,10,82,9.8,3.2,2.6,1.6,2.5%,9.1%,18.9%,47.2%,15.1%
Joe Smith,MIN,27,6-10,225,Maryland,USA,1995,1,1,54,7.5,5.0,0.7,3.6,10.1%,14.3%,17.0%,52.4%,5.1%
Joel Przybilla,MIL,23,7-1,255,Minnesota,USA,2000,1,9,32,1.5,4.5,0.4,0.9,9.1%,19.1%,6.4%,42.4%,3.0%
John Amaechi,UTA,32,6-10,270,Penn State,England,Undrafted,Undrafted,Undrafted,50,2.0,1.5,0.4,-1.7,5.8%,11.4%,16.5%,35.1%,7.3%
John Crotty,DEN,33,-,,Virginia,USA,Undrafted,Undrafted,Undrafted,12,3.4,1.3,2.4,-16.5,0.6%,7.3%,14.1%,43.1%,32.2%
John Salmons,PHI,23,6-7,210,Miami (FL),USA,2002,1,26,64,2.1,0.9,0.7,1.8,3.3%,9.1%,13.8%,50.2%,15.3%
John Stockton,UTA,41,6-1,175,Gonzaga,USA,1984,1,16,82,10.8,2.5,7.7,5.7,2.5%,6.9%,18.5%,57.7%,44.4%
Jon Barry,DET,33,6-5,210,Georgia Tech,USA,1992,1,21,80,6.9,2.3,2.6,10.4,2.3%,10.4%,16.9%,59.3%,24.2%
Jonathan Bender,IND,22,7-0,219,None,USA,1999,1,5,46,6.6,2.9,0.9,-1.9,5.0%,10.8%,17.9%,52.1%,8.9%
Joseph Forte,SEA,22,6-4,194,North Carolina,USA,2001,1,21,17,1.4,0.6,0.6,-9.0,4.3%,7.9%,25.0%,31.9%,25.6%
Juan Dixon,WAS,24,6-3,164,Maryland,USA,2002,1,17,42,6.4,1.7,1.0,-2.1,2.0%,9.3%,23.1%,46.4%,11.8%
Juaquin Hawkins,HOU,29,6-7,205,Long Beach State,USA,Undrafted,Undrafted,Undrafted,58,2.3,1.3,0.8,2.6,2.6%,8.8%,12.5%,42.7%,10.7%
Jumaine Jones,CLE,24,6-8,218,Georgia,USA,1999,1,27,80,9.8,5.1,1.4,-8.4,4.6%,13.7%,16.7%,52.5%,8.9%
Junior Harrington,DEN,22,6-4,190,Wingate,USA,Undrafted,Undrafted,Undrafted,82,5.1,3.0,3.4,-7.1,2.2%,11.4%,15.0%,40.5%,23.4%
Juwan Howard,DEN,30,6-9,260,Michigan,USA,1994,1,5,77,18.4,7.6,3.0,-9.9,6.4%,16.7%,25.9%,50.1%,17.5%
Kareem Rush,LAL,22,6-6,215,Missouri,USA,2002,1,20,76,3.0,1.2,0.9,-3.6,2.9%,7.7%,15.7%,44.7%,11.9%
Karl Malone,UTA,39,6-9,256,Louisiana Tech,USA,1985,1,13,81,20.6,7.8,4.7,3.1,4.3%,18.0%,27.2%,53.4%,23.6%
Kedrick Brown,BOS,22,6-7,222,Northwest Florida State,USA,2001,1,11,51,2.8,2.7,0.4,-4.0,6.5%,14.1%,14.4%,39.2%,5.2%
Keith Van Horn,PHI,27,6-10,255,Utah,USA,1997,1,2,74,15.9,7.1,1.3,3.2,7.1%,16.9%,23.0%,55.6%,6.8%
Kelvin Cato,HOU,28,6-11,275,Iowa State,USA,1997,1,15,73,4.5,5.9,0.3,0.2,10.5%,23.8%,13.2%,53.5%,2.7%
Ken Johnson,MIA,25,6-10,240,Ohio State,USA,2001,2,48,16,2.0,2.0,0.0,-2.4,2.6%,16.9%,13.7%,40.4%,0.0%
Kendall Gill,MIN,35,6-5,215,Illinois,USA,1990,1,5,82,8.7,3.0,1.9,-0.3,2.5%,9.3%,18.2%,47.7%,12.0%
Kenny Anderson,NOH,32,6-1,168,Georgia Tech,USA,1991,1,2,61,6.1,2.2,3.2,-2.2,2.7%,9.1%,19.1%,45.7%,30.0%
Kenny Satterfield,PHI,22,6-2,170,Cincinnati,USA,2001,2,53,39,3.4,1.1,1.7,-7.9,2.9%,6.2%,20.6%,34.0%,25.6%
Kenny Thomas,PHI,25,6-7,245,New Mexico,USA,1999,1,22,66,10.1,8.0,1.7,3.4,9.6%,18.4%,17.0%,51.7%,9.1%
Kenyon Martin,NJN,25,6-9,234,Cincinnati,USA,2000,1,1,77,16.7,8.3,2.4,8.3,6.4%,18.3%,24.6%,51.1%,12.6%
Keon Clark,SAC,28,6-11,221,Nevada-Las Vegas,USA,1998,1,13,80,6.7,5.6,1.0,6.1,7.8%,15.5%,15.0%,52.8%,7.0%
Kerry Kittles,NJN,29,6-5,180,Villanova,USA,1996,1,8,65,13.0,3.9,2.6,5.8,2.7%,10.4%,18.8%,55.0%,15.0%
Kevin Garnett,MIN,27,6-11,220,None,USA,1995,1,5,82,23.0,13.4,6.0,6.2,7.6%,24.8%,25.8%,55.3%,24.9%
Kevin Ollie,SEA,30,6-2,195,Connecticut,USA,Undrafted,Undrafted,Undrafted,82,6.5,2.2,3.5,4.5,1.4%,8.3%,14.7%,51.4%,25.2%
Kevin Willis,SAS,40,7-0,245,Michigan State,USA,1984,1,11,71,4.2,3.2,0.3,-6.6,10.2%,18.1%,19.0%,50.6%,5.1%
Keyon Dooling,LAC,23,6-3,196,Missouri,USA,2000,1,10,55,6.4,1.3,1.6,-6.3,1.0%,6.5%,19.3%,49.4%,16.8%
Kirk Haston,NOH,24,6-9,242,Indiana,USA,2001,1,16,12,0.5,0.6,0.3,-20.8,0.0%,13.5%,19.1%,16.0%,9.7%
Kobe Bryant,LAL,24,6-7,215,None,USA,1996,1,13,82,30.0,6.9,5.9,3.6,3.1%,13.4%,32.3%,55.0%,26.8%
Kurt Thomas,NYK,30,6-9,235,Texas Christian,USA,1995,1,10,81,14.0,7.9,2.0,0.4,6.3%,19.7%,22.2%,51.1%,11.0%
Kwame Brown,WAS,21,6-11,248,None,USA,2001,1,1,80,7.4,5.3,0.7,-3.0,7.6%,17.4%,18.6%,49.6%,5.7%
LaPhonso Ellis,MIA,33,6-8,240,Notre Dame,USA,1992,1,5,55,5.0,2.9,0.3,0.3,5.7%,14.5%,19.0%,47.6%,3.6%
Lamar Odom,LAC,23,6-10,221,Rhode Island,USA,1999,1,4,49,14.6,6.7,3.6,-6.0,3.5%,16.0%,21.9%,51.9%,18.4%
Larry Hughes,WAS,24,6-5,184,Saint Louis,USA,1998,1,8,67,12.8,4.6,3.1,-1.2,3.2%,11.5%,20.5%,52.1%,17.4%
Latrell Sprewell,NYK,32,6-5,195,Alabama,USA,1992,1,24,74,16.4,3.9,4.5,-1.3,1.6%,8.9%,22.5%,49.7%,19.6%
Lavor Postell,NYK,25,6-5,215,St. John's (NY),USA,2000,2,39,12,3.6,0.3,0.3,0.0,1.1%,3.1%,23.1%,48.2%,5.7%
Lawrence Funderburke,SAC,32,6-9,230,Ohio State,USA,1994,2,51,27,2.7,2.0,0.3,-5.1,7.1%,14.4%,15.6%,46.6%,5.5%
Lee Nailon,NYK,28,6-9,238,Texas Christian,USA,1999,2,43,38,5.5,1.8,0.7,-5.7,8.1%,10.6%,26.5%,49.4%,12.3%
Lindsey Hunter,TOR,32,6-2,195,Jackson State,USA,1993,1,10,29,9.7,2.0,2.4,-11.6,2.1%,7.0%,25.3%,43.4%,21.7%
Lonny Baxter,CHI,24,6-8,260,Maryland,USA,2002,2,43,55,4.8,3.0,0.3,-2.8,9.0%,13.9%,18.3%,52.1%,4.0%
Loren Woods,MIN,25,7-1,246,Arizona,USA,2001,2,45,38,2.1,2.5,0.5,-1.5,7.8%,17.2%,13.6%,45.5%,7.8%
Lorenzen Wright,MEM,27,6-11,240,Memphis,USA,1996,1,7,70,11.4,7.5,1.1,-5.1,8.5%,18.6%,20.8%,48.9%,6.9%
Lucious Harris,NJN,32,6-5,205,Long Beach State,USA,1993,2,28,77,10.3,3.0,2.0,2.7,3.1%,8.6%,19.5%,49.4%,13.9%
Maceo Baston,TOR,27,6-9,215,Michigan,USA,1998,2,58,16,2.5,1.4,0.0,-11.3,3.8%,16.4%,15.5%,66.1%,0.0%
Malik Allen,MIA,25,6-10,255,Villanova,USA,Undrafted,Undrafted,Undrafted,80,9.6,5.3,0.7,-7.8,5.8%,13.5%,19.5%,45.5%,4.2%
Malik Rose,SAS,28,6-7,255,Drexel,USA,1996,2,44,79,10.4,6.4,1.6,5.6,8.3%,18.5%,21.8%,53.8%,11.2%
Mamadou N'diaye,TOR,28,7-0,255,Auburn,Senegal,2000,1,26,22,5.5,3.7,0.3,-2.6,7.3%,14.5%,16.2%,51.4%,3.1%
Manu Ginobili,SAS,25,6-6,210,None,Argentina,1999,2,57,69,7.6,2.3,2.0,5.5,3.4%,8.0%,17.8%,55.6%,16.3%
Marc Jackson,MIN,28,6-10,270,Temple,USA,1997,2,37,77,5.5,2.9,0.5,1.8,8.7%,13.0%,20.6%,50.8%,5.8%
Marcus Camby,DEN,29,6-11,225,Massachusetts,USA,1996,1,2,29,7.6,7.2,1.6,-11.1,10.8%,22.4%,19.0%,44.4%,13.8%
Marcus Fizer,CHI,24,6-8,260,Iowa State,USA,2000,1,4,38,11.7,5.7,1.3,-3.8,9.6%,16.6%,27.3%,50.3%,11.8%
Marcus Haislip,MIL,22,6-10,230,Tennessee,USA,2002,1,13,39,4.1,1.4,0.2,-5.5,4.7%,7.4%,19.2%,47.4%,3.6%
Mark Blount,BOS,27,7-0,250,Pittsburgh,USA,1997,2,54,81,5.0,3.8,0.7,-11.1,7.6%,14.7%,16.2%,49.1%,7.4%
Mark Bryant,BOS,38,6-9,250,Seton Hall,USA,1988,1,21,16,0.8,1.3,0.3,-9.2,7.9%,13.0%,12.4%,31.3%,8.0%
Mark Jackson,UTA,38,6-3,195,St. John's (NY),USA,1987,1,18,82,4.7,2.1,4.6,-1.0,2.5%,9.7%,17.0%,47.3%,43.7%
Mark Madsen,LAL,27,6-9,245,Stanford,USA,2000,1,29,54,3.2,2.9,0.7,2.1,10.3%,9.6%,11.8%,45.8%,6.7%
Mark Strickland,DAL,32,6-10,220,Temple,USA,Undrafted,Undrafted,Undrafted,4,1.0,1.8,0.0,-11.4,31.3%,20.0%,17.1%,40.0%,0.0%
Marko Jaric,LAC,24,6-7,198,None,Serbia,2000,2,30,66,7.4,2.4,2.9,1.2,2.7%,9.1%,19.5%,49.8%,23.7%
Mateen Cleaves,SAC,25,6-2,205,Michigan State,USA,2000,1,14,12,1.3,0.7,0.8,-7.7,1.7%,9.1%,28.1%,32.3%,28.6%
Matt Harpring,UTA,27,6-7,231,Georgia Tech,USA,1998,1,15,78,17.6,6.6,1.7,5.6,8.3%,12.7%,23.3%,58.8%,9.5%
Matt Maloney,ATL,31,-,,Pennsylvania,USA,Undrafted,Undrafted,Undrafted,14,1.7,0.5,1.2,13.1,1.1%,6.3%,13.9%,44.1%,25.4%
Maurice Taylor,HOU,26,6-9,260,Michigan,USA,1997,1,14,67,8.4,3.6,1.0,0.5,7.5%,11.0%,23.3%,47.2%,9.1%
Mehmet Okur,DET,24,6-11,249,None,Turkey,2001,2,37,72,6.9,4.7,1.0,4.9,8.8%,17.0%,18.5%,51.4%,9.4%
Melvin Ely,LAC,25,6-10,260,Fresno State,USA,2002,1,12,52,4.5,3.3,0.3,3.0,8.2%,13.6%,15.1%,54.0%,3.0%
Mengke Bateer,SAS,27,6-11,290,None,China,Undrafted,Undrafted,Undrafted,12,0.8,0.8,0.3,-24.1,5.3%,14.0%,22.9%,25.2%,16.7%
Metta World Peace,IND,23,6-7,246,St. John's (NY),USA,1999,1,16,69,15.5,5.2,2.9,7.5,4.5%,10.9%,22.0%,52.9%,14.4%
Michael Bradley,TOR,24,6-10,225,Villanova,USA,2001,1,17,67,5.0,6.1,1.0,-8.9,12.1%,20.6%,14.3%,49.2%,8.3%
Michael Curry,DET,34,6-5,210,Georgia Southern,USA,Undrafted,Undrafted,Undrafted,78,3.0,1.6,1.3,-3.9,1.1%,7.7%,9.1%,47.4%,11.3%
Michael Dickerson,MEM,28,6-5,190,Arizona,USA,1998,1,14,6,4.8,1.0,1.3,-7.1,1.6%,5.8%,17.3%,55.3%,13.1%
Michael Doleac,NYK,26,6-11,262,Utah,USA,1998,1,12,75,4.4,2.9,0.6,-3.3,6.6%,15.5%,18.3%,45.1%,6.8%
Michael Finley,DAL,30,6-7,225,Wisconsin,USA,1995,1,21,69,19.3,5.8,3.0,12.8,4.0%,10.9%,23.9%,51.4%,12.4%
Michael Jordan,WAS,40,6-6,216,North Carolina,USA,1984,1,3,82,20.0,6.1,3.8,-0.3,2.5%,14.7%,28.4%,49.1%,20.7%
Michael Olowokandi,LAC,28,7-0,270,Pacific,Nigeria,1998,1,1,36,12.3,9.1,1.3,-5.1,4.2%,19.1%,19.3%,45.7%,6.4%
Michael Redd,MIL,23,6-6,215,Ohio State,USA,2000,2,43,82,15.1,4.5,1.4,2.4,4.4%,12.2%,21.8%,59.0%,8.9%
Michael Stewart,CLE,28,6-10,230,California,USA,Undrafted,Undrafted,Undrafted,47,0.8,1.2,0.1,-10.7,6.9%,13.4%,9.1%,42.6%,4.4%
Mike Batiste,MEM,25,6-8,225,Arizona State,USA,Undrafted,Undrafted,Undrafted,75,6.4,3.4,0.7,-5.7,6.7%,14.7%,20.5%,47.6%,7.4%
Mike Bibby,SAC,25,6-1,190,Arizona,USA,1998,1,2,55,15.9,2.7,5.2,9.0,1.9%,5.5%,21.5%,55.9%,23.1%
Mike Dunleavy,GSW,22,6-9,221,Duke,USA,2002,1,3,82,5.7,2.6,1.3,1.6,4.9%,10.8%,17.2%,50.5%,12.5%
Mike James,MIA,28,6-2,190,Duquesne,,Undrafted,Undrafted,Undrafted,78,7.8,1.9,3.2,-1.8,1.5%,7.5%,20.2%,46.9%,26.6%
Mike Miller,MEM,23,6-8,218,Florida,USA,2000,1,5,65,15.6,5.2,2.6,2.6,2.1%,13.9%,21.6%,53.7%,13.1%
Mike Wilks,MIN,24,5-10,185,Rice,USA,Undrafted,Undrafted,Undrafted,46,3.2,1.5,2.0,-1.6,3.1%,7.5%,13.4%,43.6%,22.0%
Mikki Moore,ATL,27,7-0,225,Nebraska,USA,Undrafted,Undrafted,Undrafted,8,2.3,1.0,0.4,-20.1,13.3%,4.1%,20.0%,51.7%,13.6%
Milt Palacio,CLE,25,6-3,195,Colorado State,Belize,Undrafted,Undrafted,Undrafted,80,5.0,2.9,3.2,-11.5,2.3%,9.6%,12.2%,46.6%,21.1%
Monty Williams,PHI,31,6-8,225,Notre Dame,USA,1994,1,24,21,4.4,2.1,1.2,9.4,4.5%,12.0%,17.2%,48.9%,14.3%
Moochie Norris,HOU,29,6-2,185,West Florida,USA,1996,2,33,82,4.4,1.9,2.4,-1.1,2.9%,8.9%,15.7%,47.0%,23.9%
Morris Peterson,TOR,25,6-7,215,Michigan State,USA,2000,1,21,82,14.1,4.4,2.3,-5.5,3.2%,9.4%,20.0%,48.8%,11.0%
Nate Huffman,TOR,28,7-1,245,Central Michigan,USA,Undrafted,Undrafted,Undrafted,7,3.3,3.3,0.7,-0.7,11.4%,22.2%,17.2%,40.3%,10.0%
Nazr Mohammed,ATL,25,6-10,250,Kentucky,USA,1998,1,29,35,4.6,3.7,0.2,-10.9,9.9%,17.9%,19.7%,45.2%,2.4%
Nene,DEN,20,6-11,260,None,Brazil,2002,1,7,80,10.5,6.1,1.9,-5.6,9.4%,13.9%,19.0%,54.5%,11.9%
Nick Van Exel,DAL,31,6-1,195,Cincinnati,USA,1993,2,37,73,12.5,2.8,4.3,5.9,1.7%,8.4%,22.6%,50.9%,25.2%
Nikoloz Tskitishvili,DEN,20,7-0,225,None,Georgia,2002,1,5,81,3.9,2.2,1.1,-8.1,4.5%,9.3%,16.5%,37.4%,11.3%
Olumide Oyedeji,ORL,22,6-10,240,None,Nigeria,2000,2,42,27,1.0,1.9,0.2,-8.3,6.5%,26.3%,9.6%,48.5%,6.2%
Oscar Torres,GSW,26,-,,Venezuela,Venezuela,Undrafted,Undrafted,Undrafted,17,3.1,0.7,0.2,3.2,3.3%,8.3%,21.8%,59.2%,5.6%
Othella Harrington,NYK,29,6-9,235,Georgetown,USA,1996,2,30,74,7.7,6.4,0.8,0.5,9.1%,18.3%,14.8%,56.3%,5.3%
P.J. Brown,NOH,33,6-11,239,Louisiana Tech,USA,1992,2,29,78,10.7,9.0,1.9,2.4,9.3%,18.3%,13.9%,59.2%,9.0%
Pat Burke,ORL,29,6-11,250,Auburn,Ireland,Undrafted,Undrafted,Undrafted,62,4.3,2.4,0.4,-12.2,6.5%,11.9%,20.2%,41.5%,5.6%
Pat Garrity,ORL,26,6-9,238,Notre Dame,USA,1998,1,19,81,10.7,3.8,1.5,2.3,2.8%,9.4%,14.8%,55.1%,7.3%
Pau Gasol,MEM,22,7-0,227,None,Spain,2001,1,3,82,19.0,8.8,2.8,-2.5,6.6%,17.7%,23.6%,57.0%,13.1%
Paul Pierce,BOS,25,6-6,230,Kansas,USA,1998,1,10,79,25.9,7.3,4.4,2.0,3.4%,15.7%,32.2%,53.2%,23.6%
Paul Shirley,ATL,25,6-10,230,Iowa State,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.5,0.0,80.0,0.0%,14.3%,25.0%,0.0%,0.0%
Peja Stojakovic,SAC,26,6-10,229,None,Serbia and Mo...,1996,1,14,72,19.2,5.5,2.0,8.2,2.5%,12.3%,21.8%,60.0%,8.9%
Pepe Sanchez,DET,26,6-4,195,Temple,Argentina,Undrafted,Undrafted,Undrafted,9,0.0,0.7,0.9,5.5,8.3%,7.1%,8.0%,0.0%,36.4%
Popeye Jones,DAL,33,6-8,250,Murray State,USA,1992,2,41,26,2.0,2.3,0.3,-10.5,12.1%,14.1%,16.1%,39.6%,5.9%
Predrag Drobnjak,SEA,27,6-11,272,None,Yugoslavia,1997,2,48,82,9.4,3.9,1.0,-1.2,5.5%,11.7%,20.9%,45.9%,7.4%
Predrag Savovic,DEN,27,6-6,225,Hawaii,Yugoslavia,Undrafted,Undrafted,Undrafted,27,3.1,0.9,0.8,-8.7,3.1%,6.6%,19.5%,39.2%,16.9%
Primoz Brezec,IND,23,7-1,252,None,Slovenia,2000,1,27,22,1.9,1.0,0.2,10.9,12.9%,8.3%,21.6%,44.9%,5.8%
Quentin Richardson,LAC,23,6-6,236,DePaul,USA,2000,1,18,59,9.4,4.8,0.9,-5.4,6.9%,13.2%,21.7%,46.0%,7.2%
Qyntel Woods,POR,22,6-8,221,Northeast Mississippi Community College,USA,2002,1,21,53,2.4,1.0,0.2,-11.0,4.6%,12.6%,19.6%,50.5%,6.4%
Raef LaFrentz,DAL,27,6-11,245,Kansas,USA,1998,1,3,69,9.3,4.8,0.8,8.1,7.7%,12.7%,16.5%,57.8%,5.0%
Rafer Alston,TOR,26,6-2,175,Fresno State,USA,1998,2,39,47,7.8,2.3,4.1,-6.8,2.1%,8.6%,20.1%,51.0%,34.8%
Raja Bell,DAL,26,6-5,205,Florida International,U.S. Virgin I...,Undrafted,Undrafted,Undrafted,75,3.1,1.9,0.8,3.0,3.9%,8.2%,10.2%,50.9%,7.1%
Randy Brown,PHX,35,6-2,190,New Mexico State,USA,1991,2,31,32,1.3,0.8,1.1,-2.3,1.2%,9.0%,11.6%,42.5%,21.6%
Randy Livingston,NOH,28,6-4,209,Louisiana State,USA,1996,2,42,2,3.0,0.0,0.5,0.4,0.0%,0.0%,19.2%,61.5%,20.0%
Rashard Lewis,SEA,23,6-10,215,None,USA,1998,2,32,77,18.1,6.5,1.7,-1.5,5.1%,12.4%,21.9%,53.7%,7.8%
Rasheed Wallace,POR,28,6-11,230,North Carolina,USA,1995,1,4,74,18.1,7.4,2.1,5.5,4.5%,16.8%,23.1%,55.2%,10.1%
Rasho Nesterovic,MIN,27,7-0,248,None,Slovenia,1998,1,17,77,11.2,6.5,1.5,3.1,6.5%,15.0%,17.4%,53.6%,7.4%
Rasual Butler,MIA,24,6-7,205,La Salle,USA,2002,2,52,72,7.5,2.6,1.3,-7.6,1.9%,10.4%,21.1%,43.7%,11.6%
Ray Allen,SEA,27,6-5,205,Connecticut,USA,1996,1,5,76,22.5,5.0,4.4,2.9,3.5%,10.5%,27.5%,56.5%,21.7%
Reggie Evans,SEA,23,6-8,245,Iowa,USA,Undrafted,Undrafted,Undrafted,67,3.2,6.6,0.5,0.0,12.1%,22.6%,8.8%,51.0%,3.7%
Reggie Miller,IND,37,6-7,195,California-Los Angeles,USA,1987,1,11,70,12.6,2.5,2.4,4.4,1.0%,7.1%,16.5%,59.7%,13.5%
Reggie Slater,MIN,32,6-7,255,Wyoming,USA,Undrafted,Undrafted,Undrafted,26,3.1,1.2,0.2,1.7,11.3%,8.6%,22.9%,58.0%,5.1%
Richard Hamilton,DET,25,6-7,193,Connecticut,USA,1999,1,7,82,19.7,3.9,2.5,3.3,3.6%,9.3%,30.8%,53.1%,17.1%
Richard Jefferson,NJN,23,6-7,222,Arizona,USA,2001,1,13,80,15.5,6.4,2.5,6.8,5.3%,12.7%,19.5%,56.3%,11.9%
Rick Brunson,CHI,31,6-4,190,Temple,USA,Undrafted,Undrafted,Undrafted,17,3.5,1.1,2.1,0.8,2.4%,7.9%,17.2%,54.3%,28.6%
Rick Fox,LAL,33,6-7,235,North Carolina,Canada,1991,1,24,76,9.0,4.3,3.3,3.2,2.9%,11.7%,15.5%,52.3%,17.1%
Ricky Davis,CLE,23,6-7,197,Iowa,USA,1998,1,21,79,20.6,4.9,5.5,-9.8,3.0%,9.3%,26.5%,48.5%,25.8%
Robert Archibald,MEM,23,6-11,250,Illinois,Scotland,2002,2,31,12,1.6,1.4,0.3,-8.7,7.8%,15.1%,22.0%,34.0%,7.1%
Robert Horry,LAL,32,6-10,238,Alabama,USA,1992,1,11,80,6.5,6.4,2.9,3.9,7.7%,14.1%,12.1%,48.8%,14.8%
