Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Chris Andersen,DEN,33,6-10,228,Blinn,USA,Undrafted,Undrafted,Undrafted,32,5.3,4.6,0.2,5.0,10.1%,19.2%,14.5%,58.3%,1.9%
Chris Bosh,MIA,28,6-11,235,Georgia Tech,USA,2003,1,4,57,18.0,7.9,1.8,10.0,5.4%,17.7%,23.9%,55.1%,8.6%
Chris Duhon,ORL,29,6-1,190,Duke,USA,2004,2,38,63,3.8,1.6,2.4,-0.3,1.2%,7.3%,11.2%,55.8%,20.8%
Chris Johnson,NOH,26,6-11,210,Louisiana State,USA,Undrafted,Undrafted,Undrafted,27,2.0,1.5,0.1,-11.6,8.5%,14.0%,15.5%,55.7%,1.7%
Chris Kaman,NOH,30,7-0,265,Central Michigan,USA,2003,1,6,47,13.1,7.7,2.1,-2.7,7.1%,20.7%,26.2%,47.8%,13.4%
Chris Paul,LAC,27,6-0,175,Wake Forest,USA,2005,1,4,60,19.8,3.6,9.1,7.4,2.0%,8.4%,23.7%,58.1%,41.3%
Chris Singleton,WAS,22,6-8,230,Florida State,,2011,1,18,66,4.6,3.5,0.7,-3.9,3.0%,13.4%,11.5%,46.2%,5.1%
Chris Wilcox,BOS,29,6-10,235,Maryland,USA,2002,1,8,28,5.4,4.4,0.4,-3.5,8.4%,17.5%,14.7%,61.2%,4.2%
Chris Wright,GSW,23,6-8,226,Dayton,USA,Undrafted,Undrafted,Undrafted,24,2.9,1.9,0.2,-4.5,9.4%,13.4%,15.2%,59.7%,3.5%
Christian Eyenga,LAL,23,6-7,210,None,Congo,2009,1,30,7,2.4,2.0,0.7,-19.0,3.5%,9.3%,14.2%,29.8%,9.3%
Chuck Hayes,SAC,29,6-6,250,Kentucky,USA,Undrafted,Undrafted,Undrafted,54,3.2,4.3,1.4,-7.1,6.6%,15.8%,10.2%,45.9%,10.9%
Cole Aldrich,OKC,23,6-11,240,Kansas,USA,2010,1,11,26,2.2,1.8,0.1,-10.7,8.0%,19.2%,14.9%,59.2%,3.4%
Corey Brewer,DEN,26,6-9,188,Florida,USA,2007,1,7,59,8.9,2.5,1.5,2.0,3.4%,8.3%,19.1%,50.5%,10.3%
Corey Maggette,CHA,32,6-6,225,Duke,USA,1999,1,13,32,15.0,3.9,1.2,-15.9,2.2%,12.0%,26.4%,51.7%,8.2%
Cory Higgins,CHA,23,6-5,180,Colorado,USA,Undrafted,Undrafted,Undrafted,38,3.9,0.9,0.9,-13.3,1.7%,7.1%,24.6%,40.2%,15.9%
Cory Joseph,SAS,20,6-3,185,Texas,Canada,2011,1,29,29,2.0,0.9,1.2,-9.0,1.8%,8.0%,14.8%,37.4%,18.9%
Courtney Fortson,HOU,24,5-11,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,10,3.5,1.5,1.0,-21.8,5.1%,9.9%,20.4%,45.3%,22.2%
Courtney Lee,HOU,26,6-5,200,Western Kentucky,USA,2008,1,22,58,11.4,2.7,1.5,1.2,1.5%,8.0%,17.3%,53.4%,7.9%
Craig Brackins,PHI,24,6-10,230,Iowa State,USA,2010,1,21,14,1.6,1.1,0.6,-30.1,4.8%,12.0%,18.4%,32.5%,17.4%
Craig Smith,POR,28,6-7,265,Boston College,USA,2006,2,36,47,3.3,2.3,0.4,-8.1,6.8%,17.0%,15.4%,55.6%,6.7%
D.J. Augustin,CHA,24,6-0,180,Texas,USA,2008,1,9,48,11.1,2.3,6.4,-14.9,1.7%,6.2%,20.6%,49.3%,37.0%
D.J. Kennedy,CLE,22,6-5,214,St. John's (NY),USA,Undrafted,Undrafted,Undrafted,2,6.0,3.5,1.5,-28.8,1.6%,10.0%,13.0%,46.6%,8.8%
DJ White,CHA,25,6-9,235,Indiana,USA,2008,1,29,58,6.8,3.6,0.8,-16.0,4.4%,15.7%,17.6%,51.6%,8.0%
DaJuan Summers,NOH,24,6-8,240,Georgetown,USA,2009,2,35,15,4.5,1.5,0.7,-7.0,4.0%,8.0%,17.0%,49.3%,8.3%
Daequan Cook,OKC,25,6-5,210,Ohio State,USA,2007,1,21,57,5.5,2.1,0.3,4.1,1.3%,10.9%,14.6%,50.9%,2.4%
Dahntay Jones,IND,31,6-6,225,Duke,USA,2003,1,20,65,5.3,1.8,1.0,-4.2,2.1%,9.3%,15.6%,53.3%,10.6%
Damien Wilkins,DET,32,6-6,225,Georgia,USA,Undrafted,Undrafted,Undrafted,60,3.2,1.7,0.7,-1.0,2.4%,8.9%,12.3%,44.5%,7.9%
Damion James,NJN,24,6-7,225,Texas,USA,2010,1,24,7,4.9,4.7,0.4,-7.6,3.8%,14.9%,13.8%,42.2%,3.2%
Dan Gadzuric,NYK,34,6-11,240,California-Los Angeles,Netherlands,2002,2,33,2,0.0,2.5,0.0,-7.4,7.7%,33.3%,12.9%,0.0%,0.0%
Daniel Gibson,CLE,26,6-2,200,Texas,USA,2006,2,42,35,7.5,2.9,2.2,-3.2,1.1%,9.7%,14.8%,49.3%,13.6%
Daniel Orton,ORL,21,6-10,255,Kentucky,USA,2010,1,29,16,2.8,2.4,0.3,-10.9,10.1%,11.4%,12.0%,54.9%,4.7%
Danilo Gallinari,DEN,23,6-10,225,None,Italy,2008,1,6,43,14.6,4.7,2.7,7.8,2.3%,12.8%,20.7%,56.3%,13.1%
Danny Granger,IND,29,6-8,228,New Mexico,USA,2005,1,17,62,18.7,5.0,1.8,7.0,3.9%,10.8%,25.2%,54.2%,9.1%
Danny Green,SAS,25,6-6,210,North Carolina,USA,2009,2,46,66,9.1,3.5,1.3,7.8,3.6%,11.2%,17.0%,57.9%,8.6%
Dante Cunningham,MEM,25,6-8,230,Villanova,USA,2009,2,33,64,5.2,3.8,0.6,-1.6,8.1%,14.2%,13.4%,53.8%,5.4%
Darington Hobson,MIL,24,6-7,210,New Mexico,USA,2010,2,37,5,0.8,0.6,1.2,7.8,0.0%,8.1%,16.7%,15.4%,25.0%
Darius Morris,LAL,21,6-4,190,Michigan,USA,2011,2,41,19,2.4,0.8,1.1,-14.4,1.2%,7.7%,18.4%,50.0%,22.1%
Darko Milicic,MIN,27,7-0,275,None,Serbia,2003,1,2,29,4.6,3.3,0.6,-4.8,7.1%,13.0%,17.0%,45.8%,6.2%
Darren Collison,IND,24,6-0,160,UCLA,USA,2009,1,21,60,10.4,3.1,4.8,3.4,1.6%,8.2%,16.7%,52.6%,23.9%
Darryl Watkins,NOH,27,6-11,258,Syracuse,USA,Undrafted,Undrafted,Undrafted,5,4.6,5.4,0.6,-12.8,9.2%,19.2%,14.9%,52.5%,6.5%
David Lee,GSW,29,6-9,240,Florida,USA,2005,1,30,57,20.1,9.6,2.8,-3.0,8.4%,17.9%,25.6%,54.9%,13.2%
David West,IND,31,6-9,240,Xavier,USA,2003,1,18,66,12.8,6.6,2.1,5.6,6.2%,16.0%,20.7%,53.1%,12.3%
DeAndre Jordan,LAC,23,6-11,265,Texas A&M,USA,2008,2,35,66,7.4,8.3,0.3,5.5,11.6%,19.5%,11.9%,62.6%,1.4%
DeAndre Liggins,ORL,24,6-6,209,Kentucky,USA,2011,2,53,17,1.9,0.9,0.3,-27.1,5.2%,9.1%,17.3%,49.5%,9.1%
DeJuan Blair,SAS,23,6-7,270,Pittsburgh,USA,2009,2,37,64,9.5,5.5,1.2,1.7,11.5%,14.8%,21.0%,54.9%,9.1%
DeMar DeRozan,TOR,22,6-7,216,USC,USA,2009,1,9,63,16.7,3.3,2.0,-2.5,1.9%,8.1%,25.0%,50.3%,10.5%
DeMarcus Cousins,SAC,21,6-11,270,Kentucky,USA,2010,1,5,64,18.1,11.0,1.6,-3.9,12.4%,23.4%,28.6%,49.9%,9.2%
DeMarre Carroll,UTA,25,6-8,212,Missouri,USA,2009,1,27,24,4.5,2.2,0.8,-2.1,8.3%,8.1%,15.7%,47.8%,7.8%
DeSagana Diop,CHA,30,7-0,280,None,Senegal,2001,1,8,27,1.1,3.1,0.9,-19.5,8.9%,17.0%,8.7%,34.7%,12.4%
DeShawn Stevenson,NJN,31,6-5,218,None,USA,2000,1,23,51,2.9,2.0,0.8,-7.6,0.7%,9.8%,9.3%,41.3%,6.8%
Delonte West,DAL,28,6-3,180,None,,2004,1,24,44,9.6,2.3,3.2,-1.0,1.2%,8.3%,20.1%,53.9%,22.9%
Dennis Horner,NJN,24,6-9,230,North Carolina State,USA,Undrafted,Undrafted,Undrafted,8,0.6,0.6,0.0,-32.0,9.5%,17.6%,14.0%,43.4%,0.0%
Derek Fisher,OKC,37,6-1,210,Arkansas-Little Rock,USA,1996,1,24,63,5.6,1.9,2.7,4.4,0.9%,6.9%,13.4%,46.4%,17.0%
Deron Williams,NJN,28,6-3,209,Illinois,USA,2005,1,3,55,21.0,3.3,8.7,-4.7,1.1%,8.5%,29.4%,52.7%,45.8%
Derrick Brown,CHA,24,6-8,233,Xavier,USA,2009,2,40,65,8.1,3.6,1.0,-13.2,6.4%,10.4%,16.6%,55.6%,8.6%
Derrick Byars,SAS,28,6-7,220,Vanderbilt,USA,2007,2,42,2,5.0,5.5,0.5,-9.2,11.3%,14.7%,13.4%,39.2%,4.0%
Derrick Favors,UTA,20,6-10,248,Georgia Tech,USA,2010,1,3,65,8.8,6.5,0.7,-0.5,11.3%,19.9%,20.0%,53.7%,5.3%
Derrick Rose,CHI,23,6-3,190,Memphis,USA,2008,1,1,39,21.8,3.4,7.9,10.2,1.9%,7.3%,29.6%,53.2%,37.9%
Derrick Williams,MIN,21,6-8,241,Arizona,USA,2011,1,2,66,8.8,4.7,0.6,-3.2,5.4%,16.1%,20.5%,49.9%,4.6%
Devin Ebanks,LAL,22,6-9,215,West Virginia,USA,2010,2,43,24,4.0,2.3,0.5,-0.2,6.5%,7.2%,13.6%,46.5%,4.3%
Devin Harris,UTA,29,6-3,192,Wisconsin,USA,2004,1,5,63,11.3,1.8,5.0,2.8,0.7%,6.0%,19.5%,56.4%,27.1%
Dexter Pittman,MIA,24,6-11,285,Texas,USA,2010,2,32,35,3.0,2.0,0.3,1.2,9.1%,15.0%,17.9%,49.8%,4.9%
Dirk Nowitzki,DAL,34,7-0,245,None,Germany,1998,1,9,62,21.6,6.7,2.2,5.9,2.3%,18.1%,28.4%,56.4%,11.9%
Dominic McGuire,GSW,26,6-9,235,Fresno State,USA,2007,2,47,64,3.5,3.8,1.7,-5.6,7.0%,14.8%,11.8%,48.6%,14.6%
Dominique Jones,DAL,23,6-5,215,South Florida,USA,2010,1,25,33,2.7,1.3,1.3,-14.6,3.2%,12.2%,19.3%,49.3%,29.8%
Donald Sloan,CLE,24,6-3,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,33,5.5,2.0,3.2,-17.5,2.5%,7.7%,17.6%,43.3%,29.0%
Donte Greene,SAC,24,6-11,226,Syracuse,USA,2008,1,28,53,5.4,2.5,0.6,-5.8,2.2%,13.7%,17.9%,49.1%,6.9%
Dorell Wright,GSW,26,6-9,205,None,USA,2004,1,19,61,10.3,4.6,1.5,-5.3,3.7%,13.3%,16.8%,55.3%,8.5%
Drew Gooden,MIL,30,6-10,250,Kansas,USA,2002,1,4,56,13.7,6.5,2.6,-4.7,8.6%,16.7%,25.5%,51.2%,16.2%
Dwight Howard,ORL,26,6-11,265,None,USA,2004,1,1,54,20.6,14.5,1.9,4.1,10.0%,28.4%,25.9%,56.9%,9.8%
Dwyane Wade,MIA,30,6-4,220,Marquette,USA,2003,1,5,49,22.1,4.8,4.6,10.4,5.0%,9.8%,30.5%,55.9%,25.1%
E'Twaun Moore,BOS,23,6-4,191,Purdue,USA,2011,2,55,38,2.9,0.9,0.9,3.1,1.2%,8.3%,19.0%,47.4%,18.8%
Earl Barron,GSW,30,7-0,250,Memphis,,Undrafted,Undrafted,Undrafted,2,2.0,0.5,0.0,-11.1,11.1%,0.0%,20.0%,50.0%,0.0%
Earl Boykins,HOU,36,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,8,4.9,1.4,2.1,-6.2,0.0%,8.1%,20.8%,45.8%,27.4%
Earl Clark,ORL,24,6-10,225,Louisville,USA,2009,1,14,45,2.7,2.8,0.4,-15.5,6.2%,17.0%,14.7%,40.5%,5.9%
Earl Watson,UTA,33,6-1,199,California-Los Angeles,USA,2001,2,39,50,3.0,2.4,4.3,-0.7,2.9%,9.2%,11.2%,41.3%,30.6%
Ed Davis,TOR,23,6-10,232,North Carolina,USA,2010,1,13,66,6.3,6.6,0.9,-8.4,8.8%,20.7%,13.3%,54.4%,6.8%
Eddy Curry,MIA,29,7-0,295,None,USA,2001,1,4,14,2.1,0.9,0.1,-41.4,5.3%,10.7%,21.6%,50.8%,2.6%
Eduardo Najera,CHA,35,6-8,235,Oklahoma,Mexico,2000,2,38,22,2.6,2.3,0.5,-8.0,4.1%,16.0%,12.3%,44.1%,7.2%
Edwin Ubiles,WAS,25,6-6,204,Siena,Puerto Rico,Undrafted,Undrafted,Undrafted,4,3.5,2.5,0.3,-18.7,3.6%,15.7%,17.9%,36.2%,3.6%
Ekpe Udoh,MIL,25,6-10,245,Baylor,USA,2010,1,6,61,5.6,4.2,0.9,8.9,7.8%,11.6%,13.9%,49.3%,6.4%
Elliot Williams,POR,23,6-5,180,Memphis,,2010,1,22,24,3.7,0.8,0.3,-9.4,4.9%,7.8%,25.2%,53.7%,7.7%
Elton Brand,PHI,33,6-9,254,Duke,USA,1999,1,1,60,11.0,7.2,1.6,6.1,8.6%,16.2%,18.9%,52.1%,9.2%
Emeka Okafor,NOH,29,6-10,255,Connecticut,USA,2004,1,2,27,9.9,7.9,0.9,-8.6,9.2%,20.0%,17.1%,53.9%,5.5%
Enes Kanter,UTA,20,6-11,267,,Turkey,2011,1,3,66,4.6,4.2,0.1,-8.4,11.8%,20.2%,16.4%,53.9%,1.6%
Eric Bledsoe,LAC,22,6-1,195,Kentucky,USA,2010,1,18,40,3.3,1.6,1.7,3.3,5.0%,9.8%,19.1%,45.4%,22.8%
Eric Dawson,SAS,27,6-9,250,"Midwestern, Tex.",USA,Undrafted,Undrafted,Undrafted,4,3.8,2.5,0.0,-26.2,12.2%,14.7%,17.0%,58.2%,0.0%
Eric Gordon,NOH,23,6-3,215,Indiana,USA,2008,1,7,9,20.6,2.8,3.4,4.7,0.8%,8.0%,28.5%,54.9%,17.2%
Eric Maynor,OKC,25,6-3,175,Va Commonwealth,USA,2009,1,20,9,4.2,1.4,2.4,7.8,2.4%,6.7%,17.7%,46.6%,25.6%
Erick Dampier,ATL,36,6-11,265,Mississippi State,USA,1996,1,10,15,0.1,1.7,0.3,1.8,12.8%,20.8%,5.7%,12.5%,6.1%
Ersan Ilyasova,MIL,25,6-10,235,None,Turkey,2005,2,36,60,13.0,8.8,1.2,1.6,11.0%,20.2%,19.7%,57.7%,6.9%
Evan Turner,PHI,23,6-7,205,Ohio State,USA,2010,1,2,65,9.4,5.8,2.8,2.1,1.6%,20.5%,19.7%,47.8%,16.4%
Francisco Elson,PHI,36,7-0,240,California,Netherlands,1999,2,41,5,0.4,0.2,0.2,-44.4,0.0%,5.9%,11.4%,33.3%,11.1%
Francisco Garcia,SAC,30,6-7,195,Louisville,Dominican Rep...,2005,1,23,49,4.8,2.0,0.6,-6.8,1.2%,11.3%,14.3%,48.3%,6.1%
Gary Forbes,TOR,27,6-7,220,Massachusetts,Panama,Undrafted,Undrafted,Undrafted,48,6.6,2.1,1.1,-4.8,3.9%,10.5%,23.0%,51.3%,14.4%
Gary Neal,SAS,27,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,56,9.9,2.1,2.1,5.5,1.1%,8.8%,21.3%,54.2%,15.0%
George Hill,IND,26,6-2,180,None,USA,2008,1,26,50,9.6,3.0,2.9,4.2,2.4%,9.1%,16.9%,55.7%,19.4%
Gerald Green,NJN,26,6-8,200,None,USA,2005,1,18,31,12.9,3.5,1.1,0.1,1.9%,11.9%,22.7%,57.4%,7.7%
Gerald Henderson,CHA,24,6-5,215,Duke,USA,2009,1,12,55,15.1,4.1,2.3,-13.9,3.4%,9.1%,22.4%,51.1%,13.0%
Gerald Wallace,NJN,29,6-7,220,Alabama,USA,2001,1,25,58,13.8,6.7,2.8,2.5,4.2%,14.6%,18.3%,54.7%,12.9%
