RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
1,"LeBron James, MIA",79,38.8,.594,21.2,10.9,29.7,3.3,18.7,11.4,27.34,770.0,25.7
2,"Dwight Howard, ORL",78,37.6,.616,5.8,15.2,24.3,12.6,30.6,21.8,26.13,680.3,22.7
3,"Dwyane Wade, MIA",76,37.1,.581,15.4,10.5,29.1,5.5,14.4,10.2,25.65,638.3,21.3
4,"Kevin Love, MIN",73,35.8,.593,11.6,9.8,21.3,13.7,34.2,23.6,24.39,502.4,16.7
5,"Kobe Bryant, LAL",82,33.9,.548,15.4,9.6,33.0,3.5,13.3,8.5,23.94,557.4,18.6
6,"Chris Paul, NO",80,36.0,.578,38.0,8.6,22.2,1.6,12.3,6.9,23.76,548.4,18.3
7,"Kevin Durant, OKC",78,38.9,.589,9.4,9.6,27.8,2.3,17.7,10.3,23.70,598.4,19.9
8,"Russell Westbrook, OKC",82,34.7,.538,25.2,11.9,30.8,5.2,10.3,7.8,23.63,536.8,17.9
9,"Derrick Rose, CHI",81,37.4,.550,22.7,10.1,31.3,3.2,9.4,6.4,23.62,569.8,19.0
10,"Dirk Nowitzki, DAL",73,34.3,.612,11.2,8.1,25.5,2.4,20.8,12.0,23.52,449.2,15.0
11,"Pau Gasol, LAL",82,37.0,.589,15.8,8.2,20.6,10.3,20.5,15.6,23.33,536.1,17.9
12,"Amar'e Stoudemire, NY",78,36.8,.565,9.2,11.4,27.7,7.8,17.6,12.7,22.78,483.0,16.1
13,"Zach Randolph, MEM",75,36.3,.552,9.7,9.0,23.0,14.2,26.0,20.1,22.67,454.1,15.1
14,"Tim Duncan, SA",76,28.4,.537,15.9,9.6,21.2,9.3,26.8,18.3,21.94,364.8,12.2
15,"Blake Griffin, LAC",82,38.0,.549,14.1,10.1,25.6,10.2,26.9,18.6,21.93,484.5,16.1
16,"Carmelo Anthony, DEN/NY",77,35.7,.557,10.1,9.4,29.1,5.0,18.3,11.8,21.82,464.6,15.5
17,"Manu Ginobili, SA",80,30.3,.581,22.3,9.9,24.8,2.1,11.8,7.1,21.78,408.6,13.6
18,"LaMarcus Aldridge, POR",81,39.6,.549,8.8,7.9,23.7,10.1,17.2,13.5,21.57,482.6,16.1
19,"Kevin Martin, HOU",80,32.5,.601,10.2,9.5,27.2,1.2,10.0,5.6,21.46,425.7,14.2
20,"Deron Williams, NJ/UTAH",65,37.9,.566,32.5,11.2,25.9,1.9,10.9,6.3,21.19,374.8,12.5
21,"Andrew Bynum, LAL",54,27.8,.606,11.2,11.4,16.3,13.3,24.7,19.2,21.14,235.9,7.9
22,"Steve Nash, PHX",75,33.3,.601,41.9,13.0,23.0,1.8,10.2,6.0,20.81,365.5,12.2
23,"Al Horford, ATL",77,35.1,.587,19.2,8.6,18.5,8.2,23.7,16.0,20.79,411.0,13.7
24,"Kevin Garnett, BOS",71,31.3,.575,14.2,9.6,20.1,4.9,28.7,17.5,20.67,303.7,10.1
25,"David West, NO",70,35.0,.558,11.0,9.5,23.4,7.6,18.7,13.1,20.51,329.5,11.0
26,"Nene , DEN",75,30.5,.657,13.4,12.0,17.1,7.5,20.8,14.4,20.49,338.2,11.3
27,"Tony Parker, SA",78,32.4,.569,26.8,10.4,24.9,1.4,9.3,5.5,20.44,356.2,11.9
28,"Al Jefferson, UTAH",82,35.9,.528,8.8,6.2,22.0,9.6,23.2,16.3,20.20,421.3,14.0
29,"Paul Millsap, UTAH",76,34.3,.578,12.7,9.9,20.8,7.5,19.4,13.4,19.83,324.0,10.8
30,"Paul Pierce, BOS",80,34.7,.620,15.8,10.4,21.8,1.6,16.6,9.5,19.76,383.4,12.8
31,"Lamar Odom, LAL",82,32.2,.589,17.9,10.0,18.8,7.8,22.2,15.2,19.50,315.0,10.5
32,"Stephen Curry, GS",74,33.6,.595,23.9,12.5,23.8,2.3,10.9,6.5,19.46,314.3,10.5
33,"Chris Bosh, MIA",77,36.3,.569,9.3,8.9,21.0,6.4,20.0,13.6,19.44,331.1,11.0
34,"Brook Lopez, NJ",82,35.2,.549,7.1,9.6,24.7,7.8,12.3,10.0,19.33,376.3,12.5
35,"Josh Smith, ATL",77,34.4,.540,15.6,12.1,22.8,6.2,23.7,15.0,19.31,308.3,10.3
36,"Ryan Anderson, ORL",64,22.3,.591,7.7,7.2,18.3,10.8,18.1,14.5,19.09,161.2,5.4
37,"Chris Andersen, DEN",45,16.3,.636,8.3,10.4,12.0,12.2,22.1,17.3,19.03,92.1,3.1
38,"Ramon Sessions, CLE",81,26.3,.559,26.9,11.4,23.8,2.4,11.6,6.9,19.01,255.1,8.5
39,"Lou Williams, PHI",75,23.3,.540,19.3,7.8,26.2,2.1,7.7,4.9,18.93,206.9,6.9
40,"Carlos Boozer, CHI",59,31.9,.542,11.6,12.0,24.9,8.3,26.3,17.6,18.90,208.0,6.9
41,"Joakim Noah, CHI",48,32.8,.579,15.7,13.2,15.8,13.9,22.8,18.5,18.83,193.5,6.5
