Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Joe Johnson,BKN,32,6-7,240,Arkansas,USA,2001,1,10,72,16.3,3.0,3.5,5.6,2.1%,6.6%,21.6%,52.1%,16.3%
Joel Anthony,MIA,30,6-9,245,Nevada-Las Vegas,Canada,Undrafted,Undrafted,Undrafted,62,1.4,1.9,0.2,1.1,8.8%,12.3%,8.3%,54.2%,3.4%
Joel Freeland,POR,26,6-10,225,None,Great Britain,2006,1,30,51,2.6,2.3,0.3,-9.2,7.7%,16.8%,16.1%,43.5%,5.0%
Joel Przybilla,MIL,33,7-1,245,Minnesota,USA,2000,1,9,12,0.2,1.8,0.3,-34.2,6.3%,24.2%,5.6%,20.5%,8.0%
Johan Petro,ATL,27,7-0,247,None,France,2005,1,25,31,3.5,3.6,0.5,-12.9,9.3%,23.0%,17.5%,46.8%,7.6%
John Henson,MIL,22,6-11,220,North Carolina,USA,2012,1,14,63,6.0,4.7,0.5,-1.7,12.5%,21.0%,21.6%,49.7%,6.3%
John Jenkins,ATL,22,6-4,215,Vanderbilt,USA,2012,1,23,61,6.1,1.5,0.9,-7.4,1.9%,8.6%,17.6%,57.6%,10.5%
John Lucas III,TOR,30,5-11,165,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,63,5.3,1.0,1.7,-4.7,0.9%,7.6%,20.3%,48.3%,23.3%
John Salmons,SAC,33,6-6,207,Miami (FL),USA,2002,1,26,76,8.8,2.7,3.0,-0.6,1.5%,7.8%,14.6%,50.9%,14.2%
John Wall,WAS,22,6-4,195,Kentucky,USA,2010,1,1,49,18.5,4.0,7.6,1.6,2.2%,10.0%,28.6%,52.1%,40.7%
Jon Leuer,MEM,24,6-10,228,Wisconsin,USA,2011,2,40,28,2.0,1.3,0.3,-17.0,6.5%,14.3%,15.3%,48.5%,7.4%
Jonas Jerebko,DET,26,6-10,231,None,Sweden,2009,2,39,49,7.7,3.8,0.9,-5.4,7.6%,14.6%,19.5%,53.1%,7.9%
Jonas Valanciunas,TOR,21,6-11,231,None,Lithuania,2011,1,5,62,8.9,6.0,0.7,-3.7,8.7%,17.6%,16.9%,61.9%,5.1%
Jordan Crawford,BOS,24,6-4,195,Xavier,USA,2010,1,27,70,11.6,3.0,3.2,-4.9,2.6%,9.4%,24.8%,51.2%,24.4%
Jordan Hamilton,DEN,22,6-7,220,Texas,USA,2011,1,26,40,5.2,2.4,0.6,-3.3,7.4%,15.3%,23.6%,49.0%,8.9%
Jordan Hill,LAL,25,6-10,235,Arizona,USA,2009,1,8,29,6.7,5.7,0.4,-3.0,15.6%,17.7%,18.8%,53.3%,5.0%
Jose Calderon,DET,31,6-3,211,None,Spain,Undrafted,Undrafted,Undrafted,73,11.3,2.4,7.1,-6.5,0.9%,7.9%,16.7%,61.6%,39.6%
Josh Akognon,DAL,27,5-11,185,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,3,1.7,0.3,0.3,-22.9,0.0%,12.5%,22.2%,62.5%,20.0%
Josh Childress,BKN,30,6-8,210,Stanford,USA,2004,1,6,14,1.0,1.1,0.4,-11.4,4.7%,9.5%,9.1%,32.0%,8.5%
Josh Harrellson,MIA,24,6-10,275,Kentucky,USA,2011,2,45,6,1.7,1.2,0.0,-8.7,11.5%,10.0%,18.1%,50.6%,0.0%
Josh Howard,MIN,33,6-7,210,Wake Forest,USA,2003,1,29,11,6.7,3.3,0.4,-4.6,4.3%,13.1%,19.6%,45.0%,3.4%
Josh McRoberts,CHA,26,6-10,240,Duke,USA,2007,2,37,67,6.0,4.9,2.1,-8.2,6.4%,16.2%,13.6%,52.7%,15.1%
Josh Selby,MEM,22,6-2,183,Kansas,USA,2011,2,49,10,2.0,0.5,0.4,-31.7,0.0%,8.9%,25.0%,37.3%,14.3%
Josh Smith,ATL,27,6-9,225,None,USA,2004,1,17,76,17.5,8.4,4.2,1.8,5.2%,18.8%,26.3%,50.1%,20.4%
Jrue Holiday,PHI,23,6-4,205,UCLA,USA,2009,1,17,78,17.7,4.2,8.0,-2.4,3.0%,8.4%,26.1%,49.6%,35.8%
Julyan Stone,DEN,24,6-6,200,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,4,1.8,0.8,0.5,9.2,6.5%,4.2%,8.6%,93.1%,11.1%
Justin Dentmon,DAL,27,5-11,185,Washington,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.0,0.0,-41.1,0.0%,0.0%,20.0%,0.0%,0.0%
Justin Holiday,PHI,24,6-6,185,Washington,USA,Undrafted,Undrafted,Undrafted,9,4.7,1.6,1.7,5.0,0.0%,8.9%,19.1%,40.8%,15.5%
Juwan Howard,MIA,40,6-9,250,Michigan,USA,1994,1,5,7,3.0,1.1,0.9,-12.2,0.0%,16.3%,21.7%,54.0%,20.7%
Kawhi Leonard,SAS,22,6-7,225,San Diego State,USA,2011,1,15,58,11.9,6.0,1.6,10.1,4.0%,15.5%,16.4%,59.2%,7.7%
Keith Bogans,BKN,33,6-5,215,Kentucky,USA,2003,2,43,74,4.2,1.6,1.0,-0.5,1.2%,7.6%,11.0%,53.3%,8.4%
Kemba Walker,CHA,23,6-1,184,Connecticut,USA,2011,1,9,82,17.7,3.5,5.7,-8.7,2.0%,8.2%,25.0%,51.7%,30.8%
Kendall Marshall,PHX,21,6-4,195,North Carolina,USA,2012,1,13,48,3.0,0.9,3.0,-13.6,0.6%,5.6%,13.1%,45.5%,30.6%
Kendrick Perkins,OKC,28,6-10,270,None,USA,2003,1,27,78,4.2,6.0,1.4,10.9,6.4%,16.9%,10.5%,47.9%,7.8%
Kenneth Faried,DEN,23,6-8,228,Morehead State,USA,2011,1,22,80,11.5,9.2,1.0,5.7,11.6%,21.2%,17.7%,57.3%,5.1%
Kent Bazemore,GSW,23,6-5,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,61,2.0,0.4,0.4,1.0,1.9%,5.5%,24.7%,45.4%,15.9%
Kenyon Martin,NYK,35,6-9,240,Cincinnati,USA,2000,1,1,18,7.2,5.3,0.4,8.5,8.7%,15.1%,14.1%,58.3%,3.0%
Kevin Durant,OKC,24,6-9,235,Texas,USA,2007,1,2,81,28.1,7.9,4.6,12.2,1.7%,17.9%,29.5%,64.7%,21.3%
Kevin Garnett,BOS,37,6-11,253,None,USA,1995,1,5,68,14.8,7.8,2.3,2.8,4.2%,22.9%,24.6%,53.5%,14.7%
Kevin Jones,CLE,23,6-8,260,West Virginia,USA,Undrafted,Undrafted,Undrafted,32,3.0,2.4,0.3,9.2,10.7%,12.7%,15.5%,41.8%,4.3%
Kevin Love,MIN,24,6-10,260,UCLA,USA,2008,1,5,18,18.3,14.0,2.3,0.0,9.4%,30.6%,27.3%,45.8%,11.7%
Kevin Martin,OKC,30,6-7,185,Western Carolina,USA,2004,1,26,77,14.0,2.3,1.4,10.7,1.7%,6.6%,20.6%,60.8%,8.1%
Kevin Murphy,UTA,23,6-6,185,Tennessee Tech,USA,2012,2,47,17,0.9,0.2,0.1,-40.9,0.0%,8.9%,23.8%,26.8%,8.3%
Kevin Seraphin,WAS,23,6-9,275,None,France,2010,1,17,79,9.1,4.4,0.7,-5.9,6.1%,13.7%,23.3%,47.8%,6.3%
Keyon Dooling,MEM,33,6-3,195,Missouri,USA,2000,1,10,7,4.4,0.1,1.1,-13.2,0.0%,1.2%,15.3%,64.4%,19.5%
Khris Middleton,DET,21,6-7,215,Texas A&M,USA,2012,2,39,27,6.1,1.9,1.0,2.3,0.9%,10.9%,15.6%,53.2%,8.5%
Kim English,DET,24,6-6,200,Missouri,USA,2012,2,44,41,2.9,0.9,0.6,-6.5,1.9%,7.6%,15.2%,47.7%,9.7%
Kirk Hinrich,CHI,32,6-4,190,Kansas,USA,2003,1,7,60,7.7,2.6,5.2,3.3,0.9%,8.0%,14.5%,49.3%,26.7%
Klay Thompson,GSW,23,6-7,205,Washington State,USA,2011,1,11,82,16.6,3.7,2.2,1.8,1.1%,8.9%,21.6%,53.3%,9.9%
Kobe Bryant,LAL,34,6-6,205,None,USA,1996,1,13,78,27.3,5.6,6.0,1.9,2.2%,11.6%,31.3%,57.0%,28.6%
Kosta Koufos,DEN,24,7-0,265,Ohio State,USA,2008,1,23,81,8.0,6.9,0.4,9.0,11.5%,19.2%,14.3%,58.5%,2.6%
Kris Humphries,BKN,28,6-9,235,Minnesota,USA,2004,1,14,65,5.8,5.6,0.5,-3.7,11.0%,21.1%,16.1%,51.5%,4.3%
Kris Joseph,BKN,24,6-7,210,Syracuse,,2012,2,51,10,0.9,0.7,0.1,-3.7,1.7%,11.5%,15.7%,25.7%,2.8%
Kurt Thomas,NYK,40,6-9,240,Texas Christian,USA,1995,1,10,39,2.5,2.3,0.5,-2.8,6.0%,16.9%,11.4%,54.7%,8.5%
Kwame Brown,PHI,31,6-11,290,None,USA,2001,1,1,22,1.9,3.4,0.4,-7.1,8.4%,19.9%,9.3%,45.2%,5.1%
Kyle Korver,ATL,32,6-7,212,Creighton,USA,2003,2,51,74,10.9,4.0,2.0,4.1,1.1%,11.8%,14.1%,63.7%,9.4%
Kyle Lowry,TOR,27,6-0,205,Villanova,USA,2006,1,24,68,11.6,4.7,6.4,1.1,2.9%,13.5%,19.7%,54.3%,33.6%
Kyle O'Quinn,ORL,23,6-10,240,Norfolk State,USA,2012,2,49,57,4.1,3.7,0.9,-3.8,10.0%,21.4%,17.3%,53.5%,12.2%
Kyle Singler,DET,25,6-8,230,Duke,USA,2011,2,33,82,8.8,4.0,0.9,-4.1,4.8%,10.1%,15.5%,51.7%,5.3%
Kyrie Irving,CLE,21,6-3,191,Duke,Australia,2011,1,1,59,22.5,3.7,5.9,-4.6,1.6%,9.5%,29.2%,55.3%,31.5%
LaMarcus Aldridge,POR,27,6-11,240,Texas,USA,2006,1,2,74,21.1,9.1,2.6,-0.7,6.4%,18.7%,26.2%,53.0%,12.5%
Lamar Odom,LAC,33,6-10,230,Rhode Island,USA,1999,1,4,82,4.0,5.9,1.7,9.9,7.5%,22.2%,13.0%,42.9%,12.8%
Lance Stephenson,IND,22,6-5,228,Cincinnati,USA,2010,2,40,78,8.8,3.9,2.9,8.2,2.1%,11.2%,14.9%,53.0%,15.0%
Lance Thomas,NOH,25,6-8,225,Duke,USA,Undrafted,Undrafted,Undrafted,59,2.5,1.9,0.3,-2.4,7.2%,11.9%,10.6%,56.5%,4.3%
Landry Fields,TOR,25,6-7,215,Stanford,USA,2010,2,39,51,4.7,4.1,1.2,-0.8,6.0%,14.9%,12.6%,48.7%,8.4%
Larry Sanders,MIL,24,6-11,235,Va Commonwealth,USA,2010,1,15,71,9.8,9.5,1.2,1.5,10.7%,22.0%,16.9%,52.3%,6.8%
Lavoy Allen,PHI,24,6-9,255,Temple,USA,2011,2,50,79,5.8,5.0,0.9,-2.2,9.3%,14.7%,14.6%,47.4%,6.8%
Lazar Hayward,MIN,26,6-6,225,Marquette,USA,2010,1,30,4,2.5,1.0,0.8,-36.5,0.0%,14.3%,18.1%,39.6%,20.0%
LeBron James,MIA,28,6-8,250,None,USA,2003,1,1,76,26.8,8.0,7.3,12.3,3.9%,18.0%,29.4%,64.0%,34.4%
Leandro Barbosa,BOS,30,6-3,194,None,Brazil,2003,1,28,41,5.2,1.1,1.4,-4.3,1.6%,7.3%,20.2%,50.9%,20.1%
Linas Kleiza,TOR,28,6-8,234,Missouri,Lithuania,2005,1,27,20,7.4,2.6,0.8,-6.5,2.6%,11.7%,21.7%,46.0%,7.7%
Lou Amundson,NOH,30,6-9,225,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,39,1.9,2.7,0.3,-8.5,12.8%,17.7%,14.0%,39.2%,5.1%
Lou Williams,ATL,26,6-1,175,None,USA,2005,2,45,39,14.1,2.1,3.6,-0.2,0.7%,6.5%,23.2%,55.5%,21.8%
Luc Mbah a Moute,MIL,26,6-8,230,California-Los Angeles,Cameroon,2008,2,37,58,6.7,4.4,0.9,-3.0,6.3%,12.1%,16.4%,44.7%,6.3%
Luis Scola,PHX,33,6-9,245,None,Argentina,2002,2,55,82,12.8,6.6,2.2,-4.8,7.1%,18.5%,22.8%,51.6%,14.0%
Luke Babbitt,POR,24,6-9,225,Nevada-Reno,USA,2010,1,16,62,3.9,2.2,0.5,-2.3,2.0%,17.1%,15.6%,50.9%,6.4%
Luke Ridnour,MIN,32,6-2,175,Oregon,USA,2003,1,14,82,11.5,2.5,3.8,-3.1,1.6%,7.1%,17.8%,53.2%,21.1%
Luke Walton,CLE,33,6-8,235,Arizona,USA,2003,2,32,50,3.4,2.9,3.3,-2.5,4.5%,13.5%,13.1%,45.3%,28.6%
Luke Zeller,PHX,26,6-11,245,Notre Dame,USA,Undrafted,Undrafted,Undrafted,16,1.2,0.6,0.2,-33.1,1.2%,14.5%,18.1%,36.5%,10.3%
Luol Deng,CHI,28,6-9,220,Duke,United Kingdo...,2004,1,7,75,16.5,6.3,3.0,0.0,5.5%,11.0%,21.0%,50.8%,13.1%
Maalik Wayns,LAC,22,6-1,195,Villanova,USA,Undrafted,Undrafted,Undrafted,27,2.8,0.3,1.0,-14.7,0.5%,3.2%,24.0%,39.4%,23.3%
Malcolm Lee,MIN,23,6-5,200,California-Los Angeles,USA,2011,2,43,16,4.9,2.4,1.3,2.0,5.0%,8.8%,14.4%,46.0%,11.1%
Malcolm Thomas,CHI,24,6-9,225,San Diego State,,Undrafted,Undrafted,Undrafted,12,1.3,1.3,0.3,33.8,8.3%,20.0%,13.3%,55.5%,10.0%
Manu Ginobili,SAS,35,6-6,205,None,Argentina,1999,2,57,60,11.8,3.4,4.6,8.1,2.3%,11.6%,23.8%,56.0%,30.8%
MarShon Brooks,BKN,24,6-5,200,Providence,USA,2011,1,25,73,5.4,1.4,1.0,-3.1,3.6%,8.3%,21.7%,52.3%,15.3%
Marc Gasol,MEM,28,7-1,265,None,Spain,2007,2,48,80,14.1,7.8,4.0,8.2,6.9%,16.6%,19.2%,55.9%,19.0%
Marcin Gortat,PHX,29,6-11,240,None,Poland,2005,2,57,61,11.1,8.5,1.2,-5.4,6.7%,21.7%,17.1%,54.3%,6.3%
Marco Belinelli,CHI,27,6-5,195,None,Italy,2007,1,18,73,9.6,1.9,2.0,-1.7,0.7%,6.8%,18.4%,51.3%,13.2%
Marcus Camby,NYK,39,6-11,240,Massachusetts,USA,1996,1,2,24,1.8,3.3,0.6,-1.9,9.4%,22.9%,14.5%,34.2%,9.6%
Marcus Morris Sr.,PHX,23,6-9,235,Kansas,USA,2011,1,14,77,7.7,3.6,0.8,-4.1,5.1%,13.0%,18.4%,51.6%,6.8%
Marcus Thornton,SAC,26,6-4,205,Louisiana State,USA,2009,2,43,72,12.7,2.5,1.3,-8.3,2.8%,8.0%,22.8%,55.2%,9.2%
Mario Chalmers,MIA,27,6-2,190,Kansas,USA,2008,2,34,77,8.6,2.2,3.5,13.7,1.1%,7.6%,15.6%,57.6%,18.3%
Markieff Morris,PHX,23,6-10,245,Kansas,USA,2011,1,13,82,8.2,4.8,1.3,-9.4,7.0%,15.4%,19.5%,47.3%,9.5%
Marquis Daniels,MIL,32,6-6,200,Auburn,USA,Undrafted,Undrafted,Undrafted,59,5.5,2.5,1.1,-3.8,3.9%,9.5%,16.6%,43.2%,9.6%
Marquis Teague,CHI,20,6-2,190,Kentucky,USA,2012,1,29,48,2.1,0.9,1.3,0.3,0.8%,11.0%,18.2%,41.2%,27.5%
Marreese Speights,CLE,25,6-10,255,Florida,USA,2008,1,16,79,8.3,4.9,0.6,-4.8,10.9%,19.4%,25.2%,49.8%,6.7%
Martell Webster,WAS,26,6-7,230,None,USA,2005,1,6,76,11.4,3.9,1.9,-0.4,2.4%,11.0%,16.6%,60.1%,10.5%
Marvin Williams,UTA,27,6-9,245,North Carolina,USA,2005,1,2,73,7.2,3.6,1.1,-3.0,3.2%,12.4%,15.1%,51.5%,7.2%
Matt Barnes,LAC,33,6-7,226,UCLA,USA,2002,2,45,80,10.3,4.6,1.5,7.4,5.6%,12.4%,17.6%,56.6%,9.5%
Matt Bonner,SAS,33,6-10,235,Florida,USA,2003,2,45,68,4.2,1.9,0.5,4.3,2.9%,11.6%,12.4%,60.9%,5.7%
Matt Carroll,CHA,32,6-6,212,Notre Dame,USA,Undrafted,Undrafted,Undrafted,1,0.0,0.0,1.0,-10.9,0.0%,0.0%,0.0%,0.0%,33.3%
Maurice Harkless,ORL,20,6-8,210,"St. John's, N.Y.",USA,2012,1,15,76,8.2,4.4,0.7,-11.6,6.0%,11.0%,15.6%,50.4%,4.0%
Metta World Peace,LAL,33,6-7,260,St. John's (NY),USA,1999,1,16,75,12.4,5.0,1.5,4.2,4.0%,10.3%,17.4%,51.7%,6.7%
Meyers Leonard,POR,21,7-1,245,Illinois,USA,2012,1,11,69,5.5,3.7,0.5,-7.2,7.0%,15.4%,13.7%,59.6%,4.5%
Michael Beasley,PHX,24,6-10,235,Kansas State,USA,2008,1,2,75,10.1,3.8,1.5,-11.5,3.3%,15.3%,27.0%,46.2%,12.5%
Michael Kidd-Gilchrist,CHA,19,6-7,232,Kentucky,USA,2012,1,2,78,9.0,5.8,1.5,-7.2,6.3%,17.0%,17.5%,50.6%,9.6%
Mickael Gelabale,MIN,30,6-7,215,None,USA,2005,2,48,36,5.0,2.8,0.7,-4.8,5.1%,10.8%,11.5%,60.5%,6.4%
Mickael Pietrus,TOR,31,6-6,215,None,France,2003,1,11,19,5.3,1.9,0.5,-4.3,1.4%,9.0%,14.9%,47.2%,3.4%
Mike Conley,MEM,25,6-1,185,Ohio State,USA,2007,1,4,80,14.6,2.8,6.1,9.7,1.6%,7.0%,20.5%,54.9%,28.7%
Mike Dunleavy,MIL,32,6-9,230,Duke,USA,2002,1,3,75,10.5,3.9,1.9,1.6,1.5%,13.0%,17.0%,57.7%,11.4%
Mike James,DAL,38,6-2,188,Duquesne,,Undrafted,Undrafted,Undrafted,45,6.1,1.6,3.1,1.9,1.1%,7.1%,18.0%,48.1%,23.6%
Mike Miller,MIA,33,6-8,210,Florida,USA,2000,1,5,59,4.8,2.7,1.7,2.4,2.3%,15.3%,14.1%,59.6%,16.7%
Mike Scott,ATL,24,6-8,237,Virginia,USA,2012,2,43,40,4.6,2.8,0.3,-5.8,10.3%,18.8%,22.6%,53.3%,5.8%
Miles Plumlee,IND,24,6-11,255,Duke,USA,2012,1,26,14,0.9,1.6,0.1,-10.8,17.4%,14.7%,18.1%,28.6%,6.1%
Mirza Teletovic,BKN,27,6-9,255,None,Bosnia and He...,Undrafted,Undrafted,Undrafted,53,3.5,1.8,0.4,-3.0,6.5%,13.2%,18.9%,49.5%,8.0%
Mo Williams,UTA,30,6-1,195,Alabama,USA,2003,2,47,46,12.9,2.4,6.2,-2.7,1.7%,6.5%,22.0%,51.9%,32.4%
Monta Ellis,MIL,27,6-3,185,None,USA,2005,2,40,82,19.2,3.9,6.0,-0.9,1.3%,8.7%,25.8%,49.3%,26.2%
Nando De Colo,SAS,26,6-5,200,None,France,2009,2,53,72,3.8,1.9,1.9,-2.1,2.7%,12.2%,16.7%,53.0%,23.3%
Nate Robinson,CHI,29,5-9,180,Washington,USA,2005,1,21,82,13.1,2.2,4.4,0.6,1.4%,7.7%,24.6%,54.0%,31.2%
Nazr Mohammed,CHI,35,6-10,250,Kentucky,USA,1998,1,29,63,2.6,3.1,0.4,0.1,10.4%,19.1%,15.0%,41.4%,6.0%
Nene,WAS,30,6-11,250,None,Brazil,2002,1,7,61,12.6,6.7,2.9,3.4,6.3%,18.3%,23.3%,53.8%,18.4%
Nick Collison,OKC,32,6-10,255,Kansas,USA,2003,1,12,81,5.1,4.1,1.5,12.5,8.6%,12.8%,11.3%,62.4%,11.2%
Nick Young,PHI,28,6-7,210,USC,USA,2007,1,16,59,10.6,2.2,1.4,-4.4,1.6%,7.5%,20.5%,52.5%,9.9%
Nicolas Batum,POR,24,6-8,200,None,France,2008,1,25,73,14.3,5.6,4.9,-2.4,3.6%,11.5%,17.8%,56.6%,19.9%
Nikola Pekovic,MIN,27,6-11,290,None,Montenegro,2008,2,31,62,16.3,8.8,0.9,-0.5,11.5%,17.1%,22.1%,57.2%,4.8%
Nikola Vucevic,ORL,22,7-0,240,USC,Montenegro,2011,1,16,77,13.1,11.9,1.9,-8.3,10.7%,25.8%,19.1%,53.4%,9.3%
Nolan Smith,POR,24,6-2,185,Duke,USA,2011,1,21,40,2.8,0.7,0.9,-1.6,2.3%,6.8%,23.4%,43.5%,22.9%
Norris Cole,MIA,24,6-2,175,Cleveland State,USA,2011,1,28,80,5.6,1.6,2.1,0.1,1.3%,7.1%,16.8%,48.3%,16.5%
O.J. Mayo,DAL,25,6-4,210,Southern California,USA,2008,1,3,82,15.3,3.5,4.4,-1.6,1.3%,8.6%,20.6%,55.6%,19.1%
Omer Asik,HOU,26,7-0,255,None,Turkey,2008,2,36,82,10.1,11.7,0.9,6.4,11.6%,26.9%,16.2%,55.8%,4.6%
Omri Casspi,CLE,25,6-9,225,None,Israel,2009,1,23,43,4.0,2.7,0.7,-3.2,3.6%,19.3%,17.7%,48.6%,9.3%
Orlando Johnson,IND,24,6-5,220,Cal-Santa Barbara,USA,2012,2,36,51,4.0,2.2,0.9,-0.7,3.3%,13.8%,16.1%,52.3%,13.5%
P.J. Tucker,PHX,28,6-6,224,Texas,USA,2006,2,35,79,6.4,4.4,1.4,-3.9,6.7%,11.8%,12.5%,52.5%,8.5%
Pablo Prigioni,NYK,36,6-3,185,None,Argentina,Undrafted,Undrafted,Undrafted,78,3.5,1.8,3.0,7.3,3.4%,8.9%,11.7%,59.5%,27.7%
Patrick Beverley,HOU,24,6-1,185,None,USA,2009,2,42,41,5.6,2.7,2.9,7.9,5.9%,8.8%,15.0%,55.1%,26.2%
Patrick Patterson,SAC,24,6-9,235,Kentucky,USA,2010,1,14,71,10.4,4.7,1.1,1.4,6.5%,12.7%,17.3%,56.6%,7.0%
Patty Mills,SAS,24,6-0,185,St. Mary's (CA),Australia,2009,2,55,58,5.1,0.9,1.1,2.4,1.5%,6.2%,19.3%,59.0%,14.7%
Pau Gasol,LAL,32,7-0,250,None,Spain,2001,1,3,49,13.7,8.6,4.1,2.9,7.0%,17.7%,20.3%,51.2%,19.6%
Paul George,IND,23,6-8,221,Fresno State,USA,2010,1,10,79,17.4,7.6,4.1,6.4,3.0%,16.7%,23.1%,53.1%,19.1%
Paul Millsap,UTA,28,6-8,253,Louisiana Tech,USA,2006,2,47,78,14.6,7.1,2.6,0.3,7.8%,17.3%,22.7%,55.0%,14.3%
Paul Pierce,BOS,35,6-7,235,Kansas,USA,1998,1,10,77,18.6,6.3,4.8,2.6,1.9%,16.9%,27.1%,55.9%,24.5%
Perry Jones III,OKC,21,6-11,235,Baylor,USA,2012,1,28,38,2.3,1.6,0.3,-0.5,4.4%,17.2%,19.0%,41.7%,5.7%
Quentin Richardson,NYK,33,6-6,228,DePaul,USA,2000,1,18,1,5.0,10.0,1.0,-15.5,12.2%,14.3%,19.7%,21.0%,5.6%
Quincy Acy,TOR,22,6-7,225,Baylor,USA,2012,2,37,29,4.0,2.7,0.4,14.8,9.2%,13.5%,14.6%,63.2%,5.1%
Quincy Miller,DEN,20,6-9,210,Baylor,USA,2012,2,38,7,1.3,0.3,0.4,-8.2,3.2%,3.3%,18.7%,34.9%,14.3%
Quincy Pondexter,MEM,25,6-6,225,Washington,USA,2010,1,26,59,6.4,2.2,1.0,1.5,3.5%,7.4%,13.4%,56.5%,7.6%
Rajon Rondo,BOS,27,6-1,186,Kentucky,USA,2006,1,21,38,13.7,5.6,11.1,-2.4,3.2%,12.2%,21.3%,51.6%,49.0%
Ramon Sessions,CHA,27,6-3,190,Nevada-Reno,USA,2007,2,56,61,14.4,2.8,3.8,-12.0,1.5%,8.7%,24.7%,52.9%,26.6%
Randy Foye,UTA,29,6-4,213,Villanova,USA,2006,1,7,82,10.8,1.5,2.0,-2.2,0.8%,5.2%,18.0%,55.0%,11.6%
Rashard Lewis,MIA,33,6-10,230,None,USA,1998,2,32,55,5.2,2.2,0.5,-2.1,2.7%,13.4%,17.7%,53.0%,6.3%
Rasheed Wallace,NYK,38,6-11,230,North Carolina,USA,1995,1,4,21,7.0,4.0,0.3,1.9,3.7%,23.5%,26.1%,48.4%,3.9%
Ray Allen,MIA,37,6-5,205,Connecticut,USA,1996,1,5,79,10.9,2.7,1.7,3.8,2.2%,9.0%,18.5%,59.9%,10.7%
Raymond Felton,NYK,29,6-1,205,North Carolina,USA,2005,1,5,68,13.9,2.9,5.5,5.9,2.2%,6.7%,21.7%,50.5%,26.0%
Reggie Evans,BKN,33,6-8,245,Iowa,USA,Undrafted,Undrafted,Undrafted,80,4.5,11.1,0.5,3.8,13.6%,34.2%,11.0%,50.6%,3.2%
Reggie Jackson,OKC,23,6-3,208,Boston College,USA,2011,1,24,70,5.3,2.4,1.7,6.7,2.3%,14.2%,18.3%,53.1%,20.4%
Reggie Williams,CHA,26,6-6,205,Virginia Military Institute,USA,Undrafted,Undrafted,Undrafted,40,3.7,1.3,1.0,-4.2,1.9%,11.0%,18.6%,51.7%,18.0%
Richard Hamilton,CHI,35,6-7,193,Connecticut,USA,1999,1,7,50,9.8,1.7,2.4,-1.9,1.5%,6.3%,24.4%,48.1%,19.1%
Richard Jefferson,GSW,33,6-7,230,Arizona,USA,2001,1,13,56,3.1,1.5,0.6,2.4,0.9%,13.4%,13.9%,55.2%,8.8%
Ricky Rubio,MIN,22,6-4,180,None,Spain,2009,1,5,57,10.7,4.0,7.3,-1.8,2.6%,12.1%,21.2%,48.2%,39.1%
Robert Sacre,LAL,24,7-0,260,Gonzaga,Canada,2012,2,60,32,1.3,1.1,0.2,-14.7,4.1%,12.3%,12.7%,40.7%,4.5%
Robin Lopez,NOH,25,7-0,255,Stanford,USA,2008,1,15,82,11.3,5.6,0.8,-3.1,11.1%,12.0%,19.6%,57.3%,5.1%
Rodney Stuckey,DET,27,6-5,205,Eastern Washington,USA,2007,1,15,76,11.5,2.8,3.6,-7.2,2.0%,8.3%,20.6%,50.5%,20.8%
Rodrigue Beaubois,DAL,25,6-2,185,None,France,2009,1,25,45,4.0,1.3,1.9,2.9,1.6%,8.5%,17.8%,47.0%,23.7%
Roger Mason Jr.,NOH,32,6-5,205,Virginia,USA,2002,2,30,69,5.3,1.9,1.1,-1.7,1.0%,10.7%,13.7%,57.0%,9.1%
Ronnie Brewer,OKC,28,6-7,225,Arkansas,USA,2006,1,14,60,3.0,2.3,0.8,0.2,4.8%,12.1%,12.4%,41.6%,8.7%
Ronnie Price,POR,30,6-2,190,Utah Valley,,Undrafted,Undrafted,Undrafted,39,2.7,1.1,1.9,-5.3,2.7%,6.5%,14.8%,40.2%,23.2%
Ronny Turiaf,LAC,30,6-10,249,Gonzaga,France,2005,2,37,65,1.9,2.3,0.5,1.9,6.7%,14.3%,9.7%,48.5%,7.4%
Roy Hibbert,IND,26,7-2,280,Georgetown,USA,2008,1,17,79,11.9,8.3,1.4,8.7,13.3%,15.1%,22.3%,48.9%,8.3%
Royal Ivey,PHI,31,6-4,200,Brigham Young,USA,2004,2,37,53,3.2,1.1,0.6,-5.0,2.3%,6.1%,10.9%,56.3%,7.3%
Rudy Gay,TOR,26,6-8,230,Connecticut,USA,2006,1,8,75,18.2,6.1,2.7,4.2,3.8%,14.2%,26.4%,49.4%,13.4%
Russell Westbrook,OKC,24,6-3,187,UCLA,USA,2008,1,4,82,23.2,5.2,7.4,11.2,4.3%,10.4%,32.2%,53.2%,37.2%
Ryan Anderson,NOH,25,6-10,240,California,USA,2008,1,21,81,16.2,6.4,1.2,-5.4,7.7%,14.4%,23.7%,54.8%,7.1%
