Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Brian Scalabrine,NJN,27,6-9,235,Southern California,USA,2001,2,34,54,6.3,4.5,1.6,1.5,7.2%,14.9%,16.6%,46.8%,13.2%
Brian Skinner,SAC,29,6-9,265,Baylor,USA,1998,1,22,49,4.8,5.7,0.9,-5.2,10.7%,19.1%,12.6%,49.4%,6.7%
Britton Johnsen,IND,25,6-10,210,Utah,USA,Undrafted,Undrafted,Undrafted,6,2.0,1.7,0.7,-19.3,5.6%,7.5%,14.2%,27.3%,8.7%
Bruce Bowen,SAS,34,6-7,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,8.2,3.5,1.5,8.6,2.0%,9.2%,12.6%,52.1%,7.5%
Bruno Sundov,NYK,25,7-2,260,None,Croatia,1998,2,35,21,1.2,0.6,0.1,-10.4,7.6%,10.3%,25.7%,33.0%,6.3%
Bryon Russell,DEN,34,6-7,225,Long Beach State,USA,1993,2,45,70,4.4,2.5,1.0,0.8,4.6%,12.3%,13.7%,53.7%,11.5%
Calbert Cheaney,GSW,33,6-7,217,Indiana,USA,1993,1,6,55,4.5,2.3,1.2,-3.5,3.1%,9.8%,14.7%,44.4%,11.6%
Calvin Booth,MIL,29,6-11,231,Penn State,USA,1999,2,35,51,2.4,2.1,0.2,-5.8,6.3%,16.5%,13.4%,50.8%,3.0%
Carlos Arroyo,DET,25,6-2,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,70,6.6,1.5,4.0,-7.0,1.8%,5.9%,18.7%,46.6%,33.2%
Carlos Boozer,UTA,23,6-8,258,Duke,USA,2002,2,34,51,17.8,9.0,2.8,-2.6,8.7%,19.8%,24.2%,56.0%,14.7%
Carlos Delfino,DET,22,6-6,230,None,Argentina,2003,1,25,30,3.9,1.8,1.3,-3.2,3.0%,10.0%,15.8%,43.1%,13.8%
Carmelo Anthony,DEN,21,6-8,220,Syracuse,USA,2003,1,3,75,20.8,5.7,2.6,3.0,5.7%,10.9%,28.6%,52.6%,12.9%
Caron Butler,LAL,25,6-7,217,Connecticut,USA,2002,1,10,77,15.5,5.8,1.9,-4.2,5.3%,10.9%,20.4%,52.8%,9.1%
Casey Jacobsen,NOH,24,6-6,215,Stanford,USA,2002,1,22,84,6.5,2.0,1.3,0.1,2.0%,7.2%,14.1%,55.5%,10.2%
Charlie Ward,HOU,34,6-2,185,Florida State,USA,1994,1,26,14,5.4,2.8,3.1,0.4,1.7%,9.3%,13.2%,45.3%,18.9%
Chauncey Billups,DET,28,6-3,202,Colorado,USA,1997,1,3,80,16.5,3.4,5.8,6.4,1.8%,7.8%,20.3%,60.9%,27.7%
Chris Andersen,NOH,26,6-10,228,Blinn,USA,Undrafted,Undrafted,Undrafted,67,7.7,6.1,1.1,-1.7,10.2%,19.6%,16.6%,58.1%,9.3%
Chris Bosh,TOR,21,6-10,235,Georgia Tech,USA,2003,1,4,81,16.8,8.9,1.9,-0.4,6.6%,18.1%,21.7%,54.7%,8.6%
Chris Duhon,CHI,22,6-1,185,Duke,USA,2004,2,38,82,5.9,2.6,4.9,3.5,1.0%,8.8%,13.0%,47.1%,28.0%
Chris Kaman,LAC,23,7-0,265,Central Michigan,USA,2003,1,6,63,9.1,6.7,1.2,-3.7,8.8%,18.5%,18.5%,52.2%,7.7%
Chris Mihm,LAL,25,7-0,265,Texas,USA,2000,1,7,75,9.8,6.7,0.7,-4.4,10.7%,15.9%,18.6%,55.2%,4.6%
Chris Webber,PHI,32,6-10,245,Michigan,USA,1993,1,1,67,19.5,9.1,4.7,0.8,5.6%,19.9%,29.2%,47.2%,23.1%
Chris Wilcox,LAC,22,6-10,235,Maryland,USA,2002,1,8,54,7.9,4.2,0.7,-2.1,6.9%,16.6%,21.2%,54.3%,6.8%
Christian Laettner,MIA,35,6-11,245,Duke,USA,1992,1,3,49,5.3,2.7,0.8,11.1,5.3%,11.9%,14.8%,61.9%,9.1%
Chucky Atkins,LAL,30,5-11,160,South Florida,USA,Undrafted,Undrafted,Undrafted,82,13.6,2.4,4.4,-2.6,1.1%,5.5%,17.7%,55.8%,20.1%
Clar. Weatherspoon,HOU,34,6-7,270,Southern Mississippi,USA,1992,1,9,40,3.1,3.1,0.4,5.9,7.6%,16.5%,13.3%,47.5%,5.1%
Clifford Robinson,NJN,38,6-10,240,Connecticut,USA,1989,2,36,71,7.5,2.9,1.5,-7.9,2.9%,9.9%,16.6%,47.1%,10.2%
Corey Maggette,LAC,25,6-6,225,Duke,USA,1999,1,13,66,22.2,6.0,3.4,-0.3,3.1%,13.5%,27.2%,57.4%,16.7%
Corliss Williamson,SAC,31,6-7,245,Arkansas,USA,1995,1,13,72,10.3,3.6,1.1,-0.6,6.6%,10.2%,21.9%,53.6%,9.0%
Corsley Edwards,NOH,26,6-9,275,Central Connecticut State,,2002,2,57,10,2.7,2.5,0.3,-13.3,10.3%,13.0%,16.5%,37.2%,5.7%
Cory Alexander,CHA,32,6-1,190,Virginia,USA,1995,1,29,16,3.1,1.8,2.3,-15.1,3.5%,10.7%,15.7%,45.1%,31.9%
Curtis Borchardt,UTA,24,7-0,242,Stanford,USA,2002,1,18,67,3.0,3.3,0.7,-6.8,10.1%,18.7%,13.6%,49.2%,9.6%
Cuttino Mobley,SAC,29,6-4,215,Rhode Island,USA,1998,2,41,66,17.2,3.5,2.8,0.1,1.9%,7.6%,21.2%,55.5%,12.2%
DJ Mbenga,DAL,24,7-0,245,None,,Undrafted,Undrafted,Undrafted,15,1.0,0.5,0.0,-31.5,4.3%,8.9%,15.4%,47.6%,0.0%
Dahntay Jones,MEM,24,6-6,210,Duke,USA,2003,1,20,52,4.5,1.3,0.4,0.3,1.8%,9.2%,17.5%,53.4%,5.9%
Dajuan Wagner,CLE,22,6-2,200,Memphis,USA,2002,1,6,11,4.0,0.2,1.2,-3.5,0.0%,2.4%,29.1%,38.8%,22.0%
Dale Davis,IND,36,6-11,252,Clemson,USA,1991,1,13,61,4.7,6.1,0.8,2.5,11.7%,17.2%,11.3%,51.2%,5.7%
Damien Wilkins,SEA,25,6-6,225,Georgia,USA,Undrafted,Undrafted,Undrafted,29,6.3,2.3,0.9,-7.4,5.7%,8.3%,17.6%,50.0%,9.1%
Damon Jones,MIA,28,6-3,185,Houston,USA,Undrafted,Undrafted,Undrafted,82,11.6,2.8,4.3,8.1,0.6%,8.2%,15.0%,62.5%,20.1%
Damon Stoudamire,POR,31,5-10,174,Arizona,USA,1995,1,7,81,15.8,3.8,5.7,-4.2,2.1%,9.1%,23.0%,51.0%,28.3%
Damone Brown,WAS,26,6-8,202,Syracuse,USA,2001,2,36,14,3.9,2.0,1.0,-3.2,5.7%,11.6%,21.8%,40.9%,16.1%
Dan Dickau,NOH,26,6-0,190,Gonzaga,USA,2002,1,28,71,12.5,2.5,4.9,-7.8,1.6%,7.5%,21.9%,51.8%,30.9%
Dan Gadzuric,MIL,27,6-11,240,California-Los Angeles,Netherlands,2002,2,33,81,7.3,8.3,0.4,-0.9,14.7%,23.8%,15.5%,55.1%,2.6%
Daniel Santiago,MIL,29,7-1,256,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,11,2.0,1.7,0.1,-17.7,6.1%,14.9%,13.2%,42.6%,1.6%
Danny Fortson,SEA,29,6-8,260,Cincinnati,USA,1997,1,10,62,7.5,5.6,0.1,5.4,16.0%,19.0%,18.7%,68.2%,1.3%
Darius Miles,POR,23,6-9,210,None,USA,2000,1,3,63,12.8,4.7,2.0,-2.2,4.5%,12.7%,25.3%,51.1%,14.3%
Darius Songaila,SAC,27,6-8,240,Wake Forest,Lithuania,2002,2,49,81,7.5,4.2,1.4,4.6,7.5%,13.3%,16.1%,56.6%,10.6%
Darko Milicic,DET,20,7-0,245,None,Serbia,2003,1,2,37,1.8,1.2,0.2,1.6,1.3%,14.7%,18.9%,38.7%,5.0%
Darrell Armstrong,DAL,37,6-1,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,66,4.0,1.7,2.7,-2.7,3.4%,8.3%,16.5%,43.0%,29.5%
Darrick Martin,LAC,34,5-11,170,UCLA,,Undrafted,Undrafted,Undrafted,11,3.8,0.9,2.5,3.4,1.6%,3.7%,14.8%,39.2%,23.5%
Darvin Ham,DET,31,6-7,240,Texas Tech,USA,Undrafted,Undrafted,Undrafted,47,1.0,0.7,0.1,-13.5,7.9%,6.8%,9.9%,45.4%,3.5%
David Harrison,IND,22,7-0,280,Colorado,USA,2004,1,29,43,6.1,3.1,0.3,-0.3,7.4%,11.9%,17.5%,58.9%,3.2%
David Wesley,HOU,34,6-1,203,Baylor,USA,Undrafted,Undrafted,Undrafted,80,11.9,2.9,3.3,-0.1,1.4%,7.1%,16.8%,51.3%,15.9%
David West,NOH,24,6-8,226,Xavier,USA,2003,1,18,30,6.2,4.3,0.8,-20.8,6.7%,17.9%,19.1%,47.9%,8.5%
DeSagana Diop,CLE,23,7-0,280,None,Senegal,2001,1,8,39,1.0,1.8,0.4,-5.5,9.1%,13.5%,12.1%,28.1%,8.4%
DeShawn Stevenson,ORL,24,6-5,210,None,USA,2000,1,23,55,7.8,1.9,1.3,-7.2,3.4%,6.0%,20.6%,45.6%,10.5%
Delonte West,BOS,21,6-4,180,None,,2004,1,24,39,4.5,1.7,1.4,1.1,3.0%,9.7%,16.7%,52.4%,17.3%
DerMarr Johnson,DEN,25,6-9,201,Cincinnati,USA,2000,1,6,71,7.1,2.1,1.1,6.4,3.7%,8.4%,17.2%,60.5%,9.6%
Derek Anderson,POR,30,6-5,195,Kentucky,USA,1997,1,13,47,9.2,2.7,3.0,-4.7,2.0%,8.4%,18.2%,50.3%,19.4%
Derek Fisher,GSW,30,6-1,200,Arkansas-Little Rock,USA,1996,1,24,74,11.9,2.9,4.1,-1.4,1.6%,7.9%,18.9%,51.9%,22.2%
Derrick Coleman,DET,38,6-10,270,Syracuse,USA,1990,1,1,5,1.8,3.0,0.0,-23.1,6.0%,27.3%,15.2%,29.4%,0.0%
Desmond Mason,MIL,27,6-5,222,Oklahoma State,USA,2000,1,17,80,17.2,3.9,2.7,-3.3,3.0%,8.1%,22.8%,52.6%,12.7%
Devean George,LAL,27,6-8,240,Augsburg,USA,1999,1,23,15,7.3,3.5,0.9,-11.7,4.0%,14.8%,17.7%,48.8%,7.8%
Devin Brown,SAS,26,6-5,220,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,67,7.4,2.6,1.4,1.0,3.0%,11.7%,18.7%,53.0%,12.7%
Devin Harris,DAL,22,6-3,185,Wisconsin,USA,2004,1,5,76,5.7,1.3,2.2,-1.5,2.4%,6.3%,18.0%,53.0%,22.9%
Dikembe Mutombo,HOU,39,7-2,265,Georgetown,Congo,1991,1,4,80,4.0,5.3,0.1,9.3,12.6%,21.6%,12.5%,57.5%,1.4%
Dion Glover,SAS,26,6-5,225,Georgia Tech,USA,1999,1,20,7,3.6,1.6,0.6,5.7,3.5%,13.3%,17.7%,47.3%,11.1%
Dirk Nowitzki,DAL,27,7-0,245,None,Germany,1998,1,9,78,26.1,9.7,3.1,9.5,3.3%,21.1%,28.4%,57.8%,13.8%
Donnell Harvey,NJN,24,6-8,220,Florida,USA,2000,1,22,3,2.7,2.3,0.3,9.0,20.0%,41.7%,13.9%,106.4%,12.5%
Donta Smith,ATL,21,6-7,215,S.E.Illinois,USA,2004,2,34,38,3.3,1.4,1.0,-6.7,4.2%,8.3%,15.7%,47.3%,14.1%
Donyell Marshall,TOR,32,6-9,230,Connecticut,USA,1994,1,4,65,11.5,6.6,1.2,0.8,5.8%,19.9%,18.4%,59.1%,8.3%
Dorell Wright,MIA,19,6-7,210,None,USA,2004,1,19,3,2.3,0.3,1.0,-12.1,0.0%,3.1%,22.2%,30.6%,17.6%
Doug Christie,ORL,35,6-6,205,Pepperdine,USA,1992,1,17,52,6.6,3.4,3.8,2.1,2.6%,8.5%,13.6%,47.1%,19.2%
Drew Gooden,CLE,23,6-10,242,Kansas,USA,2002,1,4,82,14.4,9.2,1.6,2.5,8.4%,22.9%,21.5%,54.8%,8.8%
Dwight Howard,ORL,19,6-11,250,None,USA,2004,1,1,82,12.0,10.0,0.9,-2.9,11.1%,19.9%,16.7%,57.1%,4.3%
Dwyane Wade,MIA,23,6-4,212,Marquette,USA,2003,1,5,77,24.1,5.2,6.8,6.5,4.0%,9.5%,30.2%,56.1%,30.3%
Earl Boykins,DEN,29,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,82,12.4,1.7,4.5,1.2,1.7%,5.0%,21.4%,53.0%,29.3%
Earl Watson,MEM,26,6-1,190,California-Los Angeles,USA,2001,2,39,80,7.7,2.1,4.5,4.8,2.1%,7.4%,20.0%,50.0%,35.3%
Eddie Gill,IND,26,6-0,190,Weber State,USA,Undrafted,Undrafted,Undrafted,73,3.7,1.5,1.1,-5.3,1.7%,10.1%,15.7%,48.4%,16.1%
Eddie Griffin,MIN,23,6-10,240,Seton Hall,USA,2001,1,7,70,7.5,6.5,0.8,4.5,9.0%,20.3%,18.6%,47.4%,5.7%
Eddie House,SAC,27,6-1,175,Arizona State,USA,2000,2,37,68,5.8,1.2,1.4,-4.1,1.8%,8.3%,20.4%,52.5%,18.0%
Eddie Jones,MIA,33,6-6,200,Temple,USA,1994,1,10,80,12.7,5.1,2.7,8.8,1.5%,12.6%,16.1%,55.6%,11.2%
Eddy Curry,CHI,22,6-11,285,None,USA,2001,1,4,63,16.1,5.4,0.6,-1.2,6.9%,11.8%,25.8%,58.3%,4.1%
Eduardo Najera,DEN,28,6-8,235,Oklahoma,Mexico,2000,2,38,68,5.2,3.6,1.0,1.8,8.2%,12.0%,15.3%,48.9%,8.4%
Elden Campbell,DET,36,7-0,279,Clemson,USA,1990,1,27,40,3.0,2.3,0.5,-3.9,8.0%,17.6%,21.1%,40.8%,8.9%
Elton Brand,LAC,26,6-8,272,Duke,USA,1999,1,1,81,20.0,9.5,2.6,2.9,10.7%,16.2%,24.8%,55.4%,12.8%
Emeka Okafor,CHA,22,6-10,252,Connecticut,USA,2004,1,2,73,15.1,10.9,0.9,-6.7,10.1%,21.5%,21.5%,47.9%,4.2%
Eric Piatkowski,CHI,34,6-7,215,Nebraska,USA,1994,1,15,68,4.8,1.2,0.8,0.1,1.7%,7.2%,16.0%,57.3%,9.9%
Eric Snow,CLE,32,6-3,205,Michigan State,USA,1995,2,43,81,4.0,1.9,3.9,3.3,2.0%,6.7%,11.1%,44.5%,25.8%
Eric Williams,TOR,32,6-8,220,Providence,USA,1995,1,14,55,7.7,3.1,1.7,-3.0,3.5%,9.9%,16.1%,52.9%,12.0%
Erick Dampier,DAL,29,6-11,265,Mississippi State,USA,1996,1,10,59,9.2,8.5,0.9,9.6,12.1%,19.4%,15.9%,58.0%,4.8%
Erick Strickland,MIL,31,6-3,218,Nebraska,USA,Undrafted,Undrafted,Undrafted,62,4.9,1.7,1.9,-4.5,1.1%,9.6%,17.9%,45.3%,19.3%
Erik Daniels,SAC,23,6-8,214,Kentucky,USA,Undrafted,Undrafted,Undrafted,21,0.6,0.9,0.2,-23.9,8.0%,14.3%,13.1%,36.1%,11.8%
Ervin Johnson,MIN,37,6-11,245,New Orleans,USA,1993,1,23,46,1.6,2.5,0.1,-7.8,10.5%,17.4%,9.7%,56.2%,2.2%
Etan Thomas,WAS,27,6-10,260,Syracuse,USA,2000,1,12,47,7.1,5.2,0.4,-5.4,8.2%,17.6%,16.4%,52.1%,3.4%
Flip Murray,SEA,25,6-3,197,Shaw,USA,2002,2,41,49,7.0,2.0,1.3,-8.4,1.7%,10.0%,23.9%,43.3%,13.9%
Francisco Elson,DEN,29,7-0,235,California,Netherlands,1999,2,41,67,3.7,3.0,0.5,0.5,6.5%,16.1%,13.6%,49.4%,5.5%
Frank Williams,CHI,25,6-3,212,Illinois,USA,2002,1,25,9,0.7,0.7,1.2,-14.9,2.3%,4.9%,14.6%,15.0%,28.9%
Fred Hoiberg,MIN,32,6-5,210,Iowa State,USA,1995,2,52,76,5.8,2.4,1.1,6.1,2.8%,11.4%,12.4%,66.4%,10.2%
Fred Jones,IND,26,6-2,218,Oregon,USA,2002,1,14,77,10.6,3.1,2.5,-3.5,1.6%,9.9%,17.7%,55.1%,16.6%
Gary Payton,BOS,36,6-4,180,Oregon State,USA,1990,1,2,77,11.3,3.1,6.1,0.8,2.0%,7.5%,16.8%,53.7%,27.9%
Geno Carlisle,POR,28,6-3,200,California,USA,Undrafted,Undrafted,Undrafted,6,1.3,0.2,0.2,-17.6,7.1%,0.0%,15.8%,70.9%,11.1%
George Lynch,NOH,34,6-8,235,North Carolina,USA,1993,1,12,44,3.7,4.0,2.0,-5.8,6.0%,14.2%,12.8%,41.2%,16.0%
Gerald Wallace,CHA,22,6-7,215,Alabama,USA,2001,1,25,70,11.1,5.5,2.0,-3.8,5.3%,13.4%,18.8%,51.0%,10.2%
Gilbert Arenas,WAS,23,6-3,191,Arizona,USA,2001,2,30,80,25.5,4.7,5.1,1.0,2.4%,9.0%,26.5%,56.5%,22.4%
Glenn Robinson,SAS,32,6-7,240,Purdue,USA,1994,1,1,9,10.0,2.7,0.9,-9.9,2.4%,12.3%,26.4%,51.7%,10.5%
Gordan Giricek,UTA,28,6-5,210,None,Croatia,1999,2,40,81,8.8,2.2,1.7,-1.9,1.6%,10.5%,21.2%,51.6%,15.0%
Grant Hill,ORL,32,6-8,225,Duke,USA,1994,1,3,67,19.7,4.7,3.3,-0.3,3.4%,10.1%,24.2%,56.5%,16.5%
Greg Buckner,DEN,28,6-4,210,Clemson,USA,1998,2,53,70,6.2,3.0,1.9,1.9,4.5%,9.6%,11.1%,63.8%,12.7%
