Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Greg Ostertag,SAC,32,7-2,280,Kansas,USA,1995,1,28,56,1.6,3.0,0.7,6.3,9.1%,18.7%,9.5%,43.2%,9.4%
Ha Ha,POR,19,7-3,305,Yonsei (KOR),South Korea,2004,2,46,19,1.4,0.9,0.1,-3.4,6.5%,10.5%,16.9%,46.7%,3.0%
Hedo Turkoglu,ORL,26,6-10,220,None,Turkey,2000,1,16,67,14.0,3.5,2.3,-1.4,3.4%,9.5%,24.1%,53.2%,15.3%
Horace Jenkins,DET,30,6-1,180,William Paterson,USA,Undrafted,Undrafted,Undrafted,15,2.8,0.6,0.6,-7.4,2.8%,5.2%,25.1%,41.4%,21.4%
Howard Eisley,UTA,32,6-2,185,Boston College,USA,1994,2,30,74,5.6,1.2,3.4,-6.6,1.1%,5.9%,17.8%,47.0%,29.9%
Ibrahim Kutluay,SEA,31,6-6,200,None,USA,Undrafted,Undrafted,Undrafted,5,0.0,0.2,0.0,-81.0,0.0%,7.1%,13.0%,0.0%,0.0%
Ira Newble,CLE,30,6-7,220,Miami (OH),USA,Undrafted,Undrafted,Undrafted,74,5.9,3.0,1.2,-0.4,4.3%,8.0%,12.5%,48.2%,7.4%
JR Smith,NOH,19,6-6,220,None,USA,2004,1,18,76,10.3,2.0,1.9,-11.5,2.0%,6.6%,22.6%,47.8%,14.2%
Jabari Smith,NJN,28,6-11,250,Louisiana State,USA,2000,2,45,45,3.7,2.5,0.8,-9.2,4.5%,14.2%,14.9%,48.2%,10.0%
Jackie Butler,NYK,20,6-10,250,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,3,3.3,0.0,0.0,9.1,0.0%,0.0%,45.5%,102.5%,0.0%
Jackson Vroman,NOH,24,6-10,220,Iowa State,USA,2004,2,31,46,4.6,3.8,0.9,-4.4,9.0%,17.4%,18.6%,45.7%,9.5%
Jacque Vaughn,NJN,30,6-1,190,Kansas,USA,1997,1,27,71,5.3,1.5,1.9,-5.0,1.2%,6.8%,14.0%,51.1%,16.9%
Jahidi White,CHA,29,6-9,290,Georgetown,USA,1998,2,43,17,2.5,2.0,0.1,0.0,7.9%,17.3%,19.0%,43.2%,1.1%
Jake Tsakalidis,MEM,26,7-2,290,None,Greece,2000,1,25,31,2.5,1.8,0.3,1.7,7.7%,12.7%,13.7%,54.2%,6.1%
Jake Voskuhl,PHX,27,6-11,255,Connecticut,USA,2000,2,33,38,2.1,2.4,0.4,7.2,8.3%,15.1%,11.4%,52.8%,6.5%
Jalen Rose,TOR,32,6-8,215,Michigan,USA,1994,1,13,81,18.5,3.4,2.6,-3.6,1.6%,8.9%,24.8%,56.2%,14.0%
Jamaal Magloire,NOH,27,6-11,259,Kentucky,Canada,2000,1,19,23,11.7,8.9,1.3,-7.1,10.7%,20.0%,22.0%,48.0%,7.6%
Jamaal Tinsley,IND,27,6-3,195,Iowa State,USA,2001,1,27,40,15.4,4.0,6.4,3.6,2.1%,10.8%,25.5%,51.8%,35.0%
Jamal Crawford,NYK,25,6-5,190,Michigan,USA,2000,1,8,70,17.7,2.9,4.3,-3.7,1.2%,6.7%,22.1%,52.1%,19.0%
Jamal Sampson,CHA,22,6-11,235,California,USA,2002,2,46,23,3.4,5.3,0.3,-7.0,9.9%,27.8%,12.9%,49.9%,4.2%
Jameer Nelson,ORL,23,6-0,190,None,USA,2004,1,20,79,8.7,2.4,3.0,-2.8,3.2%,8.5%,20.9%,51.0%,24.4%
James Jones,IND,24,6-8,215,Miami (FL),USA,2003,2,49,75,4.9,2.3,0.8,1.0,3.2%,10.4%,13.9%,53.7%,7.7%
James Posey,MEM,28,6-8,215,Xavier,USA,1999,1,18,50,8.1,4.4,1.8,-2.5,3.5%,13.2%,16.1%,50.0%,11.0%
James Thomas,ATL,24,6-8,235,Texas,USA,Undrafted,Undrafted,Undrafted,11,2.4,3.4,0.4,-22.9,13.5%,18.3%,10.9%,57.4%,6.1%
Jamison Brewer,NYK,24,6-4,195,Auburn,USA,2001,2,40,18,1.7,1.2,0.7,-18.5,3.4%,10.1%,13.8%,36.3%,11.8%
Jannero Pargo,CHI,25,6-1,175,Arkansas,USA,Undrafted,Undrafted,Undrafted,32,6.4,1.5,2.4,-0.3,2.5%,7.2%,25.8%,45.7%,31.5%
Jared Jeffries,WAS,23,6-10,230,Indiana,USA,2002,1,11,77,6.8,4.9,2.0,0.8,7.2%,11.3%,13.4%,51.3%,11.5%
Jared Reiner,CHI,23,6-11,255,Iowa,USA,Undrafted,Undrafted,Undrafted,19,1.1,2.0,0.1,-5.8,8.0%,17.2%,12.3%,33.1%,1.1%
Jarron Collins,UTA,26,6-11,252,Stanford,USA,2001,2,52,50,4.3,3.3,1.2,0.7,6.3%,12.3%,11.7%,50.9%,9.1%
Jarvis Hayes,WAS,23,6-7,220,Georgia,USA,2003,1,10,54,10.2,4.2,1.7,-2.7,2.4%,12.3%,17.7%,47.5%,9.3%
Jason Collier,ATL,27,7-0,260,Georgia Tech,USA,2000,1,15,70,5.7,2.6,0.3,-19.3,8.6%,12.4%,21.8%,49.4%,3.5%
Jason Collins,NJN,26,7-0,255,Stanford,USA,2001,1,18,80,6.4,6.1,1.3,3.7,6.2%,14.0%,11.7%,47.1%,6.6%
Jason Hart,CHA,27,6-3,185,Syracuse,USA,2000,2,49,74,9.5,2.7,5.0,-8.6,0.9%,10.5%,17.8%,53.4%,33.5%
Jason Kapono,CHA,24,6-8,213,California-Los Angeles,USA,2003,2,31,81,8.5,2.0,0.8,-4.3,2.0%,9.0%,21.7%,48.6%,7.2%
Jason Kidd,NJN,32,6-4,210,California,USA,1994,1,2,66,14.4,7.4,8.3,4.8,3.9%,16.9%,20.6%,50.6%,36.8%
Jason Richardson,GSW,24,6-6,225,Michigan State,USA,2001,1,5,72,21.7,5.9,3.9,-2.5,4.2%,11.0%,26.7%,51.8%,18.5%
Jason Terry,DAL,27,6-2,180,Arizona,USA,1999,1,10,80,12.4,2.4,5.4,9.2,1.7%,6.1%,17.7%,60.6%,27.8%
Jason Williams,MEM,29,6-1,190,Florida,USA,1998,1,7,71,10.1,1.7,5.6,1.8,1.0%,5.5%,18.9%,52.2%,33.9%
Jeff Foster,IND,28,6-11,242,S.W. Texas State,USA,1999,1,21,61,7.0,9.0,0.7,7.9,13.5%,22.2%,12.9%,55.1%,4.7%
Jeff McInnis,CLE,30,6-4,179,North Carolina,USA,1996,2,37,76,12.8,2.1,5.1,0.3,1.2%,5.0%,18.3%,49.5%,23.7%
Jelani McCoy,ATL,27,6-10,245,California-Los Angeles,USA,1998,2,33,10,1.5,2.1,0.0,1.2,9.3%,14.9%,10.9%,49.3%,0.0%
Jermaine Jackson,NYK,29,6-5,204,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted,21,2.0,1.1,1.1,-11.2,1.4%,9.9%,10.1%,54.2%,18.6%
Jermaine O'Neal,IND,26,6-11,242,None,USA,1996,1,17,44,24.3,8.8,1.9,1.1,6.0%,20.5%,35.8%,52.0%,12.4%
Jerome James,SEA,29,7-1,272,Florida A&M,USA,1998,2,36,80,4.9,3.0,0.2,-1.6,6.3%,13.1%,16.1%,53.3%,2.4%
Jerome Moiso,CLE,27,6-10,260,California-Los Angeles,France,2000,1,11,20,1.4,1.9,0.1,-12.6,7.9%,24.1%,11.2%,59.0%,1.4%
Jerome Williams,NYK,32,6-9,206,Georgetown,USA,1996,1,26,79,4.5,3.6,0.5,0.9,9.7%,15.1%,14.0%,56.3%,5.5%
Jerry Stackhouse,DAL,30,6-6,218,North Carolina,USA,1995,1,3,56,14.9,3.3,2.3,3.5,2.4%,8.6%,24.4%,52.5%,13.7%
Jim Jackson,PHX,34,6-6,220,Ohio State,USA,1992,1,4,64,10.5,4.2,2.9,0.4,1.7%,11.0%,16.0%,55.3%,14.7%
Jiri Welsch,CLE,25,6-7,208,None,Czech Republi...,2002,1,16,71,6.5,2.4,1.5,-2.0,2.1%,11.1%,17.3%,51.8%,12.0%
Joe Johnson,PHX,24,6-7,230,Arkansas,USA,2001,1,10,82,17.1,5.1,3.5,8.4,3.7%,8.3%,18.7%,55.6%,13.0%
Joe Smith,MIL,29,6-10,225,Maryland,USA,1995,1,1,74,11.0,7.3,0.9,-1.4,7.8%,16.4%,15.5%,56.4%,4.7%
Joel Przybilla,POR,25,7-1,255,Minnesota,USA,2000,1,9,76,6.4,7.7,1.0,-4.0,10.2%,21.8%,12.3%,59.6%,6.3%
John Edwards,IND,23,7-0,275,Kent State,USA,Undrafted,Undrafted,Undrafted,25,1.2,0.8,0.1,-27.9,6.7%,8.8%,15.5%,40.1%,4.1%
John Salmons,PHI,25,6-6,207,Miami (FL),USA,2002,1,26,58,4.1,2.1,2.0,-4.5,1.2%,10.9%,12.5%,51.1%,19.3%
John Thomas,MIN,29,6-9,265,Minnesota,USA,1997,1,25,44,2.5,2.2,0.4,4.7,8.2%,11.0%,11.1%,52.2%,4.7%
Jon Barry,HOU,35,6-5,210,Georgia Tech,USA,1992,1,21,69,6.6,2.3,2.4,7.1,1.8%,8.9%,14.3%,57.0%,17.7%
Jonathan Bender,IND,24,7-0,219,None,USA,1999,1,5,7,5.1,2.0,0.6,-17.7,6.0%,12.3%,27.2%,42.2%,11.1%
Josh Childress,ATL,22,6-8,210,Stanford,USA,2004,1,6,80,10.1,6.0,1.9,-9.4,8.1%,13.1%,15.5%,54.3%,10.0%
Josh Davis,PHI,24,6-8,235,Wyoming,USA,Undrafted,Undrafted,Undrafted,42,2.8,1.9,0.3,6.3,8.6%,15.2%,17.9%,49.4%,6.3%
Josh Howard,DAL,25,6-7,210,Wake Forest,USA,2003,1,29,76,12.6,6.4,1.4,8.9,7.1%,12.5%,18.2%,53.5%,6.9%
Josh Smith,ATL,19,6-9,225,None,USA,2004,1,17,74,9.7,6.2,1.7,-8.6,7.1%,15.9%,17.8%,50.6%,10.0%
Juan Dixon,WAS,26,6-3,164,Maryland,USA,2002,1,17,63,8.0,1.9,1.8,-3.9,2.9%,8.5%,22.8%,51.8%,19.0%
Jumaine Jones,LAL,26,6-8,218,Georgia,USA,1999,1,27,76,7.6,5.2,0.9,-0.4,5.8%,15.6%,13.9%,55.6%,5.7%
Junior Harrington,NOH,24,6-4,190,Wingate,USA,Undrafted,Undrafted,Undrafted,29,5.6,2.2,2.1,-10.0,2.4%,9.7%,20.4%,42.1%,23.0%
Justin Reed,BOS,23,6-8,240,Mississippi,USA,2004,2,40,23,1.8,0.7,0.4,7.8,7.9%,7.4%,15.2%,57.6%,12.8%
Juwan Howard,HOU,32,6-9,230,Michigan,USA,1994,1,5,61,9.6,5.7,1.5,0.8,8.3%,14.0%,19.0%,49.4%,10.0%
Kaniel Dickens,NJN,26,6-8,215,Idaho,USA,2000,2,50,11,1.2,0.8,0.1,-16.1,6.0%,12.2%,13.9%,43.7%,3.6%
Kareem Rush,CHA,24,6-6,215,Missouri,USA,2002,1,20,48,8.4,1.9,1.4,-7.4,1.9%,7.5%,21.5%,47.1%,12.1%
Kedrick Brown,PHI,24,6-7,222,Northwest Florida State,USA,2001,1,11,8,1.5,1.4,0.5,-25.4,1.9%,20.8%,11.9%,57.7%,15.4%
Keith Bogans,CHA,25,6-5,215,Kentucky,USA,2003,2,43,74,9.6,3.1,1.8,-6.4,4.0%,9.0%,21.3%,46.5%,12.4%
Keith McLeod,UTA,25,6-2,190,Bowling Green,USA,Undrafted,Undrafted,Undrafted,53,7.8,2.1,4.5,-4.1,1.5%,7.4%,18.8%,44.0%,28.2%
Keith Van Horn,DAL,29,6-10,245,Utah,USA,1997,1,2,62,11.2,4.7,1.2,3.0,6.0%,14.1%,21.2%,55.0%,8.5%
Kelvin Cato,ORL,30,6-11,275,Iowa State,USA,1997,1,15,62,7.0,6.7,0.6,1.3,7.0%,19.7%,12.2%,60.0%,3.9%
Kendall Gill,MIL,37,6-5,216,Illinois,USA,1990,1,5,14,6.1,2.6,1.9,-3.3,3.7%,10.6%,15.5%,47.9%,15.9%
Kendrick Perkins,BOS,20,6-10,280,None,USA,2003,1,27,60,2.5,2.9,0.4,1.3,10.7%,21.3%,15.3%,51.5%,6.2%
Kenny Anderson,LAC,34,6-1,168,Georgia Tech,USA,1991,1,2,43,4.7,2.0,2.4,-11.3,3.1%,10.0%,15.5%,46.7%,22.0%
Kenny Thomas,SAC,27,6-7,245,New Mexico,USA,1999,1,22,73,12.4,7.3,2.1,-1.6,8.3%,16.8%,20.5%,51.5%,11.8%
Kenyon Martin,DEN,27,6-9,234,Cincinnati,USA,2000,1,1,70,15.5,7.3,2.4,1.9,6.8%,16.3%,23.2%,52.1%,13.1%
Kerry Kittles,LAC,31,6-5,185,Villanova,USA,1996,1,8,11,6.3,2.9,1.8,-1.1,0.4%,13.2%,15.3%,44.6%,13.0%
Kevin Garnett,MIN,29,6-11,220,None,USA,1995,1,5,82,22.2,13.5,5.7,2.3,8.3%,27.2%,26.8%,56.7%,26.4%
Kevin Martin,SAC,22,6-7,185,Western Carolina,USA,2004,1,26,45,2.9,1.3,0.5,1.8,6.2%,6.2%,15.8%,46.4%,7.1%
Kevin Ollie,PHI,32,6-2,195,Connecticut,USA,Undrafted,Undrafted,Undrafted,26,1.1,0.7,0.7,1.6,1.9%,11.0%,11.3%,40.0%,19.6%
Kevin Willis,ATL,42,7-0,245,Michigan State,USA,1984,1,11,29,3.0,2.6,0.3,-16.2,8.1%,14.6%,14.8%,43.4%,4.3%
Keyon Dooling,MIA,25,6-3,190,Missouri,USA,2000,1,10,74,5.2,1.2,1.8,1.5,1.0%,6.5%,18.0%,48.6%,18.7%
Kirk Hinrich,CHI,24,6-3,190,Kansas,USA,2003,1,7,77,15.7,3.9,6.4,0.2,1.1%,9.7%,22.1%,49.5%,31.8%
Kirk Penney,LAC,24,6-5,220,Wisconsin,USA,Undrafted,Undrafted,Undrafted,4,0.5,0.3,0.3,4.0,0.0%,9.1%,17.9%,33.3%,16.7%
Kirk Snyder,UTA,22,6-6,225,Nevada-Reno,USA,2004,1,16,68,5.0,1.8,0.5,-7.9,5.8%,9.0%,21.6%,45.6%,7.3%
Kobe Bryant,LAL,26,6-6,220,None,USA,1996,1,13,66,27.6,5.9,6.0,-2.1,3.5%,10.9%,31.2%,56.3%,28.7%
Kris Humphries,UTA,20,6-9,235,Minnesota,USA,2004,1,14,67,4.1,2.9,0.6,-9.2,8.0%,15.8%,19.8%,41.9%,9.5%
Kurt Thomas,NYK,32,6-9,235,Texas Christian,USA,1995,1,10,80,11.5,10.4,2.0,-2.7,6.1%,24.5%,16.4%,48.8%,9.0%
Kwame Brown,WAS,23,6-11,243,None,USA,2001,1,1,42,7.0,4.9,0.9,-7.4,7.8%,15.0%,17.5%,49.7%,7.4%
Kyle Korver,PHI,24,6-6,211,Creighton,USA,2003,2,51,82,11.5,4.6,2.2,0.8,1.5%,12.7%,14.4%,58.8%,10.8%
Lamar Odom,LAL,25,6-10,225,Rhode Island,USA,1999,1,4,64,15.2,10.2,3.7,-2.1,5.9%,21.5%,20.8%,53.9%,18.2%
Lamond Murray,TOR,32,6-7,235,California,USA,1994,1,7,62,6.0,2.6,0.8,2.2,4.8%,12.9%,19.5%,53.7%,8.6%
Laron Profit,WAS,27,6-5,204,Maryland,USA,1999,2,38,42,3.2,1.8,0.9,-3.9,5.5%,13.1%,16.8%,48.9%,15.1%
Larry Hughes,WAS,26,6-5,184,Saint Louis,USA,1998,1,8,61,22.0,6.3,4.7,1.8,3.0%,13.1%,26.1%,52.3%,21.4%
Latrell Sprewell,MIN,34,6-5,195,Alabama,USA,1992,1,24,80,12.8,3.2,2.2,-0.3,2.8%,7.5%,21.7%,48.9%,11.9%
Lawrence Funderburke,CHI,34,6-9,230,Ohio State,USA,1994,2,51,2,4.5,1.5,0.0,-3.0,4.5%,10.0%,17.4%,54.9%,0.0%
LeBron James,CLE,20,6-8,240,None,USA,2003,1,1,80,27.2,7.4,7.2,2.1,3.3%,14.7%,29.2%,55.4%,32.4%
Leandro Barbosa,PHX,22,6-3,188,None,Brazil,2003,1,28,63,7.0,2.1,2.0,-2.2,2.9%,8.0%,18.4%,57.5%,18.7%
Lee Nailon,NOH,30,6-9,238,Texas Christian,USA,1999,2,43,68,14.2,4.4,1.6,-8.2,6.2%,9.2%,23.8%,51.1%,11.0%
Lindsey Hunter,DET,34,6-2,195,Jackson State,USA,1993,1,10,76,3.8,1.6,1.7,1.0,3.4%,7.7%,15.6%,43.5%,19.4%
Linton Johnson,SAS,25,6-8,225,Tulane,USA,Undrafted,Undrafted,Undrafted,2,0.0,1.5,0.0,19.3,0.0%,18.8%,8.3%,0.0%,0.0%
Lionel Chalmers,LAC,24,6-0,180,Xavier,USA,2004,2,33,36,3.1,0.9,1.4,-4.7,1.0%,6.4%,17.4%,40.9%,21.1%
Lonny Baxter,NOH,26,6-8,260,Maryland,USA,2002,2,43,4,1.5,2.0,0.0,-30.4,10.0%,10.0%,19.3%,25.3%,0.0%
Loren Woods,TOR,27,7-1,260,Arizona,USA,2001,2,45,45,3.9,4.9,0.4,-7.4,10.5%,21.0%,14.3%,46.3%,3.8%
Lorenzen Wright,MEM,29,6-11,240,Memphis,USA,1996,1,7,80,9.6,7.7,1.1,1.6,8.2%,20.5%,17.9%,50.1%,6.6%
Lucious Harris,CLE,34,6-5,205,Long Beach State,USA,1993,2,28,73,4.3,1.7,0.7,-2.5,3.3%,7.4%,14.0%,47.5%,7.3%
Luis Flores,DEN,24,6-2,195,Manhattan,USA,2004,2,55,16,2.2,0.2,0.7,15.3,1.4%,2.7%,22.9%,58.6%,26.2%
Luke Jackson,CLE,23,6-7,215,Oregon,USA,2004,1,10,10,2.9,0.6,0.3,-19.8,3.5%,10.5%,28.4%,48.9%,16.7%
Luke Ridnour,SEA,24,6-1,167,Oregon,USA,2003,1,14,82,10.0,2.5,5.9,-0.3,2.2%,6.3%,17.0%,50.4%,30.4%
Luke Walton,LAL,25,6-8,235,Arizona,USA,2003,2,32,61,3.2,2.3,1.5,-7.0,6.9%,11.5%,14.8%,49.2%,20.0%
Luol Deng,CHI,20,6-8,220,Duke,United Kingdo...,2004,1,7,61,11.7,5.3,2.2,5.2,5.7%,13.3%,22.1%,49.6%,14.1%
Maciej Lampe,NOH,20,6-11,275,Madrid (ESP),Poland,2003,2,30,37,3.1,2.4,0.3,-2.5,5.9%,15.5%,18.6%,40.6%,5.0%
Malik Allen,CHA,27,6-10,255,Villanova,USA,Undrafted,Undrafted,Undrafted,36,5.4,2.8,0.5,-6.7,7.8%,11.7%,18.1%,51.2%,6.2%
Malik Rose,NYK,30,6-7,245,Drexel,USA,1996,2,44,76,7.0,4.5,0.8,0.6,9.1%,14.9%,19.2%,51.1%,7.0%
Mamadou N'diaye,LAC,30,7-0,255,Auburn,Senegal,2000,1,26,11,1.8,1.6,0.1,-18.4,11.5%,12.9%,14.6%,43.3%,2.8%
Manu Ginobili,SAS,27,6-6,205,None,Argentina,1999,2,57,74,16.0,4.4,3.9,16.5,3.7%,11.8%,23.5%,60.9%,21.7%
Marc Jackson,PHI,30,6-10,253,Temple,USA,1997,2,37,81,12.0,5.0,1.0,0.1,9.2%,11.3%,22.3%,54.8%,7.4%
Marcus Banks,BOS,23,6-2,200,Nevada-Las Vegas,USA,2003,1,13,81,4.6,1.6,1.9,1.0,2.6%,8.2%,16.6%,52.0%,21.9%
Marcus Camby,DEN,31,6-11,225,Massachusetts,USA,1996,1,2,66,10.3,10.0,2.3,2.7,7.0%,25.7%,17.4%,50.5%,11.9%
Marcus Fizer,MIL,26,6-8,260,Iowa State,USA,2000,1,4,54,6.2,3.2,1.2,-9.0,3.5%,17.9%,21.0%,49.8%,12.8%
Marcus Haislip,IND,24,6-10,230,Tennessee,USA,2002,1,13,9,3.6,1.7,0.3,-3.6,4.7%,10.8%,22.2%,37.3%,5.6%
Mario Kasun,ORL,25,7-0,260,None,,2002,2,40,45,2.6,2.8,0.2,-3.1,13.3%,21.6%,16.1%,50.5%,3.5%
Mark Blount,BOS,29,7-0,250,Pittsburgh,USA,1997,2,54,82,9.4,4.8,1.6,0.0,7.2%,11.8%,17.8%,55.9%,9.8%
Mark Jones,ORL,30,6-6,215,St. Bonaventure,USA,1983,4,82,10,2.3,1.3,0.6,0.8,4.3%,5.8%,13.0%,32.5%,7.5%
Mark Madsen,MIN,29,6-9,236,Stanford,USA,2000,1,29,41,2.1,3.1,0.4,8.2,11.2%,11.0%,8.1%,52.6%,4.1%
Mark Pope,DEN,32,6-10,235,Kentucky,USA,1996,2,52,9,0.4,0.9,0.1,-20.7,16.1%,11.1%,10.6%,33.3%,6.3%
Marko Jaric,LAC,26,6-7,217,None,Serbia,2000,2,30,50,9.9,3.2,6.1,1.7,1.4%,8.9%,16.4%,50.0%,28.7%
Marquis Daniels,DAL,24,6-6,200,Auburn,USA,Undrafted,Undrafted,Undrafted,60,9.1,3.6,2.1,1.5,6.0%,9.2%,19.9%,48.4%,15.3%
Mateen Cleaves,SEA,27,6-2,210,Michigan State,USA,2000,1,14,14,0.9,0.4,0.5,-20.2,3.2%,7.0%,12.9%,41.2%,19.4%
Matt Barnes,SAC,25,6-7,226,UCLA,USA,2002,2,45,43,3.8,3.1,1.3,4.7,6.9%,12.3%,13.6%,46.5%,11.3%
Matt Bonner,TOR,25,6-10,240,Florida,USA,2003,2,45,82,7.2,3.5,0.6,-1.8,6.9%,11.8%,15.3%,59.6%,5.4%
Matt Carroll,CHA,24,6-6,212,Notre Dame,USA,Undrafted,Undrafted,Undrafted,25,9.0,2.4,0.7,0.4,2.9%,10.9%,23.7%,51.7%,7.0%
Matt Freije,NOH,23,6-10,249,Vanderbilt,USA,2004,2,53,23,4.0,2.7,0.9,-8.2,3.7%,11.4%,15.7%,35.6%,7.9%
Matt Harpring,UTA,29,6-7,231,Georgia Tech,USA,1998,1,15,78,14.0,6.2,1.8,-6.0,8.1%,12.5%,19.8%,54.9%,9.7%
Maurice Baker,POR,25,6-2,200,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,5,0.0,0.4,0.2,29.9,5.6%,4.5%,4.8%,0.0%,7.7%
Maurice Evans,SAC,26,6-5,220,Texas,USA,Undrafted,Undrafted,Undrafted,65,6.4,3.1,0.7,-1.1,7.0%,9.3%,15.6%,51.1%,5.6%
Maurice Taylor,NYK,28,6-9,255,Michigan,USA,1997,1,14,65,7.3,4.0,1.0,-0.9,5.4%,14.7%,20.4%,48.0%,9.1%
Mehmet Okur,UTA,26,6-11,249,None,Turkey,2001,2,37,82,12.9,7.5,2.0,-4.3,8.8%,20.2%,20.8%,56.9%,13.2%
Melvin Ely,CHA,27,6-10,261,Fresno State,USA,2002,1,12,79,7.3,4.1,1.0,-4.5,8.3%,11.7%,19.8%,46.5%,7.8%
Metta World Peace,IND,25,6-7,246,St. John's (NY),USA,1999,1,16,7,24.6,6.4,3.1,6.8,3.2%,12.9%,25.4%,60.8%,16.4%
Michael Bradley,PHI,26,6-9,227,Villanova,USA,2001,1,17,18,1.8,1.6,0.3,2.6,7.3%,15.7%,12.3%,60.0%,6.8%
Michael Curry,IND,36,6-5,210,Georgia Southern,USA,Undrafted,Undrafted,Undrafted,18,1.7,1.5,0.8,-14.7,3.2%,8.0%,7.0%,46.1%,10.7%
Michael Doleac,MIA,28,6-11,262,Utah,USA,1998,1,12,80,4.0,3.2,0.6,2.5,6.6%,16.1%,15.0%,46.0%,6.5%
Michael Finley,DAL,32,6-7,225,Wisconsin,USA,1995,1,21,64,15.7,4.1,2.6,8.1,2.0%,8.8%,19.2%,51.9%,11.1%
Michael Olowokandi,MIN,30,7-0,270,Pacific,Nigeria,1998,1,1,62,5.9,5.2,0.5,-1.0,8.9%,18.0%,17.0%,48.0%,3.8%
Michael Redd,MIL,25,6-6,214,Ohio State,USA,2000,2,43,75,23.0,4.2,2.3,-3.3,2.5%,8.7%,26.9%,53.6%,11.2%
Michael Ruffin,WAS,28,6-8,248,Tulsa,USA,1999,2,32,79,1.4,4.2,0.8,-1.9,12.0%,14.8%,5.9%,43.2%,7.4%
Michael Stewart,ATL,30,6-10,230,California,USA,Undrafted,Undrafted,Undrafted,12,2.1,3.3,0.4,-10.9,14.7%,16.1%,9.1%,51.9%,5.2%
Michael Sweetney,NYK,22,6-8,270,Georgetown,USA,2003,1,9,77,8.4,5.4,0.6,-0.7,11.8%,17.7%,19.7%,59.2%,5.0%
Mickael Pietrus,GSW,23,6-6,215,None,France,2003,1,11,67,9.5,2.8,1.2,-0.8,4.6%,9.2%,22.3%,53.9%,10.5%
Mike Bibby,SAC,27,6-1,190,Arizona,USA,1998,1,2,80,19.6,4.2,6.8,3.0,2.5%,8.0%,23.4%,54.3%,27.7%
Mike Dunleavy,GSW,24,6-9,230,Duke,USA,2002,1,3,79,13.4,5.5,2.6,-1.1,3.5%,13.1%,18.9%,53.9%,12.7%
Mike James,HOU,30,6-2,188,Duquesne,,Undrafted,Undrafted,Undrafted,74,11.8,2.8,3.6,4.7,1.9%,9.3%,22.6%,53.4%,25.3%
Mike Miller,MEM,25,6-8,218,Florida,USA,2000,1,5,76,13.4,3.9,2.9,5.4,1.7%,11.8%,19.3%,61.4%,16.9%
Mike Wilks,SAS,26,5-10,180,Rice,USA,Undrafted,Undrafted,Undrafted,48,1.7,0.5,0.7,-15.8,1.4%,8.1%,16.4%,48.2%,23.4%
Mikki Moore,LAC,29,7-0,223,Nebraska,USA,Undrafted,Undrafted,Undrafted,74,5.4,3.3,0.6,-1.9,9.2%,13.0%,16.2%,57.1%,7.0%
Milt Palacio,TOR,27,6-3,210,Colorado State,Belize,Undrafted,Undrafted,Undrafted,80,5.8,1.7,3.5,0.0,1.8%,7.2%,16.7%,50.7%,29.6%
Mo Williams,MIL,22,6-1,189,Alabama,USA,2003,2,47,80,10.2,3.1,6.1,-1.8,2.2%,8.9%,19.7%,50.4%,33.9%
Moochie Norris,HOU,31,6-1,185,West Florida,USA,1996,2,33,38,2.4,1.2,1.0,-4.0,2.9%,10.1%,18.7%,37.6%,20.7%
Morris Peterson,TOR,27,6-7,215,Michigan State,USA,2000,1,21,82,12.5,4.1,2.1,-1.0,2.9%,10.9%,18.4%,54.3%,11.0%
Nazr Mohammed,SAS,27,6-10,250,Kentucky,USA,1998,1,29,77,9.5,7.6,0.4,-4.3,12.6%,18.0%,18.6%,52.1%,2.9%
Ndudi Ebi,MIN,21,6-9,195,None,USA,2003,1,26,2,13.5,8.0,0.5,14.8,10.2%,18.5%,22.4%,54.1%,3.3%
Nenad Krstic,NJN,21,7-0,240,None,Serbia and Mo...,2002,1,24,75,10.0,5.3,1.0,3.0,8.4%,13.1%,18.8%,54.7%,6.7%
Nene,DEN,22,6-11,260,None,Brazil,2002,1,7,55,9.6,5.9,1.5,2.3,8.1%,16.8%,19.0%,55.1%,10.3%
Nick Collison,SEA,24,6-9,255,Kansas,USA,2003,1,12,82,5.6,4.6,0.4,4.5,11.3%,16.1%,15.0%,56.9%,4.0%
Nick Van Exel,POR,33,6-1,190,Cincinnati,USA,1993,2,37,53,11.1,3.0,4.3,-2.4,1.3%,8.7%,19.2%,49.4%,23.1%
Nikoloz Tskitishvili,GSW,22,7-0,225,None,Georgia,2002,1,5,35,1.4,1.2,0.3,-8.3,5.0%,12.2%,19.4%,32.4%,8.1%
Obinna Ekezie,ATL,29,6-9,270,Maryland,Nigeria,1999,2,37,42,5.5,4.3,0.3,-5.0,10.0%,16.1%,16.5%,51.6%,2.3%
Omar Cook,TOR,23,6-1,190,St. John's (NY),USA,2001,2,31,5,4.6,1.4,4.4,15.5,2.8%,6.6%,19.6%,43.2%,41.5%
