RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
1,"LeBron James, MIA",76,37.9,.640,23.3,9.6,28.2,4.4,20.8,13.1,31.67,909.0,30.3
2,"Kevin Durant, OKC",81,38.5,.647,15.5,11.6,27.4,1.8,20.3,11.8,28.35,830.8,27.7
3,"Chris Paul, LAC",70,33.4,.594,36.9,8.7,23.9,2.8,10.5,6.7,26.43,537.7,17.9
4,"Carmelo Anthony, NY",67,37.0,.560,8.3,8.5,32.2,6.1,15.9,10.8,24.83,530.8,17.7
5,"Brook Lopez, BKN",74,30.4,.567,4.8,8.9,26.1,10.8,16.1,13.4,24.81,477.8,15.9
6,"Tim Duncan, SA",69,30.1,.554,12.8,10.2,24.8,7.3,29.6,19.1,24.45,401.7,13.4
7,"Dwyane Wade, MIA",69,34.7,.571,19.3,10.6,27.0,4.7,12.6,8.9,24.04,483.1,16.1
8,"Russell Westbrook, OKC",82,34.9,.532,22.8,10.2,31.2,4.8,11.8,8.6,23.98,554.4,18.5
9,"Tony Parker, SA",66,32.9,.588,27.6,9.4,26.6,1.0,9.1,5.3,23.10,392.7,13.1
,"Kobe Bryant, LAL",78,38.6,.570,17.9,10.9,30.0,2.5,13.1,7.9,23.10,566.4,18.9
11,"James Harden, HOU",78,38.3,.600,18.7,12.1,27.4,2.4,11.9,7.2,23.00,556.9,18.6
12,"Blake Griffin, LAC",80,32.5,.572,17.2,10.6,24.0,8.7,21.5,15.2,22.44,424.3,14.1
13,"Amar'e Stoudemire, NY",29,23.5,.637,3.4,12.9,22.8,10.0,15.1,12.4,22.16,108.5,3.6
14,"Andray Blatche, BKN",82,19.0,.547,8.7,12.6,24.6,12.2,19.6,15.8,21.98,264.0,8.8
15,"Anthony Davis, NO",64,28.8,.559,6.8,9.6,19.9,10.5,23.5,16.8,21.80,283.8,9.5
16,"Anderson Varejao, CLE",25,36.0,.529,18.2,9.5,17.9,16.9,30.1,23.2,21.71,149.3,5.0
17,"Andre Drummond, DET",60,20.7,.578,6.0,11.4,15.6,15.4,27.2,21.2,21.69,205.7,6.9
18,"Kyrie Irving, CLE",59,34.7,.553,20.1,11.0,29.2,1.8,10.8,6.1,21.51,321.3,10.7
19,"Stephen Curry, GS",78,38.2,.589,23.5,10.5,25.3,2.3,9.1,5.8,21.34,460.2,15.3
20,"Brandan Wright, DAL",64,18.0,.606,7.3,6.6,16.8,8.4,16.7,12.6,21.03,178.9,6.0
21,"Al Jefferson, UTAH",78,33.1,.522,10.2,6.6,23.4,7.0,25.9,16.3,20.99,399.8,13.3
22,"John Wall, WSH",49,32.7,.521,26.7,11.2,28.7,2.4,11.2,6.8,20.91,236.9,7.9
23,"JaVale McGee, DEN",79,18.1,.589,3.3,12.5,19.1,12.6,17.1,14.9,20.78,217.7,7.3
24,"LaMarcus Aldridge, POR",74,37.7,.530,10.6,7.9,24.2,7.2,20.9,14.0,20.45,372.6,12.4
25,"Deron Williams, BKN",78,36.4,.574,28.6,10.3,24.9,1.2,8.5,4.8,20.38,397.8,13.3
26,"Nikola Pekovic, MIN",62,31.6,.572,5.1,9.7,20.3,13.0,19.0,15.9,20.26,282.3,9.4
27,"DeMarcus Cousins, SAC",75,30.5,.524,12.1,13.7,25.9,10.9,27.0,18.7,20.21,328.3,10.9
28,"David West, IND",73,33.4,.545,14.0,10.3,23.0,6.8,18.8,12.9,20.15,314.2,10.5
29,"Chris Bosh, MIA",74,33.2,.592,9.5,9.9,20.0,7.0,17.6,12.6,20.08,347.3,11.6
30,"Paul Millsap, UTAH",78,30.4,.550,14.7,10.1,21.1,8.6,18.8,13.7,19.89,297.4,9.9
31,"Dirk Nowitzki, DAL",53,31.3,.564,13.0,6.9,21.9,2.5,21.5,12.2,19.88,207.6,6.9
32,"Al Horford, ATL",74,37.2,.560,15.6,9.6,19.9,8.2,23.0,15.7,19.84,379.9,12.7
33,"JJ Hickson, POR",80,29.0,.591,8.0,13.2,18.0,13.2,28.5,20.7,19.71,315.8,10.5
34,"Marc Gasol, MEM",80,35.0,.559,21.4,10.6,18.8,7.6,18.9,13.1,19.57,374.5,12.5
35,"Greg Monroe, DET",81,33.2,.527,16.1,13.4,23.5,9.9,23.6,16.6,19.52,357.7,11.9
36,"Dwight Howard, LAL",76,35.8,.573,7.4,15.4,19.9,10.4,27.4,19.1,19.48,360.7,12.0
37,"Serge Ibaka, OKC",80,31.1,.612,4.2,12.1,15.9,11.1,17.0,14.2,19.41,293.3,9.8
38,"Kevin Garnett, BOS",68,29.7,.535,13.2,9.1,21.9,4.5,25.8,15.5,19.25,261.0,8.7
39,"David Lee, GS",79,36.8,.561,15.6,11.6,21.5,8.5,24.5,16.8,19.23,335.4,11.2
40,"Paul Pierce, BOS",77,33.4,.559,19.9,11.5,25.2,2.1,19.7,11.2,19.14,332.1,11.1
41,"Manu Ginobili, SA",60,23.2,.560,26.5,12.7,24.0,2.6,13.4,8.3,19.05,177.7,5.9
42,"Robin Lopez, NO",82,26.0,.573,6.5,11.2,18.3,12.4,13.4,12.9,18.98,267.2,8.9
43,"Tyson Chandler, NY",66,32.8,.671,9.4,13.1,11.8,14.1,24.3,19.0,18.88,267.4,8.9
44,"Kemba Walker, CHA",82,34.9,.517,22.7,9.6,24.8,2.3,9.2,5.7,18.86,335.5,11.2
45,"Jose Calderon, DET/TOR",73,29.6,.616,39.4,9.6,16.5,1.1,8.6,4.8,18.80,251.5,8.4
46,"Larry Sanders, MIL",71,27.3,.523,9.9,10.4,15.6,12.0,25.8,18.6,18.77,236.1,7.9
47,"Tiago Splitter, SA",81,24.7,.609,14.2,10.9,16.3,8.8,20.3,14.9,18.72,242.0,8.1
48,"Samuel Dalembert, MIL",47,16.3,.565,6.0,14.6,17.0,14.2,24.9,19.4,18.60,91.3,3.0
49,"Kenneth Faried, DEN",80,28.1,.573,7.7,11.3,16.2,13.2,23.2,18.3,18.52,269.1,9.0
50,"Mike Conley, MEM",80,34.5,.549,28.0,10.9,21.3,1.8,7.9,4.8,18.38,303.8,10.1
51,"Ersan Ilyasova, MIL",73,27.6,.552,11.0,7.0,19.0,7.9,20.3,13.9,18.37,236.3,7.9
52,"John Henson, MIL",63,13.1,.497,6.7,10.2,20.6,14.5,24.4,19.3,18.30,84.0,2.8
53,"Thaddeus Young, PHI",76,34.6,.541,10.0,7.2,18.1,7.6,17.2,12.3,18.27,305.0,10.2
54,"Ryan Anderson, NO",81,30.9,.548,7.0,7.0,22.0,8.9,15.9,12.4,18.17,249.1,8.3
55,"Tyreke Evans, SAC",65,31.0,.558,18.4,10.3,21.2,3.1,13.5,8.2,18.16,215.4,7.2
,"Joakim Noah, CHI",66,36.8,.534,22.4,15.0,16.9,12.2,22.6,17.3,18.16,273.7,9.1
57,"Rajon Rondo, BOS",38,37.4,.516,39.1,13.8,22.4,3.7,13.6,8.8,18.12,151.2,5.0
58,"Shawn Marion, DAL",67,30.0,.553,16.3,10.3,17.4,8.2,20.6,14.5,18.02,225.5,7.5
59,"Kevin Love, MIN",18,34.3,.458,9.5,8.8,26.5,11.5,35.9,23.3,17.97,59.6,2.0
