Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Amar'e Stoudemire,NYK,31,6-11,245,None,USA,2002,1,9,65,11.9,4.9,0.5,-6.2,8.0%,15.5%,23.6%,59.6%,4.4%
Amir Johnson,TOR,27,6-9,210,None,USA,2005,2,56,77,10.4,6.6,1.5,4.3,8.0%,15.3%,16.2%,59.2%,8.5%
Anderson Varejao,CLE,31,6-11,267,None,Brazil,2004,2,30,65,8.4,9.7,2.2,1.7,10.0%,25.3%,14.5%,52.7%,12.2%
Andray Blatche,BKN,27,6-11,260,None,USA,2005,2,49,73,11.2,5.3,1.5,0.6,7.9%,17.6%,24.8%,53.2%,12.6%
Andre Drummond,DET,20,6-10,270,Connecticut,USA,2012,1,9,81,13.5,13.2,0.4,-4.2,15.7%,25.3%,16.6%,59.9%,2.1%
Andre Iguodala,GSW,30,6-6,207,Arizona,USA,2004,1,9,63,9.3,4.7,4.2,13.5,2.7%,11.2%,13.3%,57.0%,17.0%
Andre Miller,WAS,38,6-2,200,Utah,USA,1999,1,8,58,4.9,2.2,3.4,2.2,2.9%,10.0%,14.8%,53.4%,30.7%
Andre Roberson,OKC,22,6-7,210,Colorado,USA,2013,1,26,40,1.9,2.4,0.4,3.2,9.6%,13.5%,9.9%,51.8%,5.1%
Andrea Bargnani,NYK,28,7-0,250,None,Italy,2006,1,1,42,13.3,5.3,1.1,-6.1,5.3%,13.7%,22.0%,51.0%,6.3%
Andrei Kirilenko,BKN,33,6-9,235,None,Russia,1999,1,24,45,5.0,3.2,1.6,-2.9,6.8%,11.6%,14.2%,53.2%,13.1%
Andrew Bogut,GSW,29,7-0,260,Utah,Australia,2005,1,1,67,7.3,10.0,1.7,9.0,10.7%,26.4%,12.3%,61.0%,8.7%
Andrew Bynum,IND,26,7-0,285,None,USA,2005,1,10,26,8.7,5.6,1.1,-12.7,9.5%,17.4%,23.7%,45.6%,9.9%
Andrew Nicholson,ORL,24,6-9,250,St. Bonaventure,Canada,2012,1,19,76,5.7,3.4,0.3,-6.8,4.5%,16.9%,19.1%,48.9%,3.7%
Andris Biedrins,UTA,28,7-0,250,None,Latvia,2004,1,11,6,0.5,2.8,0.0,-1.9,4.1%,31.9%,5.6%,41.2%,0.0%
Antawn Jamison,LAC,38,6-9,235,North Carolina,USA,1998,1,4,22,3.8,2.5,0.3,10.8,3.4%,17.4%,19.6%,40.8%,4.7%
Anthony Bennett,CLE,21,6-8,259,UNLV,Canada,2013,1,1,52,4.2,3.0,0.3,-5.7,6.8%,16.0%,19.4%,42.5%,4.3%
Anthony Davis,NOP,21,6-10,220,Kentucky,USA,2012,1,1,67,20.8,10.0,1.6,-2.1,9.1%,20.8%,25.0%,58.2%,7.8%
Anthony Morrow,NOP,28,6-5,210,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,76,8.4,1.8,0.8,1.2,2.0%,8.1%,18.8%,57.0%,6.9%
Anthony Randolph,DEN,24,6-11,225,Louisiana State,USA,2008,1,14,43,4.8,2.8,0.7,-9.3,3.6%,18.5%,19.6%,49.9%,10.4%
Anthony Tolliver,CHA,29,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,64,6.1,2.6,0.7,2.6,2.5%,10.4%,11.8%,60.5%,4.9%
Archie Goodwin,PHX,19,6-5,198,Kentucky,USA,2013,1,29,52,3.7,1.7,0.4,-7.9,4.5%,10.8%,18.5%,50.7%,6.1%
Arinze Onuaku,CLE,26,6-9,275,Syracuse,USA,Undrafted,Undrafted,Undrafted,5,0.6,1.6,0.6,-17.1,8.3%,26.1%,9.6%,25.5%,13.0%
Arnett Moultrie,PHI,23,6-10,240,Mississippi State,USA,2012,1,27,12,3.0,2.9,0.2,-15.9,5.3%,13.2%,10.0%,44.8%,1.5%
Aron Baynes,SAS,27,6-10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,53,3.0,2.7,0.6,3.3,11.9%,18.6%,18.4%,46.7%,10.3%
Arron Afflalo,ORL,28,6-5,215,UCLA,USA,2007,1,27,73,18.2,3.6,3.4,-7.4,1.3%,9.2%,22.8%,57.4%,16.9%
Austin Daye,SAS,26,6-11,200,Gonzaga,,2009,1,15,22,3.0,1.2,0.4,0.0,3.4%,15.6%,22.4%,45.6%,8.1%
Austin Rivers,NOP,21,6-4,200,Duke,USA,2012,1,10,69,7.7,1.9,2.3,0.0,2.0%,8.0%,20.9%,48.2%,19.3%
Avery Bradley,BOS,23,6-2,180,Texas,USA,2010,1,19,60,14.9,3.8,1.4,-2.1,2.5%,9.7%,23.1%,51.0%,7.9%
Ben Gordon,CHA,31,6-3,200,Connecticut,USA,2004,1,3,19,5.2,1.4,1.1,4.2,1.0%,8.2%,21.9%,42.2%,12.2%
Ben McLemore,SAC,21,6-5,195,Kansas,USA,2013,1,7,82,8.8,2.9,1.0,-4.5,2.4%,8.6%,16.6%,48.5%,5.8%
Beno Udrih,MEM,31,6-3,210,None,Slovenia,2004,1,28,41,4.9,1.4,2.8,-8.9,1.5%,8.5%,16.7%,52.3%,27.8%
Bernard James,DAL,29,6-10,240,Florida State,USA,2012,2,33,30,0.9,1.4,0.1,-1.3,10.5%,17.8%,10.6%,50.3%,2.9%
Bismack Biyombo,CHA,21,6-9,245,None,Democratic Re...,2011,1,7,77,2.9,4.8,0.1,-1.9,9.4%,23.5%,9.4%,60.6%,1.2%
Blake Griffin,LAC,25,6-10,251,Oklahoma,USA,2009,1,1,80,24.1,9.5,3.9,9.8,7.0%,19.1%,28.6%,58.3%,18.5%
Boris Diaw,SAS,32,6-8,250,None,France,2003,1,21,79,9.1,4.1,2.8,8.3,4.1%,12.6%,16.7%,57.8%,16.2%
Bradley Beal,WAS,21,6-5,207,Florida,USA,2012,1,3,73,17.1,3.7,3.3,2.0,2.2%,9.0%,24.0%,50.7%,15.5%
Brandan Wright,DAL,26,6-10,210,North Carolina,USA,2007,1,8,58,9.1,4.2,0.5,5.3,10.3%,13.9%,17.2%,69.5%,4.6%
Brandon Bass,BOS,29,6-8,250,Louisiana State,USA,2005,2,33,82,11.1,5.7,1.1,-7.8,7.1%,14.3%,18.4%,54.9%,6.5%
Brandon Davies,PHI,22,6-10,240,Brigham Young,USA,Undrafted,Undrafted,Undrafted,51,2.8,2.1,0.5,-2.1,6.2%,12.7%,13.6%,47.6%,7.4%
Brandon Jennings,DET,24,6-1,169,None,USA,2009,1,10,80,15.5,3.1,7.6,-3.1,2.0%,6.9%,22.8%,48.6%,33.4%
Brandon Knight,MIL,22,6-3,189,Kentucky,USA,2011,1,8,72,17.9,3.5,4.9,-8.6,1.9%,9.2%,26.3%,52.3%,26.2%
Brandon Rush,UTA,28,6-6,233,Kansas,USA,2008,1,13,38,2.1,1.2,0.6,-10.5,1.1%,9.5%,11.6%,42.8%,8.5%
Brian Roberts,NOP,28,6-1,173,University of Dayton,USA,Undrafted,Undrafted,Undrafted,72,9.4,1.9,3.3,-4.3,1.1%,7.4%,19.8%,52.9%,22.6%
Brook Lopez,BKN,26,7-0,275,Stanford,USA,2008,1,10,17,20.7,6.0,0.9,-2.2,7.8%,11.3%,26.5%,62.9%,5.9%
Byron Mullens,PHI,25,7-0,275,Ohio State,USA,2009,1,24,45,4.2,2.0,0.3,-16.4,5.4%,17.2%,20.5%,54.4%,6.0%
C.J. Watson,IND,30,6-2,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,63,6.6,1.6,1.7,6.2,1.6%,6.5%,15.9%,55.5%,14.4%
CJ McCollum,POR,22,6-4,200,Lehigh,USA,2013,1,10,38,5.3,1.3,0.7,-2.1,1.3%,8.1%,20.1%,52.1%,8.9%
CJ Miles,CLE,27,6-6,231,None,USA,2005,2,34,51,9.9,2.0,1.0,1.9,1.7%,8.9%,21.3%,56.9%,8.8%
Carl Landry,SAC,30,6-9,248,Purdue,USA,2007,2,31,18,4.2,3.2,0.3,-12.3,6.4%,17.7%,13.9%,56.3%,3.6%
Carlos Boozer,CHI,32,6-9,266,Duke,USA,2002,2,34,76,13.7,8.3,1.6,-1.0,6.3%,23.9%,25.7%,48.9%,10.5%
Carmelo Anthony,NYK,30,6-8,235,Syracuse,USA,2003,1,3,77,27.4,8.1,3.1,1.3,4.9%,17.1%,31.8%,56.1%,15.6%
Caron Butler,OKC,34,6-7,228,Connecticut,USA,2002,1,10,56,10.5,4.1,1.5,-5.3,1.5%,14.9%,20.0%,51.2%,9.9%
Carrick Felix,CLE,23,6-6,201,Arizona State,USA,2013,2,33,7,2.7,0.9,0.6,7.3,3.3%,12.8%,21.7%,60.3%,14.3%
Cartier Martin,ATL,29,6-7,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,59,5.6,1.9,0.6,-7.0,1.5%,11.5%,16.6%,56.2%,6.4%
Casper Ware,PHI,24,5-10,175,Long Beach State,USA,Undrafted,Undrafted,Undrafted,9,5.3,1.0,1.1,-1.2,0.0%,7.7%,18.8%,53.8%,13.5%
Chandler Parsons,HOU,25,6-9,227,Florida,USA,2011,2,38,74,16.6,5.5,4.0,5.4,2.7%,11.7%,19.1%,56.5%,16.8%
Channing Frye,PHX,31,6-11,245,Arizona,USA,2005,1,8,82,11.1,5.1,1.2,6.4,3.2%,14.9%,17.2%,55.5%,6.1%
Charlie Villanueva,DET,29,6-11,232,Connecticut,USA,2005,1,7,20,4.6,1.7,0.3,-21.3,2.6%,16.3%,24.6%,46.9%,6.3%
Chase Budinger,MIN,26,6-7,209,Arizona,USA,2009,2,44,41,6.7,2.5,0.8,0.1,2.4%,10.7%,17.0%,50.5%,6.3%
Chauncey Billups,DET,37,6-3,210,Colorado,USA,1997,1,3,19,3.8,1.5,2.2,-7.0,1.2%,8.2%,15.2%,42.7%,19.6%
Chris Andersen,MIA,35,6-10,245,Blinn,USA,Undrafted,Undrafted,Undrafted,72,6.6,5.3,0.3,6.6,10.8%,18.6%,13.6%,68.3%,2.1%
Chris Babb,BOS,24,6-5,225,Iowa State,,Undrafted,Undrafted,Undrafted,14,1.6,1.2,0.2,-4.5,2.7%,10.2%,10.9%,36.7%,3.4%
Chris Bosh,MIA,30,6-11,235,Georgia Tech,USA,2003,1,4,79,16.2,6.6,1.1,8.9,4.7%,17.5%,22.4%,59.7%,5.6%
Chris Copeland,IND,30,6-8,235,Colorado,USA,Undrafted,Undrafted,Undrafted,41,3.7,0.8,0.4,-3.7,2.7%,9.8%,22.8%,62.1%,12.4%
Chris Douglas-Roberts,CHA,27,6-7,210,Memphis,USA,2008,2,40,49,6.9,2.4,1.0,-0.4,1.6%,10.0%,14.3%,58.8%,8.1%
Chris Johnson,BOS,24,6-6,201,Dayton,USA,Undrafted,Undrafted,Undrafted,40,6.3,2.4,0.8,0.9,3.7%,8.9%,13.7%,53.7%,5.9%
Chris Kaman,LAL,32,7-0,265,Central Michigan,USA,2003,1,6,39,10.4,5.9,1.5,-3.7,7.1%,21.4%,26.0%,53.7%,14.0%
Chris Paul,LAC,29,6-0,175,Wake Forest,USA,2005,1,4,62,19.1,4.3,10.7,11.3,1.8%,10.1%,23.0%,58.0%,45.9%
Chris Singleton,WAS,24,6-9,228,Florida State,,2011,1,18,25,3.0,2.2,0.2,-11.5,6.4%,16.7%,16.7%,48.1%,4.3%
Chris Smith,NYK,26,6-2,200,Louisville,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.0,0.0,-125.0,0.0%,0.0%,0.0%,0.0%,0.0%
Chris Wright,MIL,25,6-9,226,Dayton,USA,Undrafted,Undrafted,Undrafted,8,6.0,2.5,0.6,-5.8,9.0%,7.8%,16.1%,57.7%,5.8%
Chuck Hayes,TOR,31,6-6,250,Kentucky,USA,Undrafted,Undrafted,Undrafted,61,2.2,3.4,0.6,4.3,8.9%,19.5%,10.1%,46.8%,6.9%
Cody Zeller,CHA,21,7-0,240,Indiana,USA,2013,1,4,82,6.0,4.3,1.1,-3.0,8.0%,15.9%,17.8%,49.8%,10.6%
Cole Aldrich,NYK,25,6-11,245,Kansas,USA,2010,1,11,46,2.0,2.8,0.3,-1.5,11.3%,27.9%,12.4%,62.0%,6.3%
Corey Brewer,MIN,28,6-9,185,Florida,USA,2007,1,7,81,12.3,2.6,1.7,5.9,2.3%,5.6%,15.9%,55.0%,7.5%
Cory Joseph,SAS,22,6-3,190,Texas,Canada,2011,1,29,68,5.0,1.6,1.7,0.1,3.8%,7.9%,16.7%,55.8%,18.0%
Courtney Lee,MEM,28,6-5,200,Western Kentucky,USA,2008,1,22,79,9.6,2.4,1.5,1.3,1.5%,8.3%,16.8%,57.4%,9.3%
D.J. Augustin,CHI,26,6-0,183,Texas,USA,2008,1,9,71,13.1,1.8,4.4,1.4,0.8%,5.9%,22.1%,56.9%,29.7%
DJ Stephens,MIL,23,6-5,188,Memphis,USA,Undrafted,Undrafted,Undrafted,3,2.3,1.7,0.0,-2.2,5.6%,30.8%,20.0%,47.0%,0.0%
DJ White,CHA,27,6-9,250,Indiana,USA,2008,1,29,2,0.0,1.0,0.0,-15.6,0.0%,33.3%,3.7%,0.0%,0.0%
Damian Lillard,POR,23,6-3,195,Weber State,USA,2012,1,6,82,20.7,3.5,5.6,6.0,1.2%,8.2%,24.4%,56.8%,24.9%
Damion James,SAS,26,6-7,225,Texas,USA,2010,1,24,5,1.2,2.4,0.6,11.8,1.8%,22.9%,9.5%,30.4%,7.1%
Daniel Orton,PHI,23,6-10,275,Kentucky,USA,2010,1,29,22,3.0,2.8,0.7,-7.1,5.9%,18.4%,12.6%,54.0%,9.7%
Danny Granger,LAC,31,6-9,228,New Mexico,USA,2005,1,17,41,8.2,3.2,1.0,5.9,3.5%,11.4%,19.5%,50.2%,8.0%
Danny Green,SAS,27,6-6,215,North Carolina,USA,2009,2,46,68,9.1,3.4,1.5,9.9,1.6%,11.7%,16.2%,58.0%,9.2%
Dante Cunningham,MIN,27,6-8,221,Villanova,USA,2009,2,33,81,6.3,4.1,1.0,-1.1,6.5%,13.4%,15.1%,47.4%,8.0%
Darius Johnson-Odom,PHI,24,6-2,215,Marquette,USA,2012,2,55,3,0.0,0.7,0.3,-4.2,0.0%,12.5%,25.6%,0.0%,10.0%
Darius Miller,NOP,24,6-8,225,Kentucky,USA,2012,2,46,45,4.4,1.2,1.0,3.1,1.3%,6.0%,12.5%,55.0%,9.0%
Darius Morris,MEM,23,6-4,195,Michigan,USA,2011,2,41,27,4.0,1.0,1.6,-9.1,2.1%,6.6%,18.1%,49.8%,25.9%
Darrell Arthur,DEN,26,6-9,235,Kansas,USA,2008,1,27,68,5.9,3.1,0.9,3.1,4.4%,12.6%,18.1%,45.9%,8.2%
Darren Collison,LAC,26,6-0,175,UCLA,USA,2009,1,21,80,11.4,2.4,3.7,5.3,2.3%,6.4%,19.4%,57.5%,22.5%
David Lee,GSW,31,6-9,240,Florida,USA,2005,1,30,69,18.2,9.3,2.1,10.0,8.1%,19.3%,24.0%,56.6%,10.1%
David West,IND,33,6-9,250,Xavier,USA,2003,1,18,80,14.0,6.8,2.8,8.1,5.1%,15.9%,21.7%,53.3%,15.8%
DeAndre Jordan,LAC,25,6-11,265,Texas A&M,USA,2008,2,35,82,10.4,13.6,0.9,8.7,11.9%,26.0%,12.3%,63.0%,3.6%
DeAndre Liggins,MIA,26,6-6,209,Kentucky,USA,2011,2,53,1,2.0,1.0,0.0,-25.0,50.0%,0.0%,16.7%,100%,0.0%
DeJuan Blair,DAL,25,6-7,270,Pittsburgh,USA,2009,2,37,78,6.4,4.7,0.9,0.7,11.4%,19.8%,18.7%,55.7%,8.8%
DeMar DeRozan,TOR,24,6-7,216,USC,USA,2009,1,9,79,22.7,4.3,4.0,3.1,1.7%,9.9%,27.8%,53.2%,18.9%
DeMarcus Cousins,SAC,23,6-11,270,Kentucky,USA,2010,1,5,71,22.7,11.7,2.9,-0.7,9.7%,27.5%,32.3%,55.5%,17.5%
DeMarre Carroll,ATL,27,6-8,212,Missouri,USA,2009,1,27,73,11.1,5.5,1.8,2.2,4.8%,12.7%,14.9%,57.5%,8.8%
Dennis Schroder,ATL,20,6-1,168,None,Germany,2013,1,17,49,3.7,1.2,1.9,-16.6,0.8%,9.1%,18.8%,44.2%,24.7%
Derek Fisher,OKC,39,6-1,210,Arkansas-Little Rock,USA,1996,1,24,81,5.2,1.5,1.4,8.9,0.9%,7.7%,13.6%,54.2%,12.0%
Deron Williams,BKN,30,6-3,209,Illinois,USA,2005,1,3,64,14.3,2.6,6.1,4.4,0.8%,7.9%,21.4%,56.4%,31.2%
Derrick Favors,UTA,22,6-10,268,Georgia Tech,USA,2010,1,3,73,13.3,8.7,1.2,-8.2,9.2%,21.2%,20.6%,55.6%,7.2%
Derrick Rose,CHI,25,6-3,190,Memphis,USA,2008,1,1,10,15.9,3.2,4.3,-5.7,2.7%,6.8%,28.9%,44.6%,25.7%
Derrick Williams,SAC,23,6-8,240,Arizona,USA,2011,1,2,78,8.0,4.1,0.7,-4.3,3.7%,13.4%,15.8%,52.4%,4.9%
Devin Harris,DAL,31,6-3,192,Wisconsin,USA,2004,1,5,40,7.9,2.1,4.5,8.4,1.0%,9.6%,19.5%,51.7%,31.2%
Dewayne Dedmon,ORL,24,7-0,255,USC,USA,Undrafted,Undrafted,Undrafted,31,3.1,4.1,0.2,-6.7,9.6%,25.5%,12.9%,50.0%,2.1%
Dexter Pittman,ATL,26,6-11,285,Texas,USA,2010,2,32,2,0.0,1.5,0.0,-16.7,60.0%,0.0%,25.0%,0.0%,0.0%
Diante Garrett,UTA,25,6-4,190,Iowa State,,Undrafted,Undrafted,Undrafted,71,3.5,1.4,1.7,-5.3,1.0%,8.4%,14.8%,45.9%,18.3%
Dion Waiters,CLE,22,6-4,225,Syracuse,USA,2012,1,4,70,15.9,2.8,3.0,-1.9,1.5%,7.9%,26.4%,50.8%,18.3%
Dionte Christmas,PHX,27,6-5,205,Temple,USA,Undrafted,Undrafted,Undrafted,31,2.3,1.2,0.3,-7.6,5.9%,13.6%,16.3%,48.9%,6.7%
Dirk Nowitzki,DAL,36,7-0,245,None,Germany,1998,1,9,80,21.7,6.2,2.7,5.5,1.6%,18.4%,26.0%,60.3%,14.0%
Donald Sloan,IND,26,6-3,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,48,2.3,0.9,1.0,-10.4,1.0%,10.1%,17.0%,43.7%,22.3%
Donatas Motiejunas,HOU,23,7-0,222,None,Lithuania,2011,1,20,62,5.5,3.6,0.5,3.2,6.2%,16.3%,17.2%,50.4%,5.8%
Dorell Wright,POR,28,6-9,205,None,USA,2004,1,19,68,5.0,2.8,0.9,3.6,2.9%,15.7%,15.9%,52.4%,9.6%
Doron Lamb,ORL,22,6-4,200,Kentucky,USA,2012,2,42,53,3.6,0.9,0.8,0.9,1.2%,6.1%,13.1%,54.3%,9.3%
Draymond Green,GSW,24,6-7,230,Michigan State,USA,2012,2,35,82,6.2,5.0,1.9,4.8,4.6%,17.3%,14.6%,49.8%,12.7%
Drew Gooden,WAS,32,6-10,250,Kansas,USA,2002,1,4,22,8.3,5.2,0.7,-3.7,9.9%,21.4%,20.0%,59.1%,6.6%
Dwight Buycks,TOR,25,6-3,190,Marquette,USA,Undrafted,Undrafted,Undrafted,14,3.1,1.6,0.7,1.4,2.5%,13.9%,18.1%,41.4%,11.5%
Dwight Howard,HOU,28,6-11,265,None,USA,2004,1,1,71,18.3,12.2,1.8,7.0,10.2%,25.0%,24.1%,60.0%,9.1%
Dwyane Wade,MIA,32,6-4,220,Marquette,USA,2003,1,5,54,19.0,4.5,4.7,4.3,4.1%,10.6%,27.2%,58.8%,24.9%
E'Twaun Moore,ORL,25,6-4,191,Purdue,USA,2011,2,55,79,6.3,1.7,1.4,-5.0,1.9%,7.0%,15.9%,51.3%,12.2%
Earl Clark,NYK,26,6-10,234,Louisville,USA,2009,1,14,54,4.8,2.6,0.3,-9.3,2.8%,15.9%,17.6%,46.6%,3.9%
Earl Watson,POR,35,6-1,199,California-Los Angeles,USA,2001,2,39,24,0.5,0.6,1.2,-1.6,3.1%,6.1%,8.0%,47.0%,24.6%
Ed Davis,MEM,25,6-10,225,North Carolina,USA,2010,1,13,63,5.7,4.1,0.4,3.4,9.7%,17.7%,17.1%,54.2%,4.5%
Ekpe Udoh,MIL,27,6-10,245,Baylor,USA,2010,1,6,42,3.4,3.5,0.7,-9.7,7.7%,10.5%,11.6%,44.0%,5.9%
Elias Harris,LAL,24,6-8,239,Gonzaga,Germany,Undrafted,Undrafted,Undrafted,2,0.0,0.5,0.5,-18.6,8.3%,0.0%,3.6%,0.0%,9.1%
Elliot Williams,PHI,25,6-5,180,Memphis,,2010,1,22,67,6.0,1.9,1.1,-14.1,2.3%,8.7%,16.3%,51.9%,10.4%
Elton Brand,ATL,35,6-9,254,Duke,USA,1999,1,1,73,5.7,4.9,1.0,-1.8,7.5%,19.0%,13.8%,56.1%,8.1%
Enes Kanter,UTA,22,6-11,247,,Turkey,2011,1,3,80,12.3,7.5,0.9,-12.2,10.3%,19.5%,22.8%,52.3%,6.4%
Eric Bledsoe,PHX,24,6-1,195,Kentucky,USA,2010,1,18,43,17.7,4.7,5.5,4.3,1.9%,12.0%,24.4%,57.8%,27.2%
Eric Gordon,NOP,25,6-4,215,Indiana,USA,2008,1,7,64,15.4,2.6,3.3,-6.4,1.5%,7.1%,22.7%,54.0%,16.4%
Eric Maynor,PHI,27,6-3,175,Va Commonwealth,USA,2009,1,20,31,2.6,1.3,1.7,-24.8,2.5%,10.0%,17.8%,38.7%,29.1%
Erik Murphy,CHI,23,6-10,230,Florida,,2013,2,49,24,0.3,0.3,0.1,-41.4,2.7%,10.2%,10.1%,23.1%,6.5%
Ersan Ilyasova,MIL,27,6-10,235,None,Turkey,2005,2,36,55,11.2,6.2,1.3,-8.1,6.8%,16.8%,21.0%,48.6%,8.6%
Evan Fournier,DEN,21,6-6,200,None,France,2012,1,20,76,8.4,2.7,1.5,0.4,2.1%,10.7%,19.1%,53.3%,11.9%
Evan Turner,IND,25,6-7,220,Ohio State,USA,2010,1,2,81,14.0,5.0,3.2,-7.4,2.4%,13.4%,22.9%,49.8%,17.4%
Francisco Garcia,HOU,32,6-7,195,Louisville,Dominican Rep...,2005,1,23,55,5.7,2.2,1.1,1.5,2.0%,8.6%,13.1%,52.1%,9.0%
Gal Mekel,DAL,26,6-3,191,Wichita State,Israel,Undrafted,Undrafted,Undrafted,31,2.4,0.9,2.0,-0.8,1.6%,8.5%,17.6%,40.0%,29.9%
Garrett Temple,WAS,28,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,75,1.8,0.9,1.0,-5.6,3.3%,8.0%,13.8%,43.1%,18.0%
Gary Neal,CHA,29,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,52,10.5,1.7,1.6,-8.0,0.9%,7.6%,23.5%,53.0%,13.7%
George Hill,IND,28,6-3,188,None,USA,2008,1,26,76,10.3,3.7,3.5,6.6,2.3%,8.9%,14.6%,56.3%,17.0%
Gerald Green,PHX,28,6-8,210,None,USA,2005,1,18,82,15.8,3.4,1.5,1.1,2.1%,9.8%,23.3%,58.5%,8.5%
Gerald Henderson,CHA,26,6-5,215,Duke,USA,2009,1,12,77,14.0,4.0,2.6,-1.3,1.3%,11.2%,22.1%,50.7%,13.7%
Gerald Wallace,BOS,31,6-7,220,Alabama,USA,2001,1,25,58,5.1,3.7,2.5,-5.8,2.5%,13.1%,11.5%,54.3%,15.2%
Giannis Antetokounmpo,MIL,19,6-9,205,None,Greece,2013,1,15,77,6.8,4.4,1.9,-4.5,4.2%,14.0%,14.8%,51.8%,12.0%
Gigi Datome,DET,26,6-8,215,None,Italy,Undrafted,Undrafted,Undrafted,34,2.4,1.4,0.3,7.7,5.2%,14.5%,19.8%,40.9%,7.1%
Glen Davis,LAC,28,6-9,289,Louisiana State,USA,2007,2,35,68,9.4,5.2,1.1,-5.0,6.5%,14.9%,20.0%,49.1%,8.0%
Glen Rice,WAS,23,6-6,206,Michigan,,2013,2,35,11,2.9,1.8,0.6,5.9,3.1%,16.0%,18.6%,39.9%,10.1%
Goran Dragic,PHX,28,6-3,190,None,Slovenia,2008,2,45,76,20.3,3.2,5.9,5.6,2.7%,6.6%,24.1%,60.4%,27.4%
Gordon Hayward,UTA,24,6-8,220,Butler,USA,2010,1,9,77,16.2,5.1,5.2,-7.4,2.3%,12.6%,22.7%,52.0%,23.7%
Gorgui Dieng,MIN,24,6-11,238,Louisville,Senegal,2013,1,21,60,4.8,5.0,0.7,-3.5,11.7%,23.4%,16.7%,53.4%,7.6%
Greg Monroe,DET,24,6-11,250,Georgetown,USA,2010,1,7,82,15.2,9.3,2.1,-2.7,8.8%,19.6%,21.1%,53.1%,10.1%
Greg Oden,MIA,26,7-0,273,Ohio State,USA,2007,1,1,23,2.9,2.3,0.0,-7.2,11.2%,15.8%,15.0%,56.7%,0.7%
Greg Smith,HOU,23,6-10,250,Fresno State,USA,Undrafted,Undrafted,Undrafted,11,3.5,2.5,0.0,-7.2,10.3%,15.5%,14.6%,62.9%,0.0%
