Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Andrew Bogut,MIL,21,7-0,245,Utah,Australia,2005,1,1,82,9.4,7.0,2.3,1.9,8.4%,17.6%,15.7%,55.5%,13.3%
Andrew Bynum,LAL,18,7-0,275,None,USA,2005,1,10,46,1.6,1.7,0.2,-5.1,9.6%,13.8%,14.6%,39.4%,4.4%
Andris Biedrins,GSW,20,6-11,245,None,Latvia,2004,1,11,68,3.8,4.2,0.4,2.4,12.1%,16.6%,11.0%,59.5%,3.8%
Anfernee Hardaway,NYK,34,6-7,215,Memphis,USA,1993,1,3,4,2.5,2.5,2.0,3.6,0.0%,15.2%,13.5%,33.6%,17.4%
Antawn Jamison,WAS,30,6-9,235,North Carolina,USA,1998,1,4,82,20.5,9.3,1.9,3.3,5.0%,19.3%,23.3%,51.8%,8.3%
Anthony Carter,MIN,31,6-2,195,Hawaii,USA,Undrafted,Undrafted,Undrafted,45,3.3,1.4,2.2,-2.8,1.6%,9.1%,15.7%,46.5%,27.7%
Anthony Goldwire,LAC,34,6-2,182,Houston,USA,1994,2,52,3,0.7,0.3,0.7,-4.7,0.0%,5.0%,17.0%,14.3%,18.2%
Anthony Grundy,ATL,27,6-3,185,North Carolina State,USA,Undrafted,Undrafted,Undrafted,12,4.3,1.4,0.8,11.7,0.9%,13.7%,20.9%,58.9%,13.0%
Anthony Johnson,IND,31,6-3,200,College of Charleston,USA,1997,2,39,75,9.2,2.2,4.3,3.1,1.7%,6.8%,18.1%,52.0%,27.9%
Anthony Roberson,MEM,23,6-2,180,Florida,USA,Undrafted,Undrafted,Undrafted,16,2.2,0.4,0.3,1.4,0.0%,6.0%,18.9%,54.9%,12.2%
Antoine Walker,MIA,29,6-9,245,Kentucky,USA,1996,1,6,82,12.2,5.1,2.0,2.6,4.9%,14.5%,22.5%,52.4%,12.9%
Antoine Wright,NJN,22,6-7,210,Texas A&M,USA,2005,1,15,39,1.8,0.8,0.3,-8.8,2.4%,6.2%,14.2%,38.6%,5.7%
Antonio Burks,MEM,26,6-0,195,Memphis,USA,2004,2,36,57,2.0,0.6,1.3,-3.0,0.8%,6.0%,15.5%,36.7%,24.0%
Antonio Daniels,WAS,31,6-4,205,Bowling Green,USA,1997,1,4,80,9.6,2.2,3.6,2.7,0.9%,7.2%,15.3%,55.0%,19.6%
Antonio Davis,TOR,37,6-9,245,Texas-El Paso,USA,1990,2,45,44,4.9,4.7,0.5,-10.1,9.9%,14.3%,13.3%,47.9%,3.5%
Antonio McDyess,DET,31,6-9,245,Alabama,USA,1995,1,2,82,7.8,5.3,1.1,4.4,9.1%,17.7%,18.3%,52.0%,8.9%
Arvydas Macijauskas,NOK,26,6-4,214,None,Lithuania,Undrafted,Undrafted,Undrafted,19,2.3,0.5,0.3,-2.8,2.3%,6.0%,19.3%,46.2%,7.1%
Austin Croshere,IND,31,6-10,235,Providence,USA,1997,1,12,50,8.2,5.3,1.2,4.1,5.9%,17.8%,15.1%,61.8%,8.9%
Awvee Storey,WAS,29,6-6,225,Arizona State,USA,Undrafted,Undrafted,Undrafted,25,1.7,0.9,0.2,7.8,6.5%,13.5%,19.1%,45.6%,5.9%
Baron Davis,GSW,27,6-3,215,California-Los Angeles,USA,1999,1,3,54,17.9,4.4,8.9,0.7,2.2%,9.8%,25.8%,48.9%,41.2%
Ben Gordon,CHI,23,6-3,200,Connecticut,USA,2004,1,3,80,16.9,2.7,3.0,1.4,1.7%,6.9%,25.8%,53.1%,17.0%
Ben Wallace,DET,31,6-9,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,82,7.3,11.3,1.9,11.6,10.9%,22.5%,11.3%,50.1%,8.1%
Beno Udrih,SAS,23,6-3,200,None,Slovenia,2004,1,28,55,5.0,0.9,1.7,3.9,3.3%,6.3%,24.2%,53.9%,27.3%
Bernard Robinson,CHA,25,6-6,210,Michigan,USA,2004,2,45,66,6.4,3.3,1.2,-3.5,4.6%,12.9%,16.4%,49.8%,9.6%
Billy Thomas,WAS,30,6-5,220,Kansas,USA,Undrafted,Undrafted,Undrafted,17,2.2,0.8,0.5,-1.8,3.4%,7.0%,15.0%,46.5%,10.8%
Bo Outlaw,ORL,35,6-8,220,Houston,USA,Undrafted,Undrafted,Undrafted,32,2.3,2.4,0.4,-1.1,9.5%,13.0%,10.3%,61.0%,6.5%
Bobby Jackson,MEM,33,6-1,185,Minnesota,USA,1997,1,23,71,11.4,3.1,2.7,5.4,2.7%,10.9%,24.4%,49.7%,20.5%
Bobby Simmons,MIL,26,6-6,228,DePaul,USA,2001,2,41,75,13.4,4.4,2.3,1.0,3.8%,10.1%,18.1%,55.9%,11.2%
Boniface Ndong,LAC,28,7-0,205,None,Senegal,Undrafted,Undrafted,Undrafted,23,2.2,1.6,0.3,-14.4,9.6%,16.9%,17.9%,43.9%,8.0%
Bonzi Wells,SAC,29,6-5,210,Ball State,USA,1998,1,11,52,13.6,7.7,2.8,3.8,8.9%,16.1%,21.9%,50.7%,13.9%
Boris Diaw,PHX,24,6-8,215,None,France,2003,1,21,81,13.3,6.9,6.2,8.7,5.8%,13.4%,17.7%,56.4%,24.5%
Bostjan Nachbar,NJN,25,6-9,221,None,Slovenia,2002,1,15,36,4.4,1.7,0.8,0.1,1.6%,11.0%,18.2%,44.8%,9.4%
Bracey Wright,MIN,21,6-3,210,Indiana,USA,2005,2,47,7,8.9,2.6,0.7,-5.7,2.2%,10.9%,22.3%,53.4%,7.2%
Brad Miller,SAC,30,7-0,261,Purdue,USA,Undrafted,Undrafted,Undrafted,79,15.0,7.8,4.7,3.9,4.4%,17.2%,18.6%,57.6%,20.5%
Brandon Bass,NOK,21,6-8,240,Louisiana State,USA,2005,2,33,29,2.3,2.3,0.1,-7.9,7.3%,18.9%,15.5%,43.4%,2.0%
Brendan Haywood,WAS,26,7-0,263,North Carolina,USA,2001,1,20,79,7.3,5.9,0.6,2.7,10.4%,14.7%,14.8%,54.2%,3.8%
Brent Barry,SAS,34,6-7,210,Oregon State,USA,1995,1,15,74,5.8,2.1,1.7,7.9,2.4%,10.2%,15.2%,58.1%,15.7%
Brevin Knight,CHA,30,5-10,170,Stanford,USA,1997,1,16,69,12.6,3.2,8.8,-4.9,1.4%,8.7%,20.0%,47.8%,41.2%
Brian Cardinal,MEM,29,6-8,245,Purdue,USA,2000,2,44,36,3.4,1.5,0.9,6.7,3.1%,12.1%,17.9%,50.5%,13.6%
Brian Cook,LAL,25,6-9,258,Illinois,USA,2003,1,24,81,7.9,3.4,0.9,4.0,5.8%,13.0%,18.1%,57.8%,7.9%
Brian Grant,PHX,34,6-9,254,Xavier,USA,1994,1,8,21,2.9,2.7,0.3,-2.4,4.4%,17.9%,13.4%,44.5%,3.9%
Brian Scalabrine,BOS,28,6-9,235,Southern California,USA,2001,2,34,71,2.9,1.6,0.7,-1.5,3.2%,9.6%,12.6%,49.1%,9.0%
Brian Skinner,POR,30,6-9,265,Baylor,USA,1998,1,22,65,2.9,3.5,0.5,-12.2,8.4%,16.1%,11.2%,51.7%,5.6%
Bruce Bowen,SAS,35,6-7,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,7.5,3.9,1.5,7.4,1.4%,10.5%,11.0%,54.0%,6.7%
Bryon Russell,DEN,35,6-7,225,Long Beach State,USA,1993,2,45,1,0.0,1.0,1.0,66.7,0.0%,50.0%,0.0%,0.0%,33.3%
CJ Miles,UTA,19,6-6,210,None,USA,2005,2,34,23,3.4,1.7,0.7,-1.3,8.6%,11.0%,21.3%,45.6%,14.2%
Calbert Cheaney,GSW,34,6-7,210,Indiana,USA,1993,1,6,42,2.2,1.5,0.5,-9.1,4.1%,9.7%,12.6%,41.2%,7.4%
Calvin Booth,WAS,30,6-11,250,Penn State,USA,1999,2,35,33,1.4,1.6,0.4,-2.6,7.8%,14.3%,10.3%,45.1%,7.5%
Carlos Arroyo,ORL,26,6-2,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,77,5.8,1.7,3.0,2.1,2.9%,8.2%,19.9%,51.2%,32.0%
Carlos Boozer,UTA,24,6-9,258,Duke,USA,2002,2,34,33,16.3,8.6,2.7,-2.7,7.6%,22.7%,23.1%,58.5%,15.4%
Carlos Delfino,DET,23,6-6,230,None,Argentina,2003,1,25,68,3.6,1.7,0.6,-5.8,3.8%,12.5%,18.3%,48.3%,10.5%
Carmelo Anthony,DEN,22,6-8,230,Syracuse,USA,2003,1,3,80,26.5,4.9,2.7,0.6,4.4%,9.2%,31.3%,56.3%,14.1%
Caron Butler,WAS,26,6-7,228,Connecticut,USA,2002,1,10,75,17.6,6.2,2.5,1.8,4.2%,13.9%,22.8%,53.5%,12.0%
Channing Frye,NYK,23,6-11,248,Arizona,USA,2005,1,8,65,12.3,5.8,0.8,-1.0,8.9%,15.9%,23.3%,54.1%,6.6%
Charles Smith,DEN,30,6-4,200,New Mexico,USA,1997,1,26,22,3.6,0.7,0.4,-0.3,1.4%,6.6%,17.4%,53.0%,7.4%
Charlie Bell,MIL,27,6-3,200,Michigan State,,Undrafted,Undrafted,Undrafted,59,8.4,2.0,2.2,1.1,1.7%,8.3%,17.3%,55.0%,16.5%
Charlie Villanueva,TOR,21,6-11,240,Connecticut,USA,2005,1,7,81,13.0,6.4,1.1,-0.7,8.0%,15.9%,21.3%,52.1%,6.3%
Chauncey Billups,DET,29,6-3,202,Colorado,USA,1997,1,3,81,18.5,3.1,8.6,10.8,1.5%,7.7%,22.5%,60.2%,39.2%
Chris Andersen,NOK,27,6-10,228,Blinn,USA,Undrafted,Undrafted,Undrafted,32,5.0,4.8,0.2,1.3,10.7%,18.6%,13.7%,56.2%,1.8%
Chris Bosh,TOR,22,6-10,230,Georgia Tech,USA,2003,1,4,70,22.5,9.2,2.6,-1.0,7.9%,18.4%,25.2%,58.5%,11.7%
Chris Duhon,CHI,23,6-1,185,Duke,USA,2004,2,38,74,8.7,3.0,5.0,-1.2,1.3%,9.1%,14.9%,53.8%,26.9%
Chris Kaman,LAC,24,7-0,265,Central Michigan,USA,2003,1,6,78,11.9,9.6,1.0,3.9,8.0%,21.5%,18.0%,57.0%,5.0%
Chris Mihm,LAL,26,7-0,265,Texas,USA,2000,1,7,59,10.2,6.3,1.0,2.3,9.3%,15.7%,18.4%,55.2%,6.3%
Chris Paul,NOK,21,6-0,175,Wake Forest,USA,2005,1,4,78,16.1,5.1,7.8,-3.2,2.2%,13.1%,21.6%,54.6%,37.8%
Chris Taft,GSW,21,6-10,261,Pittsburgh,USA,2005,2,42,17,2.8,2.1,0.1,4.9,13.0%,13.7%,13.2%,57.8%,2.4%
Chris Webber,PHI,33,6-10,245,Michigan,USA,1993,1,1,75,20.2,9.9,3.4,-2.5,6.7%,20.3%,27.1%,48.2%,15.7%
Chris Wilcox,SEA,23,6-10,235,Maryland,USA,2002,1,8,77,8.1,5.3,0.7,1.5,8.3%,19.3%,17.2%,60.5%,5.4%
Chuck Hayes,HOU,23,6-6,242,Kentucky,USA,Undrafted,Undrafted,Undrafted,40,3.7,4.5,0.4,9.0,12.2%,22.0%,11.6%,58.9%,4.4%
Chucky Atkins,MEM,31,5-11,185,South Florida,USA,Undrafted,Undrafted,Undrafted,71,9.5,1.7,2.8,1.1,1.4%,5.9%,19.7%,52.6%,20.6%
Clifford Robinson,NJN,39,6-10,240,Connecticut,USA,1989,2,36,80,6.9,3.3,1.1,0.6,3.0%,11.7%,15.0%,50.2%,8.5%
Corey Maggette,LAC,26,6-6,225,Duke,USA,1999,1,13,32,17.8,5.3,2.1,6.8,3.3%,13.8%,27.1%,58.4%,12.0%
Corliss Williamson,SAC,32,6-7,245,Arkansas,USA,1995,1,13,37,3.4,1.8,0.4,2.8,6.5%,11.8%,19.6%,50.6%,6.8%
Cuttino Mobley,LAC,30,6-4,215,Rhode Island,USA,1998,2,41,79,14.8,4.3,3.0,2.2,1.8%,9.5%,19.4%,51.9%,12.9%
DJ Mbenga,DAL,25,7-0,245,None,,Undrafted,Undrafted,Undrafted,43,1.7,1.3,0.0,-0.2,9.0%,16.4%,16.2%,53.8%,1.4%
Dahntay Jones,MEM,25,6-6,210,Duke,USA,2003,1,20,71,4.0,1.5,0.5,-7.3,2.1%,9.5%,17.1%,46.2%,7.5%
Dale Davis,DET,37,6-11,252,Clemson,USA,1991,1,13,28,0.9,1.9,0.2,-7.5,11.4%,19.6%,8.9%,42.5%,5.4%
Damien Wilkins,SEA,26,6-6,225,Georgia,USA,Undrafted,Undrafted,Undrafted,82,6.5,2.3,1.3,-5.4,5.3%,8.2%,17.0%,52.9%,11.4%
Damon Jones,CLE,29,6-3,190,Houston,USA,Undrafted,Undrafted,Undrafted,82,6.7,1.6,2.1,2.1,0.7%,6.0%,12.1%,53.8%,12.4%
Damon Stoudamire,MEM,32,5-10,174,Arizona,USA,1995,1,7,27,11.7,3.5,4.7,4.9,2.8%,8.8%,20.1%,50.4%,26.3%
Dan Dickau,BOS,27,6-0,190,Gonzaga,USA,2002,1,28,19,3.3,0.8,2.1,2.8,2.5%,4.8%,13.7%,57.5%,23.3%
Dan Gadzuric,MIL,28,6-11,240,California-Los Angeles,Netherlands,2002,2,33,74,5.2,3.1,0.3,-1.3,10.1%,17.8%,19.2%,55.0%,4.8%
Daniel Ewing,LAC,23,6-3,185,Duke,USA,2005,2,32,66,3.8,1.3,1.3,-2.4,2.5%,6.3%,15.5%,45.8%,14.5%
Danny Fortson,SEA,30,6-8,260,Cincinnati,USA,1997,1,10,23,3.8,3.4,0.1,9.6,12.3%,19.6%,15.2%,62.2%,1.1%
Danny Granger,IND,23,6-9,228,New Mexico,USA,2005,1,17,78,7.5,4.9,1.2,-1.3,7.7%,14.1%,16.0%,54.0%,9.2%
Darius Miles,POR,24,6-9,210,None,USA,2000,1,3,40,14.0,4.6,1.8,-8.5,2.0%,12.4%,25.3%,48.0%,10.6%
Darius Songaila,CHI,28,6-8,240,Wake Forest,Lithuania,2002,2,49,62,9.2,4.0,1.4,2.3,5.9%,12.9%,21.2%,52.4%,11.3%
Darko Milicic,ORL,21,7-0,245,None,Serbia,2003,1,2,55,4.8,2.7,0.7,-3.6,6.2%,14.1%,18.5%,52.0%,9.6%
Darrell Armstrong,DAL,38,6-1,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,62,2.1,1.3,1.4,-1.3,3.1%,10.4%,14.3%,44.4%,21.6%
Darrick Martin,TOR,35,5-11,170,UCLA,,Undrafted,Undrafted,Undrafted,40,2.6,0.5,1.4,8.6,0.7%,5.9%,16.6%,47.4%,24.7%
David Harrison,IND,23,7-0,280,Colorado,USA,2004,1,29,67,5.7,3.8,0.2,-1.0,8.2%,16.5%,19.8%,51.9%,2.6%
David Lee,NYK,23,6-9,249,Florida,USA,2005,1,30,67,5.1,4.5,0.6,-3.2,10.5%,18.4%,13.1%,60.9%,6.2%
David Wesley,HOU,35,6-1,203,Baylor,USA,Undrafted,Undrafted,Undrafted,71,9.9,2.5,2.9,-1.6,1.1%,6.6%,14.9%,54.6%,14.7%
David West,NOK,25,6-9,240,Xavier,USA,2003,1,18,74,17.1,7.4,1.2,-3.0,6.8%,16.6%,22.6%,55.4%,7.0%
DeSagana Diop,DAL,24,7-0,280,None,Senegal,2001,1,8,81,2.3,4.6,0.3,10.0,10.7%,16.1%,6.9%,51.2%,2.2%
DeShawn Stevenson,ORL,25,6-5,210,None,USA,2000,1,23,82,11.0,2.9,2.0,-4.8,2.5%,7.3%,17.8%,50.7%,10.1%
Delonte West,BOS,22,6-4,180,None,,2004,1,24,71,11.8,4.1,4.6,1.3,2.6%,10.0%,16.2%,57.4%,21.3%
Deng Gai,PHI,24,6-9,250,Fairfield,Sudan (UK),Undrafted,Undrafted,Undrafted,2,0.0,0.0,0.0,-10.0,0.0%,0.0%,0.0%,0.0%,0.0%
DerMarr Johnson,DEN,26,6-9,210,Cincinnati,USA,2000,1,6,58,6.1,1.7,0.9,-1.3,2.0%,8.4%,17.5%,54.5%,9.5%
Derek Anderson,MIA,31,6-5,195,Kentucky,USA,1997,1,13,43,8.1,3.3,2.3,-1.9,2.2%,12.0%,18.2%,49.6%,16.5%
Derek Fisher,GSW,31,6-1,205,Arkansas-Little Rock,USA,1996,1,24,82,13.3,2.6,4.3,-0.5,1.3%,6.9%,19.8%,53.6%,23.0%
Deron Williams,UTA,22,6-3,210,Illinois,USA,2005,1,3,80,10.8,2.4,4.5,-1.7,1.6%,7.3%,19.8%,50.0%,27.4%
Derrick Zimmerman,NJN,24,6-3,195,Mississippi State,USA,2003,2,40,2,2.0,2.0,3.5,-20.0,3.3%,14.3%,10.4%,66.7%,46.7%
Desmond Mason,NOK,28,6-5,222,Oklahoma State,USA,2000,1,17,70,10.8,4.3,0.9,-5.9,3.1%,12.0%,20.6%,46.0%,5.5%
Devean George,LAL,28,6-8,235,Augsburg,USA,1999,1,23,71,6.3,3.9,1.0,2.5,5.2%,12.7%,15.1%,48.4%,7.3%
Devin Brown,UTA,27,6-5,220,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,81,7.5,2.6,1.3,-3.4,4.3%,8.5%,18.9%,49.3%,10.8%
Devin Green,LAL,23,6-7,212,Hampton,USA,Undrafted,Undrafted,Undrafted,27,0.9,0.9,0.3,-15.0,6.9%,10.7%,13.9%,33.6%,9.7%
Devin Harris,DAL,23,6-3,185,Wisconsin,USA,2004,1,5,56,9.9,2.2,3.2,6.5,2.2%,7.9%,21.1%,54.4%,24.7%
Dijon Thompson,PHX,23,6-7,195,California-Los Angeles,USA,2005,2,54,10,2.8,1.1,0.1,-11.6,8.9%,14.0%,25.2%,54.1%,4.2%
Dikembe Mutombo,HOU,40,7-2,265,Georgetown,Congo,1991,1,4,64,2.6,4.8,0.1,-4.3,11.5%,22.3%,8.7%,62.6%,0.7%
Dirk Nowitzki,DAL,28,7-0,245,None,Germany,1998,1,9,81,26.6,9.0,2.8,8.6,4.1%,20.9%,29.3%,58.9%,14.2%
Donell Taylor,WAS,23,6-5,183,None,USA,Undrafted,Undrafted,Undrafted,51,2.7,1.0,0.9,0.0,3.6%,8.7%,17.9%,45.2%,17.0%
Donta Smith,ATL,22,6-7,215,S.E.Illinois,USA,2004,2,34,23,1.7,0.6,0.4,6.3,2.6%,9.9%,11.8%,58.9%,10.2%
Donyell Marshall,CLE,33,6-9,230,Connecticut,USA,1994,1,4,81,9.3,6.1,0.7,2.0,5.2%,19.6%,17.7%,51.7%,4.8%
Dorell Wright,MIA,20,6-8,205,None,USA,2004,1,19,20,2.9,1.6,0.4,-17.9,1.6%,23.1%,21.6%,57.4%,12.9%
Doug Christie,DAL,36,6-6,205,Pepperdine,USA,1992,1,17,7,3.7,1.9,2.0,-2.0,1.2%,6.4%,9.5%,41.6%,11.5%
Drew Gooden,CLE,24,6-10,242,Kansas,USA,2002,1,4,79,10.7,8.4,0.7,0.8,11.3%,21.0%,18.5%,55.2%,4.4%
Dwayne Jones,BOS,23,6-11,250,None,USA,Undrafted,Undrafted,Undrafted,14,1.0,2.2,0.1,10.1,13.2%,23.6%,9.6%,44.5%,3.4%
Dwight Howard,ORL,20,6-11,265,None,USA,2004,1,1,82,15.8,12.5,1.5,0.5,10.8%,26.0%,21.1%,56.5%,7.0%
Dwyane Wade,MIA,24,6-4,212,Marquette,USA,2003,1,5,75,27.2,5.7,6.7,8.4,4.0%,11.2%,31.8%,57.7%,31.2%
Earl Barron,MIA,24,7-0,270,Memphis,,Undrafted,Undrafted,Undrafted,8,1.6,1.3,0.0,-37.9,4.3%,18.6%,22.3%,36.6%,0.0%
Earl Boykins,DEN,30,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,60,12.6,1.4,3.8,-2.3,1.3%,4.1%,22.9%,51.3%,25.4%
Earl Watson,SEA,27,6-1,195,California-Los Angeles,USA,2001,2,39,70,8.9,2.3,4.1,4.9,1.6%,8.3%,19.3%,55.8%,28.9%
Eddie Basden,CHI,23,6-5,215,North Carolina-Charlotte,USA,Undrafted,Undrafted,Undrafted,19,2.1,1.5,0.4,7.5,5.0%,13.8%,15.6%,47.1%,9.4%
Eddie Gill,IND,27,6-0,190,Weber State,USA,Undrafted,Undrafted,Undrafted,41,1.1,0.4,0.3,2.4,0.0%,11.1%,21.5%,40.8%,17.6%
Eddie Griffin,MIN,24,6-10,240,Seton Hall,USA,2001,1,7,70,4.6,5.6,0.6,-5.8,8.2%,20.4%,15.4%,39.7%,4.9%
Eddie House,PHX,28,6-1,175,Arizona State,USA,2000,2,37,81,9.8,1.6,1.8,2.0,1.1%,7.8%,26.5%,51.2%,17.0%
Eddie Jones,MEM,34,6-6,200,Temple,USA,1994,1,10,75,11.8,3.7,2.4,7.5,1.6%,10.6%,17.8%,54.2%,12.4%
Eddy Curry,NYK,23,6-11,285,None,USA,2001,1,4,72,13.6,6.0,0.3,-11.0,8.5%,16.5%,24.2%,60.4%,2.0%
Eduardo Najera,DEN,29,6-8,220,Oklahoma,Mexico,2000,2,38,64,5.4,5.1,0.8,1.4,8.5%,13.8%,12.1%,49.4%,5.4%
Elton Brand,LAC,27,6-8,254,Duke,USA,1999,1,1,79,24.7,10.0,2.6,2.9,8.2%,17.3%,27.2%,58.0%,12.7%
Emeka Okafor,CHA,23,6-10,252,Connecticut,USA,2004,1,2,26,13.2,10.0,1.2,-3.9,10.4%,20.1%,21.6%,46.4%,6.0%
Eric Piatkowski,CHI,35,6-7,215,Nebraska,USA,1994,1,15,29,2.0,0.8,0.4,4.5,1.6%,8.3%,13.6%,46.7%,8.6%
Eric Snow,CLE,33,6-3,205,Michigan State,USA,1995,2,43,82,4.8,2.4,4.2,2.5,1.7%,7.1%,11.0%,44.4%,22.4%
Eric Williams,TOR,33,6-8,220,Providence,USA,1995,1,14,28,3.3,1.8,0.5,-5.9,3.1%,12.9%,14.3%,49.6%,6.5%
Erick Dampier,DAL,30,6-11,265,Mississippi State,USA,1996,1,10,82,5.7,7.8,0.6,7.2,15.2%,20.3%,13.2%,53.1%,4.1%
Ervin Johnson,MIL,38,6-11,245,New Orleans,USA,1993,1,23,18,0.8,1.3,0.1,-23.7,6.8%,21.6%,12.8%,41.9%,4.5%
Esteban Batista,ATL,22,6-10,270,None,Uruguay,Undrafted,Undrafted,Undrafted,57,1.8,2.5,0.1,0.3,11.8%,18.6%,12.1%,48.9%,2.1%
Etan Thomas,WAS,28,6-10,260,Syracuse,USA,2000,1,12,71,4.7,3.9,0.2,0.8,8.9%,17.2%,14.0%,56.0%,2.0%
Fabricio Oberto,SAS,31,6-10,245,None,Argentina,Undrafted,Undrafted,Undrafted,59,1.7,2.1,0.5,-3.5,12.2%,14.0%,12.1%,49.1%,8.9%
Flip Murray,CLE,26,6-3,197,Shaw,USA,2002,2,41,76,11.2,2.0,2.6,-2.3,1.6%,5.9%,21.6%,48.7%,16.0%
Francisco Elson,DEN,30,7-0,235,California,Netherlands,1999,2,41,72,4.9,4.7,0.7,2.6,6.9%,15.6%,11.1%,55.6%,4.4%
Francisco Garcia,SAC,24,6-7,195,Louisville,Dominican Rep...,2005,1,23,67,5.6,2.8,1.4,-0.9,3.1%,11.1%,15.4%,51.0%,11.8%
Fred Jones,IND,27,6-2,220,Oregon,USA,2002,1,14,68,9.6,2.5,2.3,0.5,1.0%,8.2%,18.3%,51.7%,15.4%
Gary Payton,MIA,37,6-4,190,Oregon State,USA,1990,1,2,81,7.7,2.9,3.2,2.6,1.5%,8.7%,13.9%,52.0%,17.6%
Gerald Fitch,MIA,23,6-3,188,Kentucky,USA,Undrafted,Undrafted,Undrafted,18,4.7,1.7,1.8,-1.7,2.8%,9.1%,21.1%,42.4%,22.8%
