Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Boban Marjanovic,LAC,29,7-3,290,None,Serbia,Undrafted,Undrafted,Undrafted,39,6.0,3.7,0.6,6.3,15.1%,27.4%,27.6%,61.6%,10.0%
Bobby Brown,HOU,33,6-2,175,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,20,2.5,0.4,0.6,-24.5,0.0%,6.1%,25.2%,42.5%,19.0%
Bobby Portis,CHI,23,6-11,248,Arkansas,USA,2015,1,22,73,13.2,6.8,1.7,-2.1,8.9%,20.7%,25.0%,54.8%,12.6%
Bogdan Bogdanovic,SAC,25,6-6,205,None,Serbia,2014,1,27,78,11.8,2.9,3.3,-8.6,1.4%,9.4%,19.2%,55.6%,18.3%
Bojan Bogdanovic,IND,29,6-8,230,None,Croatia,2011,2,31,80,14.3,3.4,1.5,1.5,1.2%,9.7%,18.5%,60.5%,7.1%
Bradley Beal,WAS,25,6-5,207,Florida,USA,2012,1,3,82,22.6,4.4,4.5,2.4,2.1%,10.1%,26.8%,56.4%,20.6%
Brandan Wright,MEM,30,6-10,235,North Carolina,USA,2007,1,8,28,5.0,3.4,0.5,5.3,8.6%,16.1%,14.0%,59.6%,5.6%
Brandon Ingram,LAL,20,6-9,190,Duke,USA,2016,1,2,59,16.1,5.3,3.9,-2.7,2.7%,12.1%,21.8%,53.6%,17.7%
Brandon Jennings,MIL,28,6-1,170,None,USA,2009,1,10,14,5.2,2.2,3.1,-13.1,2.2%,13.1%,19.1%,47.8%,33.1%
Brandon Paul,SAS,27,6-4,200,None,,Undrafted,Undrafted,Undrafted,64,2.3,1.1,0.6,0.3,1.1%,10.9%,13.1%,50.4%,9.6%
Briante Weber,MEM,25,6-2,165,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,18,2.8,1.9,1.2,-21.6,3.0%,13.0%,11.1%,52.7%,13.9%
Brice Johnson,LAC,24,6-10,230,North Carolina,USA,2016,1,25,18,2.4,1.7,0.1,-2.3,8.0%,22.7%,19.3%,48.6%,3.0%
Brook Lopez,LAL,30,7-0,268,Stanford,USA,2008,1,10,74,13.0,4.0,1.7,-2.3,4.1%,12.0%,23.0%,55.7%,11.3%
Bruno Caboclo,SAC,22,6-9,205,None,Brazil,2014,1,20,12,2.2,1.8,0.3,2.4,6.2%,14.6%,15.2%,38.6%,5.6%
Bryn Forbes,SAS,24,6-3,190,Michigan State,USA,Undrafted,Undrafted,Undrafted,80,6.9,1.4,1.0,3.5,0.8%,6.5%,15.9%,52.5%,7.7%
Buddy Hield,SAC,25,6-4,214,Oklahoma,Bahamas,2016,1,6,80,13.5,3.8,1.9,-4.1,2.7%,12.9%,23.6%,55.7%,12.7%
C.J. Williams,LAC,28,6-5,230,North Carolina State,USA,Undrafted,Undrafted,Undrafted,38,5.5,1.5,1.1,-1.2,1.7%,5.8%,13.4%,51.2%,8.6%
CJ McCollum,POR,26,6-3,190,Lehigh,USA,2013,1,10,81,21.4,4.0,3.4,1.6,1.7%,8.9%,25.9%,53.6%,15.6%
CJ Miles,TOR,31,6-6,225,None,USA,2005,2,34,70,10.0,2.2,0.8,8.0,1.3%,9.7%,21.4%,54.5%,6.1%
Caleb Swanigan,POR,21,6-8,250,Purdue,USA,2017,1,26,27,2.3,2.0,0.5,-3.1,7.5%,20.7%,18.9%,44.9%,12.4%
Cameron Payne,CHI,23,6-3,185,Murray State,USA,2015,1,14,25,8.8,2.8,4.5,-7.5,2.7%,8.9%,18.3%,49.8%,29.4%
Caris LeVert,BKN,23,6-7,203,Michigan,USA,2016,1,20,71,12.1,3.7,4.2,-6.4,2.6%,10.4%,21.6%,52.5%,26.5%
Carmelo Anthony,OKC,34,6-8,240,Syracuse,USA,2003,1,3,78,16.2,5.8,1.3,5.2,2.5%,15.8%,22.3%,50.3%,6.1%
Cedi Osman,CLE,23,6-8,215,None,Turkey,2015,2,31,61,3.9,2.0,0.7,3.9,2.8%,14.9%,15.1%,57.7%,8.4%
Chandler Parsons,MEM,29,6-10,230,Florida,USA,2011,2,38,36,7.9,2.5,1.9,-6.0,2.1%,11.7%,18.0%,57.8%,15.8%
Channing Frye,LAL,35,6-11,255,Arizona,USA,2005,1,8,53,5.0,2.5,0.7,8.2,1.9%,16.4%,15.1%,59.9%,7.7%
Charles Cooke,NOP,23,6-5,196,University of Dayton,USA,Undrafted,Undrafted,Undrafted,13,0.5,0.2,0.1,-15.7,0.0%,4.9%,16.3%,20.2%,3.8%
Cheick Diallo,NOP,21,6-9,220,Kansas,Mali,2016,2,33,52,4.9,4.1,0.4,-7.4,7.9%,26.2%,16.8%,61.9%,4.8%
Chinanu Onuaku,HOU,21,6-10,245,Louisville,USA,2016,2,37,1,4.0,4.0,1.0,-17.6,4.5%,13.6%,18.2%,40.0%,10.0%
Chris Boucher,GSW,25,6-10,200,Oregon,Canada,Undrafted,Undrafted,Undrafted,1,0.0,1.0,0.0,-100.0,0.0%,100%,33.3%,0.0%,0.0%
Chris McCullough,WAS,23,6-9,215,Syracuse,USA,2015,1,29,19,2.4,1.3,0.2,-12.2,7.0%,18.7%,21.9%,47.8%,8.2%
Chris Paul,HOU,33,6-0,175,Wake Forest,USA,2005,1,4,58,18.6,5.4,7.9,13.2,2.0%,15.1%,24.1%,60.4%,38.9%
Clint Capela,HOU,24,6-10,240,None,Switzerland,2014,1,25,74,13.9,10.8,0.9,9.3,11.9%,27.8%,19.0%,65.0%,5.5%
Cody Zeller,CHA,25,7-0,240,Indiana,USA,2013,1,4,33,7.1,5.4,0.9,2.1,9.7%,18.4%,15.2%,60.2%,7.5%
Cole Aldrich,MIN,29,6-11,253,Kansas,USA,2010,1,11,21,0.6,0.7,0.1,-1.8,5.7%,28.6%,15.1%,34.0%,8.1%
Corey Brewer,OKC,32,6-9,186,Florida,USA,2007,1,7,72,5.3,2.1,0.9,-2.3,3.3%,8.9%,13.6%,53.4%,7.3%
Cory Joseph,IND,26,6-3,190,Texas,Canada,2011,1,29,82,7.9,3.2,3.2,-1.1,1.7%,10.1%,14.3%,50.3%,16.4%
Courtney Lee,NYK,32,6-5,200,Western Kentucky,USA,2008,1,22,76,12.0,2.9,2.4,-5.5,1.3%,8.2%,16.5%,56.4%,11.3%
Cristiano Felicio,CHI,25,6-9,280,None,Brazil,Undrafted,Undrafted,Undrafted,55,5.6,4.2,1.0,-16.4,7.6%,15.8%,13.3%,61.4%,9.3%
D'Angelo Russell,BKN,22,6-5,195,Ohio State,USA,2015,1,2,48,15.5,3.9,5.2,-7.2,2.3%,12.2%,29.5%,50.9%,34.8%
D.J. Augustin,ORL,30,6-0,183,Texas,USA,2008,1,9,75,10.2,2.1,3.8,-3.8,1.6%,7.2%,18.2%,61.5%,25.1%
D.J. Wilson,MIL,22,6-10,236,Michigan,USA,2017,1,17,22,1.0,0.5,0.1,-30.7,2.9%,15.7%,12.7%,62.2%,7.5%
Dakari Johnson,OKC,22,7-0,255,Kentucky,USA,2015,2,48,31,1.8,1.1,0.3,10.9,9.9%,11.1%,13.9%,57.5%,8.3%
Damian Jones,GSW,23,7-0,245,Vanderbilt,USA,2016,1,30,15,1.7,0.9,0.1,0.5,6.0%,9.3%,14.3%,51.7%,3.7%
Damian Lillard,POR,27,6-3,195,Weber State,USA,2012,1,6,73,26.9,4.5,6.6,6.1,2.2%,9.4%,29.5%,59.4%,30.1%
Damien Wilkins,IND,38,6-6,217,Georgia,USA,Undrafted,Undrafted,Undrafted,19,1.7,0.8,0.5,7.0,3.1%,7.2%,12.5%,40.5%,7.5%
Damion Lee,ATL,25,6-6,210,Louisville,USA,Undrafted,Undrafted,Undrafted,15,10.7,4.7,1.9,-3.6,2.4%,13.8%,18.2%,48.9%,10.9%
Damyean Dotson,NYK,24,6-5,210,Houston,USA,2017,2,44,44,4.1,1.9,0.7,-2.8,1.8%,14.2%,16.9%,53.2%,9.8%
Daniel Hamilton,OKC,22,6-7,195,Connecticut,USA,2016,2,56,6,2.0,0.8,1.3,-22.8,0.0%,16.7%,20.0%,54.5%,61.5%
Daniel Theis,BOS,26,6-9,243,None,Germany,Undrafted,Undrafted,Undrafted,63,5.3,4.3,0.9,1.2,9.2%,18.9%,15.0%,61.6%,9.9%
Danilo Gallinari,LAC,29,6-10,225,None,Italy,2008,1,6,21,15.3,4.8,2.0,0.3,1.3%,13.3%,20.5%,54.5%,9.7%
Danny Green,SAS,31,6-6,215,North Carolina,USA,2009,2,46,70,8.6,3.6,1.6,2.4,2.2%,11.5%,16.3%,50.9%,8.9%
Dante Cunningham,BKN,31,6-8,230,Villanova,USA,2009,2,33,73,5.7,4.1,0.7,-1.1,4.9%,13.3%,11.4%,53.9%,4.2%
Dante Exum,UTA,22,6-6,190,None,Australia,2014,1,5,14,8.1,1.9,3.1,8.1,1.8%,8.3%,22.3%,56.6%,27.0%
Danuel House Jr.,PHX,25,6-7,220,Texas A&M,USA,Undrafted,Undrafted,Undrafted,23,6.6,3.3,1.1,3.2,3.2%,14.0%,16.0%,53.3%,9.2%
Dario Saric,PHI,24,6-10,223,None,Croatia,2014,1,12,78,14.6,6.7,2.6,5.9,6.7%,14.7%,20.4%,58.2%,12.9%
Darius Miller,NOP,28,6-8,225,Kentucky,USA,2012,2,46,82,7.8,2.0,1.4,-0.6,0.9%,7.0%,12.4%,61.7%,7.6%
Darrell Arthur,DEN,30,6-9,235,Kansas,USA,2008,1,27,19,2.8,0.8,0.5,-10.5,2.1%,8.7%,18.8%,55.9%,10.1%
Darren Collison,IND,30,6-2,185,UCLA,USA,2009,1,21,69,12.4,2.6,5.3,2.6,1.9%,7.2%,17.0%,61.0%,25.7%
Darrun Hilliard,SAS,25,6-6,220,Villanova,USA,2015,2,38,14,1.1,0.5,0.8,5.6,0.0%,8.0%,11.9%,36.2%,14.7%
David Nwaba,CHI,25,6-4,209,None,USA,Undrafted,Undrafted,Undrafted,70,7.9,4.7,1.5,-5.8,5.0%,14.2%,15.3%,54.2%,9.4%
David Stockton,UTA,27,5-11,165,Gonzaga,USA,Undrafted,Undrafted,Undrafted,3,3.3,0.0,0.0,-46.3,0.0%,0.0%,25.0%,105.0%,0.0%
David West,GSW,37,6-9,250,Xavier,USA,2003,1,18,73,6.8,3.3,1.9,1.9,7.2%,16.3%,22.3%,60.0%,22.0%
Davis Bertans,SAS,25,6-10,210,None,Latvia,2011,2,42,77,5.9,2.0,1.0,3.5,1.7%,12.2%,16.8%,58.8%,10.2%
Davon Reed,PHX,23,6-6,210,Miami,USA,2017,2,32,21,3.0,1.9,0.6,-14.2,0.7%,14.9%,15.8%,38.8%,8.7%
De'Aaron Fox,SAC,20,6-3,175,Kentucky,USA,2017,1,5,73,11.6,2.8,4.4,-10.2,1.6%,8.7%,22.7%,47.8%,24.0%
DeAndre Jordan,LAC,29,6-11,265,Texas A&M,USA,2008,2,35,77,12.0,15.2,1.5,-2.4,13.2%,33.9%,15.1%,64.8%,7.4%
DeAndre Liggins,NOP,30,6-6,209,Kentucky,USA,2011,2,53,58,1.7,1.3,0.8,-13.2,1.0%,10.0%,7.9%,46.7%,9.1%
DeAndre' Bembry,ATL,23,6-6,210,None,USA,2016,1,21,26,5.2,2.8,1.9,-7.5,1.7%,14.2%,17.9%,47.7%,16.6%
DeMar DeRozan,TOR,28,6-7,220,USC,USA,2009,1,9,80,23.0,3.9,5.2,7.7,2.1%,9.1%,28.6%,55.5%,24.5%
DeMarcus Cousins,NOP,27,6-11,270,Kentucky,USA,2010,1,5,48,25.2,12.9,5.4,1.9,6.5%,29.2%,31.8%,58.3%,24.1%
DeMarre Carroll,BKN,31,6-8,215,Missouri,USA,2009,1,27,73,13.5,6.6,2.0,-1.2,4.5%,16.5%,19.4%,55.0%,10.6%
Dejounte Murray,SAS,21,6-5,170,Washington,USA,2016,1,29,81,8.1,5.7,2.9,4.3,6.1%,19.6%,20.1%,48.5%,20.2%
Delon Wright,TOR,26,6-5,190,Utah,USA,2015,1,20,69,8.0,2.9,2.9,7.3,3.1%,10.7%,16.9%,57.4%,20.2%
Demetrius Jackson,PHI,23,6-1,201,Notre Dame,USA,2016,2,45,15,1.1,0.8,0.6,-24.1,6.0%,8.6%,15.6%,42.4%,18.8%
Dennis Schroder,ATL,24,6-1,172,None,Germany,2013,1,17,67,19.4,3.1,6.2,-6.7,2.1%,8.1%,29.9%,51.5%,35.2%
Dennis Smith Jr.,DAL,20,6-3,195,North Carolina State,USA,2017,1,9,69,15.2,3.8,5.2,-7.6,2.3%,10.6%,28.0%,47.3%,30.1%
Denzel Valentine,CHI,24,6-6,214,Michigan State,USA,2016,1,14,77,10.2,5.1,3.2,-6.8,2.1%,16.8%,17.0%,52.7%,17.8%
Derrick Favors,UTA,26,6-10,265,Georgia Tech,USA,2010,1,3,77,12.3,7.2,1.3,3.6,9.7%,16.7%,18.1%,59.3%,7.5%
Derrick Jones Jr.,MIA,21,6-7,200,UNLV,USA,Undrafted,Undrafted,Undrafted,20,3.1,1.9,0.5,-6.5,7.7%,6.6%,12.4%,48.0%,5.6%
Derrick Rose,MIN,29,6-3,190,Memphis,USA,2008,1,1,25,8.4,1.4,1.5,-6.2,3.3%,5.3%,24.5%,50.7%,13.6%
Derrick Walton Jr.,MIA,23,6-1,185,Michigan,USA,Undrafted,Undrafted,Undrafted,16,1.8,1.0,1.0,-10.5,1.4%,9.5%,9.2%,52.5%,17.0%
Derrick White,SAS,23,6-4,190,Colorado,USA,2017,1,29,17,3.2,1.5,0.5,13.5,3.4%,12.8%,14.6%,64.6%,9.8%
Derrick Williams,LAL,27,6-8,240,Arizona,USA,2011,1,2,2,1.0,0.5,0.0,-18.8,0.0%,14.3%,16.7%,25.0%,0.0%
Devin Booker,PHX,21,6-6,210,Kentucky,USA,2015,1,13,54,24.9,4.5,4.7,-9.3,1.3%,11.2%,30.1%,56.1%,23.3%
Devin Harris,DEN,35,6-3,185,Wisconsin,USA,2004,1,5,71,8.4,1.8,2.1,4.1,0.9%,8.5%,19.4%,56.3%,16.5%
Devin Robinson,WAS,23,6-8,200,Florida,USA,Undrafted,Undrafted,Undrafted,1,2.0,5.0,0.0,28.6,9.5%,25.0%,8.3%,33.3%,0.0%
Dewayne Dedmon,ATL,28,7-0,245,USC,USA,Undrafted,Undrafted,Undrafted,62,10.0,7.9,1.5,-5.1,6.5%,24.9%,16.6%,59.9%,9.0%
Deyonta Davis,MEM,21,6-11,237,Michigan State,USA,2016,2,31,62,5.8,4.0,0.6,-8.3,7.8%,18.2%,14.4%,62.1%,6.8%
Dillon Brooks,MEM,22,6-6,220,Oregon,Canada,2017,2,45,82,11.0,3.1,1.6,-5.0,2.1%,9.2%,18.4%,53.1%,9.2%
Dion Waiters,MIA,26,6-4,215,Syracuse,USA,2012,1,4,30,14.3,2.6,3.8,-5.3,0.9%,7.8%,25.0%,48.7%,21.0%
Dirk Nowitzki,DAL,40,7-0,245,None,Germany,1998,1,9,77,12.0,5.7,1.6,-2.0,1.2%,22.7%,19.9%,57.5%,9.8%
Domantas Sabonis,IND,22,6-10,252,Gonzaga,Lithuania,2016,1,11,74,11.6,7.7,2.0,1.4,9.3%,22.7%,21.4%,56.7%,12.7%
Donovan Mitchell,UTA,21,6-3,215,Louisville,USA,2017,1,13,79,20.5,3.7,3.7,6.8,2.0%,9.3%,28.3%,54.1%,18.9%
Dorian Finney-Smith,DAL,25,6-8,220,Florida,USA,Undrafted,Undrafted,Undrafted,21,5.9,3.6,1.2,-2.7,4.3%,12.1%,14.4%,48.2%,8.6%
Doug McDermott,DAL,26,6-8,219,Creighton,USA,2014,1,11,81,7.8,2.5,1.0,-1.2,2.2%,8.7%,14.4%,57.9%,6.5%
Dragan Bender,PHX,20,7-1,225,None,Croatia,2016,1,4,82,6.5,4.4,1.6,-10.3,1.8%,14.9%,12.5%,52.4%,8.9%
Draymond Green,GSW,28,6-7,230,Michigan State,USA,2012,2,35,70,11.0,7.6,7.3,6.7,3.6%,18.3%,16.8%,55.6%,28.6%
Dwayne Bacon,CHA,22,6-7,221,Florida State,USA,2017,2,40,53,3.3,2.3,0.7,-0.2,0.5%,15.8%,13.0%,43.1%,7.7%
Dwight Buycks,DET,29,6-3,190,Marquette,USA,Undrafted,Undrafted,Undrafted,29,7.4,1.4,2.0,0.6,2.8%,6.7%,26.6%,49.8%,24.0%
Dwight Howard,CHA,32,6-11,265,None,USA,2004,1,1,81,16.6,12.5,1.3,1.4,10.1%,29.5%,23.8%,57.7%,6.9%
Dwight Powell,DAL,26,6-11,240,Stanford,Canada,2014,2,45,79,8.5,5.6,1.2,0.9,8.0%,19.0%,15.1%,65.6%,8.5%
Dwyane Wade,MIA,36,6-4,220,Marquette,USA,2003,1,5,67,11.4,3.8,3.4,1.3,3.2%,12.4%,25.1%,50.0%,24.5%
E'Twaun Moore,NOP,29,6-4,191,Purdue,USA,2011,2,55,82,12.5,2.9,2.3,2.6,2.3%,6.5%,15.8%,59.3%,9.9%
Ed Davis,POR,29,6-10,245,North Carolina,USA,2010,1,13,78,5.3,7.4,0.5,4.1,12.1%,25.4%,12.0%,60.7%,3.9%
Edmond Sumner,IND,22,6-5,188,Xavier,USA,2017,2,52,1,2.0,1.0,0.0,-120.0,0.0%,50.0%,20.0%,100%,0.0%
Ekpe Udoh,UTA,31,6-10,245,Baylor,USA,2010,1,6,63,2.6,2.4,0.8,3.3,8.6%,10.5%,8.9%,56.0%,9.3%
Elfrid Payton,PHX,24,6-4,185,Louisana-Lafayette,USA,2014,1,10,63,12.7,4.3,6.2,-11.7,3.3%,11.7%,21.1%,53.8%,32.8%
Emeka Okafor,NOP,35,6-10,255,Connecticut,USA,2004,1,2,26,4.4,4.6,0.3,0.3,12.0%,17.5%,13.3%,54.5%,2.8%
Emmanuel Mudiay,NYK,22,6-5,200,None,Democratic Re...,2015,1,7,64,8.6,2.4,3.2,-9.5,1.9%,9.9%,23.1%,47.4%,25.4%
Enes Kanter,NYK,26,6-11,245,,Turkey,2011,1,3,71,14.1,11.0,1.5,-4.9,14.6%,27.9%,21.2%,63.0%,9.1%
Eric Bledsoe,MIL,28,6-1,205,Kentucky,USA,2010,1,18,74,17.7,3.8,5.0,2.7,2.3%,10.0%,25.4%,58.2%,24.6%
Eric Gordon,HOU,29,6-4,215,Indiana,USA,2008,1,7,69,18.0,2.5,2.2,13.0,1.1%,6.5%,23.8%,57.8%,11.3%
Eric Moreland,DET,26,6-10,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,67,2.1,4.1,1.2,1.1,9.6%,24.3%,9.7%,53.1%,14.1%
Erik McCree,UTA,24,6-8,225,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,4,0.0,0.3,0.0,-45.4,0.0%,20.0%,15.8%,0.0%,0.0%
Ersan Ilyasova,PHI,31,6-10,235,None,Turkey,2005,2,36,69,10.9,5.9,1.3,0.9,6.7%,16.1%,18.3%,55.8%,7.8%
Evan Fournier,ORL,25,6-7,205,None,France,2012,1,20,57,17.8,3.2,2.9,-3.2,1.2%,8.4%,22.6%,57.7%,13.8%
Evan Turner,POR,29,6-7,220,Ohio State,USA,2010,1,2,79,8.2,3.1,2.2,-1.1,1.4%,10.0%,15.3%,52.0%,12.8%
Frank Kaminsky,CHA,25,7-0,242,Wisconsin,USA,2015,1,9,79,11.1,3.6,1.6,-2.3,2.3%,13.9%,20.2%,54.5%,11.3%
Frank Mason,SAC,24,5-11,190,Kansas,USA,2017,2,34,52,7.9,2.5,2.8,-1.7,3.0%,10.7%,22.6%,48.0%,23.3%
Frank Ntilikina,NYK,19,6-5,190,None,France,2017,1,8,78,5.9,2.3,3.2,-2.2,2.1%,7.9%,16.6%,43.7%,21.0%
Fred VanVleet,TOR,24,6-0,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,76,8.6,2.4,3.2,11.1,1.6%,10.2%,18.8%,55.6%,23.1%
Furkan Korkmaz,PHI,20,6-7,190,None,Turkey,2016,1,26,14,1.6,0.8,0.3,-29.3,2.0%,12.3%,15.9%,38.6%,7.7%
Garrett Temple,SAC,32,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,65,8.4,2.3,1.9,-7.4,1.3%,8.4%,16.0%,53.6%,11.5%
Gary Harris,DEN,23,6-4,210,Michigan State,USA,2014,1,19,67,17.5,2.6,2.9,3.5,1.6%,6.1%,20.4%,59.7%,12.8%
