,Rank,Player,Efficiency,Unnamed: 0,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,Unnamed: 0.1,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
42,43,Tyreke Evans,15.9,800.0,6-6,220.0,Memphis,USA,2009.0,1,4,198.12,711.0,7.10%,-,-,8' 8'',6' 11.25''
43,44,Luol Deng,15.85,558.0,6-9,220.0,Duke,United Kingdo...,2004.0,1,7,205.74,319.0,6.70%,-,-,9' 0.5'',7' 0.5''
44,45,Serge Ibaka,15.72,733.0,6-10,235.0,None,Democratic Re...,2008.0,1,24,208.28,,,,,,
45,46,David West,15.71,477.0,6-9,240.0,Xavier,USA,2003.0,1,18,205.74,298.0,8.00%,-,-,9' 0.25'',7' 4.25''
46,47,JaVale McGee,15.54,726.0,7-0,252.0,Nevada-Reno,USA,2008.0,1,18,213.36,669.0,5.30%,-,-,9' 6.5'',7' 6''
47,48,Mike Conley,15.51,699.0,6-1,185.0,Ohio State,USA,2007.0,1,4,185.42,549.0,4.20%,-,-,7' 10.5'',6' 5.75''
48,49,Danny Granger,15.44,568.0,6-8,228.0,New Mexico,USA,2005.0,1,17,203.2,414.0,-%,-,-,8' 7'',7' 1.5''
49,50,Luis Scola,15.18,461.0,6-9,245.0,None,Argentina,2002.0,2,55,205.74,,,,,,
50,51,Drew Gooden,15.04,450.0,6-10,250.0,Kansas,USA,2002.0,1,4,208.28,169.0,-%,-,-,8' 10.5'',7' 0.5''
51,52,Elton Brand,14.95,282.0,6-9,254.0,Duke,USA,1999.0,1,1,205.74,,,,,,
52,53,Antawn Jamison,14.65,267.0,6-9,235.0,North Carolina,USA,1998.0,1,4,205.74,,,,,,
53,54,Paul George,14.34,819.0,6-8,215.0,Fresno State,USA,2010.0,1,10,203.2,758.0,5.00%,8.5,9.0,8' 11'',6' 11.25''
54,55,Shawn Marion,14.18,320.0,6-7,228.0,Nevada-Las Vegas,USA,1999.0,1,9,200.66,,,,,,
55,56,Jeff Teague,14.04,778.0,6-2,181.0,Wake Forest,USA,2009.0,1,19,187.96,735.0,4.50%,-,-,8' 2.5'',6' 7.5''
56,57,Jrue Holiday,14.0,776.0,6-4,180.0,UCLA,USA,2009.0,1,17,193.04,721.0,6.30%,-,-,8' 4.5'',6' 7''
57,58,Nicolas Batum,13.93,734.0,6-8,200.0,None,France,2008.0,1,25,203.2,,,,,,
58,59,Marcus Camby,13.69,187.0,6-11,235.0,Massachusetts,USA,1996.0,1,2,210.82,,,,,,
59,60,DeAndre Jordan,13.61,745.0,6-11,265.0,Texas A&M,USA,2008.0,2,35,210.82,658.0,7.50%,-,-,9' 5.5'',7' 6''
60,61,Brandon Bass,13.57,586.0,6-8,250.0,Louisiana State,USA,2005.0,2,33,203.2,,,,,,
61,62,Zaza Pachulia,13.5,501.0,6-11,275.0,None,Georgia,2003.0,2,42,210.82,,,,,,
62,63,Thaddeus Young,13.24,671.0,6-8,220.0,Georgia Tech,USA,2007.0,1,12,203.2,616.0,4.90%,-,-,8' 10'',6' 11.5''
63,64,Jason Thompson,13.22,720.0,6-11,250.0,Rider University,USA,2008.0,1,12,210.82,,,,,,
64,65,Goran Dragic,13.21,755.0,6-3,190.0,None,Slovenia,2008.0,2,45,190.5,,,,,,
65,66,Andre Miller,13.19,319.0,6-2,200.0,Utah,USA,1999.0,1,8,187.96,,,,,,
66,67,Jared Dudley,13.18,682.0,6-7,225.0,Boston College,USA,2007.0,1,22,200.66,556.0,7.10%,-,-,8' 6'',6' 7''
67,68,Arron Afflalo,13.1,687.0,6-5,215.0,UCLA,USA,2007.0,1,27,195.58,,,,,,
68,69,Jameer Nelson,12.94,527.0,6-0,190.0,None,USA,2004.0,1,20,182.88,351.0,8.00%,-,-,7' 11'',6' 2.5''
69,70,Channing Frye,12.84,614.0,6-11,245.0,Arizona,USA,2005.0,1,8,210.82,408.0,-%,-,-,9' 2.5'',7' 2.5''
70,71,Al Harrington,12.82,254.0,6-9,250.0,None,USA,1998.0,1,25,205.74,,,,,,
71,72,Samuel Dalembert,12.72,389.0,6-11,250.0,Seton Hall,Haiti,2001.0,1,26,210.82,,,,,,
72,73,Jason Terry,12.55,283.0,6-2,180.0,Arizona,USA,1999.0,1,10,187.96,,,,,,
73,74,Gordon Hayward,12.44,868.0,6-8,210.0,Butler,USA,2010.0,1,9,203.2,761.0,6.90%,8.5,9.25,8' 7'',6' 7.75''
74,75,Ray Allen,12.34,201.0,6-5,205.0,Connecticut,USA,1996.0,1,5,195.58,,,,,,
75,76,Raymond Felton,12.27,602.0,6-1,205.0,North Carolina,USA,2005.0,1,5,185.42,403.0,-%,-,-,8' 2'',6' 4.25''
76,77,Wesley Matthews,12.21,1906.0,6-5,220.0,Marquette,USA,0.0,Undrafted,Undrafted,195.58,,,,,,
77,78,Isaiah Thomas,12.2,919.0,5-9,185.0,Washington,USA,2011.0,2,60,175.26,837.0,6.70%,8.25,9.0,7' 7.5'',6' 1.75''
78,79,Ramon Sessions,12.05,711.0,6-3,190.0,Nevada-Reno,USA,2007.0,2,56,190.5,596.0,6.20%,-,-,8' 1.5'',6' 4.25''
79,80,Louis Williams,11.97,,,,,,,,,,,,,,,
80,81,Amir Johnson,11.95,608.0,6-9,210.0,None,USA,2005.0,2,56,205.74,,,,,,
81,82,DeMar DeRozan,11.9,817.0,6-7,216.0,USC,USA,2009.0,1,9,200.66,708.0,4.90%,-,-,8' 6.5'',6' 9''
82,83,Kawhi Leonard,11.77,875.0,6-7,225.0,San Diego State,USA,2011.0,1,15,200.66,816.0,5.40%,9.75,11.25,8' 10'',7' 3''
83,84,Darren Collison,11.75,781.0,6-0,160.0,UCLA,USA,2009.0,1,21,182.88,704.0,5.70%,-,-,8' 0.5'',6' 3''
84,85,Derrick Favors,11.7,840.0,6-10,248.0,Georgia Tech,USA,2010.0,1,3,208.28,755.0,6.50%,8.75,9.25,9' 2'',7' 4''
85,86,Dorell Wright,11.67,525.0,6-9,205.0,None,USA,2004.0,1,19,205.74,,,,,,
86,87,Evan Turner,11.65,829.0,6-7,205.0,Ohio State,USA,2010.0,1,2,200.66,784.0,8.60%,8.75,9.5,8' 7.5'',6' 8''
87,88,Devin Harris,11.6,553.0,6-3,192.0,Wisconsin,USA,2004.0,1,5,190.5,330.0,5.30%,-,-,8' 2.5'',6' 7.5''
88,89,Tayshaun Prince,11.59,435.0,6-9,215.0,Kentucky,USA,2002.0,1,23,205.74,,,,,,
89,90,Marvin Williams,11.56,571.0,6-9,245.0,North Carolina,USA,2005.0,1,2,205.74,460.0,-%,-,-,9' 0'',7' 3.5''
90,91,James Johnson,11.53,775.0,6-9,248.0,Wake Forest,USA,2009.0,1,16,205.74,723.0,12.00%,-,-,8' 9.5'',7' 0.75''
91,92,Brandon Rush,11.49,721.0,6-6,225.0,Kansas,USA,2008.0,1,13,198.12,,,,,,
92,93,Kemba Walker,11.41,922.0,6-1,184.0,Connecticut,USA,2011.0,1,9,185.42,843.0,5.90%,8.0,9.0,7' 7.5'',6' 3.5''
93,94,Chandler Parsons,11.4,900.0,6-9,227.0,Florida,USA,2011.0,2,38,205.74,827.0,7.00%,8.25,10.0,8' 8.5'',6' 9.5''
94,95,Alonzo Gee,11.38,1833.0,6-6,219.0,Alabama,USA,0.0,Undrafted,Undrafted,198.12,,,,,,
95,96,Ed Davis,11.38,822.0,6-10,232.0,North Carolina,USA,2010.0,1,13,208.28,753.0,10.00%,9.25,10.0,9' 0'',7' 0''
96,97,Mario Chalmers,11.3,744.0,6-2,190.0,Kansas,USA,2008.0,2,34,187.96,,,,,,
97,98,George Hill,11.15,735.0,6-2,180.0,None,USA,2008.0,1,26,187.96,649.0,3.00%,-,-,8' 1.5'',6' 9''
98,99,Hedo Turkoglu,11.09,329.0,6-10,220.0,None,Turkey,2000.0,1,16,208.28,,,,,,
99,100,Tiago Splitter,11.0,688.0,6-11,240.0,None,Brazil,2007.0,1,28,210.82,,,,,,
