Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Brandon Rush,IND,24,6-6,210,Kansas,USA,2008,1,13,82,9.4,4.2,1.4,-3.1,1.6%,11.9%,14.7%,52.2%,7.0%
Brendan Haywood,DAL,30,7-0,263,North Carolina,USA,2001,1,20,77,9.1,9.3,0.6,1.0,12.1%,18.6%,13.2%,58.8%,2.8%
Brian Cardinal,MIN,33,6-8,240,Purdue,USA,2000,2,44,29,1.7,1.0,0.8,-9.5,2.6%,8.6%,8.2%,54.6%,13.1%
Brian Cook,HOU,29,6-9,250,Illinois,USA,2003,1,24,15,1.4,0.6,0.1,-26.7,1.7%,17.4%,26.7%,40.3%,5.0%
Brian Scalabrine,BOS,32,6-9,235,Southern California,USA,2001,2,34,52,1.5,0.9,0.5,-6.6,2.0%,9.4%,10.3%,44.5%,9.2%
Brian Skinner,LAC,34,6-9,255,Baylor,USA,1998,1,22,16,1.6,1.7,0.0,-14.2,7.2%,16.8%,13.0%,45.6%,0.0%
Brook Lopez,NJN,22,7-0,265,Stanford,USA,2008,1,10,82,18.8,8.6,2.3,-10.1,9.0%,15.7%,23.3%,57.0%,11.6%
Byron Mullens,OKC,21,7-0,275,Ohio State,USA,2009,1,24,13,1.1,0.8,0.1,-30.5,5.6%,12.1%,18.5%,36.8%,3.0%
C.J. Watson,GSW,26,6-2,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,65,10.3,2.6,2.8,0.4,1.5%,8.0%,15.7%,55.5%,14.3%
CJ Miles,UTA,23,6-6,227,None,USA,2005,2,34,63,9.9,2.7,1.7,5.9,2.9%,8.8%,19.8%,51.5%,10.4%
Carl Landry,SAC,26,6-9,248,Purdue,USA,2007,2,31,80,16.8,5.9,0.8,-1.9,7.6%,11.9%,22.4%,60.0%,4.8%
Carlos Arroyo,MIA,30,6-2,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,72,6.1,1.8,3.1,1.9,1.8%,6.9%,14.0%,52.9%,23.0%
Carlos Boozer,UTA,28,6-9,266,Duke,USA,2002,2,34,78,19.5,11.2,3.2,5.4,7.4%,27.1%,24.5%,59.9%,15.5%
Carlos Delfino,MIL,27,6-6,230,None,Argentina,2003,1,25,75,11.0,5.3,2.7,2.5,2.2%,16.5%,18.0%,52.6%,14.0%
Carmelo Anthony,DEN,26,6-8,230,Syracuse,USA,2003,1,3,69,28.2,6.6,3.2,5.5,5.8%,11.5%,32.7%,54.8%,15.9%
Caron Butler,DAL,30,6-7,228,Connecticut,USA,2002,1,10,74,16.3,6.2,2.1,-0.9,3.8%,13.2%,21.6%,50.7%,9.2%
Cartier Martin,WAS,25,6-7,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,18,7.8,3.8,0.9,-0.4,6.1%,11.1%,18.1%,47.3%,6.5%
Cedric Jackson,WAS,24,6-3,190,Cleveland State,USA,Undrafted,Undrafted,Undrafted,12,1.7,0.7,1.2,-3.3,2.6%,7.4%,21.0%,39.6%,33.3%
Channing Frye,PHX,27,6-11,245,Arizona,USA,2005,1,8,81,11.2,5.3,1.4,7.9,3.3%,15.8%,16.7%,59.8%,7.2%
Charlie Bell,MIL,31,6-3,200,Michigan State,,Undrafted,Undrafted,Undrafted,71,6.5,1.9,1.5,2.2,1.8%,6.6%,14.5%,48.6%,9.7%
Charlie Villanueva,DET,25,6-11,232,Connecticut,USA,2005,1,7,78,11.9,4.7,0.7,-9.0,4.6%,17.4%,23.4%,52.6%,5.3%
Chase Budinger,HOU,22,6-7,218,Arizona,USA,2009,2,44,74,8.9,3.0,1.2,0.5,2.4%,12.9%,18.6%,54.5%,9.6%
Chauncey Billups,DEN,33,6-3,202,Colorado,USA,1997,1,3,73,19.5,3.1,5.6,4.5,1.0%,8.2%,23.9%,60.1%,27.0%
Chris Andersen,DEN,31,6-10,228,Blinn,USA,Undrafted,Undrafted,Undrafted,76,5.9,6.4,0.4,10.6,9.1%,19.1%,10.7%,63.1%,2.8%
Chris Bosh,TOR,26,6-10,230,Georgia Tech,USA,2003,1,4,70,24.0,10.8,2.4,0.3,8.9%,22.3%,28.5%,59.2%,11.6%
Chris Douglas-Roberts,NJN,23,6-7,210,Memphis,USA,2008,2,40,67,9.8,3.0,1.4,-10.9,2.6%,9.6%,19.3%,51.2%,9.9%
Chris Duhon,NYK,27,6-1,190,Duke,USA,2004,2,38,67,7.4,2.7,5.6,-3.5,1.4%,7.8%,13.0%,50.1%,25.8%
Chris Hunter,GSW,25,6-11,240,Michigan,USA,Undrafted,Undrafted,Undrafted,60,4.5,2.8,0.6,0.6,6.9%,14.6%,14.7%,54.6%,6.5%
Chris Kaman,LAC,28,7-0,265,Central Michigan,USA,2003,1,6,76,18.5,9.3,1.6,-5.7,7.3%,19.9%,26.7%,52.7%,8.6%
Chris Paul,NOH,25,6-0,175,Wake Forest,USA,2005,1,4,45,18.7,4.2,10.7,0.6,1.2%,10.5%,22.3%,58.4%,45.6%
Chris Quinn,NJN,26,6-2,175,Notre Dame,USA,Undrafted,Undrafted,Undrafted,25,2.2,0.6,1.2,-8.8,0.5%,6.9%,14.2%,47.7%,23.2%
Chris Richard,CHI,25,6-9,256,Florida,USA,2007,2,41,18,2.1,3.3,0.4,-3.9,8.0%,18.6%,9.4%,54.7%,5.1%
Chris Wilcox,DET,27,6-10,235,Maryland,USA,2002,1,8,34,4.5,3.4,0.4,-16.4,9.8%,19.4%,18.6%,53.2%,5.1%
Chuck Hayes,HOU,27,6-6,238,Kentucky,USA,Undrafted,Undrafted,Undrafted,82,4.4,5.7,1.7,1.1,8.7%,18.9%,11.0%,50.0%,11.0%
Chucky Atkins,DET,35,5-11,185,South Florida,USA,Undrafted,Undrafted,Undrafted,40,4.0,0.7,2.3,-4.8,0.8%,4.5%,13.7%,47.7%,22.0%
Coby Karl,GSW,27,6-5,215,Boise State,,Undrafted,Undrafted,Undrafted,7,4.0,2.6,2.1,-13.0,3.2%,13.1%,16.7%,40.4%,19.7%
Corey Brewer,MIN,24,6-9,188,Florida,USA,2007,1,7,82,13.0,3.4,2.4,-10.2,2.8%,8.8%,21.2%,50.2%,12.2%
Corey Maggette,GSW,30,6-6,225,Duke,USA,1999,1,13,70,19.8,5.3,2.5,-6.0,4.5%,13.9%,26.5%,61.5%,13.3%
Courtney Lee,NJN,24,6-5,200,Western Kentucky,USA,2008,1,22,71,12.5,3.5,1.7,-8.7,2.6%,8.9%,17.4%,52.5%,8.6%
Craig Smith,LAC,26,6-7,250,Boston College,USA,2006,2,36,75,7.8,3.8,1.1,-2.9,8.1%,16.0%,21.4%,59.9%,12.4%
D.J. Augustin,CHA,22,6-0,180,Texas,USA,2008,1,9,80,6.4,1.2,2.4,0.4,0.8%,6.0%,17.2%,51.6%,23.2%
DJ Mbenga,LAL,29,7-0,255,None,,Undrafted,Undrafted,Undrafted,49,2.1,1.8,0.2,-2.9,8.6%,14.7%,16.0%,47.1%,3.7%
DJ White,OKC,23,6-9,251,Indiana,USA,2008,1,29,12,4.9,1.9,0.3,3.8,10.3%,13.0%,19.8%,65.0%,6.9%
DaJuan Summers,DET,22,6-8,240,Georgetown,USA,2009,2,35,44,3.0,1.0,0.4,-11.1,3.3%,8.4%,17.8%,45.7%,7.0%
Daequan Cook,MIA,23,6-5,210,Ohio State,USA,2007,1,21,45,5.0,1.8,1.0,-2.6,1.3%,10.4%,18.9%,42.2%,10.9%
Dahntay Jones,IND,29,6-6,210,Duke,USA,2003,1,20,76,10.2,3.0,2.0,-5.5,2.5%,9.3%,19.8%,52.7%,13.3%
Damien Wilkins,MIN,30,6-6,225,Georgia,USA,Undrafted,Undrafted,Undrafted,80,5.6,3.1,1.7,-8.1,4.4%,11.3%,13.7%,51.5%,12.6%
Dan Gadzuric,MIL,32,6-11,245,California-Los Angeles,Netherlands,2002,2,33,32,2.8,2.9,0.4,6.0,10.8%,17.7%,15.5%,44.0%,6.1%
Daniel Gibson,CLE,24,6-2,200,Texas,USA,2006,2,42,56,6.3,1.3,1.3,6.6,1.3%,5.4%,13.9%,61.3%,10.4%
Danilo Gallinari,NYK,21,6-10,225,None,Italy,2008,1,6,81,15.1,4.9,1.7,-2.4,2.4%,12.7%,19.1%,57.5%,7.7%
Danny Granger,IND,27,6-8,228,New Mexico,USA,2005,1,17,62,24.1,5.5,2.8,-0.5,2.9%,11.9%,28.2%,56.4%,13.4%
Danny Green,CLE,23,6-6,210,North Carolina,USA,2009,2,46,20,2.0,0.9,0.3,-7.7,7.1%,7.5%,17.4%,48.0%,7.4%
Dante Cunningham,POR,23,6-8,230,Villanova,USA,2009,2,33,63,3.9,2.5,0.2,5.0,8.0%,16.3%,16.0%,51.7%,3.2%
Darius Songaila,NOH,32,6-9,248,Wake Forest,Lithuania,2002,2,49,75,7.2,3.1,0.9,-2.4,4.4%,13.7%,19.4%,52.2%,8.1%
Darko Milicic,MIN,25,7-0,275,None,Serbia,2003,1,2,32,6.7,4.7,1.5,-7.7,6.6%,16.3%,15.7%,49.7%,10.5%
Darnell Jackson,MIL,24,6-9,253,Kansas,,2008,2,52,28,0.8,0.8,0.1,-19.2,8.0%,9.6%,16.6%,35.2%,5.6%
Darrell Arthur,MEM,22,6-9,235,Kansas,USA,2008,1,27,32,4.5,3.4,0.5,-12.2,7.5%,16.4%,16.8%,44.9%,5.2%
Darren Collison,NOH,22,6-0,160,UCLA,USA,2009,1,21,76,12.4,2.5,5.7,-3.6,2.0%,7.7%,22.7%,54.6%,32.3%
David Andersen,HOU,30,6-11,245,None,USA,2002,2,36,63,5.8,3.3,0.7,2.2,5.9%,17.7%,19.9%,49.7%,8.4%
David Lee,NYK,27,6-9,250,Florida,USA,2005,1,30,81,20.2,11.7,3.6,-3.6,7.7%,24.9%,23.5%,58.4%,17.2%
David West,NOH,29,6-9,240,Xavier,USA,2003,1,18,81,19.0,7.5,3.0,-2.7,5.8%,15.9%,23.8%,56.0%,13.5%
DeAndre Jordan,LAC,21,6-11,250,Texas A&M,USA,2008,2,35,70,4.8,5.0,0.3,-10.2,11.1%,21.8%,14.5%,57.1%,2.9%
DeJuan Blair,SAS,21,6-7,265,Pittsburgh,USA,2009,2,37,82,7.8,6.4,0.8,3.2,13.9%,22.1%,19.7%,56.4%,7.0%
DeMar DeRozan,TOR,20,6-7,220,USC,USA,2009,1,9,77,8.6,2.9,0.7,-6.5,4.2%,9.7%,18.0%,55.4%,4.8%
DeMarre Carroll,MEM,23,6-8,212,Missouri,USA,2009,1,27,71,2.9,2.1,0.5,-1.6,6.8%,11.8%,14.1%,42.6%,5.9%
DeSagana Diop,CHA,28,7-0,280,None,Senegal,2001,1,8,27,1.2,2.4,0.2,5.8,10.5%,15.9%,7.9%,48.5%,2.8%
DeShawn Stevenson,DAL,29,6-5,218,None,USA,2000,1,23,64,2.1,1.4,0.9,-4.3,1.3%,9.2%,10.6%,38.1%,9.0%
Delonte West,CLE,26,6-3,180,None,,2004,1,24,60,8.8,2.8,3.3,7.0,2.1%,9.3%,18.0%,53.0%,21.0%
Derek Fisher,LAL,35,6-1,210,Arkansas-Little Rock,USA,1996,1,24,82,7.5,2.1,2.5,7.4,1.2%,6.5%,13.7%,49.9%,12.5%
Deron Williams,UTA,26,6-3,207,Illinois,USA,2005,1,3,76,18.7,4.0,10.5,8.2,2.0%,9.3%,23.7%,57.4%,42.9%
Derrick Brown,CHA,22,6-8,227,Xavier,USA,2009,2,40,57,3.3,1.4,0.3,0.4,6.2%,8.7%,16.5%,52.0%,6.1%
Derrick Rose,CHI,21,6-3,190,Memphis,USA,2008,1,1,78,20.8,3.8,6.0,-0.4,2.3%,7.6%,26.8%,53.2%,29.7%
Desmond Mason,SAC,32,6-5,222,Oklahoma State,USA,2000,1,17,5,2.6,2.6,0.4,-33.3,5.4%,18.4%,12.3%,47.2%,5.1%
Devean George,GSW,32,6-8,235,Augsburg,USA,1999,1,23,45,5.4,2.5,0.7,1.6,2.7%,12.3%,13.0%,56.0%,5.7%
Devin Brown,CHI,31,6-5,210,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,50,8.0,2.5,1.3,-0.8,2.6%,8.9%,19.2%,50.0%,9.5%
Devin Harris,NJN,27,6-3,190,Wisconsin,USA,2004,1,5,64,16.9,3.2,6.6,-10.8,1.1%,8.8%,24.7%,51.2%,33.2%
Dirk Nowitzki,DAL,32,7-0,245,None,Germany,1998,1,9,81,25.0,7.7,2.7,5.4,2.8%,17.8%,28.4%,57.8%,12.8%
Dominic McGuire,SAC,24,6-9,220,Fresno State,USA,2007,2,47,51,0.7,1.5,0.2,-17.3,6.9%,16.8%,10.3%,34.5%,5.9%
Donte Greene,SAC,22,6-11,226,Syracuse,USA,2008,1,28,76,8.5,3.1,0.9,-4.4,3.3%,11.2%,18.9%,52.6%,6.7%
Dorell Wright,MIA,24,6-9,210,None,USA,2004,1,19,72,7.1,3.3,1.3,0.8,3.5%,12.9%,15.2%,56.7%,10.2%
Drew Gooden,LAC,28,6-10,250,Kansas,USA,2002,1,4,70,10.9,7.7,0.7,-8.2,12.2%,19.9%,20.5%,54.7%,4.5%
Dwayne Jones,PHX,27,6-10,251,None,USA,Undrafted,Undrafted,Undrafted,2,0.0,1.0,0.0,-17.6,0.0%,33.3%,0.0%,0.0%,0.0%
Dwight Howard,ORL,24,6-11,265,None,USA,2004,1,1,82,18.3,13.2,1.8,11.3,11.0%,28.0%,24.1%,63.0%,8.7%
Dwyane Wade,MIA,28,6-4,220,Marquette,USA,2003,1,5,77,26.6,4.8,6.5,6.3,4.1%,9.8%,33.7%,56.2%,33.4%
Earl Barron,NYK,28,7-0,250,Memphis,,Undrafted,Undrafted,Undrafted,7,11.7,11.0,1.1,2.7,14.2%,23.2%,18.0%,50.8%,5.0%
Earl Boykins,WAS,34,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,67,6.6,1.1,2.6,-11.5,1.5%,5.5%,20.0%,49.8%,26.9%
Earl Clark,PHX,22,6-10,225,Louisville,USA,2009,1,14,51,2.7,1.2,0.4,-3.7,4.7%,10.9%,20.8%,42.0%,9.3%
Earl Watson,IND,31,6-1,185,California-Los Angeles,USA,2001,2,39,79,7.8,3.0,5.1,-2.0,2.3%,7.7%,14.6%,51.7%,25.7%
Eddie House,NYK,32,6-1,175,Arizona State,USA,2000,2,37,68,7.0,1.6,1.3,0.4,1.1%,8.1%,19.2%,49.5%,11.5%
Eddy Curry,NYK,27,7-0,295,None,USA,2001,1,4,7,3.7,1.9,0.0,-18.7,6.0%,14.1%,27.6%,45.6%,0.0%
Eduardo Najera,DAL,33,6-8,235,Oklahoma,Mexico,2000,2,38,46,3.4,2.5,0.6,-2.7,4.9%,12.9%,11.7%,50.1%,6.1%
Elton Brand,PHI,31,6-9,254,Duke,USA,1999,1,1,76,13.1,6.1,1.4,-1.8,8.2%,13.1%,21.4%,51.8%,7.8%
Emeka Okafor,NOH,27,6-10,255,Connecticut,USA,2004,1,2,82,10.4,9.0,0.7,-2.6,10.8%,22.1%,16.9%,54.7%,3.5%
Eric Gordon,LAC,21,6-3,222,Indiana,USA,2008,1,7,62,16.9,2.6,3.0,-5.4,1.2%,6.2%,21.0%,57.1%,13.5%
Eric Maynor,OKC,23,6-3,175,Va Commonwealth,USA,2009,1,20,81,4.7,1.6,3.3,2.0,1.8%,8.4%,16.8%,47.8%,33.9%
Erick Dampier,DAL,34,6-11,265,Mississippi State,USA,1996,1,10,55,6.0,7.3,0.6,6.6,10.7%,20.6%,11.4%,63.7%,3.5%
Ersan Ilyasova,MIL,23,6-10,235,None,Turkey,2005,2,36,81,10.4,6.4,1.0,4.9,7.9%,19.8%,20.1%,52.6%,7.2%
Etan Thomas,OKC,32,6-10,260,Syracuse,USA,2000,1,12,23,3.3,2.8,0.0,-3.2,6.3%,15.6%,13.5%,48.3%,0.5%
Fabricio Oberto,WAS,35,6-10,245,None,Argentina,Undrafted,Undrafted,Undrafted,57,1.5,1.8,0.9,-3.4,5.5%,11.4%,7.1%,65.4%,11.2%
Flip Murray,CHI,30,6-3,200,Shaw,USA,2002,2,41,75,9.9,2.4,1.8,0.6,1.8%,9.3%,23.3%,48.5%,14.1%
Francisco Elson,PHI,34,7-0,240,California,Netherlands,1999,2,41,12,1.0,1.2,0.2,2.4,8.8%,15.7%,12.4%,34.9%,4.9%
Francisco Garcia,SAC,28,6-7,195,Louisville,Dominican Rep...,2005,1,23,25,8.1,2.6,1.8,-1.7,1.8%,9.8%,15.6%,55.0%,11.9%
Garrett Temple,SAS,24,6-6,190,Louisiana State,USA,Undrafted,Undrafted,Undrafted,27,5.0,1.1,0.8,-0.3,1.8%,7.2%,19.3%,55.3%,10.4%
George Hill,SAS,24,6-2,180,None,USA,2008,1,26,78,12.4,2.6,2.9,5.0,1.9%,7.5%,18.7%,57.2%,15.4%
Gerald Henderson,CHA,22,6-5,215,Duke,USA,2009,1,12,43,2.6,1.3,0.3,-1.5,4.2%,11.0%,17.2%,45.3%,7.1%
Gerald Wallace,CHA,27,6-7,220,Alabama,USA,2001,1,25,76,18.2,10.0,2.1,2.5,5.2%,20.6%,20.2%,58.6%,9.0%
Gilbert Arenas,WAS,28,6-4,215,Arizona,USA,2001,2,30,32,22.6,4.2,7.2,-3.3,1.4%,10.0%,30.5%,51.1%,35.1%
Glen Davis,BOS,24,6-9,289,Louisiana State,USA,2007,2,35,54,6.3,3.8,0.6,-5.2,11.5%,12.4%,19.3%,50.0%,6.4%
Goran Dragic,PHX,24,6-3,190,None,Slovenia,2008,2,45,80,7.9,2.1,3.0,3.0,2.8%,9.1%,20.6%,56.6%,26.4%
Grant Hill,PHX,37,6-8,225,Duke,USA,1994,1,3,81,11.3,5.5,2.4,3.3,3.3%,14.3%,16.5%,56.1%,11.1%
Greg Oden,POR,22,7-0,285,Ohio State,USA,2007,1,1,21,11.1,8.5,0.9,10.3,14.4%,24.0%,20.6%,64.7%,6.6%
Hakim Warrick,CHI,27,6-9,219,Syracuse,USA,2005,1,19,76,9.6,4.1,0.7,-4.6,8.0%,12.6%,21.5%,54.7%,5.8%
Hamed Haddadi,MEM,25,7-2,265,None,Iran,Undrafted,Undrafted,Undrafted,36,1.7,2.1,0.3,-11.6,10.0%,20.0%,15.5%,44.1%,6.4%
Hasheem Thabeet,MEM,23,7-3,267,Connecticut,Tanzania,2009,1,2,68,3.1,3.6,0.2,-2.6,9.2%,17.9%,10.4%,60.5%,1.8%
Hedo Turkoglu,TOR,31,6-10,220,None,Turkey,2000,1,16,74,11.3,4.6,4.1,-3.1,2.0%,13.5%,18.0%,54.0%,19.9%
Henry Walker,NYK,22,6-6,220,Kansas State,USA,2008,2,47,35,9.4,2.5,1.1,0.3,2.0%,10.0%,16.2%,64.9%,7.9%
Hilton Armstrong,HOU,25,6-11,235,Connecticut,USA,2006,1,12,33,2.2,2.5,0.6,-5.9,7.8%,16.8%,15.3%,38.1%,9.5%
Ian Mahinmi,SAS,23,6-11,230,None,France,2005,1,28,26,3.9,2.0,0.1,-3.6,7.9%,20.7%,24.1%,66.7%,2.4%
Ime Udoka,SAC,32,6-5,220,Portland State,USA,Undrafted,Undrafted,Undrafted,69,3.6,2.8,0.8,-1.3,5.3%,14.6%,13.9%,47.0%,9.1%
J.J. Barea,DAL,26,6-0,175,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,78,7.6,1.9,3.3,-1.8,1.2%,8.6%,19.6%,52.6%,26.9%
J.R. Giddens,NYK,25,6-5,215,New Mexico,USA,2008,1,30,32,2.2,1.6,0.4,-14.3,6.7%,15.4%,15.4%,49.2%,9.6%
JJ Hickson,CLE,21,6-9,242,North Carolina State,USA,2008,1,19,81,8.5,4.9,0.5,1.5,7.3%,17.3%,18.6%,58.0%,3.7%
