Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Andrew Bynum,LAL,20,7-0,285,None,USA,2005,1,10,35,13.1,10.2,1.7,11.4,10.8%,23.2%,16.8%,65.9%,9.1%
Andris Biedrins,GSW,22,6-11,230,None,Latvia,2004,1,11,76,10.5,9.8,1.0,4.8,11.6%,22.9%,14.3%,63.7%,5.1%
Anfernee Hardaway,MIA,36,6-7,215,Memphis,USA,1993,1,3,16,3.8,2.2,2.2,-5.8,1.0%,10.0%,11.0%,46.9%,17.3%
Antawn Jamison,WAS,32,6-9,235,North Carolina,USA,1998,1,4,79,21.4,10.2,1.5,2.9,7.0%,20.7%,25.3%,52.5%,7.0%
Anthony Carter,DEN,33,6-2,195,Hawaii,USA,Undrafted,Undrafted,Undrafted,70,7.8,2.9,5.5,0.5,1.4%,8.2%,13.7%,53.1%,26.6%
Anthony Johnson,SAC,33,6-3,195,College of Charleston,USA,1997,2,39,69,5.6,2.0,3.8,-3.8,1.5%,7.8%,13.4%,51.7%,26.8%
Anthony Parker,TOR,33,6-6,215,Bradley,USA,1997,1,21,82,12.5,4.1,2.2,3.5,2.0%,11.2%,17.2%,58.0%,10.7%
Antoine Walker,MIN,31,6-9,245,Kentucky,USA,1996,1,6,46,8.0,3.7,1.0,-5.2,5.9%,12.8%,22.0%,45.5%,8.5%
Antoine Wright,DAL,24,6-7,215,Texas A&M,USA,2005,1,15,56,6.3,2.6,1.4,-6.6,3.4%,8.9%,15.0%,48.8%,11.3%
Antonio Daniels,WAS,33,6-4,205,Bowling Green,USA,1997,1,4,71,8.4,2.9,4.8,0.0,1.1%,9.1%,13.2%,54.9%,23.9%
Antonio McDyess,DET,33,6-9,245,Alabama,USA,1995,1,2,78,8.8,8.5,1.1,7.6,9.3%,22.5%,15.5%,51.1%,6.1%
Arron Afflalo,DET,22,6-5,215,UCLA,USA,2007,1,27,75,3.7,1.8,0.7,7.1,3.8%,10.4%,14.4%,49.4%,8.6%
Austin Croshere,GSW,33,6-10,235,Providence,USA,1997,1,12,44,3.9,2.4,0.7,0.4,6.5%,15.1%,15.7%,57.3%,10.0%
Awvee Storey,MIL,31,6-6,225,Arizona State,USA,Undrafted,Undrafted,Undrafted,26,3.5,2.1,0.6,-9.0,10.8%,9.4%,17.9%,45.2%,10.2%
Baron Davis,GSW,29,6-3,215,California-Los Angeles,USA,1999,1,3,82,21.8,4.7,7.6,3.5,2.8%,9.0%,25.3%,52.3%,29.1%
Ben Gordon,CHI,25,6-3,200,Connecticut,USA,2004,1,3,72,18.6,3.1,3.0,-5.5,1.6%,8.1%,25.2%,55.8%,16.8%
Ben Wallace,CLE,33,6-9,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,72,4.8,8.4,1.5,-3.2,10.1%,17.6%,10.0%,40.8%,7.0%
Beno Udrih,SAC,25,6-3,205,None,Slovenia,2004,1,28,65,12.8,3.3,4.3,-0.6,1.7%,9.0%,19.5%,54.0%,22.2%
Billy Thomas,CLE,32,6-5,220,Kansas,USA,Undrafted,Undrafted,Undrafted,11,1.3,0.2,0.0,-10.0,0.0%,5.3%,21.8%,39.1%,0.0%
Blake Ahearn,MIA,24,6-2,190,Missouri State,,Undrafted,Undrafted,Undrafted,12,5.8,1.6,1.6,-23.4,0.6%,9.7%,24.3%,49.5%,28.8%
Bo Outlaw,ORL,37,6-8,220,Houston,USA,Undrafted,Undrafted,Undrafted,2,2.0,0.0,0.0,-36.8,0.0%,0.0%,26.7%,66.7%,0.0%
Bobby Jackson,HOU,35,6-1,185,Minnesota,USA,1997,1,23,72,7.7,2.5,1.9,5.6,2.4%,10.8%,20.0%,51.0%,17.0%
Bobby Jones,DEN,24,6-7,215,Washington,USA,2006,2,37,47,3.8,2.0,0.6,-6.4,5.6%,11.9%,15.9%,54.8%,9.2%
Bobby Simmons,MIL,28,6-6,230,DePaul,USA,2001,2,41,70,7.6,3.2,1.1,-7.7,4.3%,11.7%,17.6%,50.4%,8.7%
Bonzi Wells,NOH,31,6-5,210,Ball State,USA,1998,1,11,73,9.1,4.5,1.3,1.1,5.4%,16.3%,22.4%,49.5%,11.0%
Boris Diaw,PHX,26,6-8,235,None,France,2003,1,21,82,8.8,4.6,3.9,3.8,4.6%,11.4%,16.4%,51.6%,19.6%
Bostjan Nachbar,NJN,27,6-9,221,None,Slovenia,2002,1,15,75,9.8,3.5,1.2,-8.4,3.3%,12.6%,20.9%,53.1%,10.0%
Brad Miller,SAC,32,7-0,261,Purdue,USA,Undrafted,Undrafted,Undrafted,72,13.4,9.5,3.7,1.7,7.2%,21.1%,18.1%,55.8%,16.1%
Brandan Wright,GSW,20,6-9,205,North Carolina,USA,2007,1,8,38,4.0,2.6,0.2,-2.1,9.2%,15.0%,15.8%,58.3%,3.5%
Brandon Bass,DAL,23,6-8,240,Louisiana State,USA,2005,2,33,79,8.3,4.4,0.7,-1.0,8.1%,14.8%,19.3%,56.4%,6.7%
Brandon Roy,POR,23,6-6,229,Washington,USA,2006,1,6,74,19.1,4.7,5.8,0.8,3.0%,10.0%,24.7%,53.1%,27.2%
Brendan Haywood,WAS,28,7-0,263,North Carolina,USA,2001,1,20,80,10.6,7.2,0.9,1.9,12.5%,14.5%,17.1%,58.2%,5.1%
Brent Barry,SAS,36,6-7,210,Oregon State,USA,1995,1,15,31,7.1,1.8,1.7,4.2,2.2%,8.3%,15.0%,65.5%,15.0%
Brevin Knight,LAC,32,5-10,170,Stanford,USA,1997,1,16,74,4.6,1.9,4.4,-10.0,0.9%,7.9%,12.1%,45.3%,32.3%
Brian Cardinal,MEM,31,6-8,245,Purdue,USA,2000,2,44,37,3.4,2.6,0.6,1.5,5.5%,15.7%,15.1%,46.1%,7.4%
Brian Cook,ORL,27,6-9,250,Illinois,USA,2003,1,24,51,4.7,2.1,0.5,0.8,4.6%,13.2%,20.1%,48.9%,7.3%
Brian Scalabrine,BOS,30,6-9,235,Southern California,USA,2001,2,34,48,1.8,1.6,0.8,5.7,4.7%,10.6%,11.4%,42.8%,11.9%
Brian Skinner,PHX,32,6-9,255,Baylor,USA,1998,1,22,66,3.3,3.6,0.2,-3.0,7.5%,18.7%,13.5%,48.5%,2.5%
Bruce Bowen,SAS,37,6-7,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,81,6.0,2.9,1.1,4.5,1.5%,8.6%,9.8%,52.7%,5.5%
C.J. Watson,GSW,24,6-2,180,Tennessee,USA,Undrafted,Undrafted,Undrafted,32,3.7,1.0,1.1,-0.1,3.2%,4.9%,14.8%,51.9%,13.9%
CJ Miles,UTA,21,6-6,220,None,USA,2005,2,34,60,5.0,1.3,0.9,8.7,2.4%,9.8%,17.6%,57.4%,11.3%
Calvin Booth,PHI,32,6-11,250,Penn State,USA,1999,2,35,31,0.8,1.2,0.3,-0.9,2.8%,15.8%,7.5%,38.2%,6.0%
Carl Landry,HOU,24,6-9,248,Purdue,USA,2007,2,31,42,8.1,4.9,0.5,5.8,13.4%,16.1%,18.0%,64.1%,5.0%
Carlos Arroyo,ORL,28,6-2,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,62,6.9,1.8,3.5,4.5,0.8%,8.1%,16.9%,54.7%,27.2%
Carlos Boozer,UTA,26,6-9,266,Duke,USA,2002,2,34,81,21.1,10.4,2.9,7.4,7.9%,24.5%,26.3%,58.1%,13.5%
Carlos Delfino,TOR,25,6-6,230,None,Argentina,2003,1,25,82,9.0,4.4,1.8,0.3,3.5%,16.2%,18.4%,52.7%,11.7%
Carmelo Anthony,DEN,24,6-8,230,Syracuse,USA,2003,1,3,77,25.7,7.4,3.4,2.7,6.3%,13.3%,29.6%,56.8%,15.6%
Caron Butler,WAS,28,6-7,228,Connecticut,USA,2002,1,10,58,20.3,6.7,4.9,3.9,4.1%,13.8%,23.6%,55.8%,21.0%
Casey Jacobsen,MEM,27,6-6,215,Stanford,USA,2002,1,22,53,2.0,1.2,0.4,3.2,2.1%,9.8%,10.9%,43.7%,5.2%
Cedric Simmons,CHI,22,6-9,235,North Carolina State,USA,2006,1,15,14,0.6,1.3,0.0,-20.2,5.7%,12.1%,11.9%,21.7%,0.0%
Channing Frye,POR,25,6-11,248,Arizona,USA,2005,1,8,78,6.8,4.5,0.7,1.8,8.3%,19.3%,19.3%,52.9%,7.3%
Charlie Bell,MIL,29,6-3,200,Michigan State,,Undrafted,Undrafted,Undrafted,68,7.6,2.5,3.1,-7.2,1.9%,8.9%,16.4%,49.0%,20.8%
Charlie Villanueva,MIL,23,6-11,232,Connecticut,USA,2005,1,7,76,11.7,6.1,1.0,-9.0,7.7%,18.7%,23.5%,50.2%,7.2%
Chauncey Billups,DET,31,6-3,202,Colorado,USA,1997,1,3,78,17.0,2.7,6.8,10.8,1.7%,7.3%,22.7%,61.9%,34.1%
Cheikh Samb,DET,23,7-1,245,None,USA,2006,2,51,4,1.8,1.8,0.0,8.7,13.0%,11.4%,9.1%,71.7%,0.0%
Chris Andersen,NOH,29,6-10,228,Blinn,USA,Undrafted,Undrafted,Undrafted,5,1.2,1.8,0.0,4.3,5.3%,21.2%,11.1%,34.2%,0.0%
Chris Bosh,TOR,24,6-10,230,Georgia Tech,USA,2003,1,4,67,22.3,8.7,2.6,8.4,8.0%,17.7%,28.2%,58.8%,12.3%
Chris Duhon,CHI,25,6-1,185,Duke,USA,2004,2,38,66,5.8,1.8,4.0,-1.9,1.2%,6.6%,13.1%,50.8%,27.3%
Chris Kaman,LAC,26,7-0,265,Central Michigan,USA,2003,1,6,56,15.7,12.7,1.9,-5.0,8.7%,26.6%,21.7%,53.8%,9.4%
Chris Mihm,LAL,28,7-0,265,Texas,USA,2000,1,7,23,3.6,3.3,0.6,-2.9,9.9%,15.8%,19.0%,38.4%,7.1%
Chris Paul,NOH,23,6-0,175,Wake Forest,USA,2005,1,4,80,21.1,4.0,11.6,8.0,2.1%,9.2%,25.1%,57.6%,50.0%
Chris Quinn,MIA,24,6-2,175,Notre Dame,USA,Undrafted,Undrafted,Undrafted,60,7.8,2.0,3.0,-7.7,0.9%,8.6%,16.8%,55.9%,23.4%
Chris Richard,MIN,23,6-9,270,Florida,USA,2007,2,41,52,1.9,2.6,0.3,-1.9,9.1%,15.2%,9.6%,49.6%,4.6%
Chris Webber,GSW,35,6-10,245,Michigan,USA,1993,1,1,9,3.9,3.6,2.0,-6.0,1.7%,23.4%,16.2%,48.2%,18.8%
Chris Wilcox,SEA,25,6-10,235,Maryland,USA,2002,1,8,62,13.4,7.0,1.2,-5.2,7.1%,16.7%,20.8%,55.4%,7.0%
Chuck Hayes,HOU,25,6-6,238,Kentucky,USA,Undrafted,Undrafted,Undrafted,79,3.0,5.4,1.2,7.8,8.6%,18.4%,8.4%,51.2%,8.3%
Chucky Atkins,DEN,33,5-11,185,South Florida,USA,Undrafted,Undrafted,Undrafted,24,4.7,1.3,2.0,-3.4,0.8%,7.5%,16.1%,44.9%,21.2%
Coby Karl,LAL,25,6-5,215,Boise State,,Undrafted,Undrafted,Undrafted,17,1.8,0.8,0.5,-2.2,4.3%,12.1%,19.4%,49.3%,18.4%
Corey Brewer,MIN,22,6-9,185,Florida,USA,2007,1,7,79,5.8,3.7,1.4,-8.5,4.4%,12.3%,15.3%,42.9%,9.2%
Corey Maggette,LAC,28,6-6,225,Duke,USA,1999,1,13,70,22.1,5.6,2.7,-4.9,3.2%,13.0%,26.9%,59.5%,14.3%
Courtney Sims,IND,24,6-11,245,Michigan,USA,Undrafted,Undrafted,Undrafted,3,0.0,0.7,0.3,2.7,6.7%,8.3%,3.1%,0.0%,14.3%
Craig Smith,MIN,24,6-8,250,Boston College,USA,2006,2,36,77,9.4,4.6,0.8,-7.5,8.2%,16.0%,20.2%,59.0%,6.6%
Cuttino Mobley,LAC,32,6-4,215,Rhode Island,USA,1998,2,41,77,12.8,3.6,2.6,-8.2,1.9%,8.7%,18.3%,51.4%,13.1%
DJ Mbenga,LAL,27,7-0,255,None,,Undrafted,Undrafted,Undrafted,42,2.0,1.7,0.2,-0.6,7.9%,13.2%,13.2%,46.5%,4.4%
DJ Strawberry,PHX,23,6-5,201,Maryland,USA,2007,2,59,33,2.2,0.8,0.9,-8.3,3.2%,6.5%,17.8%,36.4%,16.5%
Daequan Cook,MIA,21,6-5,205,Ohio State,USA,2007,1,21,59,8.8,3.0,1.3,-11.4,1.4%,11.6%,19.3%,48.0%,9.5%
Dahntay Jones,SAC,27,6-6,210,Duke,USA,2003,1,20,25,3.2,1.4,0.5,-1.0,3.4%,12.8%,18.1%,53.7%,10.3%
Damien Wilkins,SEA,28,6-6,225,Georgia,USA,Undrafted,Undrafted,Undrafted,76,9.2,3.2,2.0,-11.5,3.7%,9.4%,18.9%,47.4%,12.9%
Damon Jones,CLE,31,6-3,195,Houston,USA,Undrafted,Undrafted,Undrafted,67,6.5,1.1,1.9,0.7,0.4%,5.3%,13.7%,58.2%,15.4%
Damon Stoudamire,SAS,34,5-10,171,Arizona,USA,1995,1,7,60,5.3,2.0,2.8,-5.4,2.0%,9.7%,18.7%,45.0%,24.4%
Dan Dickau,LAC,29,6-0,180,Gonzaga,USA,2002,1,28,67,5.3,1.4,2.6,-3.2,1.3%,8.8%,16.8%,53.0%,27.3%
Dan Gadzuric,MIL,30,6-11,245,California-Los Angeles,Netherlands,2002,2,33,51,3.2,2.8,0.2,-6.2,10.9%,15.7%,17.2%,44.3%,3.4%
Daniel Gibson,CLE,22,6-2,194,Texas,USA,2006,2,42,58,10.4,2.3,2.5,2.6,1.7%,6.3%,14.8%,59.2%,13.0%
Danny Granger,IND,25,6-8,228,New Mexico,USA,2005,1,17,80,19.6,6.1,2.1,-2.4,3.2%,13.5%,22.9%,57.1%,9.7%
Darius Songaila,WAS,30,6-9,248,Wake Forest,Lithuania,2002,2,49,80,6.2,3.4,1.7,0.4,5.4%,12.8%,17.0%,49.6%,14.2%
Darius Washington,SAS,22,6-2,195,Memphis,USA,Undrafted,Undrafted,Undrafted,18,2.9,1.1,0.8,0.7,3.1%,11.4%,20.5%,49.3%,16.1%
Darko Milicic,MEM,23,7-0,275,None,Serbia,2003,1,2,70,7.2,6.1,0.8,-8.2,7.7%,17.9%,17.3%,45.6%,5.5%
Darrell Armstrong,NJN,40,6-1,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,50,2.5,1.3,1.5,-10.1,3.3%,9.2%,13.4%,49.9%,22.5%
Darrick Martin,TOR,37,5-11,170,UCLA,,Undrafted,Undrafted,Undrafted,17,1.6,0.4,1.2,16.9,2.1%,2.7%,14.6%,29.6%,21.0%
Darryl Watkins,SAC,23,6-11,258,Syracuse,USA,Undrafted,Undrafted,Undrafted,9,1.3,1.3,0.0,-11.5,7.1%,11.7%,14.3%,34.9%,0.0%
David Harrison,IND,25,7-0,280,Colorado,USA,2004,1,29,55,4.2,2.1,0.3,1.9,5.8%,9.8%,16.1%,53.9%,3.0%
David Lee,NYK,25,6-9,240,Florida,USA,2005,1,30,81,10.8,8.9,1.2,-5.1,9.9%,21.6%,15.4%,60.6%,6.7%
David West,NOH,27,6-9,240,Xavier,USA,2003,1,18,76,20.6,8.9,2.3,7.4,6.5%,18.3%,25.9%,53.5%,10.4%
DeSagana Diop,NJN,26,7-0,280,None,Senegal,2001,1,8,79,2.9,5.0,0.5,3.2,12.8%,18.3%,9.4%,53.6%,4.7%
DeShawn Stevenson,WAS,27,6-5,218,None,USA,2000,1,23,82,11.2,2.9,3.1,2.3,1.4%,8.3%,17.2%,52.9%,15.2%
Delonte West,CLE,24,6-3,180,None,,2004,1,24,61,8.3,3.2,3.8,-2.6,1.9%,10.2%,17.9%,49.2%,24.2%
Demetris Nichols,CHI,23,6-8,216,Syracuse,USA,2007,2,53,14,1.1,0.4,0.1,-23.6,0.0%,10.0%,24.8%,32.6%,4.5%
DerMarr Johnson,SAS,28,6-9,210,Cincinnati,USA,2000,1,6,5,3.4,0.2,0.2,-7.6,0.0%,4.0%,26.3%,57.1%,7.7%
Derek Anderson,CHA,33,6-5,195,Kentucky,USA,1997,1,13,28,5.0,1.9,1.6,-13.0,2.1%,11.3%,18.5%,49.7%,21.5%
Derek Fisher,LAL,33,6-1,210,Arkansas-Little Rock,USA,1996,1,24,82,11.7,2.1,2.9,6.5,1.1%,6.3%,18.2%,55.6%,15.7%
Deron Williams,UTA,24,6-3,205,Illinois,USA,2005,1,3,82,18.8,3.0,10.5,7.2,1.3%,7.3%,22.9%,59.5%,42.7%
Desmond Mason,MIL,30,6-5,222,Oklahoma State,USA,2000,1,17,59,9.7,4.3,2.1,-5.0,4.5%,11.3%,16.6%,51.9%,10.7%
Devean George,DAL,30,6-8,235,Augsburg,USA,1999,1,23,53,3.7,2.6,0.7,-0.4,3.5%,13.4%,13.9%,43.7%,6.8%
Devin Brown,CLE,29,6-5,210,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,78,7.5,3.4,2.2,-1.4,3.6%,11.8%,17.4%,49.4%,16.6%
Devin Harris,NJN,25,6-3,185,Wisconsin,USA,2004,1,5,64,14.8,2.7,5.8,4.2,1.5%,7.3%,22.1%,57.3%,28.8%
Dikembe Mutombo,HOU,42,7-2,260,Georgetown,Congo,1991,1,4,39,3.0,5.1,0.1,4.8,10.5%,20.2%,8.6%,59.1%,1.2%
Dirk Nowitzki,DAL,30,7-0,245,None,Germany,1998,1,9,77,23.6,8.6,3.5,8.7,3.7%,20.5%,28.3%,58.5%,17.1%
Dominic McGuire,WAS,22,6-9,220,Fresno State,USA,2007,2,47,70,1.3,2.0,0.6,-13.1,7.6%,12.8%,10.4%,39.7%,9.6%
Donyell Marshall,SEA,35,6-9,245,Connecticut,USA,1994,1,4,26,3.8,2.9,0.4,-13.6,6.8%,15.9%,16.1%,45.5%,4.4%
Dorell Wright,MIA,22,6-9,210,None,USA,2004,1,19,44,7.9,5.0,1.4,-7.3,4.6%,16.4%,14.6%,53.7%,8.7%
Drew Gooden,CHI,26,6-10,250,Kansas,USA,2002,1,4,69,12.0,8.6,1.2,-2.2,8.2%,20.7%,20.1%,49.5%,6.2%
Dwayne Jones,CLE,25,6-11,251,None,USA,Undrafted,Undrafted,Undrafted,56,1.4,2.5,0.2,-4.2,13.9%,15.2%,8.5%,53.8%,3.3%
Dwight Howard,ORL,22,6-11,265,None,USA,2004,1,1,82,20.7,14.2,1.3,7.5,9.8%,27.8%,23.9%,61.9%,5.9%
Dwyane Wade,MIA,26,6-4,216,Marquette,USA,2003,1,5,51,24.6,4.2,6.9,-6.7,2.5%,9.4%,31.7%,54.9%,33.6%
Earl Barron,MIA,26,7-0,245,Memphis,,Undrafted,Undrafted,Undrafted,46,7.1,4.3,0.6,-11.6,7.7%,16.5%,21.8%,44.6%,6.3%
Earl Boykins,CHA,32,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,36,5.1,0.9,2.7,-8.1,1.6%,4.5%,18.3%,46.7%,27.0%
Earl Watson,SEA,29,6-1,185,California-Los Angeles,USA,2001,2,39,78,10.7,2.9,6.8,-9.2,1.8%,7.8%,18.5%,51.7%,35.9%
Eddie Gill,SEA,29,6-0,183,Weber State,USA,Undrafted,Undrafted,Undrafted,14,2.7,1.6,1.6,-12.6,0.6%,13.8%,13.1%,54.3%,29.7%
Eddie House,BOS,30,6-1,175,Arizona State,USA,2000,2,37,78,7.5,2.1,1.9,8.3,1.4%,10.0%,18.6%,53.4%,18.2%
Eddie Jones,DAL,36,6-6,200,Temple,USA,1994,1,10,47,3.7,2.8,1.5,6.4,2.1%,13.0%,10.7%,47.3%,10.5%
Eddy Curry,NYK,25,6-11,285,None,USA,2001,1,4,59,13.2,4.7,0.5,-14.7,7.6%,11.3%,23.7%,57.8%,4.0%
Eduardo Najera,DEN,31,6-8,235,Oklahoma,Mexico,2000,2,38,78,5.9,4.3,1.2,9.4,6.5%,12.5%,11.7%,57.0%,7.9%
Elton Brand,LAC,29,6-8,254,Duke,USA,1999,1,1,8,17.6,8.0,2.0,-17.8,7.8%,15.5%,24.8%,52.3%,10.3%
Emeka Okafor,CHA,25,6-10,255,Connecticut,USA,2004,1,2,82,13.8,10.7,0.9,-4.4,9.7%,23.6%,19.9%,55.3%,4.4%
Eric Piatkowski,PHX,37,6-7,215,Nebraska,USA,1994,1,15,16,2.4,0.8,0.6,-14.7,1.0%,7.5%,16.4%,56.1%,14.1%
Eric Snow,CLE,35,6-3,205,Michigan State,USA,1995,2,43,22,1.0,0.9,1.9,-11.8,1.3%,5.3%,8.7%,23.1%,21.3%
Erick Dampier,DAL,32,6-11,265,Mississippi State,USA,1996,1,10,72,6.1,7.5,0.9,5.7,12.8%,19.0%,11.1%,64.5%,5.2%
Fabricio Oberto,SAS,33,6-10,245,None,Argentina,Undrafted,Undrafted,Undrafted,82,4.8,5.2,1.2,1.2,9.8%,18.1%,10.6%,61.5%,9.0%
Flip Murray,IND,28,6-3,197,Shaw,USA,2002,2,41,42,9.4,2.0,3.4,-2.2,2.6%,6.4%,24.6%,48.3%,26.6%
Francisco Elson,SEA,32,7-0,235,California,Netherlands,1999,2,41,63,3.3,3.2,0.4,-5.6,6.1%,18.6%,16.7%,41.6%,5.1%
Francisco Garcia,SAC,26,6-7,195,Louisville,Dominican Rep...,2005,1,23,79,12.3,3.3,1.6,-3.1,2.6%,10.4%,20.4%,57.6%,10.4%
Fred Jones,NYK,29,6-2,225,Oregon,USA,2002,1,14,70,7.6,2.4,2.4,-7.3,1.7%,8.5%,14.2%,54.6%,15.0%
Gabe Pruitt,BOS,22,6-4,170,Southern California,USA,2007,2,32,15,2.1,0.5,0.9,-9.0,1.0%,7.5%,19.9%,40.1%,24.5%
Gerald Green,HOU,22,6-8,200,None,USA,2005,1,18,30,5.1,2.1,1.0,-5.0,3.2%,13.4%,24.1%,45.3%,13.8%
Gerald Wallace,CHA,25,6-7,220,Alabama,USA,2001,1,25,62,19.4,6.0,3.5,-2.2,2.5%,13.7%,24.4%,54.7%,15.9%
Gilbert Arenas,WAS,26,6-4,215,Arizona,USA,2001,2,30,13,19.4,3.9,5.1,1.3,1.3%,10.7%,28.6%,52.9%,28.2%
Glen Davis,BOS,22,6-9,289,Louisiana State,USA,2007,2,35,69,4.5,3.0,0.4,6.5,11.0%,12.1%,17.1%,54.5%,5.3%
Gordan Giricek,PHX,31,6-6,220,None,Croatia,1999,2,40,56,5.8,1.7,1.1,3.3,2.0%,9.2%,18.8%,51.8%,11.5%
Grant Hill,PHX,35,6-8,225,Duke,USA,1994,1,3,70,13.1,5.0,2.9,7.2,3.7%,11.5%,17.6%,57.6%,13.0%
Greg Buckner,MIN,31,6-4,210,Clemson,USA,1998,2,53,31,4.0,2.1,1.3,-13.9,1.9%,12.5%,13.0%,48.9%,10.9%
Guillermo Diaz,LAC,23,6-2,185,Miami (FL),USA,2006,2,52,6,0.8,0.3,0.2,10.8,10.5%,0.0%,14.3%,40.3%,7.1%
Hakim Warrick,MEM,25,6-9,215,Syracuse,USA,2005,1,19,75,11.4,4.7,0.7,-13.0,6.6%,13.8%,21.1%,55.5%,5.5%
