Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Dario Saric,PHX,26,6-10,225,None,Croatia,2014,1,12,58,10.1,5.9,1.9,-1.9,6.0%,17.8%,16.8%,57.2%,10.5%
Darius Bazley,OKC,19,6-8,208,None,USA,2019,1,23,53,4.5,3.7,0.5,-3.3,2.2%,17.3%,13.7%,47.5%,4.6%
Darius Garland,CLE,20,6-1,192,Vanderbilt,USA,2019,1,5,59,12.3,1.9,3.9,-8.7,1.4%,4.6%,20.1%,49.8%,18.2%
Daryl Macon,MIA,24,6-2,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,4,0.8,0.0,0.3,7.6,0.0%,0.0%,16.7%,50.0%,14.3%
David Nwaba,BKN,27,6-5,219,None,USA,Undrafted,Undrafted,Undrafted,20,5.2,2.3,0.4,7.2,2.7%,10.9%,13.9%,62.7%,4.6%
Davis Bertans,WAS,27,6-10,225,None,Latvia,2011,2,42,54,15.4,4.5,1.7,-0.3,2.1%,13.0%,18.3%,62.8%,8.1%
De'Aaron Fox,SAC,22,6-3,185,Kentucky,USA,2017,1,5,45,20.4,4.0,6.8,-2.9,2.0%,10.6%,28.7%,55.6%,33.3%
De'Andre Hunter,ATL,22,6-7,225,Virginia,USA,2019,1,4,63,12.3,4.5,1.8,-5.5,2.1%,11.6%,17.3%,52.1%,7.9%
De'Anthony Melton,MEM,21,6-2,200,USC,USA,2018,2,46,52,8.1,3.7,3.0,6.2,3.5%,13.9%,18.9%,52.5%,20.1%
DeAndre Jordan,BKN,31,6-11,265,Texas A&M,USA,2008,2,35,56,8.3,10.0,1.9,-1.8,10.5%,29.3%,13.6%,68.2%,13.2%
DeAndre' Bembry,ATL,25,6-5,210,None,USA,2016,1,21,43,5.8,3.5,1.9,-11.8,3.4%,12.3%,13.7%,50.0%,13.0%
DeMar DeRozan,SAS,30,6-6,220,USC,USA,2009,1,9,61,22.2,5.6,5.6,-2.7,1.9%,14.2%,26.4%,59.7%,26.1%
DeMarre Carroll,HOU,33,6-6,215,Missouri,USA,2009,1,27,21,3.5,2.2,0.9,7.7,5.1%,14.3%,15.8%,52.3%,9.9%
Dean Wade,CLE,23,6-9,228,Kansas State,USA,Undrafted,Undrafted,Undrafted,12,1.7,1.6,0.2,-6.5,3.8%,21.3%,9.1%,74.4%,3.9%
Deandre Ayton,PHX,21,6-11,250,Arizona,Bahamas,2018,1,1,30,19.0,12.0,1.9,2.2,12.4%,22.9%,23.7%,57.1%,9.3%
Dejounte Murray,SAS,23,6-4,180,Washington,USA,2016,1,29,58,10.7,5.8,4.1,-5.1,4.5%,18.4%,20.5%,53.5%,23.8%
Delon Wright,DAL,27,6-5,185,Utah,USA,2015,1,20,65,7.3,4.0,3.4,1.9,4.2%,12.6%,14.3%,56.3%,21.7%
Dennis Schroder,OKC,26,6-1,172,None,Germany,2013,1,17,63,19.0,3.7,4.1,6.0,1.0%,10.0%,26.2%,57.3%,22.0%
Dennis Smith Jr.,NYK,22,6-2,205,North Carolina State,USA,2017,1,9,34,5.5,2.3,2.9,-17.1,3.4%,10.2%,22.3%,39.9%,29.7%
Denzel Valentine,CHI,26,6-4,220,Michigan State,USA,2016,1,14,36,6.8,2.1,1.2,-5.0,1.6%,13.8%,22.9%,51.1%,14.7%
Deonte Burton,OKC,26,6-4,240,Iowa State,USA,Undrafted,Undrafted,Undrafted,34,2.8,1.4,0.3,-12.0,2.0%,12.4%,18.4%,42.6%,6.3%
Derrick Favors,NOP,28,6-9,265,Georgia Tech,USA,2010,1,3,45,9.2,9.9,1.7,5.8,12.4%,24.8%,13.9%,62.4%,9.1%
Derrick Jones Jr.,MIA,23,6-6,210,UNLV,USA,Undrafted,Undrafted,Undrafted,51,8.9,4.2,1.1,-0.9,4.6%,11.8%,13.7%,60.9%,6.9%
Derrick Rose,DET,31,6-2,200,Memphis,USA,2008,1,1,50,18.1,2.4,5.6,-3.4,2.1%,7.1%,30.3%,55.5%,37.3%
Derrick Walton Jr.,DET,25,6-0,185,Michigan,USA,Undrafted,Undrafted,Undrafted,26,2.0,0.6,1.0,-0.9,0.7%,5.4%,7.9%,61.7%,15.5%
Derrick White,SAS,25,6-4,190,Colorado,USA,2017,1,29,61,10.4,3.2,3.4,-0.3,2.0%,10.4%,17.5%,58.5%,19.9%
Devin Booker,PHX,23,6-5,206,Kentucky,USA,2015,1,13,62,26.1,4.2,6.6,1.2,1.2%,10.3%,28.9%,61.7%,29.0%
Devon Hall,OKC,24,6-2,215,Virginia,USA,2018,2,53,5,1.0,0.2,0.6,46.5,0.0%,4.3%,16.7%,37.0%,17.6%
Devonte' Graham,CHA,25,6-1,195,Kansas,USA,2018,2,34,63,18.2,3.4,7.5,-4.5,1.8%,7.8%,24.3%,53.7%,34.5%
Dewan Hernandez,TOR,23,6-10,235,Miami,USA,2019,2,59,4,1.0,1.8,0.0,-0.3,20.0%,33.3%,23.3%,34.0%,0.0%
Dewayne Dedmon,ATL,30,7-0,245,USC,USA,Undrafted,Undrafted,Undrafted,44,5.8,5.7,0.5,-0.7,7.5%,24.1%,17.9%,47.3%,4.1%
Dillon Brooks,MEM,24,6-7,225,Oregon,Canada,2017,2,45,65,15.7,3.3,2.0,-0.3,3.1%,7.5%,24.5%,50.8%,10.0%
Dion Waiters,LAL,28,6-3,210,Syracuse,USA,2012,1,4,3,9.3,3.7,1.0,13.5,0.0%,20.8%,29.6%,53.0%,12.5%
Domantas Sabonis,IND,23,6-11,240,Gonzaga,Lithuania,2016,1,11,62,18.5,12.4,5.0,3.1,8.9%,26.2%,22.9%,58.6%,21.5%
Donovan Mitchell,UTA,23,6-1,215,Louisville,USA,2017,1,13,63,24.2,4.4,4.2,2.5,2.1%,10.2%,30.5%,56.0%,21.0%
Donta Hall,DET,22,6-9,229,None,USA,Undrafted,Undrafted,Undrafted,4,1.5,3.8,0.5,-30.1,10.5%,25.7%,7.8%,45.2%,7.1%
Donte DiVincenzo,MIL,23,6-4,203,Villanova,USA,2018,1,17,59,9.4,4.9,2.3,13.9,4.1%,14.3%,16.5%,57.0%,13.2%
Dorian Finney-Smith,DAL,26,6-7,220,Florida,USA,Undrafted,Undrafted,Undrafted,64,9.3,5.5,1.5,7.1,6.4%,11.0%,12.6%,59.7%,6.9%
Doug McDermott,IND,28,6-7,225,Creighton,USA,2014,1,11,62,10.4,2.5,1.1,4.0,1.8%,9.8%,18.6%,62.6%,8.0%
Dragan Bender,GSW,22,7-0,249,None,Croatia,2016,1,4,16,6.7,4.6,1.8,1.1,6.0%,18.3%,18.0%,54.5%,14.2%
Draymond Green,GSW,30,6-6,230,Michigan State,USA,2012,2,35,43,8.0,6.2,6.2,-7.2,1.8%,19.2%,15.6%,48.9%,31.0%
Drew Eubanks,SAS,23,6-9,245,None,USA,Undrafted,Undrafted,Undrafted,14,3.6,2.5,0.4,-15.1,6.3%,20.9%,14.0%,77.6%,6.0%
Duncan Robinson,MIA,25,6-7,215,Michigan,USA,Undrafted,Undrafted,Undrafted,65,13.3,3.3,1.4,7.7,0.5%,10.1%,15.4%,67.8%,6.7%
Dusty Hannahs,MEM,26,6-3,210,Arkansas,USA,Undrafted,Undrafted,Undrafted,2,6.0,0.5,0.0,17.2,0.0%,6.3%,28.6%,60.7%,0.0%
Dwayne Bacon,CHA,24,6-6,221,Florida State,USA,2017,2,40,39,5.7,2.6,1.3,-8.2,2.0%,12.4%,18.9%,41.9%,12.1%
Dwight Howard,LAL,34,6-10,265,None,USA,2004,1,1,62,7.5,7.4,0.7,6.8,12.7%,25.0%,14.3%,69.6%,4.8%
Dwight Powell,DAL,28,6-10,240,Stanford,Canada,2014,2,45,40,9.4,5.7,1.5,8.9,7.1%,13.2%,12.6%,67.7%,7.6%
Dzanan Musa,BKN,20,6-9,217,None,Bosnia and He...,2018,1,29,35,4.2,2.0,0.9,-5.3,4.2%,11.2%,18.7%,46.7%,11.6%
E'Twaun Moore,NOP,31,6-3,191,Purdue,USA,2011,2,55,51,8.6,2.4,1.4,-1.9,2.7%,9.5%,19.6%,50.9%,10.9%
Ed Davis,UTA,30,6-9,218,North Carolina,USA,2010,1,13,25,1.3,3.8,0.3,-13.8,10.2%,24.0%,8.4%,42.5%,4.5%
Edmond Sumner,IND,24,6-4,196,Xavier,USA,2017,2,52,25,4.6,1.5,1.6,-3.7,2.9%,7.3%,17.1%,48.5%,15.1%
Elfrid Payton,NYK,26,6-3,195,Louisana-Lafayette,USA,2014,1,10,45,10.0,4.7,7.2,-3.0,3.9%,12.6%,19.0%,47.0%,34.7%
Elie Okobo,PHX,22,6-3,190,None,France,2018,2,31,54,4.0,1.6,2.1,-3.3,2.2%,10.1%,14.9%,51.1%,22.7%
Emmanuel Mudiay,UTA,24,6-3,200,None,Democratic Re...,2015,1,7,48,7.3,2.4,2.2,1.3,2.3%,11.7%,21.4%,55.0%,21.7%
Enes Kanter,BOS,27,6-10,250,,Turkey,2011,1,3,51,8.2,7.7,1.0,8.3,15.0%,26.6%,18.5%,59.4%,8.2%
Eric Bledsoe,MIL,30,6-1,214,Kentucky,USA,2010,1,18,56,15.4,4.6,5.4,13.3,2.6%,11.9%,23.6%,57.9%,27.4%
Eric Gordon,HOU,31,6-3,215,Indiana,USA,2008,1,7,34,14.5,1.9,1.5,1.4,0.7%,5.4%,21.1%,51.1%,7.9%
Eric Mika,SAC,25,6-10,233,None,USA,Undrafted,Undrafted,Undrafted,1,6.0,7.0,0.0,19.5,11.1%,26.3%,8.9%,77.3%,0.0%
Eric Paschall,GSW,23,6-6,255,Villanova,USA,2019,2,41,60,14.0,4.6,2.1,-10.6,4.7%,11.6%,20.7%,57.1%,12.6%
Ersan Ilyasova,MIL,32,6-9,235,None,Turkey,2005,2,36,56,6.8,4.9,0.8,6.9,6.3%,21.1%,16.1%,59.1%,6.9%
Evan Fournier,ORL,27,6-7,205,None,France,2012,1,20,61,18.8,2.6,3.2,-3.0,0.8%,7.3%,23.8%,59.9%,16.1%
Evan Turner,MIN,31,6-6,220,Ohio State,USA,2010,1,2,19,3.3,2.0,2.0,-11.4,2.8%,10.7%,15.4%,42.4%,23.5%
Frank Jackson,NOP,21,6-3,205,Duke,USA,2017,2,31,51,5.6,1.4,0.8,-5.9,2.6%,7.2%,19.6%,50.0%,8.6%
Frank Kaminsky,PHX,27,7-0,240,Wisconsin,USA,2015,1,9,32,11.0,4.9,2.2,-2.3,3.9%,17.7%,20.2%,55.4%,15.1%
Frank Mason,MIL,26,5-11,190,Kansas,USA,2017,2,34,6,2.3,1.3,1.8,-9.3,4.5%,8.1%,20.1%,33.7%,31.4%
Frank Ntilikina,NYK,21,6-4,200,None,France,2017,1,8,57,6.3,2.1,3.0,-3.9,1.8%,8.2%,15.2%,49.7%,20.9%
Fred VanVleet,TOR,26,6-1,197,Wichita State,USA,Undrafted,Undrafted,Undrafted,48,17.6,3.8,6.6,5.1,1.0%,8.7%,22.0%,54.6%,27.5%
Furkan Korkmaz,PHI,22,6-7,202,None,Turkey,2016,1,26,64,9.7,2.3,1.1,2.9,1.1%,9.0%,17.8%,57.1%,7.3%
Gabe Vincent,MIA,23,6-3,200,Cal-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,6,2.0,0.5,0.5,-6.9,0.0%,7.0%,19.4%,31.6%,12.5%
Garrett Temple,BKN,33,6-5,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,55,10.3,3.5,2.6,-1.6,1.6%,9.1%,16.1%,50.7%,13.5%
Garrison Mathews,WAS,23,6-5,215,None,USA,Undrafted,Undrafted,Undrafted,18,5.4,1.3,0.6,7.1,2.5%,7.5%,13.7%,69.1%,6.3%
Gary Clark,ORL,25,6-6,225,None,USA,Undrafted,Undrafted,Undrafted,35,3.2,2.4,0.4,-1.6,5.5%,12.4%,10.3%,53.4%,5.0%
