Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Alvin Jones,PHI,23,6-11,265,Georgia Tech,USA,2001,2,56,23,1.1,1.6,0.1,-4.4,11.2%,20.7%,13.8%,45.1%,3.6%
Alvin Williams,TOR,27,6-5,185,Villanova,USA,1997,2,47,82,11.8,3.4,5.7,-0.5,1.9%,7.7%,18.1%,47.0%,26.2%
Amal McCaskill,SAS,28,6-11,245,Marquette,USA,1996,2,49,27,1.9,1.3,0.1,-18.0,9.9%,11.8%,20.7%,43.0%,5.1%
Andre Miller,CLE,26,6-2,200,Utah,USA,1999,1,8,81,16.5,4.7,10.9,-1.9,3.7%,9.2%,22.5%,53.8%,48.4%
Andrei Kirilenko,UTA,21,6-9,210,None,Russia,1999,1,24,82,10.7,4.9,1.1,8.1,7.3%,12.7%,18.8%,55.3%,7.3%
Andrew DeClercq,ORL,29,6-10,255,Florida,USA,1995,2,34,61,2.7,2.7,0.4,-0.2,11.1%,14.6%,14.0%,47.4%,5.5%
Anfernee Hardaway,PHX,30,6-7,215,Memphis,USA,1993,1,3,80,12.0,4.4,4.1,-1.2,3.9%,10.4%,21.4%,47.2%,21.1%
Ansu Sesay,SEA,25,6-9,225,Mississippi,USA,1998,2,30,9,6.4,2.2,0.9,-10.6,5.5%,10.4%,18.0%,54.9%,9.1%
Antawn Jamison,GSW,26,6-9,223,North Carolina,USA,1998,1,4,82,19.7,6.8,2.0,-6.1,6.3%,11.0%,23.4%,51.6%,9.3%
Anthony Carter,MIA,27,6-2,195,Hawaii,USA,Undrafted,Undrafted,Undrafted,46,4.3,2.5,4.7,-9.2,1.9%,9.6%,15.6%,35.9%,34.7%
Anthony Johnson,NJN,27,6-3,190,College of Charleston,USA,1997,2,39,34,2.8,0.9,1.4,2.9,2.9%,5.5%,15.3%,46.5%,22.3%
Anthony Mason,MIL,35,6-8,255,Tennessee State,USA,1988,3,53,82,9.6,7.9,4.2,-0.1,4.3%,16.4%,12.6%,54.4%,16.2%
Anthony Peeler,MIN,32,6-4,208,Missouri,USA,1992,1,15,82,9.0,2.5,2.2,0.0,1.8%,8.3%,17.0%,51.9%,13.5%
Antoine Walker,BOS,25,6-9,245,Kentucky,USA,1996,1,6,81,22.1,8.8,5.0,3.1,4.3%,16.5%,27.5%,49.0%,22.4%
Antonio Daniels,SAS,27,6-4,205,Bowling Green,USA,1997,1,4,82,9.2,2.1,2.8,6.4,1.1%,6.8%,16.2%,53.4%,17.6%
Antonio Davis,TOR,33,6-9,230,Texas-El Paso,USA,1990,2,45,77,14.5,9.6,2.0,0.3,8.4%,16.7%,19.5%,49.7%,8.7%
Antonio Harvey,SEA,31,-,,Pfeiffer,USA,Undrafted,Undrafted,Undrafted,5,1.8,1.8,1.0,-13.0,9.8%,7.4%,14.8%,34.9%,14.3%
Antonio McDyess,DEN,27,6-9,245,Alabama,USA,1995,1,2,10,11.3,5.5,1.8,-14.3,8.4%,19.1%,20.8%,63.1%,13.6%
Antonis Fotsis,MEM,21,6-10,219,None,,2001,2,47,28,3.9,2.2,0.4,-5.7,8.0%,11.0%,18.4%,47.9%,5.7%
Art Long,SEA,29,6-9,253,Cincinnati,USA,Undrafted,Undrafted,Undrafted,63,4.5,4.0,0.7,0.1,11.4%,15.4%,16.1%,50.6%,6.3%
Austin Croshere,IND,27,6-10,242,Providence,USA,1997,1,12,76,6.8,3.9,1.0,1.1,5.8%,16.9%,19.4%,51.8%,10.4%
Avery Johnson,DAL,37,5-11,180,Southern,USA,Undrafted,Undrafted,Undrafted,68,7.9,1.0,4.2,-5.6,1.0%,4.1%,19.6%,53.1%,35.6%
Baron Davis,CHH,23,6-3,223,California-Los Angeles,USA,1999,1,3,82,18.1,4.3,8.5,2.3,2.8%,7.8%,23.4%,49.8%,36.4%
Ben Wallace,DET,27,6-9,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,80,7.6,13.0,1.4,3.0,11.5%,25.7%,10.4%,52.2%,6.2%
Bimbo Coles,CLE,34,6-2,182,Virginia Tech,USA,1990,2,40,47,3.2,1.2,2.3,-15.6,1.8%,6.6%,12.8%,45.9%,26.9%
Bo Outlaw,PHX,31,6-8,210,Houston,USA,Undrafted,Undrafted,Undrafted,83,4.5,4.4,1.5,2.2,7.8%,11.1%,10.1%,54.7%,9.7%
Bob Sura,GSW,29,6-5,200,Florida State,USA,1995,1,17,78,10.0,3.3,3.5,-4.8,4.7%,9.4%,20.6%,53.0%,26.3%
Bobby Jackson,SAC,29,6-1,185,Minnesota,USA,1997,1,23,81,11.1,3.1,2.0,9.0,4.4%,9.3%,22.8%,53.7%,15.7%
Bobby Simmons,WAS,22,6-6,235,DePaul,USA,2001,2,41,30,3.7,1.7,0.6,0.8,7.5%,8.5%,16.0%,51.8%,8.5%
Bonzi Wells,POR,25,6-5,213,Ball State,USA,1998,1,11,74,17.0,6.0,2.8,4.3,5.4%,14.5%,26.0%,53.8%,15.2%
Brad Miller,IND,26,7-0,261,Purdue,USA,Undrafted,Undrafted,Undrafted,76,13.6,8.2,2.0,-3.9,11.1%,17.0%,20.2%,57.2%,12.4%
Brandon Armstrong,NJN,22,6-5,188,Pepperdine,USA,2001,1,23,35,1.8,0.5,0.2,-10.1,4.5%,3.0%,21.6%,35.8%,7.9%
Brendan Haywood,WAS,22,7-0,266,North Carolina,USA,2001,1,20,62,5.1,5.2,0.5,-2.0,11.1%,13.7%,12.4%,54.0%,3.8%
Brent Barry,SEA,30,6-6,203,Oregon State,USA,1995,1,15,81,14.4,5.4,5.3,3.7,2.0%,13.0%,15.7%,65.2%,20.9%
Brent Price,SAC,33,6-1,185,Oklahoma,USA,1992,2,32,20,1.6,0.4,0.5,-20.1,3.7%,3.5%,17.8%,47.4%,16.4%
Brevin Knight,MEM,26,5-10,170,Stanford,USA,1997,1,16,53,7.0,2.1,5.7,-6.1,1.0%,8.7%,19.1%,48.2%,44.7%
Brian Cardinal,DET,25,6-8,245,Purdue,USA,2000,2,44,8,2.1,0.8,0.3,17.3,5.0%,8.5%,14.7%,61.2%,6.9%
Brian Grant,MIA,30,6-9,254,Xavier,USA,1994,1,8,72,9.3,8.0,1.9,-1.0,8.1%,18.9%,16.6%,50.8%,10.3%
Brian Scalabrine,NJN,24,6-9,240,Southern California,USA,2001,2,34,28,2.1,1.8,0.8,1.9,4.1%,14.7%,14.9%,40.8%,11.3%
Brian Shaw,LAL,36,6-6,200,California-Santa Barbara,USA,1988,1,24,58,2.9,1.9,1.5,8.3,2.8%,14.3%,15.0%,45.8%,20.7%
Brian Skinner,CLE,26,6-9,265,Baylor,USA,1998,1,22,65,3.4,4.3,0.3,-1.1,8.9%,16.7%,9.8%,56.9%,2.4%
Bruce Bowen,SAS,31,6-7,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,59,7.0,2.7,1.5,9.8,2.7%,7.0%,13.9%,46.8%,7.9%
Bruno Sundov,IND,22,7-2,246,None,Croatia,1998,2,35,22,1.5,1.0,0.1,1.6,7.4%,16.5%,21.4%,39.1%,5.8%
Bryant Stith,CLE,31,6-5,210,Virginia,USA,1992,1,13,50,4.2,1.7,0.8,-9.2,3.0%,10.1%,16.3%,49.3%,11.2%
Bryce Drew,CHH,27,6-3,184,Valparaiso,USA,1998,1,16,61,3.4,1.2,1.7,1.8,1.9%,7.5%,13.0%,53.9%,20.9%
Bryon Russell,UTA,31,6-7,225,Long Beach State,USA,1993,2,45,66,9.6,4.5,2.1,4.6,4.2%,12.0%,16.9%,49.3%,11.1%
Cal Bowdler,ATL,25,6-10,253,Old Dominion,USA,1999,1,17,52,3.1,2.1,0.2,0.4,6.7%,12.6%,15.6%,41.6%,3.0%
Calbert Cheaney,DEN,30,6-7,217,Indiana,USA,1993,1,6,68,7.3,3.5,1.6,-10.0,3.4%,11.6%,15.5%,49.9%,11.2%
Calvin Booth,SEA,26,6-11,231,Penn State,USA,1999,2,35,15,6.2,3.6,1.1,-8.2,7.1%,12.2%,17.7%,50.2%,9.2%
Carlos Arroyo,DEN,22,6-2,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,37,3.0,1.1,1.9,-5.0,3.0%,7.8%,16.5%,46.7%,32.3%
Carlos Rogers,IND,31,6-11,232,Tennessee State,USA,1994,1,11,22,2.7,1.7,0.1,-4.4,8.6%,14.0%,15.6%,57.4%,3.0%
Cedric Henderson,GSW,27,6-7,225,Memphis,USA,1997,2,44,12,3.0,0.3,0.3,13.1,1.2%,2.8%,23.6%,52.8%,10.0%
Charles Oakley,CHI,38,6-9,245,Virginia Union,USA,1985,1,9,57,3.8,6.0,2.0,-12.3,5.2%,21.2%,12.2%,39.2%,13.4%
Charles Smith,SAS,26,6-4,194,New Mexico,USA,1997,1,26,60,7.4,2.2,1.3,-1.5,3.0%,8.7%,20.1%,48.3%,12.1%
Charlie Bell,DAL,23,6-3,200,Michigan State,,Undrafted,Undrafted,Undrafted,7,1.1,0.7,0.3,-25.4,5.3%,7.1%,17.2%,33.7%,7.4%
Charlie Ward,NYK,31,6-2,185,Florida State,USA,1994,1,26,63,5.2,2.0,3.2,-0.1,1.4%,10.4%,17.7%,49.6%,33.9%
Chauncey Billups,MIN,25,6-3,202,Colorado,USA,1997,1,3,82,12.5,2.8,5.5,3.4,1.5%,8.3%,20.2%,55.5%,29.6%
Cherokee Parks,SAS,29,6-11,240,Duke,USA,1995,1,12,42,1.5,1.4,0.2,-15.5,9.6%,15.2%,17.5%,36.4%,7.0%
Chris Andersen,DEN,23,6-10,230,Blinn,USA,Undrafted,Undrafted,Undrafted,24,3.0,3.2,0.3,7.4,13.2%,13.7%,16.1%,41.7%,3.9%
Chris Childs,TOR,34,6-3,195,Boise State,USA,Undrafted,Undrafted,Undrafted,69,4.1,2.2,5.1,-1.0,1.1%,9.0%,13.0%,43.5%,35.2%
Chris Crawford,ATL,27,6-9,235,Marquette,USA,1997,2,50,7,7.6,3.6,0.7,-13.0,6.1%,12.4%,20.4%,51.4%,7.1%
Chris Dudley,POR,37,6-11,260,Yale,USA,1987,4,75,43,1.1,1.9,0.3,2.6,8.1%,16.7%,9.4%,42.4%,5.8%
Chris Gatling,MIA,34,-,,Old Dominion,USA,1991,1,16,54,6.4,3.8,0.5,-3.7,8.8%,17.4%,23.1%,50.1%,6.1%
Chris Mihm,CLE,22,7-0,265,Texas,USA,2000,1,7,74,7.7,5.3,0.3,-6.7,8.2%,15.8%,19.5%,47.0%,2.5%
Chris Mills,GSW,32,6-7,220,Arizona,USA,1993,1,22,66,7.4,2.9,1.1,-5.3,3.9%,11.8%,17.9%,51.6%,9.9%
Chris Webber,SAC,29,6-10,245,Michigan,USA,1993,1,1,54,24.5,10.1,4.8,9.9,7.3%,18.2%,28.8%,54.0%,21.0%
Chris Whitney,WAS,30,6-0,175,Clemson,USA,1993,2,47,82,10.2,1.9,3.8,-1.2,0.5%,7.0%,16.7%,56.8%,22.9%
Christian Laettner,WAS,32,6-11,245,Duke,USA,1992,1,3,57,7.1,5.3,2.6,-4.6,5.3%,16.5%,15.1%,51.1%,16.6%
Chucky Atkins,DET,27,5-11,160,South Florida,USA,Undrafted,Undrafted,Undrafted,79,12.1,2.0,3.3,0.9,1.4%,5.8%,19.6%,56.8%,20.4%
Chucky Brown,SAC,34,6-8,220,North Carolina State,USA,1989,2,43,18,1.2,1.8,0.3,-10.8,9.1%,19.5%,14.0%,37.7%,9.4%
Clar. Weatherspoon,NYK,31,6-7,270,Southern Mississippi,USA,1992,1,9,56,8.8,8.2,1.1,-5.5,8.7%,18.8%,15.1%,47.8%,5.8%
Clifford Robinson,DET,35,6-10,225,Connecticut,USA,1989,2,36,80,14.6,4.8,2.5,2.2,2.9%,11.1%,21.3%,50.3%,12.5%
Corey Maggette,LAC,22,6-6,228,Duke,USA,1999,1,13,63,11.4,3.7,1.8,-2.7,3.4%,10.9%,21.0%,56.0%,11.4%
Corie Blount,PHI,33,6-10,242,Cincinnati,USA,1993,1,25,72,3.6,5.1,0.6,-3.9,10.3%,16.0%,10.0%,47.8%,5.1%
Corliss Williamson,DET,28,6-7,245,Arkansas,USA,1995,1,13,78,13.6,4.1,1.2,4.5,7.5%,12.1%,28.9%,56.7%,11.3%
Courtney Alexander,WAS,25,6-6,205,Fresno State,USA,2000,1,13,56,9.8,2.6,1.5,-6.2,3.3%,8.3%,20.1%,52.1%,11.4%
Cuttino Mobley,HOU,26,6-4,210,Rhode Island,USA,1998,2,41,74,21.7,4.1,2.5,-3.5,2.1%,7.8%,24.5%,53.7%,11.2%
Dale Davis,POR,33,6-11,252,Clemson,USA,1991,1,13,78,9.5,8.8,1.2,5.6,11.0%,18.1%,13.7%,55.1%,6.0%
Dalibor Bagaric,CHI,21,7-1,270,None,Croatia,2000,1,24,50,3.7,3.2,0.5,-9.7,8.7%,17.7%,18.4%,44.3%,5.9%
Damon Jones,DET,25,6-3,185,Houston,USA,Undrafted,Undrafted,Undrafted,67,5.1,1.5,2.1,4.9,1.3%,8.1%,15.6%,54.8%,21.0%
Damon Stoudamire,POR,28,5-10,171,Arizona,USA,1995,1,7,75,13.5,3.9,6.5,4.1,2.9%,8.0%,18.4%,50.6%,28.0%
Damone Brown,PHI,23,6-8,202,Syracuse,USA,2001,2,36,17,1.4,0.2,0.1,-9.2,3.3%,3.4%,20.6%,46.9%,5.1%
Dan Langhi,HOU,24,6-11,220,Vanderbilt,USA,2000,2,31,34,3.1,2.0,0.4,-18.9,4.7%,11.3%,14.4%,41.2%,5.8%
Dan Majerle,PHX,36,6-6,222,Central Michigan,USA,1988,1,14,65,4.6,2.7,1.4,3.1,2.3%,12.3%,12.7%,49.0%,11.2%
Dana Barros,DET,35,5-11,165,Boston College,USA,1989,1,16,29,6.7,2.0,2.7,0.3,0.2%,9.7%,18.6%,47.3%,22.1%
Daniel Santiago,PHX,26,7-1,256,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,3,2.7,2.3,0.7,-12.5,0.0%,26.9%,18.5%,50.0%,20.0%
Danny Ferry,SAS,35,6-10,235,Duke,USA,1989,1,2,50,4.6,1.8,1.0,7.0,2.0%,8.8%,12.0%,59.4%,9.9%
Danny Fortson,GSW,26,6-8,260,Cincinnati,USA,1997,1,10,77,11.2,11.7,1.6,-4.7,11.7%,26.8%,18.6%,50.4%,8.9%
Danny Manning,DAL,36,6-10,234,Kansas,USA,1988,1,1,41,4.0,2.6,0.7,-2.6,4.6%,14.1%,15.3%,50.5%,8.4%
Darius Miles,LAC,20,6-9,210,None,USA,2000,1,3,82,9.5,5.5,2.2,0.4,4.9%,15.1%,18.3%,51.6%,13.7%
Darrell Armstrong,ORL,34,6-1,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,82,12.4,3.9,5.5,3.6,2.9%,8.7%,17.2%,55.3%,24.9%
Darrick Martin,DAL,31,5-11,170,UCLA,,Undrafted,Undrafted,Undrafted,3,0.3,0.3,1.0,-48.5,0.0%,5.6%,23.1%,4.6%,25.0%
Darvin Ham,MIL,28,6-7,230,Texas Tech,USA,Undrafted,Undrafted,Undrafted,70,4.3,2.9,1.0,0.3,7.8%,8.9%,12.8%,57.1%,9.4%
David Robinson,SAS,36,7-1,250,Navy,USA,1987,1,1,78,12.2,8.3,1.2,9.9,9.0%,19.6%,19.3%,56.2%,6.8%
David Wesley,CHH,31,6-1,203,Baylor,USA,Undrafted,Undrafted,Undrafted,67,14.2,2.1,3.5,-1.2,1.7%,3.9%,20.0%,47.9%,16.3%
DeSagana Diop,CLE,20,7-0,300,None,Senegal,2001,1,8,18,1.4,0.9,0.3,-2.3,5.0%,10.4%,17.3%,40.1%,6.9%
DeShawn Stevenson,UTA,21,6-5,210,None,USA,2000,1,23,67,4.9,2.0,1.7,-5.8,4.0%,8.3%,18.2%,41.2%,17.1%
Dean Garrett,GSW,35,6-11,250,Indiana,USA,1988,2,38,34,1.1,1.7,0.1,2.1,7.4%,19.4%,14.7%,32.0%,3.8%
Dean Oliver,GSW,23,5-11,175,Iowa,USA,Undrafted,Undrafted,Undrafted,20,2.1,0.4,1.1,-12.2,0.0%,5.8%,18.0%,42.0%,25.0%
Dee Brown,ORL,33,-,,Jacksonville,USA,1990,1,19,7,1.0,1.3,0.3,0.5,0.0%,12.3%,16.0%,17.5%,4.3%
Dell Curry,TOR,38,6-5,205,Virginia Tech,USA,1986,1,15,56,6.4,1.4,1.1,0.2,2.5%,7.0%,20.3%,49.5%,12.0%
DerMarr Johnson,ATL,22,6-9,201,Cincinnati,USA,2000,1,6,72,8.4,3.4,1.1,-2.0,3.4%,11.3%,17.6%,51.3%,7.6%
Derek Anderson,POR,27,6-5,195,Kentucky,USA,1997,1,13,70,10.8,2.7,3.1,5.3,2.6%,8.1%,19.0%,53.7%,18.8%
Derek Fisher,LAL,27,6-1,200,Arkansas-Little Rock,USA,1996,1,24,70,11.2,2.1,2.6,9.8,0.7%,6.4%,17.3%,55.0%,13.7%
Derrick Coleman,PHI,35,6-10,270,Syracuse,USA,1990,1,1,58,15.1,8.8,1.7,2.7,8.5%,16.7%,21.0%,52.4%,8.4%
Derrick Dial,TOR,26,6-4,184,Eastern Michigan,USA,1998,2,52,32,3.2,1.8,1.1,5.0,4.4%,14.3%,21.7%,38.7%,21.1%
Derrick McKey,PHI,35,6-10,241,Alabama,USA,1987,1,9,41,2.9,3.1,1.1,0.1,6.5%,10.8%,8.8%,46.4%,9.3%
Desmond Mason,SEA,24,6-5,222,Oklahoma State,USA,2000,1,17,75,12.4,4.7,1.4,5.3,4.1%,10.9%,18.5%,53.3%,6.8%
Devean George,LAL,24,6-8,220,Augsburg,USA,1999,1,23,82,7.1,3.7,1.4,11.9,4.3%,11.9%,16.1%,50.2%,9.7%
Dickey Simpkins,ATL,30,-,,Providence,USA,1994,1,21,1,0.0,0.0,1.0,-28.6,0.0%,0.0%,0.0%,0.0%,50.0%
Dikembe Mutombo,PHI,36,7-2,265,Georgetown,Congo,1991,1,4,80,11.5,10.8,1.0,5.1,9.2%,20.7%,15.2%,57.4%,4.8%
Dion Glover,ATL,23,6-5,228,Georgia Tech,USA,1999,1,20,55,8.9,3.1,1.5,-10.8,3.2%,11.6%,22.1%,49.1%,12.7%
Dirk Nowitzki,DAL,24,7-0,245,None,Germany,1998,1,9,76,23.4,9.9,2.4,6.9,4.3%,21.9%,25.0%,59.9%,10.5%
Don Reid,ORL,28,6-8,250,Georgetown,USA,1995,2,58,68,3.3,2.6,0.4,-1.6,8.5%,14.8%,16.1%,50.9%,6.1%
Donnell Harvey,DEN,21,6-8,220,Florida,USA,2000,1,22,47,5.7,4.8,0.8,0.7,9.3%,17.5%,15.1%,52.6%,7.3%
Donny Marshall,NJN,29,6-7,230,Connecticut,USA,1995,2,39,20,1.5,1.1,0.3,-6.5,5.8%,10.0%,14.6%,40.6%,7.8%
Donyell Marshall,UTA,29,6-9,230,Connecticut,USA,1994,1,4,58,14.8,7.6,1.7,-6.2,9.5%,17.3%,22.3%,56.5%,11.1%
Doug Christie,SAC,32,6-6,205,Pepperdine,USA,1992,1,17,81,12.0,4.6,4.2,8.9,2.6%,10.3%,15.3%,57.8%,16.9%
Doug Overton,LAC,32,6-3,190,La Salle,USA,1991,2,40,18,2.2,0.7,0.7,-1.9,0.8%,8.8%,19.5%,41.4%,16.7%
Earl Boykins,LAC,26,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,68,4.1,0.8,2.1,-0.1,3.4%,3.6%,19.6%,46.4%,30.9%
Earl Watson,SEA,23,6-1,190,California-Los Angeles,USA,2001,2,39,64,3.6,1.3,2.0,2.9,3.6%,5.7%,13.3%,50.7%,19.6%
Eddie Gill,MEM,23,6-0,190,Weber State,USA,Undrafted,Undrafted,Undrafted,23,5.0,1.2,2.1,-19.3,1.8%,6.0%,17.2%,53.1%,26.2%
Eddie Griffin,HOU,20,6-10,220,Seton Hall,USA,2001,1,7,73,8.8,5.7,0.7,-4.6,6.0%,15.6%,18.0%,45.6%,4.9%
Eddie House,MIA,24,6-1,180,Arizona State,USA,2000,2,37,64,8.0,1.7,1.9,-2.3,1.4%,8.0%,23.3%,47.1%,18.6%
Eddie Jones,MIA,30,6-6,200,Temple,USA,1994,1,10,81,18.3,4.7,3.2,1.3,2.0%,10.2%,22.1%,54.6%,15.2%
Eddie Robinson,CHI,26,6-9,205,Central Oklahoma,USA,Undrafted,Undrafted,Undrafted,29,9.0,2.7,1.3,-10.0,3.7%,9.2%,21.0%,48.9%,9.7%
Eddy Curry,CHI,19,6-11,285,None,USA,2001,1,4,72,6.7,3.8,0.3,-10.6,10.1%,14.3%,20.4%,54.0%,3.9%
Eduardo Najera,DAL,25,6-8,234,Oklahoma,Mexico,2000,2,38,62,6.5,5.5,0.6,12.9,11.1%,14.2%,12.9%,54.8%,3.9%
Elden Campbell,CHH,33,7-0,279,Clemson,USA,1990,1,27,77,13.9,6.9,1.3,0.8,6.2%,18.8%,23.4%,55.8%,8.4%
Eldridge Recasner,LAC,34,-,,Washington,USA,1992,,,6,0.8,0.0,0.8,2.8,0.0%,0.0%,9.7%,38.8%,31.3%
Elliot Perry,MEM,33,-,,Memphis,USA,1991,2,37,2,5.5,2.0,3.5,-40.2,0.0%,10.8%,17.3%,50.6%,38.9%
Elton Brand,LAC,23,6-8,265,Duke,USA,1999,1,1,80,18.2,11.6,2.4,0.2,13.4%,17.6%,20.9%,58.6%,10.9%
Emanual Davis,ATL,33,6-5,195,Delaware State,USA,Undrafted,Undrafted,Undrafted,28,6.6,2.6,2.4,-9.5,2.4%,7.1%,14.7%,44.9%,14.5%
Eric Montross,TOR,30,7-0,270,North Carolina,USA,1994,1,9,49,2.4,2.9,0.3,-9.4,5.4%,16.9%,11.9%,39.8%,3.9%
Eric Piatkowski,LAC,31,6-6,215,Nebraska,USA,1994,1,15,71,8.8,2.6,1.6,-1.8,2.5%,8.3%,14.6%,60.1%,10.1%
Eric Snow,PHI,29,6-3,204,Michigan State,USA,1995,2,43,61,12.1,3.5,6.6,4.9,1.6%,8.1%,17.6%,51.0%,30.1%
Eric Williams,BOS,29,6-8,220,Providence,USA,1995,1,14,74,6.4,3.0,1.5,4.4,3.2%,9.2%,14.6%,49.0%,9.9%
Erick Barkley,POR,24,6-1,177,St. John's (NY),USA,2000,1,28,19,3.1,0.9,1.8,1.8,2.2%,5.8%,16.9%,40.1%,23.8%
Erick Dampier,GSW,26,6-11,265,Mississippi State,USA,1996,1,10,73,7.6,5.3,1.2,-6.7,9.1%,12.4%,17.5%,48.4%,7.8%
Erick Strickland,BOS,28,6-3,218,Nebraska,USA,Undrafted,Undrafted,Undrafted,79,7.7,2.7,2.3,-2.1,1.3%,11.5%,17.5%,54.5%,19.8%
Ernest Brown,MIA,23,7-0,244,Indian Hills Community College,USA,2000,2,52,3,1.0,2.0,0.0,-55.1,4.2%,27.8%,22.4%,19.3%,0.0%
Ervin Johnson,MIL,34,6-11,255,New Orleans,USA,1993,1,23,81,2.6,5.8,0.3,-0.5,9.2%,19.4%,7.7%,46.8%,2.4%
Etan Thomas,WAS,24,6-10,260,Syracuse,USA,2000,1,12,47,4.3,3.9,0.1,1.3,8.9%,20.6%,15.0%,55.3%,1.5%
Evan Eschmeyer,DAL,27,6-11,255,Northwestern,USA,1999,2,34,31,2.0,3.2,0.3,2.3,11.3%,19.8%,11.8%,48.0%,4.3%
Felipe Lopez,MIN,27,6-5,195,St. John's (NY),Dominican Rep...,1998,1,24,67,2.5,1.2,0.6,-3.6,5.0%,8.8%,16.5%,46.9%,10.8%
Felton Spencer,NYK,34,7-0,290,Louisville,USA,1990,1,6,32,0.9,1.6,0.1,-1.9,6.5%,13.4%,9.9%,35.8%,1.9%
Fred Hoiberg,CHI,29,6-5,210,Iowa State,USA,1995,2,52,79,4.4,2.7,1.7,-6.6,1.3%,14.3%,11.6%,51.9%,15.8%
Gary Payton,SEA,33,6-4,180,Oregon State,USA,1990,1,2,82,22.1,4.8,9.0,3.2,2.5%,9.7%,26.6%,52.6%,39.1%
Gary Trent,MIN,27,6-8,250,Ohio,USA,1995,1,11,64,7.5,4.2,0.9,-3.1,9.3%,14.9%,19.7%,53.8%,8.7%
George Lynch,CHH,31,6-8,228,North Carolina,USA,1993,1,12,45,3.8,4.1,1.2,-0.8,7.5%,13.0%,12.8%,39.9%,10.0%
George McCloud,DEN,35,6-8,225,Florida State,USA,1989,1,7,69,8.8,3.6,3.0,-9.7,3.4%,10.6%,18.7%,46.6%,18.7%
Gerald Wallace,SAC,19,6-7,215,Alabama,USA,2001,1,25,54,3.2,1.6,0.5,-0.1,10.0%,7.7%,19.7%,44.3%,9.4%
Gilbert Arenas,GSW,20,6-3,191,Arizona,USA,2001,2,30,47,10.9,2.8,3.7,-5.3,3.2%,7.5%,19.3%,56.2%,24.1%
Glen Rice,HOU,35,6-8,220,Michigan,USA,1989,1,4,20,8.6,2.4,1.6,-2.0,0.9%,7.4%,15.6%,47.7%,8.4%
Glenn Robinson,MIL,29,6-7,230,Purdue,USA,1994,1,1,66,20.7,6.2,2.5,-1.6,3.3%,14.2%,28.3%,53.7%,13.0%
Grant Hill,ORL,29,6-8,225,Duke,USA,1994,1,3,14,16.8,8.9,4.6,0.8,5.1%,18.0%,22.3%,51.0%,20.6%
Grant Long,MEM,36,6-9,250,Eastern Michigan,USA,1988,2,33,66,6.3,3.5,2.1,-10.1,1.7%,10.6%,13.2%,47.5%,11.7%
Greg Anthony,MIL,34,6-1,180,Nevada-Las Vegas,USA,1991,1,12,60,7.9,2.2,4.7,-8.8,1.5%,7.5%,18.2%,46.0%,31.0%
Greg Buckner,DAL,25,6-4,210,Clemson,USA,1998,2,53,44,5.8,3.9,1.1,1.7,7.7%,12.2%,12.5%,56.6%,7.7%
