RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
1,"Giannis Antetokounmpo, MIL",72,32.8,.644,18.9,12.0,32.3,7.3,30.0,19.3,30.95,684.4,22.8
2,"James Harden, HOU",78,36.8,.616,18.0,11.9,40.8,2.5,17.8,10.0,30.62,839.5,28.0
3,"Anthony Davis, NO",56,33.0,.597,14.1,7.2,29.4,9.9,27.5,18.8,30.32,519.7,17.3
4,"Karl-Anthony Towns, MIN",77,33.1,.622,12.9,11.9,28.8,10.9,29.3,20.0,26.38,599.6,20.0
,"Nikola Jokic, DEN",80,31.3,.589,26.5,11.3,29.4,9.8,27.6,18.7,26.38,589.7,19.7
6,"Joel Embiid, PHI",64,33.7,.593,12.0,11.6,32.7,8.1,34.0,21.4,26.21,501.8,16.7
7,"Kawhi Leonard, TOR",60,34.0,.606,12.2,7.4,29.5,4.2,18.6,11.6,25.89,468.5,15.6
8,"LeBron James, LAL",55,35.2,.588,23.5,10.2,32.6,3.1,21.3,12.4,25.64,437.8,14.6
9,"Nikola Vucevic, ORL",80,31.4,.573,16.0,8.3,27.9,9.4,31.9,20.5,25.53,559.4,18.6
10,"Rudy Gobert, UTAH",81,31.8,.682,13.1,10.5,17.4,13.2,30.2,21.9,24.60,538.4,17.9
11,"Jonas Valanciunas, TOR/MEM",49,22.3,.616,9.0,11.5,24.7,10.7,31.3,21.1,24.47,225.8,7.5
12,"Stephen Curry, GS",69,33.8,.641,17.9,9.5,30.3,2.2,14.2,8.4,24.45,468.0,15.6
13,"Kyrie Irving, BOS",67,33.0,.592,23.4,8.7,30.4,3.4,12.7,8.1,24.37,441.6,14.7
14,"Kevin Durant, GS",78,34.6,.631,20.0,9.8,29.1,1.4,17.5,9.8,24.26,555.0,18.5
15,"Boban Marjanovic, LAC/PHI",58,11.7,.664,12.5,13.7,23.7,14.0,26.9,20.6,24.25,138.8,4.6
16,"Clint Capela, HOU",67,33.6,.658,9.3,9.1,17.6,14.4,27.6,20.8,23.84,444.4,14.8
17,"Damian Lillard, POR",80,35.5,.588,21.9,8.4,30.6,2.6,11.1,7.0,23.78,541.3,18.0
18,"Hassan Whiteside, MIA",72,23.3,.564,6.0,10.3,21.9,16.3,35.6,25.9,23.52,322.9,10.8
19,"Andre Drummond, DET",79,33.5,.555,7.4,11.5,22.4,16.8,34.7,25.4,23.49,509.4,17.0
20,"Montrezl Harrell, LAC",82,26.3,.636,11.9,9.7,22.9,9.3,16.7,13.1,23.44,384.5,12.8
21,"Jusuf Nurkic, POR",72,27.4,.570,16.8,12.1,25.2,13.4,26.7,20.2,23.41,377.4,12.6
22,"Paul George, OKC",77,36.9,.583,13.4,8.6,29.6,3.7,19.6,11.4,23.32,543.4,18.1
23,"LaMarcus Aldridge, SA",81,33.2,.576,10.6,7.8,26.0,10.3,19.8,15.1,22.98,496.7,16.6
24,"Enes Kanter, NY/POR",67,24.5,.594,11.6,11.8,22.5,16.3,26.0,21.1,22.36,287.8,9.6
25,"Mitchell Robinson, NY",66,20.6,.692,8.8,8.3,11.7,13.3,19.4,16.3,22.01,231.5,7.7
26,"Domantas Sabonis, IND",74,24.8,.630,17.7,13.3,23.5,11.5,29.8,20.8,21.99,287.8,9.6
27,"Derrick Favors, UTAH",76,23.2,.624,10.0,9.4,18.8,12.9,21.3,17.2,21.89,273.9,9.1
28,"JaVale McGee, LAL",75,22.3,.634,6.0,12.4,19.4,12.3,22.5,17.5,21.88,281.4,9.4
29,"John Collins, ATL",61,30.0,.627,10.2,10.1,23.3,12.3,22.1,17.1,21.85,282.6,9.4
30,"Kemba Walker, CHA",82,34.9,.558,18.8,8.2,31.9,1.9,11.9,6.8,21.72,457.9,15.3
31,"Kenneth Faried, HOU/BKN",37,19.7,.622,5.5,9.1,19.6,14.4,23.4,18.8,21.62,109.9,3.7
32,"Mike Conley, MEM",70,33.5,.569,23.9,6.9,27.9,1.9,9.7,5.7,21.46,365.6,12.2
33,"DeMarcus Cousins, GS",30,25.7,.562,17.4,11.7,27.9,6.2,27.0,17.1,21.44,124.8,4.2
34,"Lou Williams, LAC",75,26.6,.554,20.8,9.4,32.9,2.2,9.4,5.9,21.30,321.2,10.7
35,"Russell Westbrook, OKC",73,36.0,.501,28.2,11.7,33.4,4.1,28.3,15.8,21.14,398.0,13.3
36,"Thomas Bryant, WSH",72,20.8,.674,12.9,8.4,17.2,8.1,25.1,16.5,21.02,232.7,7.8
,"Danilo Gallinari, LAC",68,30.3,.633,13.3,7.4,23.3,2.9,18.1,10.7,21.02,323.2,10.8
,"Julius Randle, NO",73,30.6,.600,13.2,12.0,27.6,7.6,21.6,14.7,21.02,347.0,11.6
,"Blake Griffin, DET",75,35.0,.581,18.0,11.3,30.9,4.0,20.1,11.8,21.02,372.4,12.4
40,"Bradley Beal, WSH",82,36.9,.581,18.1,9.0,28.4,3.1,11.7,7.4,20.84,467.2,15.6
41,"Richaun Holmes, PHX",70,16.9,.647,10.8,9.4,17.3,10.6,20.5,15.5,20.72,163.0,5.4
42,"Deandre Ayton, PHX",71,30.7,.608,10.4,10.5,20.4,11.1,26.1,18.5,20.54,323.9,10.8
43,"Dwight Powell, DAL",77,21.6,.682,14.4,8.6,17.1,9.1,17.3,13.2,20.45,221.9,7.4
44,"Willy Hernangomez, CHA",58,14.0,.587,12.6,12.2,21.8,15.3,26.3,20.7,20.41,118.8,4.0
45,"Devin Booker, PHX",64,35.0,.584,20.1,12.3,33.1,1.9,11.3,6.5,20.30,327.9,10.9
46,"Jimmy Butler, MIN/PHI",65,33.6,.571,18.5,6.7,23.4,6.0,10.5,8.3,20.29,319.2,10.6
47,"Al Horford, BOS",68,29.0,.605,24.6,8.9,19.6,6.5,18.3,12.4,20.21,282.9,9.4
48,"Ben Simmons, PHI",79,34.2,.582,30.0,13.5,23.7,6.9,20.0,13.7,20.07,365.5,12.2
49,"Chris Paul, HOU",58,32.0,.560,33.0,10.6,24.6,2.1,13.9,7.9,19.71,241.3,8.0
50,"DeMar DeRozan, SA",77,34.9,.542,21.8,9.1,28.3,2.2,16.4,9.4,19.61,365.6,12.2
