RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
34,"Arvydas Sabonis, POR",78,15.5,.549,21.8,11.5,18.7,9.0,24.7,16.7,19.58,81.0,2.7
35,"Antawn Jamison, GS",82,39.3,.542,7.8,8.8,22.8,7.0,12.5,9.5,19.49,192.2,6.4
36,"Gilbert Arenas, GS",82,35.0,.540,23.5,13.2,24.8,4.0,10.6,7.2,19.37,179.0,6.0
37,"Zach Randolph, POR",77,16.9,.555,6.0,9.0,20.7,13.0,18.9,15.9,19.36,76.3,2.5
38,"Zydrunas Ilgauskas, CLE",81,30.0,.516,7.5,12.5,25.5,11.0,17.4,14.1,19.31,158.2,5.3
39,"Eddie Jones, MIA",47,38.1,.551,16.5,8.1,21.6,2.0,12.7,7.3,19.24,116.7,3.9
40,"Matt Harpring, UTAH",78,32.8,.588,9.1,11.0,21.9,9.0,14.8,12.2,19.05,163.2,5.4
41,"Jamal Mashburn, NO",82,40.5,.507,18.9,9.4,26.1,2.0,15.3,8.7,18.93,209.0,7.0
42,"Jason Terry, ATL",81,38.0,.549,28.3,11.8,22.3,1.0,8.6,5.2,18.92,182.2,6.1
,"Bobby Jackson, SAC",59,28.4,.561,16.8,9.8,22.0,4.0,9.8,7.0,18.92,99.1,3.3
44,"Allan Houston, NY",82,37.9,.563,10.8,8.7,24.4,1.0,7.9,4.4,18.84,193.4,6.4
45,"Brad Miller, IND",73,31.1,.579,17.0,10.4,17.6,9.0,20.2,14.9,18.80,138.9,4.6
46,"Rasheed Wallace, POR",74,36.3,.552,10.2,9.3,21.3,5.0,19.6,12.3,18.44,157.1,5.2
47,"Toni Kukoc, MIL",63,27.0,.551,22.7,12.0,20.4,5.0,13.7,9.1,18.35,99.9,3.3
48,"Michael Finley, DAL",69,38.3,.514,12.7,7.1,22.0,4.0,12.3,8.4,18.34,154.6,5.2
49,"Mike Bibby, SAC",55,33.4,.559,23.9,10.6,20.9,2.0,6.3,4.3,18.24,99.1,3.3
,"Earl Boykins, GS",68,19.4,.543,26.1,8.6,20.3,3.0,4.2,3.5,18.24,71.3,2.4
51,"Kerry Kittles, NJ",65,30.0,.550,17.1,5.5,17.9,3.0,11.7,7.4,18.09,110.6,3.7
52,"Jon Barry, DET",80,18.4,.593,27.3,10.7,17.6,3.0,12.0,7.2,18.04,82.9,2.8
,"Marcus Fizer, CHI",38,21.3,.503,8.8,10.4,24.8,11.0,18.3,14.8,18.04,43.7,1.5
54,"Donyell Marshall, CHI",78,30.5,.513,10.6,10.5,19.6,11.0,21.3,16.2,17.86,112.9,3.8
55,"Wally Szczerbiak, MIN",52,35.3,.567,13.2,8.5,20.2,3.0,11.3,7.4,17.84,100.6,3.4
56,"Jason Williams, MEM",76,31.7,.501,36.8,9.8,21.1,1.0,8.6,5.0,17.83,122.6,4.1
57,"Corey Maggette, LAC",64,31.3,.564,10.1,12.0,22.6,4.0,13.8,9.1,17.79,109.2,3.6
58,"Glenn Robinson, ATL",69,37.6,.519,11.2,13.5,26.2,4.0,15.7,10.0,17.57,136.7,4.6
59,"Baron Davis, NO",50,37.8,.500,24.3,10.6,23.7,3.0,8.1,5.7,17.51,91.8,3.1
60,"Metta World Peace, IND",69,33.6,.529,14.6,10.7,20.9,5.0,12.4,8.8,17.49,120.9,4.0
,"Stromile Swift, MEM",67,22.1,.542,6.1,13.4,18.9,9.0,20.3,14.6,17.49,66.0,2.2
62,"Tony Parker, SA",82,33.8,.542,24.0,11.0,22.1,1.0,7.3,4.5,17.17,127.8,4.3
63,"Juwan Howard, DEN",77,35.5,.501,12.7,10.3,24.7,7.0,18.1,12.5,17.16,115.3,3.8
64,"Keith Van Horn, PHI",74,31.6,.556,7.2,11.5,21.1,8.0,18.7,13.2,17.15,98.5,3.3
65,"Derek Anderson, POR",76,33.6,.556,23.2,9.1,18.9,3.0,10.0,6.2,17.11,126.1,4.2
66,"Alvin Williams, TOR",78,33.8,.508,26.8,8.2,19.6,2.0,8.6,5.3,17.10,120.1,4.0
67,"Shawn Bradley, DAL",81,21.4,.601,9.4,11.7,12.2,10.0,20.7,15.1,16.97,82.3,2.7
,"Carlos Boozer, CLE",81,25.3,.577,11.6,11.3,15.9,11.0,22.7,16.6,16.97,83.7,2.8
69,"Rashard Lewis, SEA",77,39.5,.537,8.4,9.1,20.2,6.0,13.8,9.7,16.95,123.8,4.1
70,"Ricky Davis, CLE",79,39.6,.485,18.3,11.6,25.9,3.0,10.7,7.0,16.94,150.5,5.0
71,"Kenyon Martin, NJ",77,34.1,.511,11.3,11.8,22.8,7.0,20.7,13.9,16.83,104.5,3.5
72,"David Robinson, SA",64,26.2,.531,9.3,12.6,14.9,12.0,22.8,17.6,16.74,76.8,2.6
73,"P.J. Brown, NO",78,33.4,.592,15.5,10.3,13.2,11.0,20.7,15.6,16.73,101.8,3.4
74,"Nick Van Exel, DAL",73,27.8,.510,23.5,9.3,21.8,2.0,9.4,5.7,16.70,86.1,2.9
75,"Kurt Thomas, NY",81,31.8,.511,11.5,9.8,20.2,7.0,22.2,14.5,16.46,95.4,3.2
76,"Richard Jefferson, NJ",80,36.0,.563,13.8,10.7,18.3,6.0,14.4,10.2,16.44,127.7,4.3
77,"Marcus Camby, DEN",29,21.2,.444,14.6,8.4,19.0,14.0,26.4,19.7,16.28,26.1,0.9
78,"Eric Piatkowski, LAC",62,21.9,.601,11.2,9.0,16.9,4.0,9.3,6.5,16.23,58.1,1.9
79,"Troy Hudson, MIN",79,32.9,.531,26.7,10.8,21.1,2.0,6.0,4.0,16.19,100.6,3.4
80,"Reggie Miller, IND",70,30.2,.597,17.5,6.8,16.2,1.0,7.8,4.6,16.17,89.5,3.0
81,"Bonzi Wells, POR",75,31.9,.505,15.5,13.5,24.2,5.0,14.9,9.9,16.15,100.9,3.4
82,"Charlie Ward, NY",66,22.2,.540,36.5,11.3,17.4,2.0,12.4,7.1,16.06,55.4,1.8
83,"Austin Croshere, IND",49,12.9,.530,17.4,8.7,17.9,7.0,19.9,13.7,16.04,21.4,0.7
,"Corliss Williamson, DET",82,25.1,.515,8.8,10.6,22.8,8.0,12.3,10.3,16.04,69.8,2.3
85,"Rod Strickland, MIN",47,20.3,.492,34.9,12.3,19.6,2.0,8.7,5.6,16.01,35.7,1.2
86,"Jamal Crawford, CHI",80,24.9,.496,25.1,10.1,21.7,1.0,9.0,5.1,15.99,81.6,2.7
87,"Jalen Rose, CHI",82,40.9,.508,16.0,11.5,25.6,2.0,9.2,5.8,15.94,136.0,4.5
88,"Malik Rose, SA",79,24.5,.538,11.7,16.1,20.4,9.0,20.5,15.2,15.90,63.4,2.1
89,"Amar'e Stoudemire, PHX",82,31.3,.530,6.0,14.4,19.4,11.0,20.9,15.9,15.83,100.3,3.3
90,"Larry Hughes, WSH",67,31.9,.521,17.6,11.7,19.8,4.0,13.4,8.5,15.82,84.9,2.8
91,"Raef LaFrentz, DAL",69,23.3,.578,8.3,7.0,15.1,9.0,14.0,11.3,15.79,62.3,2.1
92,"Brent Barry, SEA",75,33.1,.597,32.7,12.1,15.3,2.0,12.2,7.1,15.77,97.6,3.3
93,"David Wesley, NO",73,37.1,.533,16.5,8.7,20.3,2.0,5.9,3.8,15.74,105.9,3.5
94,"Andre Miller, LAC",80,36.4,.495,29.1,11.2,20.3,3.0,9.0,6.1,15.65,101.1,3.4
95,"Gary Trent, MIN",80,15.3,.549,13.5,10.4,16.8,10.0,16.7,13.5,15.63,37.6,1.3
96,"Ben Wallace, DET",73,39.4,.486,16.5,12.1,9.5,12.0,34.9,23.2,15.62,88.4,2.9
97,"Eric Snow, PHI",82,37.9,.546,31.9,11.4,17.2,3.0,8.8,5.7,15.61,107.0,3.6
98,"Antoine Walker, BOS",78,41.5,.467,16.1,11.2,25.6,3.0,16.7,9.9,15.57,98.2,3.3
99,"Christian Laettner, WSH",76,29.1,.545,26.1,9.7,13.9,6.0,20.8,13.4,15.50,66.2,2.2
,"Jason Richardson, GS",82,32.9,.501,14.5,10.5,22.0,4.0,10.4,7.5,15.50,100.7,3.4
101,"Caron Butler, MIA",78,36.6,.502,13.3,12.0,21.2,5.0,10.9,8.0,15.46,105.9,3.5
102,"Desmond Mason, MIL/SEA",80,34.5,.502,11.5,8.1,19.4,6.5,15.9,11.1,15.40,101.1,3.4
103,"Troy Murphy, GS",79,31.8,.526,9.7,10.2,15.7,10.0,24.3,17.1,15.38,72.8,2.4
104,"Scottie Pippen, POR",64,29.9,.520,25.7,14.8,19.6,4.0,14.0,8.8,15.36,69.3,2.3
105,"Vlade Divac, SAC",80,29.8,.519,23.0,12.8,16.1,7.0,17.8,12.9,15.25,82.6,2.8
106,"Mike Miller, ORL/MEM",65,33.6,.537,13.8,10.1,19.7,2.4,15.7,8.9,15.23,77.1,2.6
107,"Cuttino Mobley, HOU",73,41.7,.537,13.3,10.6,19.2,3.0,8.6,5.7,15.21,107.1,3.6
,"Drew Gooden, ORL/MEM",70,26.8,.503,7.5,13.6,20.7,9.9,17.6,13.7,15.21,51.8,1.7
109,"Latrell Sprewell, NY",74,38.6,.497,19.2,10.0,21.1,2.0,10.1,5.9,15.18,99.9,3.3
110,"Voshon Lenard, TOR",63,30.6,.502,12.6,9.0,22.0,3.0,10.1,6.3,15.17,67.2,2.2
111,"Eddie Griffin, HOU",77,24.5,.462,9.8,8.6,17.9,9.0,19.2,14.1,15.13,51.2,1.7
112,"Tyson Chandler, CHI",75,24.4,.565,9.2,16.4,16.5,10.0,20.6,15.5,15.11,61.5,2.0
113,"Etan Thomas, WSH",38,13.5,.550,1.5,16.4,16.0,16.0,22.0,19.0,15.01,16.9,0.6
114,"Erick Dampier, GS",82,24.1,.543,7.3,14.2,14.6,13.0,15.7,14.6,14.96,64.3,2.1
115,"Rafer Alston, TOR",47,20.9,.510,30.2,13.5,21.1,2.0,10.4,6.2,14.89,28.4,0.9
116,"Lamar Odom, LAC",49,34.3,.519,17.7,13.9,21.0,4.0,17.9,11.0,14.88,42.4,1.4
117,"Jerome Williams, TOR",71,33.0,.525,11.2,11.5,13.6,11.0,21.2,15.8,14.84,58.4,1.9
118,"Brian Grant, MIA",82,32.2,.552,10.4,12.9,14.6,10.0,26.8,18.3,14.83,65.5,2.2
119,"Stephen  Jackson, SA",80,28.2,.526,14.6,14.0,20.4,4.0,10.8,7.4,14.73,71.2,2.4
120,"Tim Thomas, MIL",80,29.5,.527,8.2,10.7,20.2,5.0,14.6,9.7,14.71,56.5,1.9
121,"Jamaal Magloire, NO",82,29.8,.541,8.6,15.5,16.0,12.0,22.3,17.2,14.70,74.7,2.5
122,"Derrick Coleman, PHI",64,27.2,.525,11.5,12.7,16.0,10.0,20.5,15.2,14.69,41.4,1.4
123,"Antonio Davis, TOR",53,35.7,.483,12.9,11.6,19.8,8.0,19.3,13.1,14.68,44.9,1.5
124,"Doug Christie, SAC",80,33.9,.590,32.6,12.5,12.7,3.0,10.6,6.8,14.67,84.3,2.8
125,"Darrel Armstrong, ORL",82,28.7,.530,26.7,13.2,16.5,4.0,10.2,7.2,14.58,62.8,2.1
126,"Marko Jaric, LAC",66,20.9,.498,24.5,13.1,19.0,3.0,10.2,6.6,14.56,36.6,1.2
127,"Earl Watson, MEM",79,17.3,.505,30.3,11.9,17.0,4.0,9.6,6.8,14.52,35.9,1.2
128,"Manu Ginobili, SA",69,20.7,.556,19.4,14.1,17.5,4.0,8.8,6.5,14.48,42.5,1.4
,"Nene , DEN",80,28.2,.545,13.6,16.5,17.7,10.0,15.3,12.7,14.48,50.2,1.7
130,"Howard Eisley, NY",82,27.4,.552,35.0,11.8,17.4,1.0,8.7,4.9,14.47,58.1,1.9
131,"Bob Sura, GS",55,20.5,.510,27.1,12.6,18.2,6.0,10.2,7.9,14.46,29.2,1.0
132,"Rasho Nesterovic, MIN",77,30.4,.536,11.2,9.7,15.9,7.0,16.9,12.2,14.44,66.9,2.2
133,"Mehmet Okur, DET",72,19.0,.514,11.5,10.7,17.6,10.0,19.2,14.5,14.43,29.9,1.0
134,"Kenny Thomas, HOU/PHI",66,30.0,.517,12.8,13.3,18.4,10.9,20.4,15.6,14.40,42.8,1.4
135,"Ruben Patterson, POR",78,21.2,.530,12.2,14.1,18.8,9.0,10.5,9.6,14.36,47.7,1.6
136,"Shane Battier, MEM",78,30.6,.597,13.0,8.4,12.1,6.0,10.1,8.1,14.35,68.5,2.3
137,"Brian Skinner, PHI",77,17.9,.574,3.9,12.8,13.6,11.0,19.9,15.6,14.24,28.2,0.9
138,"Lorenzen Wright, MEM",70,28.3,.489,8.0,11.0,18.9,10.0,20.0,15.0,14.21,40.1,1.3
139,"Todd MacCulloch, PHI",42,19.3,.548,6.1,10.7,15.4,9.0,19.1,14.2,14.12,21.3,0.7
140,"Robert Traylor, NO",69,12.3,.486,13.2,14.0,16.5,15.0,21.3,17.9,14.10,16.5,0.5
141,"Tony Battie, BOS",67,25.1,.578,9.5,9.3,11.6,10.0,19.7,14.6,14.07,32.3,1.1
,"Kelvin Cato, HOU",73,17.1,.535,5.2,14.5,12.3,12.0,26.7,19.8,14.07,32.3,1.1
143,"Eduardo Najera, DAL",48,23.0,.590,13.8,6.7,11.1,9.0,13.3,11.1,14.02,20.7,0.7
144,"Erick Strickland, IND",71,18.0,.547,28.8,13.5,18.3,2.0,10.5,6.4,13.94,28.0,0.9
145,"Lucious Harris, NJ",77,25.6,.494,15.0,6.9,18.6,4.0,9.8,6.7,13.93,50.5,1.7
146,"Kenny Anderson, NO/SEA",61,18.6,.457,29.1,11.0,20.7,3.2,10.6,6.8,13.92,24.7,0.8
,"Adonal Foyle, GS",82,21.8,.563,7.4,14.6,10.2,11.0,18.5,14.6,13.92,44.3,1.5
148,"Kevin Ollie, MIL/SEA",82,23.1,.514,33.0,8.2,14.0,1.5,9.8,5.6,13.89,41.0,1.4
149,"Wesley Person, MEM",66,29.4,.565,13.8,6.9,14.9,1.0,9.6,5.6,13.86,48.7,1.6
150,"Elden Campbell, NO/SEA",56,15.5,.483,11.2,11.0,20.9,6.2,18.2,12.1,13.81,20.8,0.7
151,"Dion Glover, ATL",76,24.9,.512,14.6,11.2,18.5,4.0,12.8,8.5,13.79,46.4,1.5
,"Tony Delk, BOS",67,28.0,.547,18.0,8.5,15.3,2.0,11.9,7.0,13.79,38.9,1.3
153,"Joe Smith, MIN",54,20.7,.524,8.1,9.2,15.6,12.0,15.7,13.7,13.67,18.1,0.6
154,"Jerome Moiso, NO",51,12.6,.542,8.6,17.9,15.3,11.0,21.7,16.1,13.62,14.5,0.5
155,"Clarence Weatherspoon, NY",79,25.6,.522,10.8,10.0,11.6,12.0,22.8,17.4,13.58,31.4,1.0
156,"Jamaal Tinsley, IND",73,30.6,.468,40.7,14.3,17.4,3.0,9.9,6.5,13.53,42.3,1.4
,"James Posey, DEN/HOU",83,30.3,.519,15.5,12.1,21.2,4.1,15.4,9.8,13.53,56.9,1.9
158,"Aaron McKie, PHI",80,29.7,.497,25.0,9.8,15.5,3.0,14.5,8.7,13.52,53.6,1.8
,"Shandon Anderson, NY",82,21.1,.553,10.6,13.9,17.7,4.0,13.2,8.6,13.52,39.0,1.3
160,"Dale Davis, POR",78,29.3,.566,13.9,10.5,11.0,12.0,17.5,14.9,13.50,34.0,1.1
161,"Kwame Brown, WSH",80,22.2,.496,7.6,14.4,16.9,9.0,19.9,14.2,13.40,37.0,1.2
162,"Tyronn Lue, WSH",75,26.5,.523,27.4,8.0,16.3,1.0,7.6,4.4,13.34,34.7,1.2
163,"Vladimir Radmanovic, SEA",72,26.5,.508,10.7,11.0,18.3,5.0,15.5,10.0,13.32,40.2,1.3
,"Marc Jackson, MIN",77,13.5,.508,7.2,11.6,18.5,10.0,14.7,12.2,13.32,14.1,0.5
165,"Anfernee Hardaway, PHX",58,30.6,.499,23.6,14.6,18.8,4.0,12.3,8.2,13.26,36.5,1.2
166,"J.R. Bremer, BOS",64,23.5,.515,22.3,8.0,16.7,1.0,9.8,5.5,13.20,24.7,0.8
167,"Antonio Daniels, POR",67,13.0,.572,25.3,9.5,13.1,2.0,8.4,5.0,13.16,14.1,0.5
168,"Morris Peterson, TOR",82,36.0,.488,12.6,8.5,18.9,4.0,10.7,7.0,13.13,57.8,1.9
169,"Chris Andersen, DEN",59,15.4,.440,7.3,13.7,18.4,13.0,22.3,17.6,13.12,11.0,0.4
170,"Jonathan Bender, IND",46,17.8,.521,11.2,11.2,16.8,6.0,12.2,9.1,13.10,15.9,0.5
171,"Keon Clark, SAC",80,22.3,.528,11.7,13.8,13.5,9.0,17.9,13.6,13.08,21.0,0.7
172,"Theo Ratliff, ATL",81,31.1,.512,8.1,15.2,13.5,7.0,19.7,13.7,12.96,44.3,1.5
173,"Quentin Richardson, LAC",59,23.2,.460,7.3,8.9,19.8,8.0,15.1,11.6,12.93,24.8,0.8
174,"Eddie House, MIA",55,18.6,.447,14.7,7.8,21.7,2.0,9.7,5.7,12.84,17.9,0.6
175,"Jay Williams, CHI",75,26.1,.472,27.4,13.4,20.7,2.0,9.3,5.5,12.80,29.2,1.0
176,"Predrag Drobnjak, SEA",82,24.2,.459,8.7,6.6,19.4,6.0,12.6,9.5,12.77,32.2,1.1
,"Eric Williams, BOS",82,28.7,.538,15.1,10.4,14.3,7.0,11.8,9.2,12.77,22.3,0.7
178,"Cherokee Parks, LAC",30,21.6,.523,9.6,8.2,12.6,8.0,14.9,11.5,12.76,6.1,0.2
,"Clifford Robinson, DET",81,34.9,.477,18.3,10.8,19.2,3.0,10.1,6.7,12.76,26.5,0.9
180,"Gordan Giricek, ORL/MEM",76,28.3,.529,11.8,12.4,17.5,1.9,10.7,6.3,12.75,36.1,1.2
181,"Vladimir Stepania, MIA",79,20.2,.454,4.1,11.9,14.7,15.0,25.6,20.1,12.74,25.5,0.9
182,"Mike Dunleavy, GS",82,15.9,.505,16.2,13.2,17.2,5.0,11.9,8.7,12.73,21.8,0.7
183,"Shammond Williams, BOS/DEN",78,24.1,.503,26.5,11.4,16.0,1.4,9.3,5.2,12.67,23.5,0.8
184,"Mark Jackson, UTAH",82,17.9,.473,40.3,16.3,18.9,3.0,11.3,7.3,12.62,17.8,0.6
,"Jim Jackson, SAC",63,20.8,.501,17.2,11.7,17.7,7.0,13.8,10.7,12.62,20.7,0.7
186,"Chris Mihm, CLE",52,15.6,.462,6.8,11.7,18.7,13.0,19.5,16.0,12.61,12.1,0.4
187,"Damon Stoudamire, POR",59,22.3,.460,27.9,11.2,18.4,4.0,10.6,7.1,12.60,15.7,0.5
188,"Al Harrington, IND",82,30.1,.493,9.6,12.5,19.7,7.0,15.7,11.6,12.54,19.2,0.6
189,"Brendan Haywood, WSH",81,23.8,.561,5.4,12.0,11.2,12.0,13.0,12.4,12.51,27.6,0.9
190,"Mike James, MIA",78,22.1,.469,24.6,10.8,20.2,2.0,8.5,5.0,12.39,17.9,0.6
191,"Gerald Wallace, SAC",47,12.1,.510,8.1,15.6,17.9,8.0,16.0,12.0,12.37,8.0,0.3
192,"Glen Rice, HOU",62,24.7,.563,10.6,9.0,15.3,2.0,9.3,5.8,12.33,20.9,0.7
193,"Mike James Batiste, MEM",75,16.6,.476,8.3,11.0,18.6,7.0,15.6,11.6,12.30,14.0,0.5
194,"Jumaine Jones, CLE",80,27.6,.525,11.6,11.1,15.6,5.0,15.5,10.3,12.29,29.4,1.0
195,"Jerome James, SEA",51,15.0,.506,7.2,20.0,19.2,12.0,21.5,16.6,12.24,9.4,0.3
196,"George Lynch, NO",81,18.5,.464,19.0,9.5,13.0,11.0,16.8,13.7,12.21,19.0,0.6
197,"Steve Smith, SA",53,19.5,.528,15.4,9.5,16.0,2.0,8.4,5.6,12.19,13.0,0.4
,"Michael Bradley, TOR",67,19.6,.492,13.8,15.6,13.6,13.0,22.4,17.7,12.19,6.7,0.2
199,"Hedo Turkoglu, SAC",67,17.5,.509,15.1,8.7,16.8,3.0,13.3,8.6,12.18,14.7,0.5
200,"Scott Padgett, UTAH",82,16.1,.496,13.7,11.2,17.6,8.0,16.7,12.5,12.15,6.4,0.2
201,"Jelani McCoy, TOR",67,20.4,.507,7.3,16.3,16.6,8.0,22.6,14.8,12.14,6.5,0.2
202,"Donnell Harvey, DEN",77,20.9,.486,11.7,14.4,19.5,9.0,21.6,14.8,12.10,7.2,0.2
,"Joe Johnson, PHX",82,27.5,.472,18.0,9.2,18.1,3.0,10.5,6.6,12.10,26.9,0.9
,"Derek Fisher, LAL",82,34.5,.520,24.4,7.7,14.2,2.0,8.0,4.8,12.10,23.1,0.8
205,"Moochie Norris, HOU",82,16.8,.470,29.6,13.0,15.8,3.0,10.0,6.7,12.07,10.9,0.4
206,"Rick Fox, LAL",76,28.7,.523,24.7,11.8,15.4,3.0,13.5,8.3,12.01,24.6,0.8
207,"Kevin Willis, SA",71,11.8,.506,6.4,15.9,17.4,12.0,18.8,15.6,11.98,8.7,0.3
208,"Maurice Taylor, HOU",67,20.6,.472,8.7,13.1,21.4,8.0,11.7,10.0,11.92,4.3,0.1
209,"Juan Dixon, WSH",42,15.4,.464,10.7,11.3,22.1,2.0,10.8,6.6,11.88,6.7,0.2
,"Dajuan Wagner, CLE",47,29.5,.466,14.6,9.5,22.5,2.0,5.1,3.3,11.88,14.3,0.5
211,"Damon Jones, SAC",49,14.5,.505,24.6,7.1,14.6,2.0,8.5,5.3,11.86,4.5,0.2
212,"Tremaine Fowlkes, LAC",37,15.5,.533,11.7,10.2,12.6,8.0,12.2,10.2,11.85,1.5,0.1
213,"Terence Morris, HOU",49,12.9,.500,10.6,12.3,14.2,7.0,15.7,11.7,11.83,4.9,0.2
214,"Smush Parker, CLE",66,16.7,.523,23.7,19.4,20.2,3.0,9.3,6.0,11.81,6.7,0.2
,"Lindsey Hunter, TOR",29,23.2,.434,15.8,12.6,24.3,2.0,7.8,5.0,11.81,6.6,0.2
216,"Othella Harrington, NY",74,25.0,.563,9.4,13.6,13.4,10.0,20.2,15.1,11.80,4.2,0.1
217,"Travis Best, MIA",72,25.1,.473,25.5,10.6,19.0,2.0,8.0,4.7,11.79,10.7,0.4
218,"Robert Horry, LAL",80,29.3,.488,26.5,12.7,12.2,9.0,16.1,12.3,11.77,4.7,0.2
219,"Steve Kerr, SA",75,12.7,.552,18.6,9.3,14.0,2.0,5.6,3.7,11.69,6.3,0.2
220,"Ryan Bowen, DEN",62,16.1,.519,17.3,13.8,11.1,9.0,9.7,9.2,11.59,8.1,0.3
221,"Rodney Rogers, NJ",68,19.2,.483,15.4,13.1,18.9,5.0,17.7,11.5,11.55,10.2,0.3
222,"Walt Williams, DAL",66,17.6,.500,12.9,7.7,14.2,5.0,14.6,9.8,11.54,6.4,0.2
223,"Ira Newble, ATL",73,26.5,.557,14.7,10.2,12.6,5.0,10.5,8.0,11.46,13.9,0.5
224,"Aaron Williams, NJ",81,19.7,.504,13.2,12.7,15.2,10.0,13.9,11.8,11.34,8.8,0.3
225,"Alan Henderson, ATL",82,18.2,.508,8.4,12.5,12.4,12.0,17.8,15.2,11.31,-2.1,-0.1
,"Brevin Knight, MEM",55,16.9,.442,40.8,16.5,17.6,2.0,7.9,4.9,11.31,2.1,0.1
227,"Anthony Johnson, NJ",66,12.8,.512,22.0,10.5,15.7,2.0,8.8,5.3,11.23,1.5,0.0
228,"Anthony Peeler, MIN",82,27.4,.499,25.5,8.6,14.0,2.0,9.9,6.1,11.22,12.1,0.4
,"Bo Outlaw, PHX",80,22.5,.574,21.7,14.7,9.8,8.0,14.8,11.6,11.22,-3.8,-0.1
230,"Pat Garrity, ORL",81,31.9,.551,12.3,7.8,13.7,3.0,10.7,6.8,11.19,-5.9,-0.2
