Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Cameron Payne,CHI,22,6-3,185,Murray State,USA,2015,1,14,31,5.2,1.5,1.8,-6.1,0.6%,9.8%,21.2%,40.7%,19.5%
Caris LeVert,BKN,22,6-7,203,Michigan,USA,2016,1,20,57,8.2,3.3,1.9,-3.2,1.8%,12.4%,16.1%,55.6%,13.2%
Carmelo Anthony,NYK,33,6-8,240,Syracuse,USA,2003,1,3,74,22.4,5.9,2.9,-4.8,2.3%,14.3%,28.6%,53.5%,14.1%
Chandler Parsons,MEM,28,6-10,230,Florida,USA,2011,2,38,34,6.2,2.5,1.6,-4.5,0.9%,12.8%,18.1%,43.6%,12.2%
Channing Frye,CLE,34,6-11,255,Arizona,USA,2005,1,8,74,9.1,3.9,0.6,1.2,2.7%,17.2%,19.3%,61.2%,5.0%
Chasson Randle,NYK,24,6-2,185,Stanford,USA,Undrafted,Undrafted,Undrafted,26,5.3,1.2,1.3,0.8,2.0%,8.6%,19.3%,58.6%,17.3%
Cheick Diallo,NOP,20,6-9,220,Kansas,Mali,2016,2,33,17,5.1,4.3,0.2,-12.1,10.6%,25.4%,19.8%,51.0%,3.1%
Chinanu Onuaku,HOU,20,6-10,245,Louisville,USA,2016,2,37,5,2.8,2.0,0.6,-41.0,4.2%,16.3%,10.5%,79.9%,8.6%
Chris Andersen,CLE,38,6-10,245,Blinn,USA,Undrafted,Undrafted,Undrafted,12,2.3,2.6,0.4,3.9,8.8%,17.2%,13.4%,49.7%,6.3%
Chris McCullough,WAS,22,6-9,215,Syracuse,USA,2015,1,29,16,2.3,1.2,0.1,29.6,11.5%,11.8%,18.9%,52.6%,3.6%
Chris Paul,LAC,32,6-0,175,Wake Forest,USA,2005,1,4,61,18.1,5.0,9.2,14.4,2.2%,13.2%,23.9%,61.4%,44.4%
Christian Wood,CHA,21,6-11,220,UNLV,USA,Undrafted,Undrafted,Undrafted,13,2.7,2.2,0.2,7.5,12.8%,12.8%,15.0%,59.1%,3.1%
Clint Capela,HOU,23,6-10,240,None,Switzerland,2014,1,25,65,12.6,8.1,1.0,7.4,11.3%,22.2%,19.9%,63.8%,6.6%
Cody Zeller,CHA,24,7-0,240,Indiana,USA,2013,1,4,62,10.3,6.5,1.6,6.0,7.6%,15.7%,15.3%,60.4%,8.7%
Cole Aldrich,MIN,28,6-11,250,Kansas,USA,2010,1,11,62,1.7,2.5,0.4,-1.6,9.8%,21.2%,9.1%,54.9%,6.3%
Corey Brewer,LAL,31,6-9,186,Florida,USA,2007,1,7,82,4.5,2.0,1.2,4.2,2.4%,10.4%,14.3%,49.1%,10.4%
Cory Joseph,TOR,25,6-3,190,Texas,Canada,2011,1,29,80,9.3,2.9,3.3,1.1,2.5%,9.2%,17.9%,51.8%,20.0%
Courtney Lee,NYK,31,6-5,200,Western Kentucky,USA,2008,1,22,77,10.8,3.4,2.3,-4.7,2.1%,8.2%,14.4%,55.9%,10.4%
Cristiano Felicio,CHI,24,6-9,266,None,Brazil,Undrafted,Undrafted,Undrafted,66,4.8,4.7,0.6,-0.7,11.4%,17.6%,12.4%,60.3%,6.1%
D'Angelo Russell,LAL,21,6-5,195,Ohio State,USA,2015,1,2,63,15.6,3.5,4.8,-9.1,1.6%,10.8%,26.4%,51.8%,26.9%
D.J. Augustin,ORL,29,6-0,183,Texas,USA,2008,1,9,78,7.9,1.5,2.7,-14.6,0.9%,6.7%,19.4%,52.4%,23.7%
Dahntay Jones,CLE,36,6-6,225,Duke,USA,2003,1,20,1,9.0,2.0,1.0,15.5,6.7%,7.7%,41.7%,46.1%,20.0%
Damian Jones,GSW,22,7-0,245,Vanderbilt,USA,2016,1,30,10,1.9,2.3,0.0,-17.2,10.1%,19.2%,13.5%,46.6%,0.0%
Damian Lillard,POR,26,6-3,195,Weber State,USA,2012,1,6,75,27.0,4.9,5.9,1.4,1.7%,11.8%,30.4%,58.6%,27.7%
Damjan Rudez,ORL,31,6-10,228,None,Croatia,Undrafted,Undrafted,Undrafted,45,1.8,0.6,0.4,-12.2,1.4%,7.1%,13.4%,46.6%,10.1%
Daniel Ochefu,WAS,23,6-11,245,Villanova,USA,Undrafted,Undrafted,Undrafted,19,1.3,1.2,0.2,-21.0,6.5%,25.8%,17.7%,43.0%,7.0%
Danilo Gallinari,DEN,28,6-10,225,None,Italy,2008,1,6,63,18.2,5.2,2.1,3.4,1.8%,13.0%,19.8%,62.2%,9.0%
Danny Green,SAS,30,6-6,215,North Carolina,USA,2009,2,46,68,7.3,3.3,1.8,8.0,1.8%,10.4%,13.5%,53.7%,9.7%
Dante Cunningham,NOP,30,6-8,230,Villanova,USA,2009,2,33,66,6.6,4.2,0.6,-0.7,3.4%,12.9%,10.7%,58.6%,3.1%
Dante Exum,UTA,21,6-6,190,None,Australia,2014,1,5,66,6.2,2.0,1.7,0.6,2.6%,8.2%,17.6%,52.1%,14.4%
Danuel House Jr.,WAS,24,6-7,215,Texas A&M,USA,Undrafted,Undrafted,Undrafted,1,0.0,1.0,0.0,0.0,0.0%,100%,0.0%,0.0%,0.0%
Dario Saric,PHI,23,6-10,223,None,Croatia,2014,1,12,81,12.8,6.3,2.2,-6.2,5.1%,18.3%,24.0%,50.8%,14.5%
Darrell Arthur,DEN,29,6-9,235,Kansas,USA,2008,1,27,41,6.4,2.7,1.0,-1.5,3.8%,13.3%,17.6%,58.3%,9.9%
Darren Collison,SAC,29,6-0,175,UCLA,USA,2009,1,21,68,13.2,2.2,4.6,-3.6,1.2%,6.6%,19.5%,57.0%,24.3%
Darrun Hilliard,DET,24,6-6,205,Villanova,USA,2015,2,38,39,3.3,0.8,0.8,0.5,0.5%,8.2%,19.1%,45.9%,13.3%
David Lee,SAS,34,6-9,245,Florida,USA,2005,1,30,79,7.3,5.6,1.6,10.3,10.6%,18.9%,16.1%,61.3%,12.6%
David Nwaba,LAL,24,6-4,209,None,USA,Undrafted,Undrafted,Undrafted,20,6.0,3.2,0.7,1.3,4.2%,11.4%,11.8%,61.1%,4.8%
David West,GSW,36,6-9,250,Xavier,USA,2003,1,18,68,4.6,3.0,2.2,8.5,6.3%,16.9%,19.1%,57.1%,26.0%
Davis Bertans,SAS,24,6-10,210,None,Latvia,2011,2,42,67,4.5,1.5,0.7,5.6,2.7%,9.3%,14.8%,60.9%,8.4%
DeAndre Jordan,LAC,28,6-11,265,Texas A&M,USA,2008,2,35,81,12.7,13.8,1.2,8.9,12.2%,30.5%,15.2%,67.3%,5.4%
DeAndre Liggins,DAL,29,6-6,209,Kentucky,USA,2011,2,53,62,2.5,1.7,0.9,3.6,2.6%,11.2%,11.3%,47.6%,9.7%
DeAndre' Bembry,ATL,22,6-6,210,None,USA,2016,1,21,38,2.7,1.6,0.7,-3.8,3.7%,12.0%,14.4%,48.1%,12.3%
DeMar DeRozan,TOR,27,6-7,220,USC,USA,2009,1,9,74,27.3,5.2,3.9,2.5,2.7%,11.9%,33.7%,55.2%,20.4%
DeMarcus Cousins,NOP,26,6-11,270,Kentucky,USA,2010,1,5,72,27.0,11.0,4.6,-0.9,6.4%,27.3%,35.9%,56.2%,26.2%
DeMarre Carroll,TOR,30,6-8,212,Missouri,USA,2009,1,27,72,8.9,3.8,1.0,2.8,3.4%,11.3%,15.4%,53.0%,5.6%
Dejounte Murray,SAS,20,6-5,170,Washington,USA,2016,1,29,38,3.4,1.1,1.3,-0.3,2.0%,10.6%,23.0%,50.3%,23.6%
Delon Wright,TOR,25,6-5,190,Utah,USA,2015,1,20,27,5.6,1.8,2.1,9.2,3.6%,7.3%,16.3%,53.5%,20.4%
Demetrius Jackson,BOS,22,6-1,201,Notre Dame,USA,2016,2,45,5,2.0,0.8,0.6,-3.3,9.1%,11.8%,15.9%,75.3%,30.0%
Dennis Schroder,ATL,23,6-1,172,None,Germany,2013,1,17,79,17.9,3.1,6.3,-1.5,1.7%,7.9%,27.2%,53.3%,34.0%
Denzel Valentine,CHI,23,6-6,212,Michigan State,USA,2016,1,14,57,5.1,2.6,1.1,-0.7,1.1%,14.3%,15.3%,49.2%,9.5%
Deron Williams,CLE,33,6-3,200,Illinois,USA,2005,1,3,64,11.0,2.3,5.6,-2.4,0.9%,8.6%,21.9%,54.1%,35.0%
Derrick Favors,UTA,25,6-10,265,Georgia Tech,USA,2010,1,3,50,9.5,6.1,1.1,2.6,8.3%,18.5%,20.4%,51.2%,7.9%
Derrick Jones Jr.,PHX,20,6-7,190,UNLV,USA,Undrafted,Undrafted,Undrafted,32,5.3,2.5,0.4,4.2,6.8%,6.8%,11.7%,60.4%,3.0%
Derrick Rose,NYK,28,6-3,190,Memphis,USA,2008,1,1,64,18.0,3.8,4.4,-4.2,3.0%,8.2%,25.4%,53.0%,21.6%
Derrick Williams,CLE,26,6-8,240,Arizona,USA,2011,1,2,50,6.1,2.6,0.6,-4.4,2.4%,13.2%,17.5%,53.7%,5.4%
Devin Booker,PHX,20,6-6,206,Kentucky,USA,2015,1,13,78,22.1,3.2,3.4,-3.9,1.6%,7.3%,28.0%,53.1%,16.0%
Devin Harris,DAL,34,6-3,185,Wisconsin,USA,2004,1,5,65,6.7,2.0,2.1,2.7,1.0%,11.1%,19.1%,54.9%,19.7%
Dewayne Dedmon,SAS,27,7-0,245,USC,USA,Undrafted,Undrafted,Undrafted,76,5.1,6.5,0.6,8.0,10.0%,26.6%,11.8%,64.5%,4.9%
Deyonta Davis,MEM,20,6-10,240,Michigan State,USA,2016,2,31,36,1.6,1.7,0.1,-6.4,7.7%,15.7%,11.3%,52.8%,1.5%
Diamond Stone,LAC,20,6-11,255,Maryland,USA,2016,2,40,7,1.4,0.9,0.0,-52.9,3.6%,18.5%,30.9%,33.9%,0.0%
Dion Waiters,MIA,25,6-4,220,Syracuse,USA,2012,1,4,46,15.8,3.3,4.3,2.6,1.3%,9.5%,26.0%,50.7%,23.4%
Dirk Nowitzki,DAL,39,7-0,245,None,Germany,1998,1,9,54,14.2,6.5,1.5,-1.3,1.6%,23.8%,24.6%,52.9%,9.9%
Domantas Sabonis,OKC,21,6-11,240,Gonzaga,Lithuania,2016,1,11,81,5.9,3.6,1.0,1.7,2.7%,14.6%,15.6%,46.9%,7.3%
Donatas Motiejunas,NOP,26,7-0,222,None,Lithuania,2011,1,20,34,4.4,3.0,0.9,-11.1,5.2%,16.0%,16.8%,47.0%,9.6%
Dorian Finney-Smith,DAL,24,6-8,220,Florida,USA,Undrafted,Undrafted,Undrafted,81,4.3,2.7,0.8,-2.3,3.4%,10.9%,11.5%,48.6%,6.1%
Doug McDermott,OKC,25,6-8,219,Creighton,USA,2014,1,11,66,9.0,2.7,0.9,-1.8,1.3%,10.5%,16.2%,55.4%,6.0%
Dragan Bender,PHX,19,7-1,225,None,Croatia,2016,1,4,43,3.4,2.4,0.5,-1.3,3.9%,13.5%,14.5%,44.0%,5.7%
Draymond Green,GSW,27,6-7,230,Michigan State,USA,2012,2,35,76,10.2,7.9,7.0,15.3,4.1%,18.3%,15.9%,52.2%,27.2%
Dwight Howard,ATL,31,6-11,265,None,USA,2004,1,1,74,13.5,12.7,1.4,-2.0,13.3%,27.8%,19.0%,62.7%,7.6%
Dwight Powell,DAL,25,6-11,240,Stanford,Canada,2014,2,45,77,6.7,4.0,0.6,-5.4,6.9%,17.9%,16.2%,58.8%,6.2%
Dwyane Wade,CHI,35,6-4,220,Marquette,USA,2003,1,5,60,18.3,4.5,3.8,-1.8,3.3%,11.3%,28.9%,50.8%,22.1%
E'Twaun Moore,NOP,28,6-4,191,Purdue,USA,2011,2,55,73,9.6,2.1,2.2,-3.0,1.7%,6.2%,17.1%,53.7%,13.8%
Ed Davis,POR,28,6-10,245,North Carolina,USA,2010,1,13,46,4.3,5.3,0.6,-6.8,11.4%,18.6%,11.8%,56.3%,5.0%
Edy Tavares,CLE,25,7-3,265,None,Cabo Verde,2014,2,43,2,4.0,5.5,0.5,17.5,13.8%,22.6%,13.3%,63.3%,7.1%
Elfrid Payton,ORL,23,6-4,185,Louisana-Lafayette,USA,2014,1,10,82,12.8,4.7,6.5,-2.6,3.5%,12.0%,21.1%,52.0%,32.9%
Elijah Millsap,PHX,29,6-7,215,None,USA,Undrafted,Undrafted,Undrafted,2,1.5,3.0,0.5,-13.3,12.0%,11.5%,19.2%,19.0%,6.7%
Emmanuel Mudiay,DEN,21,6-5,200,None,Democratic Re...,2015,1,7,55,11.0,3.2,3.9,-4.7,2.0%,10.4%,22.2%,48.3%,22.2%
Enes Kanter,OKC,25,6-11,245,,Turkey,2011,1,3,72,14.3,6.7,0.9,1.3,12.6%,18.5%,27.1%,59.9%,7.8%
Eric Bledsoe,PHX,27,6-1,205,Kentucky,USA,2010,1,18,66,21.1,4.8,6.3,-3.8,2.3%,12.4%,27.5%,56.3%,30.9%
Eric Gordon,HOU,28,6-4,215,Indiana,USA,2008,1,7,75,16.2,2.7,2.5,6.2,1.2%,6.8%,21.7%,55.7%,12.5%
Ersan Ilyasova,ATL,30,6-10,235,None,Turkey,2005,2,36,82,13.1,5.9,1.7,-0.4,5.2%,16.3%,21.6%,54.6%,10.7%
Evan Fournier,ORL,24,6-7,205,None,France,2012,1,20,68,17.2,3.1,3.0,-4.4,1.9%,7.2%,22.9%,55.5%,14.4%
Evan Turner,POR,28,6-7,220,Ohio State,USA,2010,1,2,65,9.0,3.8,3.2,-5.5,2.1%,12.5%,18.2%,49.1%,19.6%
Frank Kaminsky,CHA,24,7-0,240,Wisconsin,USA,2015,1,9,75,11.7,4.5,2.2,0.4,2.9%,14.1%,21.6%,50.2%,13.1%
Fred VanVleet,TOR,23,6-0,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,37,2.9,1.1,0.9,10.8,1.3%,11.8%,19.9%,44.3%,18.0%
Garrett Temple,SAC,31,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,65,7.8,2.8,2.6,-5.3,1.9%,9.0%,13.9%,54.5%,14.6%
Gary Harris,DEN,22,6-4,210,Michigan State,USA,2014,1,19,57,14.9,3.1,2.9,2.2,2.7%,7.6%,18.3%,61.1%,12.9%
Gary Neal,ATL,32,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,2,2.0,0.5,0.5,-11.0,0.0%,6.7%,20.5%,22.8%,12.5%
Gary Payton II,MIL,24,6-3,190,Oregon State,USA,Undrafted,Undrafted,Undrafted,6,3.3,2.0,2.2,-27.8,0.0%,12.2%,15.7%,41.3%,22.4%
George Hill,UTA,31,6-3,188,None,USA,2008,1,26,49,16.9,3.4,4.2,8.5,1.6%,9.5%,22.9%,59.9%,22.7%
Georges Niang,IND,24,6-8,230,Iowa State,USA,2016,2,50,23,0.9,0.7,0.2,2.6,1.9%,16.0%,18.4%,28.5%,7.4%
Georgios Papagiannis,SAC,19,7-1,240,None,Greece,2016,1,13,22,5.6,3.9,0.9,-5.0,7.8%,16.9%,16.5%,57.3%,8.5%
Gerald Green,BOS,31,6-7,205,None,USA,2005,1,18,47,5.6,1.8,0.7,0.0,2.8%,12.2%,22.3%,52.4%,10.0%
Gerald Henderson,PHI,29,6-5,215,Duke,USA,2009,1,12,72,9.2,2.6,1.6,-8.3,2.0%,9.2%,17.5%,52.9%,10.8%
Giannis Antetokounmpo,MIL,22,6-11,222,None,Greece,2013,1,15,80,22.9,8.8,5.4,1.1,5.2%,19.9%,28.0%,59.9%,26.9%
Glenn Robinson III,IND,23,6-6,222,Michigan,USA,2014,2,40,69,6.1,3.6,0.7,-2.4,4.1%,12.7%,12.5%,56.4%,4.8%
Goran Dragic,MIA,31,6-3,190,None,Slovenia,2008,2,45,73,20.3,3.8,5.8,1.1,2.5%,8.7%,26.2%,57.5%,28.3%
Gordon Hayward,UTA,27,6-8,226,Butler,USA,2010,1,9,73,21.9,5.4,3.5,6.8,2.1%,13.6%,26.9%,59.5%,17.9%
Gorgui Dieng,MIN,27,6-11,240,Louisville,Senegal,2013,1,21,82,10.0,7.9,1.9,0.8,7.3%,18.1%,14.0%,55.5%,8.6%
Greg Monroe,MIL,27,6-11,265,Georgetown,USA,2010,1,7,81,11.7,6.6,2.3,4.0,9.9%,20.8%,23.8%,57.2%,16.5%
Greivis Vasquez,BKN,30,6-6,217,Maryland,Venezuela,2010,1,28,3,2.3,0.7,1.7,-19.3,0.0%,4.8%,10.4%,37.6%,18.5%
Harrison Barnes,DAL,25,6-8,225,North Carolina,USA,2012,1,7,79,19.2,5.0,1.5,-2.2,3.4%,11.7%,25.2%,54.1%,7.6%
Hassan Whiteside,MIA,28,7-0,265,Marshall,USA,2010,2,33,77,17.0,14.1,0.7,2.0,11.5%,31.3%,22.3%,57.9%,3.7%
Henry Ellenson,DET,20,6-11,245,Marquette,USA,2016,1,18,19,3.2,2.2,0.4,-2.0,5.0%,21.7%,23.4%,44.4%,7.4%
