,Rank,Player,Efficiency,Unnamed: 0,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,Unnamed: 0.1,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
58,59,Zaza Pachulia,14.29,501.0,6-11,275.0,None,Georgia,2003.0,2,42,210.82,,,,,,
59,60,Nick Collison,14.22,471.0,6-10,255.0,Kansas,USA,2003.0,1,12,208.28,237.0,17.00%,-,-,9' 0'',7' 1.5''
60,61,Chris Webber,14.18,106.0,6-10,245.0,Michigan,USA,1993.0,1,1,208.28,,,,,,
61,62,Udonis Haslem,14.06,1905.0,6-8,235.0,Florida,USA,0.0,Undrafted,Undrafted,203.2,,,,,,
62,63,Mike Dunleavy,13.91,441.0,6-9,230.0,Duke,USA,2002.0,1,3,205.74,162.0,-%,-,-,8' 10'',6' 9''
63,64,Stephen Jackson,13.79,228.0,6-8,220.0,Butler Community College,USA,1997.0,2,42,203.2,,,,,,
64,65,Jamaal Tinsley,13.76,390.0,6-3,197.0,Iowa State,USA,2001.0,1,27,190.5,135.0,13.60%,-,-,8' 1.5'',6' 7.5''
65,66,Monta Ellis,13.76,593.0,6-3,185.0,None,USA,2005.0,2,40,190.5,402.0,-%,-,-,8' 2'',6' 2.75''
66,67,Chris Kaman,13.53,511.0,7-0,265.0,Central Michigan,USA,2003.0,1,6,213.36,266.0,16.30%,-,-,9' 2.5'',6' 11.75''
67,68,Rafer Alston,13.51,266.0,6-2,171.0,Fresno State,USA,1998.0,2,39,187.96,,,,,,
68,69,Danny Granger,13.44,568.0,6-8,228.0,New Mexico,USA,2005.0,1,17,203.2,414.0,-%,-,-,8' 7'',7' 1.5''
69,70,Jarrett Jack,13.39,574.0,6-3,197.0,Georgia Tech,USA,2005.0,1,22,190.5,421.0,-%,-,-,8' 4'',6' 7.5''
70,71,Anthony Parker,13.35,219.0,6-6,210.0,Bradley,USA,1997.0,1,21,198.12,,,,,,
71,72,Andrei Kirilenko,13.18,296.0,6-9,210.0,None,Russia,1999.0,1,24,205.74,,,,,,
72,73,Mark Blount,12.98,234.0,7-0,250.0,Pittsburgh,USA,1997.0,2,54,213.36,,,,,,
73,74,Boris Diaw,12.91,481.0,6-8,235.0,None,France,2003.0,1,21,203.2,,,,,,
74,75,Ryan Gomes,12.79,603.0,6-7,245.0,Providence,USA,2005.0,2,50,200.66,,,,,,
75,76,Cuttino Mobley,12.56,268.0,6-4,210.0,Rhode Island,USA,1998.0,2,41,193.04,,,,,,
76,77,Raja Bell,12.56,1896.0,6-5,210.0,Florida International,U.S. Virgin I...,0.0,Undrafted,Undrafted,195.58,,,,,,
77,78,Hedo Turkoglu,12.56,329.0,6-10,220.0,None,Turkey,2000.0,1,16,208.28,,,,,,
78,79,Hakim Warrick,12.49,570.0,6-9,219.0,Syracuse,USA,2005.0,1,19,205.74,457.0,-%,-,-,9' 0'',7' 2''
79,80,Mikki Moore,12.48,1894.0,7-0,225.0,Nebraska,USA,0.0,Undrafted,Undrafted,213.36,,,,,,
80,81,Chucky Atkins,12.48,1666.0,5-11,160.0,South Florida,USA,0.0,Undrafted,Undrafted,180.34,,,,,,
81,82,Shane Battier,12.46,416.0,6-8,225.0,Duke,USA,2001.0,1,6,203.2,68.0,9.30%,-,-,8' 9'',6' 10.5''
82,83,Charlie Bell,12.29,1664.0,6-3,200.0,Michigan State,,0.0,Undrafted,Undrafted,190.5,,,,,,
83,84,Kyle Korver,12.16,508.0,6-7,212.0,Creighton,USA,2003.0,2,51,200.66,271.0,6.70%,-,-,8' 6.5'',6' 9.5''
84,85,Jameer Nelson,11.96,527.0,6-0,190.0,None,USA,2004.0,1,20,182.88,351.0,8.00%,-,-,7' 11'',6' 2.5''
85,86,Erick Dampier,11.93,178.0,6-11,265.0,Mississippi State,USA,1996.0,1,10,210.82,,,,,,
86,87,Matt Barnes,11.79,454.0,6-7,226.0,UCLA,USA,2002.0,2,45,200.66,146.0,-%,-,-,8' 0.5'',6' 9''
87,88,Tim Thomas,11.79,236.0,6-10,240.0,Villanova,USA,1997.0,1,7,208.28,,,,,,
88,89,Devin Harris,11.76,553.0,6-3,192.0,Wisconsin,USA,2004.0,1,5,190.5,330.0,5.30%,-,-,8' 2.5'',6' 7.5''
89,90,Luke Ridnour,11.72,473.0,6-2,175.0,Oregon,USA,2003.0,1,14,187.96,287.0,5.30%,-,-,7' 11.5'',6' 3''
90,91,Antonio McDyess,11.64,158.0,6-9,245.0,Alabama,USA,1995.0,1,2,205.74,,,,,,
91,92,Larry Hughes,11.6,280.0,6-5,185.0,Saint Louis,USA,1998.0,1,8,195.58,,,,,,
92,93,Andrew Bynum,11.53,562.0,7-0,285.0,None,USA,2005.0,1,10,213.36,,,,,,
93,94,Jose Calderon,11.49,1879.0,6-3,211.0,None,Spain,0.0,Undrafted,Undrafted,190.5,,,,,,
94,95,James Posey,11.16,289.0,6-8,215.0,Xavier,USA,1999.0,1,18,203.2,,,,,,
95,96,Matt Harpring,11.16,245.0,6-7,231.0,Georgia Tech,USA,1998.0,1,15,200.66,,,,,,
96,97,Jeff Foster,11.15,293.0,6-11,250.0,S.W. Texas State,USA,1999.0,1,21,210.82,,,,,,
97,98,Juwan Howard,11.02,141.0,6-9,250.0,Michigan,USA,1994.0,1,5,205.74,,,,,,
98,99,Anderson Varejao,11.0,538.0,6-11,260.0,None,Brazil,2004.0,2,30,210.82,,,,,,
99,100,Earl Watson,10.91,402.0,6-1,199.0,California-Los Angeles,USA,2001.0,2,39,185.42,138.0,4.00%,-,-,8' 1'',6' 6.75''
