Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Ike Diogu,IND,23,6-8,255,Arizona State,USA,2005,1,9,59,6.2,3.4,0.4,-1.5,9.8%,16.5%,22.5%,55.9%,6.1%
Ime Udoka,POR,29,6-5,220,Portland State,USA,Undrafted,Undrafted,Undrafted,75,8.4,3.7,1.5,-2.9,4.8%,9.8%,13.6%,56.9%,8.5%
Ira Newble,CLE,32,6-7,220,Miami (OH),USA,Undrafted,Undrafted,Undrafted,15,3.1,2.0,0.1,-3.0,9.6%,13.2%,14.6%,55.6%,2.6%
Ivan McFarlin,PHI,25,6-7,229,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,11,1.4,1.0,0.1,-9.3,14.9%,12.5%,17.0%,46.6%,3.8%
J.J. Barea,DAL,23,6-0,175,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,33,2.4,0.8,0.7,-10.7,3.6%,9.6%,23.1%,44.0%,24.0%
JJ Redick,ORL,23,6-4,190,Duke,USA,2006,1,11,42,6.0,1.2,0.9,-1.0,1.8%,7.0%,17.3%,56.9%,10.0%
JR Smith,DEN,21,6-6,220,None,USA,2004,1,18,63,13.0,2.3,1.4,2.7,2.0%,7.5%,22.3%,58.5%,9.8%
Jackie Butler,SAS,22,6-10,260,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,11,3.7,2.0,0.5,-19.7,6.3%,16.7%,22.0%,52.0%,8.8%
Jacque Vaughn,SAS,32,6-1,190,Kansas,USA,1997,1,27,64,3.0,1.1,2.0,11.1,1.2%,7.6%,14.6%,49.1%,27.0%
Jake Tsakalidis,HOU,28,7-2,290,None,Greece,2000,1,25,36,2.3,2.9,0.1,-3.1,11.0%,16.8%,13.3%,47.1%,2.2%
Jake Voskuhl,CHA,29,6-11,255,Connecticut,USA,2000,2,33,73,4.4,3.5,0.6,-4.7,8.3%,18.5%,15.4%,52.3%,6.7%
Jalen Rose,PHX,34,6-8,215,Michigan,USA,1994,1,13,29,3.7,0.8,0.6,-8.2,1.2%,8.5%,18.4%,59.2%,11.9%
Jamaal Magloire,POR,29,6-11,265,Kentucky,Canada,2000,1,19,81,6.5,6.1,0.4,-7.9,9.6%,22.7%,17.5%,52.7%,3.0%
Jamaal Tinsley,IND,29,6-3,185,Iowa State,USA,2001,1,27,72,12.8,3.3,6.9,-2.8,2.6%,8.4%,23.4%,46.5%,37.9%
Jamal Crawford,NYK,27,6-5,190,Michigan,USA,2000,1,8,59,17.6,3.2,4.4,-3.0,2.1%,6.8%,23.2%,51.7%,20.3%
Jamal Sampson,DEN,24,6-11,235,California,USA,2002,2,46,22,1.1,2.2,0.2,-4.6,12.1%,25.2%,10.7%,59.5%,5.8%
Jameer Nelson,ORL,25,6-0,190,None,USA,2004,1,20,77,13.0,3.1,4.3,-0.1,2.3%,8.4%,22.3%,51.4%,24.2%
James Augustine,ORL,23,6-10,235,Illinois,USA,2006,2,41,2,1.0,1.5,1.0,-25.1,20.0%,28.6%,17.6%,33.3%,33.3%
James Jones,PHX,26,6-8,220,Miami (FL),USA,2003,2,49,76,6.4,2.3,0.6,6.8,2.5%,10.0%,16.2%,51.0%,4.8%
James Lang,WAS,23,6-10,305,None,USA,2003,2,48,11,1.0,1.0,0.2,3.1,9.6%,9.2%,10.9%,49.1%,5.4%
James Posey,MIA,30,6-8,217,Xavier,USA,1999,1,18,71,7.7,5.0,1.3,-0.8,3.6%,15.7%,12.7%,57.9%,7.8%
James Singleton,LAC,25,6-8,230,Murray State,,Undrafted,Undrafted,Undrafted,53,1.6,2.0,0.3,1.8,9.0%,19.4%,13.2%,44.9%,7.5%
James White,SAS,24,6-7,200,Cincinnati,USA,2006,2,31,6,8.3,3.3,0.8,-8.5,2.2%,12.8%,17.5%,52.5%,6.5%
Jannero Pargo,NOK,27,6-1,175,Arkansas,USA,Undrafted,Undrafted,Undrafted,82,9.2,2.2,2.5,-2.8,1.2%,9.6%,23.0%,50.4%,21.8%
Jared Jeffries,NYK,25,6-11,240,Indiana,USA,2002,1,11,55,4.1,4.3,1.2,-5.5,9.2%,10.7%,10.3%,47.3%,8.0%
Jared Reiner,MIL,25,6-11,255,Iowa,USA,Undrafted,Undrafted,Undrafted,27,1.2,2.6,0.5,-12.0,8.7%,21.8%,11.1%,34.8%,7.6%
Jarrett Jack,POR,23,6-3,197,Georgia Tech,USA,2005,1,22,79,12.0,2.6,5.3,-6.1,0.7%,8.1%,17.5%,57.1%,26.5%
Jarron Collins,UTA,28,6-11,248,Stanford,USA,2001,2,52,82,2.5,2.1,0.7,5.6,7.8%,12.6%,11.6%,49.4%,10.2%
Jarvis Hayes,WAS,25,6-8,228,Georgia,USA,2003,1,10,81,7.2,2.6,1.0,-4.8,2.5%,10.9%,17.1%,50.2%,8.2%
Jason Collins,NJN,28,7-0,260,Stanford,USA,2001,1,18,80,2.1,4.0,0.6,2.9,5.3%,12.9%,7.1%,40.8%,3.4%
Jason Hart,LAC,29,6-3,185,Syracuse,USA,2000,2,49,36,6.9,2.7,2.9,-1.7,1.8%,10.9%,15.3%,50.9%,19.5%
Jason Kapono,MIA,26,6-8,215,California-Los Angeles,USA,2003,2,31,67,10.9,2.7,1.2,-1.3,1.6%,8.7%,17.4%,61.3%,7.9%
Jason Kidd,NJN,34,6-4,210,California,USA,1994,1,2,80,13.0,8.2,9.2,0.9,4.8%,18.6%,18.8%,51.6%,40.5%
Jason Maxiell,DET,24,6-7,260,Cincinnati,USA,2005,1,26,67,5.0,2.8,0.2,5.0,9.7%,10.3%,18.2%,51.8%,2.5%
Jason Richardson,GSW,26,6-6,225,Michigan State,USA,2001,1,5,51,16.0,5.1,3.4,3.3,4.2%,11.1%,22.0%,51.2%,15.3%
Jason Terry,DAL,29,6-2,180,Arizona,USA,1999,1,10,81,16.7,2.9,5.2,10.3,1.6%,7.2%,21.1%,58.7%,24.4%
Jason Williams,MIA,31,6-1,180,Florida,USA,1998,1,7,61,10.9,2.3,5.3,0.1,1.1%,6.6%,17.6%,54.0%,27.5%
Jeff Foster,IND,30,6-11,250,S.W. Texas State,USA,1999,1,21,75,4.3,8.1,0.8,-1.6,14.3%,22.2%,9.7%,51.3%,4.9%
Jeff McInnis,CHA,32,6-4,190,North Carolina,USA,1996,2,37,38,4.3,1.6,3.3,-6.5,2.1%,7.4%,15.4%,42.3%,27.6%
Jeremy Richardson,POR,23,6-7,195,Delta State,USA,Undrafted,Undrafted,Undrafted,6,1.3,0.3,0.0,-8.3,5.6%,6.3%,13.2%,66.7%,0.0%
Jermaine O'Neal,IND,28,6-11,260,None,USA,1996,1,17,69,19.4,9.6,2.4,-0.1,6.3%,21.4%,28.2%,50.0%,12.8%
Jerome James,NYK,31,7-1,280,Florida A&M,USA,1998,2,36,41,1.9,1.6,0.1,-12.4,7.0%,16.0%,17.8%,43.7%,2.3%
Jerry Stackhouse,DAL,32,6-6,218,North Carolina,USA,1995,1,3,67,12.0,2.2,2.8,7.8,2.6%,7.0%,23.9%,53.7%,19.5%
Joe Johnson,ATL,26,6-7,235,Arkansas,USA,2001,1,10,57,25.0,4.2,4.4,-4.1,2.4%,8.4%,28.1%,55.8%,21.6%
Joe Smith,PHI,31,6-10,225,Maryland,USA,1995,1,1,65,8.5,6.2,0.8,0.3,8.5%,19.4%,18.2%,51.0%,5.5%
Joel Przybilla,POR,27,7-1,255,Minnesota,USA,2000,1,9,43,2.0,3.9,0.3,-1.7,9.1%,17.2%,8.8%,46.7%,2.7%
Joey Graham,TOR,25,6-7,225,Oklahoma State,USA,2005,1,16,79,6.4,3.1,0.6,2.8,4.5%,15.3%,16.8%,56.4%,5.3%
Johan Petro,SEA,21,7-0,247,None,France,2005,1,25,81,6.2,4.1,0.6,-6.5,6.4%,17.5%,16.6%,53.2%,5.0%
John Lucas III,HOU,24,5-11,165,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,47,3.3,0.8,0.7,-4.3,2.3%,7.7%,21.0%,46.8%,16.7%
John Salmons,SAC,27,6-6,207,Miami (FL),USA,2002,1,26,79,8.5,3.3,3.2,-4.0,2.3%,10.4%,15.2%,55.3%,19.6%
Jordan Farmar,LAL,20,6-2,180,California-Los Angeles,USA,2006,1,26,72,4.4,1.7,1.9,0.7,2.1%,9.2%,15.8%,51.5%,20.4%
Jorge Garbajosa,TOR,29,6-9,245,None,USA,Undrafted,Undrafted,Undrafted,67,8.5,4.9,1.9,2.6,2.7%,15.5%,15.3%,50.3%,9.9%
Jose Calderon,TOR,25,6-3,210,None,Spain,Undrafted,Undrafted,Undrafted,77,8.7,1.7,5.0,1.3,1.4%,7.6%,19.0%,58.8%,39.7%
Josh Boone,NJN,22,6-10,245,Connecticut,USA,2006,1,23,61,4.2,2.9,0.2,1.7,9.9%,16.2%,16.7%,58.7%,2.7%
Josh Childress,ATL,24,6-8,210,Stanford,USA,2004,1,6,55,13.0,6.2,2.3,-2.8,6.4%,11.2%,15.5%,58.6%,10.8%
Josh Howard,DAL,27,6-7,210,Wake Forest,USA,2003,1,29,70,18.9,6.8,1.8,10.6,5.8%,15.3%,24.8%,54.8%,8.8%
Josh Powell,GSW,24,6-9,225,North Carolina State,USA,Undrafted,Undrafted,Undrafted,37,3.1,2.4,0.6,-17.0,6.3%,16.5%,16.5%,52.0%,10.0%
Josh Smith,ATL,21,6-9,235,None,USA,2004,1,17,72,16.4,8.6,3.3,-3.6,6.5%,18.3%,23.7%,50.6%,15.7%
Juan Dixon,TOR,28,6-3,164,Maryland,USA,2002,1,17,81,9.6,2.0,1.5,-2.4,1.5%,7.4%,20.0%,51.6%,11.2%
Julius Hodge,MIL,23,6-7,220,North Carolina State,USA,2005,1,20,9,1.7,0.9,1.3,-6.1,2.7%,7.9%,11.0%,54.5%,29.3%
Jumaine Jones,PHX,28,6-8,230,Georgia,USA,1999,1,27,18,2.2,1.3,0.1,-5.3,4.2%,13.3%,18.6%,38.6%,1.1%
Junior Harrington,MEM,26,6-4,190,Wingate,USA,Undrafted,Undrafted,Undrafted,29,5.2,2.3,3.1,-2.4,2.4%,11.0%,16.9%,48.3%,24.6%
Justin Reed,MIN,25,6-8,240,Mississippi,USA,2004,2,40,41,2.6,1.1,0.4,-8.5,4.5%,10.3%,19.1%,44.1%,8.5%
Justin Williams,SAC,23,6-10,230,Wyoming,USA,Undrafted,Undrafted,Undrafted,26,5.0,4.4,0.1,-7.9,15.3%,20.4%,16.9%,56.6%,1.0%
Juwan Howard,HOU,34,6-9,250,Michigan,USA,1994,1,5,80,9.7,5.9,1.6,0.8,6.8%,16.2%,18.5%,51.7%,10.5%
Keith Bogans,ORL,27,6-5,215,Kentucky,USA,2003,2,43,59,5.1,1.6,1.0,2.3,1.8%,8.4%,14.7%,54.6%,9.4%
Keith McLeod,IND,27,6-2,190,Bowling Green,USA,Undrafted,Undrafted,Undrafted,48,4.8,0.9,1.9,-0.5,0.6%,5.6%,16.0%,52.0%,18.4%
Kelenna Azubuike,GSW,23,6-5,220,Kentucky,England,Undrafted,Undrafted,Undrafted,41,7.1,2.3,0.7,-11.6,3.6%,9.7%,18.3%,57.2%,6.8%
Kelvin Cato,NYK,32,6-11,275,Iowa State,USA,1997,1,15,18,1.2,1.7,0.0,-10.2,11.1%,17.9%,15.2%,40.3%,0.0%
Kendrick Perkins,BOS,22,6-10,280,None,USA,2003,1,27,72,4.5,5.2,1.3,-2.7,7.5%,17.3%,12.3%,51.8%,9.5%
Kenny Thomas,SAC,29,6-7,245,New Mexico,USA,1999,1,22,62,5.3,6.1,1.2,-6.7,9.6%,19.1%,13.4%,49.2%,8.5%
Kenyon Martin,DEN,29,6-9,240,Cincinnati,USA,2000,1,1,2,9.5,10.0,0.5,-4.5,8.6%,23.0%,17.1%,44.6%,2.3%
Kevin Garnett,MIN,31,6-11,253,None,USA,1995,1,5,76,22.4,12.8,4.1,-0.1,6.8%,27.5%,27.2%,54.6%,19.0%
Kevin Martin,SAC,24,6-7,185,Western Carolina,USA,2004,1,26,80,20.2,4.3,2.2,-3.1,2.5%,10.4%,22.6%,61.4%,10.8%
Kevin Ollie,PHI,34,6-3,195,Connecticut,USA,Undrafted,Undrafted,Undrafted,53,3.8,1.4,2.5,-8.2,1.0%,7.8%,12.9%,48.1%,22.9%
Kevin Willis,DAL,44,7-0,245,Michigan State,USA,1984,1,11,5,2.4,1.6,0.2,9.2,5.7%,17.1%,17.6%,43.2%,3.4%
Kevinn Pinkney,BOS,23,6-10,245,Nevada,USA,Undrafted,Undrafted,Undrafted,6,5.2,2.5,0.8,0.0,6.5%,10.1%,14.8%,50.1%,7.8%
Keyon Dooling,ORL,27,6-3,195,Missouri,USA,2000,1,10,66,7.9,1.3,1.7,0.2,1.6%,4.8%,18.4%,50.1%,13.5%
Kirk Hinrich,CHI,26,6-3,190,Kansas,USA,2003,1,7,80,16.6,3.4,6.3,6.0,1.1%,8.6%,21.3%,55.9%,29.1%
Kirk Snyder,HOU,24,6-6,225,Nevada-Reno,USA,2004,1,16,39,4.9,2.1,1.0,-4.1,3.2%,12.2%,16.8%,53.6%,12.5%
Kobe Bryant,LAL,28,6-6,220,None,USA,1996,1,13,77,31.6,5.7,5.4,1.3,2.5%,11.8%,32.8%,58.0%,24.9%
Kris Humphries,TOR,22,6-9,235,Minnesota,USA,2004,1,14,60,3.8,3.1,0.3,-2.5,11.5%,17.2%,16.6%,51.6%,4.3%
Kurt Thomas,PHX,34,6-9,235,Texas Christian,USA,1995,1,10,67,4.6,5.7,0.4,11.5,7.8%,23.9%,12.2%,53.1%,2.6%
Kwame Brown,LAL,25,6-11,270,None,USA,2001,1,1,41,8.4,6.0,1.8,3.9,8.0%,16.0%,14.8%,57.3%,9.7%
Kyle Korver,PHI,26,6-7,210,Creighton,USA,2003,2,51,74,14.4,3.5,1.4,-4.3,1.4%,10.5%,20.6%,56.9%,8.3%
Kyle Lowry,MEM,21,6-0,175,Villanova,USA,2006,1,24,10,5.6,3.1,3.2,15.9,7.0%,12.1%,15.6%,55.6%,26.9%
LaMarcus Aldridge,POR,21,6-11,245,Texas,USA,2006,1,2,63,9.0,5.0,0.4,-0.8,10.9%,13.8%,18.8%,53.3%,3.0%
Lamar Odom,LAL,27,6-10,230,Rhode Island,USA,1999,1,4,56,15.9,9.8,4.8,1.5,4.8%,20.7%,19.5%,55.2%,19.3%
Larry Hughes,CLE,28,6-5,184,Saint Louis,USA,1998,1,8,70,14.9,3.8,3.7,4.3,1.5%,9.3%,21.4%,48.0%,16.2%
Lawrence Roberts,MEM,24,6-9,240,Mississippi,USA,2005,2,55,54,5.2,4.8,0.6,-2.4,10.5%,18.0%,13.6%,53.3%,4.8%
LeBron James,CLE,22,6-8,240,None,USA,2003,1,1,78,27.3,6.7,6.0,5.7,2.6%,14.7%,30.3%,55.2%,28.1%
Leandro Barbosa,PHX,24,6-3,188,None,Brazil,2003,1,28,80,18.1,2.7,4.0,9.3,0.9%,7.2%,23.1%,59.5%,18.8%
Leon Powe,BOS,23,6-8,240,California,USA,2006,2,49,63,4.2,3.4,0.2,-1.5,13.0%,18.7%,17.4%,54.9%,2.6%
Linas Kleiza,DEN,22,6-8,245,Missouri,Lithuania,2005,1,27,79,7.6,3.4,0.6,2.2,5.1%,12.6%,17.2%,56.1%,4.7%
Lindsey Hunter,DET,36,6-2,195,Jackson State,USA,1993,1,10,52,4.9,0.9,1.8,-4.7,1.2%,5.4%,17.9%,49.5%,22.5%
Linton Johnson,NOK,27,6-8,205,Tulane,USA,Undrafted,Undrafted,Undrafted,54,4.2,3.0,0.3,1.6,7.2%,16.0%,14.5%,54.8%,4.1%
Lorenzen Wright,ATL,31,6-11,255,Memphis,USA,1996,1,7,67,2.6,3.2,0.6,-6.4,8.4%,14.0%,10.4%,43.9%,6.0%
Lou Amundson,PHI,24,6-9,225,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,11,1.5,2.5,0.1,-14.6,12.7%,16.1%,11.6%,41.2%,2.0%
Lou Williams,PHI,20,6-1,175,None,USA,2005,2,45,61,4.3,1.1,1.8,4.3,2.5%,8.1%,19.1%,52.1%,26.4%
Luke Jackson,TOR,25,6-7,215,Oregon,USA,2004,1,10,13,3.7,0.8,1.0,-6.3,1.5%,6.1%,18.0%,51.1%,15.7%
Luke Ridnour,SEA,26,6-1,167,Oregon,USA,2003,1,14,71,11.0,2.3,5.2,-3.6,1.4%,6.9%,19.6%,50.9%,27.6%
Luke Schenscher,POR,25,7-1,265,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,11,1.7,2.3,0.1,0.0,8.4%,13.2%,11.6%,36.4%,1.4%
Luke Walton,LAL,27,6-8,232,Arizona,USA,2003,2,32,60,11.4,5.0,4.3,0.2,4.6%,11.0%,16.4%,55.1%,19.4%
Luol Deng,CHI,22,6-9,220,Duke,United Kingdo...,2004,1,7,82,18.8,7.1,2.5,6.7,4.9%,14.1%,21.9%,56.0%,11.5%
Luther Head,HOU,24,6-3,185,Illinois,USA,2005,1,24,80,10.9,3.2,2.4,0.2,1.4%,10.0%,17.9%,58.4%,15.5%
Lynn Greer,MIL,27,6-2,175,Temple,USA,Undrafted,Undrafted,Undrafted,41,4.1,0.7,1.3,-1.7,0.5%,5.9%,18.0%,53.8%,20.5%
Maceo Baston,IND,31,6-10,230,Michigan,USA,1998,2,58,47,2.9,1.6,0.3,-3.4,5.8%,14.6%,13.6%,71.4%,6.7%
Malik Allen,CHI,29,6-10,255,Villanova,USA,Undrafted,Undrafted,Undrafted,60,4.0,2.0,0.3,4.8,6.8%,12.2%,20.2%,44.3%,4.1%
Malik Rose,NYK,32,6-7,255,Drexel,USA,1996,2,44,65,3.0,2.7,1.0,-7.8,6.0%,16.9%,15.1%,46.0%,13.5%
Manu Ginobili,SAS,29,6-6,205,None,Argentina,1999,2,57,75,16.5,4.4,3.5,14.0,3.1%,13.5%,25.9%,60.9%,22.3%
Marc Jackson,NOK,32,6-10,253,Temple,USA,1997,2,37,56,7.3,3.4,1.0,-7.9,6.2%,14.0%,22.3%,47.1%,9.9%
Marcus Banks,PHX,25,6-2,200,Nevada-Las Vegas,USA,2003,1,13,45,4.9,0.8,1.3,-12.4,1.9%,5.8%,23.2%,49.7%,22.3%
Marcus Camby,DEN,33,6-11,235,Massachusetts,USA,1996,1,2,70,11.2,11.7,3.2,2.3,7.1%,26.5%,15.8%,51.9%,13.7%
Marcus Vinicius,NOK,23,6-8,225,None,USA,2006,2,43,13,1.7,0.8,0.4,-19.1,2.3%,10.7%,10.6%,60.8%,6.9%
Marcus Williams,NJN,21,6-3,205,Connecticut,USA,2006,1,22,79,6.8,2.1,3.3,-2.0,2.4%,10.2%,24.0%,47.4%,34.6%
Mardy Collins,NYK,22,6-6,220,Temple,USA,2006,1,29,52,4.5,2.0,1.6,-6.7,3.7%,10.5%,18.4%,44.5%,18.8%
Mark Blount,MIN,31,7-0,250,Pittsburgh,USA,1997,2,54,82,12.3,6.2,0.8,-5.8,5.9%,14.8%,19.7%,54.6%,4.5%
Mark Madsen,MIN,31,6-9,250,Stanford,USA,2000,1,29,56,1.1,1.6,0.2,-0.1,8.1%,11.3%,7.4%,54.7%,3.1%
Marko Jaric,MIN,28,6-7,224,None,Serbia,2000,2,30,70,5.3,2.6,2.1,-5.5,3.7%,8.9%,13.2%,51.0%,14.7%
Marquis Daniels,IND,26,6-6,200,Auburn,USA,Undrafted,Undrafted,Undrafted,45,7.1,1.8,1.3,-5.0,3.2%,7.3%,20.1%,50.6%,12.6%
Martell Webster,POR,20,6-7,229,None,USA,2005,1,6,82,7.0,2.9,0.6,-5.7,2.5%,12.3%,16.2%,52.2%,5.0%
Marvin Williams,ATL,21,6-9,230,North Carolina,USA,2005,1,2,64,13.1,5.3,1.9,-4.3,4.1%,12.8%,19.7%,51.0%,9.4%
Matt Barnes,GSW,27,6-7,226,UCLA,USA,2002,2,45,76,9.8,4.6,2.1,-0.2,4.8%,13.7%,18.0%,54.7%,13.1%
Matt Bonner,SAS,27,6-10,240,Florida,USA,2003,2,45,56,4.9,2.8,0.4,0.8,10.0%,15.1%,19.5%,54.2%,6.1%
Matt Carroll,CHA,26,6-6,212,Notre Dame,USA,Undrafted,Undrafted,Undrafted,72,12.1,2.9,1.3,-3.7,1.9%,9.9%,19.2%,58.0%,8.3%
Matt Freije,ATL,25,6-9,249,Vanderbilt,USA,2004,2,53,19,2.1,1.3,0.4,1.4,5.0%,10.9%,17.0%,35.3%,8.8%
Matt Harpring,UTA,31,6-7,225,Georgia Tech,USA,1998,1,15,77,11.6,4.6,1.3,5.7,6.2%,13.1%,20.1%,56.4%,8.3%
Maurice Ager,DAL,23,6-5,202,Michigan State,USA,2006,1,28,32,2.2,0.7,0.2,-16.2,0.4%,8.9%,20.7%,40.8%,6.5%
Maurice Evans,LAL,28,6-5,220,Texas,USA,Undrafted,Undrafted,Undrafted,76,8.4,2.9,1.0,0.0,5.5%,7.7%,17.3%,52.3%,7.0%
Maurice Taylor,SAC,30,6-9,265,Michigan,USA,1997,1,14,12,2.0,2.3,0.4,17.1,9.7%,16.7%,17.3%,35.6%,7.8%
Mehmet Okur,UTA,28,6-11,263,None,Turkey,2001,2,37,80,17.6,7.2,2.0,0.9,6.5%,16.9%,22.6%,57.1%,9.7%
Melvin Ely,SAS,29,6-10,261,Fresno State,USA,2002,1,12,30,3.0,1.8,0.6,-13.1,4.5%,12.5%,18.4%,44.2%,11.5%
Metta World Peace,SAC,27,6-7,260,St. John's (NY),USA,1999,1,16,70,18.8,6.5,3.4,0.9,4.0%,14.3%,23.3%,53.8%,15.3%
Michael Doleac,MIA,30,6-11,262,Utah,USA,1998,1,12,56,3.6,2.8,0.4,-4.9,6.8%,16.7%,15.0%,51.8%,5.3%
Michael Finley,SAS,34,6-7,225,Wisconsin,USA,1995,1,21,82,9.0,2.7,1.3,4.9,2.0%,10.7%,18.9%,52.4%,10.0%
Michael Olowokandi,BOS,32,7-0,270,Pacific,Nigeria,1998,1,1,24,1.7,2.0,0.2,-6.5,5.7%,15.7%,12.1%,42.3%,3.8%
Michael Redd,MIL,27,6-6,215,Ohio State,USA,2000,2,43,53,26.7,3.7,2.3,0.2,2.2%,8.2%,28.7%,58.6%,10.4%
Michael Ruffin,WAS,30,6-8,248,Tulsa,USA,1999,2,32,30,0.6,2.1,0.2,-16.0,12.2%,10.3%,6.4%,32.2%,3.7%
Michael Sweetney,CHI,24,6-8,270,Georgetown,USA,2003,1,9,48,3.2,2.5,0.6,3.7,11.6%,18.7%,22.3%,46.9%,12.2%
Mickael Gelabale,SEA,24,6-7,215,None,USA,2005,2,48,70,4.6,2.5,0.8,-1.9,5.0%,9.6%,12.5%,53.5%,7.0%
Mickael Pietrus,GSW,25,6-6,215,None,France,2003,1,11,72,11.1,4.5,0.9,-4.0,4.0%,12.6%,17.1%,59.0%,4.9%
Mike Bibby,SAC,29,6-1,190,Arizona,USA,1998,1,2,82,17.1,3.2,4.7,-0.9,1.4%,8.4%,23.7%,53.2%,23.5%
Mike Dunleavy,IND,26,6-9,230,Duke,USA,2002,1,3,82,12.8,5.3,2.8,-1.8,3.2%,13.6%,18.7%,54.2%,14.2%
Mike Hall,WAS,23,6-8,230,George Washington,USA,Undrafted,Undrafted,Undrafted,2,1.0,1.0,0.5,-14.6,5.6%,14.3%,11.4%,25.0%,10.0%
Mike James,MIN,32,6-2,190,Duquesne,,Undrafted,Undrafted,Undrafted,82,10.1,2.0,3.6,-5.4,1.3%,6.9%,20.2%,52.9%,23.2%
Mike Miller,MEM,27,6-8,218,Florida,USA,2000,1,5,70,18.5,5.4,4.3,-5.8,2.0%,12.8%,20.8%,58.8%,18.9%
Mike Wilks,SEA,28,5-10,180,Rice,USA,Undrafted,Undrafted,Undrafted,47,3.6,1.1,1.7,2.3,3.0%,7.8%,16.2%,53.3%,23.8%
Mikki Moore,NJN,31,7-0,223,Nebraska,USA,Undrafted,Undrafted,Undrafted,79,9.8,5.1,0.9,0.5,7.5%,13.1%,16.0%,63.7%,5.9%
Mile Ilic,NJN,23,7-1,255,None,USA,2005,2,43,5,0.0,0.2,0.0,-130.8,0.0%,20.0%,50.0%,0.0%,0.0%
Mo Williams,MIL,24,6-1,185,Alabama,USA,2003,2,47,68,17.3,4.8,6.1,-1.8,2.3%,11.9%,23.9%,51.9%,26.6%
Monta Ellis,GSW,21,6-3,177,None,USA,2005,2,40,77,16.5,3.2,4.1,0.6,2.3%,6.8%,22.1%,54.5%,18.5%
Morris Peterson,TOR,29,6-7,220,Michigan State,USA,2000,1,21,71,8.9,3.3,0.7,-4.0,2.1%,14.3%,18.5%,55.5%,5.2%
Mouhamed Sene,SEA,21,6-11,230,None,Senegal,2006,1,10,28,1.9,1.6,0.0,-15.1,8.6%,18.0%,18.7%,42.9%,0.0%
Nate Robinson,NYK,23,5-9,180,Washington,USA,2005,1,21,64,10.1,2.4,1.4,-1.3,4.2%,7.5%,21.1%,55.2%,11.9%
Nazr Mohammed,DET,29,6-10,250,Kentucky,USA,1998,1,29,51,5.6,4.5,0.2,-2.0,12.1%,18.2%,18.1%,55.4%,2.0%
Nenad Krstic,NJN,23,7-0,260,None,Serbia and Mo...,2002,1,24,26,16.4,6.8,1.8,0.2,6.2%,15.6%,22.7%,56.6%,10.2%
Nene,DEN,24,6-11,268,None,Brazil,2002,1,7,64,12.2,7.0,1.2,3.9,9.3%,17.0%,19.3%,61.1%,7.2%
Nick Collison,SEA,26,6-10,255,Kansas,USA,2003,1,12,82,9.6,8.1,1.0,-1.5,10.0%,19.4%,16.0%,54.6%,5.5%
Orien Greene,IND,25,6-4,208,Louisana-Lafayette,USA,2005,2,53,41,1.5,1.1,0.5,-7.8,4.7%,12.9%,16.9%,43.2%,15.0%
Othella Harrington,CHA,33,6-9,235,Georgetown,USA,1996,2,30,26,2.6,1.5,0.2,-4.8,6.2%,11.3%,16.9%,51.0%,5.4%
P.J. Brown,CHI,37,6-11,239,Louisiana Tech,USA,1992,2,29,72,6.1,4.8,0.7,7.8,9.0%,15.3%,17.2%,46.2%,4.9%
P.J. Tucker,TOR,22,6-5,225,Texas,USA,2006,2,35,17,1.8,1.4,0.2,-16.2,10.3%,17.1%,16.1%,53.3%,6.1%
Pape Sow,TOR,25,6-10,250,Cal State-Fullerton,Senegal,2004,2,47,7,1.4,1.6,0.3,-39.7,14.6%,17.2%,14.1%,43.0%,10.0%
Pat Burke,PHX,33,6-11,250,Auburn,Ireland,Undrafted,Undrafted,Undrafted,23,2.6,2.0,0.2,-9.8,6.9%,20.0%,20.6%,42.4%,5.1%
Pat Garrity,ORL,30,6-9,238,Notre Dame,USA,1998,1,19,33,2.2,1.3,0.4,0.1,4.7%,12.0%,15.1%,45.6%,8.2%
Patrick O'Bryant,GSW,21,7-0,249,Bradley,USA,2006,1,9,16,1.9,1.3,0.6,9.6,6.5%,11.9%,17.3%,39.3%,10.6%
Pau Gasol,MEM,26,7-0,260,None,Spain,2001,1,3,59,20.8,9.8,3.4,-5.5,7.6%,21.1%,24.7%,59.3%,16.6%
Paul Davis,LAC,22,6-11,270,Michigan State,USA,2006,2,34,31,1.6,1.4,0.2,-1.1,10.4%,13.0%,15.4%,45.2%,8.0%
Paul Millsap,UTA,22,6-8,258,Louisiana Tech,USA,2006,2,47,82,6.8,5.2,0.8,5.7,13.1%,18.2%,17.4%,57.1%,6.8%
Paul Pierce,BOS,29,6-6,230,Kansas,USA,1998,1,10,47,25.0,5.9,4.1,0.0,2.4%,14.3%,30.2%,57.1%,20.9%
Peja Stojakovic,NOK,30,6-10,229,None,Serbia and Mo...,1996,1,14,13,17.8,4.2,0.8,2.0,2.4%,10.8%,23.9%,54.3%,4.5%
