RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
1,"Giannis Antetokounmpo, MIL",57,30.9,.608,17.1,10.8,37.1,7.8,34.5,22.0,31.71,531.8,17.7
2,"James Harden, HOU",61,36.7,.616,18.6,11.3,36.7,3.0,15.3,9.1,28.39,598.5,20.0
3,"Anthony Davis, LAL",55,34.3,.614,11.5,9.0,29.2,7.3,22.1,14.9,28.25,472.1,15.7
4,"Luka Doncic, DAL",54,33.3,.584,23.2,11.2,38.5,4.1,24.7,14.6,27.75,463.0,15.4
5,"Kawhi Leonard, LAC",51,32.2,.585,16.2,9.0,33.4,3.3,19.7,11.7,26.76,398.8,13.3
6,"Karl-Anthony Towns, MIN",35,33.9,.642,15.5,11.2,28.8,8.1,26.1,16.8,26.54,282.4,9.4
7,"Kyrie Irving, BKN",20,32.9,.595,20.0,8.1,33.4,3.5,12.4,8.1,26.35,150.8,5.0
8,"Damian Lillard, POR",58,36.9,.619,22.9,8.5,31.1,1.5,10.5,6.1,26.25,487.0,16.2
9,"LeBron James, LAL",60,34.9,.582,28.9,10.9,33.7,3.1,21.0,12.3,26.08,486.9,16.2
10,"Joel Embiid, PHI",44,30.2,.593,12.0,11.8,32.1,10.1,33.1,21.6,26.03,306.1,10.2
11,"Nikola Jokic, DEN",65,32.3,.604,25.7,11.6,28.2,8.2,26.9,17.6,25.08,454.1,15.1
12,"Hassan Whiteside, POR",61,31.3,.641,7.7,12.1,19.1,13.4,33.4,23.6,25.04,411.9,13.7
13,"Zion Williamson, NO",19,29.7,.624,9.1,11.3,28.9,10.2,13.9,12.0,24.32,116.5,3.9
14,"Trae Young, ATL",60,35.3,.595,23.9,12.3,36.1,1.6,11.5,6.5,23.98,410.6,13.7
15,"John Collins, ATL",41,33.2,.659,7.4,9.3,21.8,9.0,24.0,16.4,23.58,245.8,8.2
16,"Mitchell Robinson, NY",61,23.1,.726,7.5,7.7,13.1,13.7,18.8,16.2,23.48,271.3,9.0
17,"Jimmy Butler, MIA",54,34.3,.583,23.9,8.5,25.8,6.2,15.2,10.9,23.41,356.7,11.9
