,Rank,Player,Efficiency,Unnamed: 0,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,Unnamed: 0.1,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
55,56,Luol Deng,16.11,558.0,6-9,220.0,Duke,United Kingdo...,2004.0,1,7,205.74,319.0,6.70%,-,-,9' 0.5'',7' 0.5''
56,57,Amir Johnson,16.04,608.0,6-9,210.0,None,USA,2005.0,2,56,205.74,,,,,,
57,58,Ersan Ilyasova,15.84,588.0,6-10,235.0,None,Turkey,2005.0,2,36,208.28,420.0,-%,-,-,9' 1.5'',7' 1.25''
58,59,Brandon Jennings,15.8,769.0,6-1,169.0,None,USA,2009.0,1,10,185.42,,,,,,
59,60,Danilo Gallinari,15.66,763.0,6-10,225.0,None,Italy,2008.0,1,6,208.28,,,,,,
60,61,Jeff Teague,15.62,778.0,6-2,181.0,Wake Forest,USA,2009.0,1,19,187.96,735.0,4.50%,-,-,8' 2.5'',6' 7.5''
61,62,Jose Calderon,15.47,1879.0,6-3,211.0,None,Spain,0.0,Undrafted,Undrafted,190.5,,,,,,
62,63,George Hill,15.33,735.0,6-2,180.0,None,USA,2008.0,1,26,187.96,649.0,3.00%,-,-,8' 1.5'',6' 9''
63,64,Ryan Anderson,15.21,730.0,6-10,240.0,California,USA,2008.0,1,21,208.28,,,,,,
64,65,J.R. Smith,15.18,,,,,,,,,,,,,,,
65,66,Luis Scola,14.82,461.0,6-9,245.0,None,Argentina,2002.0,2,55,205.74,,,,,,
66,66,Spencer Hawes,14.82,669.0,7-1,245.0,Washington,USA,2007.0,1,10,215.9,563.0,13.00%,-,-,9' 2'',7' 0.5''
67,68,O.J. Mayo,14.72,739.0,6-4,210.0,Southern California,USA,2008.0,1,3,193.04,666.0,6.30%,-,-,8' 3.5'',6' 6''
68,69,DeMar DeRozan,14.67,817.0,6-7,216.0,USC,USA,2009.0,1,9,200.66,708.0,4.90%,-,-,8' 6.5'',6' 9''
69,70,Evan Turner,14.61,829.0,6-7,205.0,Ohio State,USA,2010.0,1,2,200.66,784.0,8.60%,8.75,9.5,8' 7.5'',6' 8''
70,71,Jarrett Jack,14.59,574.0,6-3,197.0,Georgia Tech,USA,2005.0,1,22,190.5,421.0,-%,-,-,8' 4'',6' 7.5''
71,72,Emeka Okafor,14.22,526.0,6-10,255.0,Connecticut,USA,2004.0,1,2,208.28,353.0,5.30%,-,-,9' 2.5'',7' 4''
72,73,Jeremy Lin,14.12,1874.0,6-3,200.0,Harvard,USA,0.0,Undrafted,Undrafted,190.5,,,,,,
73,74,Darren Collison,13.89,781.0,6-0,160.0,UCLA,USA,2009.0,1,21,182.88,704.0,5.70%,-,-,8' 0.5'',6' 3''
74,75,Raymond Felton,13.85,602.0,6-1,205.0,North Carolina,USA,2005.0,1,5,185.42,403.0,-%,-,-,8' 2'',6' 4.25''
75,76,Robin Lopez,13.71,723.0,7-0,255.0,Stanford,USA,2008.0,1,15,213.36,,,,,,
76,77,Vince Carter,13.65,271.0,6-6,220.0,North Carolina,USA,1998.0,1,5,198.12,,,,,,
77,78,Derrick Favors,13.52,840.0,6-10,248.0,Georgia Tech,USA,2010.0,1,3,208.28,755.0,6.50%,8.75,9.25,9' 2'',7' 4''
78,79,Tiago Splitter,13.41,688.0,6-11,240.0,None,Brazil,2007.0,1,28,210.82,,,,,,
79,80,Jason Thompson,13.39,720.0,6-11,250.0,Rider University,USA,2008.0,1,12,210.82,,,,,,
80,81,Klay Thompson,13.36,871.0,6-7,205.0,Washington State,USA,2011.0,1,11,200.66,839.0,8.00%,8.75,9.25,8' 7.5'',6' 9''
81,82,Gordon Hayward,13.1,868.0,6-8,210.0,Butler,USA,2010.0,1,9,203.2,761.0,6.90%,8.5,9.25,8' 7'',6' 7.75''
82,83,Reggie Evans,13.01,1897.0,6-8,245.0,Iowa,USA,0.0,Undrafted,Undrafted,203.2,,,,,,
83,84,Manu Ginobili,12.99,316.0,6-6,205.0,None,Argentina,1999.0,2,57,198.12,,,,,,
84,85,Joe Johnson,12.97,372.0,6-7,240.0,Arkansas,USA,2001.0,1,10,200.66,111.0,6.70%,-,-,8' 9'',6' 9''
85,86,Al-Farouq Aminu,12.97,867.0,6-9,215.0,Wake Forest,USA,2010.0,1,8,205.74,742.0,8.20%,9.5,9.5,9' 0.5'',7' 3.25''
86,87,Carl Landry,12.86,691.0,6-9,248.0,Purdue,USA,2007.0,2,31,205.74,577.0,7.50%,-,-,8' 6.5'',6' 11''
87,88,Andre Miller,12.81,319.0,6-2,200.0,Utah,USA,1999.0,1,8,187.96,,,,,,
88,89,Kosta Koufos,12.79,732.0,7-0,265.0,Ohio State,USA,2008.0,1,23,213.36,,,,,,
89,90,DeAndre Jordan,12.76,745.0,6-11,265.0,Texas A&M,USA,2008.0,2,35,210.82,658.0,7.50%,-,-,9' 5.5'',7' 6''
90,91,Isaiah Thomas,12.75,919.0,5-9,185.0,Washington,USA,2011.0,2,60,175.26,837.0,6.70%,8.25,9.0,7' 7.5'',6' 1.75''
91,92,Jeff Green,12.56,707.0,6-9,235.0,Georgetown,USA,2007.0,1,5,205.74,561.0,3.70%,-,-,8' 7'',7' 1.25''
92,93,Kyle Korver,12.56,508.0,6-7,212.0,Creighton,USA,2003.0,2,51,200.66,271.0,6.70%,-,-,8' 6.5'',6' 9.5''
93,94,Nate Robinson,12.46,573.0,5-9,180.0,Washington,USA,2005.0,1,21,175.26,,,,,,
94,95,Matt Barnes,12.27,454.0,6-7,226.0,UCLA,USA,2002.0,2,45,200.66,146.0,-%,-,-,8' 0.5'',6' 9''
95,96,Metta World Peace,12.24,287.0,6-7,260.0,St. John's (NY),USA,1999.0,1,16,200.66,,,,,,
96,97,Patrick Patterson,11.92,823.0,6-9,235.0,Kentucky,USA,2010.0,1,14,205.74,775.0,5.30%,9.25,10.25,8' 11'',7' 1.25''
97,98,J.J. Redick,11.9,,,,,,,,,,,,,,,
98,99,Martell Webster,11.82,611.0,6-7,230.0,None,USA,2005.0,1,6,200.66,458.0,-%,-,-,8' 10'',6' 11''
99,100,Jamal Crawford,11.8,369.0,6-5,200.0,Michigan,USA,2000.0,1,8,195.58,10.0,-%,-,-,8' 6.5'',6' 10''
