RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
25,"Carlos Boozer, UTAH",33,31.1,.585,14.3,11.2,22.4,9.0,25.3,16.8,21.48,152.7,5.1
26,"Michael Redd, MIL",80,39.1,.574,10.6,7.8,25.6,3.0,10.2,6.5,21.34,506.4,16.9
27,"Gerald Wallace, CHA",55,34.5,.578,10.5,10.8,17.5,7.0,18.9,12.6,21.32,305.9,10.2
28,"Tony Parker, SA",80,33.9,.584,23.0,12.4,25.6,2.0,9.5,5.7,20.89,400.6,13.4
29,"Andrei Kirilenko, UTAH",69,37.7,.556,20.6,14.0,19.8,7.0,18.4,12.8,20.71,397.0,13.2
30,"Jermaine O'Neal, IND",51,35.3,.530,10.6,12.1,26.1,7.0,23.2,15.2,20.50,266.3,8.9
31,"Rashard Lewis, SEA",78,36.9,.585,10.9,8.5,21.1,5.0,11.9,8.2,20.04,366.7,12.2
32,"Marcus Camby, DEN",56,33.2,.499,12.4,10.0,17.6,8.0,33.4,21.0,20.00,235.5,7.8
33,"Mike James, TOR",79,37.0,.583,22.5,10.1,23.7,2.0,9.5,5.5,19.88,387.5,12.9
34,"David West, NO",74,34.1,.554,6.9,7.9,20.6,8.0,18.4,12.9,19.74,310.5,10.3
35,"Jameer Nelson, ORL",62,28.8,.567,24.2,11.9,24.1,3.0,9.5,6.2,19.55,227.6,7.6
36,"Alonzo Mourning, MIA",65,20.0,.615,2.2,15.7,15.1,12.0,20.3,16.2,19.45,172.0,5.7
37,"Dwight Howard, ORL",82,36.8,.565,8.4,14.6,19.0,12.0,29.2,20.9,19.37,395.6,13.2
,"Josh Howard, DAL",59,32.5,.536,10.6,7.5,21.0,8.0,15.3,11.6,19.37,253.5,8.5
39,"Jason Richardson, GS",75,38.4,.538,11.5,8.3,25.1,4.0,13.2,8.5,19.28,377.2,12.6
40,"Jason Kidd, NJ",80,37.2,.526,35.8,10.2,19.4,3.0,19.7,11.4,19.20,364.1,12.1
41,"Mehmet Okur, UTAH",82,35.9,.554,11.5,9.7,21.8,9.0,22.2,15.4,19.08,372.7,12.4
42,"Grant Hill, ORL",21,29.2,.552,12.9,9.4,22.7,3.0,12.8,8.1,19.06,78.3,2.6
43,"Richard Jefferson, NJ",78,39.2,.603,17.2,10.1,20.3,4.0,17.1,10.2,19.02,389.0,13.0
44,"Corey Maggette, LAC",32,29.5,.584,10.4,12.3,24.6,4.0,16.6,10.4,18.89,118.1,3.9
45,"Sam Cassell, LAC",78,34.0,.534,25.5,9.1,23.8,2.0,10.4,6.3,18.56,299.2,10.0
46,"Jason Terry, DAL",80,35.0,.575,18.7,8.3,21.0,1.0,5.4,3.4,18.49,333.5,11.1
47,"Chris Webber, PHI",75,38.6,.482,12.7,9.0,24.9,7.0,22.6,15.0,18.47,339.7,11.3
48,"Baron Davis, GS",54,36.5,.489,29.5,9.8,25.7,2.0,11.1,6.7,18.38,217.2,7.2
49,"Richard Hamilton, DET",80,35.3,.553,14.4,9.1,25.4,3.0,7.3,5.4,18.25,326.9,10.9
50,"Channing Frye, NY",65,24.2,.541,6.0,10.9,21.7,11.0,18.4,14.5,18.12,176.4,5.9
51,"Chuck Hayes, HOU",40,13.4,.589,9.3,8.0,10.9,15.0,24.2,19.7,18.07,59.7,2.0
52,"Joe Johnson, ATL",82,40.7,.537,22.9,11.4,23.8,3.0,8.8,6.0,17.95,371.2,12.4
53,"Mike Bibby, SAC",82,38.6,.554,20.2,9.0,23.7,1.0,7.7,4.4,17.93,327.4,10.9
54,"Antawn Jamison, WSH",82,40.1,.518,8.2,7.1,21.6,6.0,21.8,13.5,17.78,307.9,10.3
55,"Wally Szczerbiak, BOS/MIN",72,37.9,.595,14.2,9.1,18.8,4.0,8.3,6.4,17.75,295.2,9.8
56,"Rasheed Wallace, DET",80,34.8,.527,12.9,6.0,19.4,4.0,19.8,11.7,17.70,294.5,9.8
57,"Drew Gooden, CLE",79,27.5,.552,6.0,11.4,16.5,13.0,23.5,18.1,17.67,200.2,6.7
58,"Ben Wallace, DET",82,35.2,.501,18.8,10.5,10.6,12.0,25.9,19.0,17.54,299.3,10.0
59,"Brad Miller, SAC",79,37.0,.576,23.7,11.4,17.9,5.0,19.5,12.3,17.52,301.8,10.1
60,"Devin Harris, DAL",56,22.8,.544,23.0,10.9,21.1,3.0,9.2,5.9,17.51,123.8,4.1
61,"Brevin Knight, CHA",69,34.1,.478,36.2,9.7,21.1,2.0,9.9,5.5,17.40,224.5,7.5
62,"Chris Wilcox, LAC/SEA",77,19.9,.605,8.1,11.2,13.9,8.0,21.5,15.3,17.35,133.5,4.5
,"Jake Tsakalidis, MEM",51,14.4,.632,5.1,15.3,14.1,13.0,22.0,17.6,17.35,73.7,2.5
64,"Shareef Abdur-Rahim, SAC",72,27.2,.588,14.7,10.7,18.3,6.0,14.8,10.7,17.31,170.1,5.7
,"Boris Diaw, PHX",81,35.5,.564,30.5,11.5,17.3,6.0,15.1,10.8,17.31,249.2,8.3
66,"Mike Miller, MEM",74,30.6,.595,16.8,11.7,19.6,2.0,18.8,10.6,17.30,230.2,7.7
67,"Dan Gadzuric, MIL",74,12.0,.550,5.9,8.6,17.6,12.0,19.3,15.6,17.28,88.2,2.9
68,"Caron Butler, WSH",75,36.1,.535,11.7,11.0,21.3,5.0,15.6,10.0,17.11,267.1,8.9
69,"Lamar Odom, LAL",80,40.3,.558,25.8,12.4,17.6,7.0,20.3,13.5,17.02,265.4,8.8
70,"Zach Randolph, POR",74,34.4,.483,8.5,9.8,25.8,9.0,19.1,14.0,16.94,206.5,6.9
71,"Hedo Turkoglu, ORL",78,33.5,.578,16.0,9.6,19.0,3.0,12.1,7.9,16.80,245.8,8.2
72,"Kenyon Martin, DEN",56,27.6,.533,9.6,8.7,19.2,7.0,19.4,13.3,16.75,121.0,4.0
73,"Peja Stojakovic, IND/SAC",71,36.6,.570,9.9,7.5,20.5,4.0,15.8,9.9,16.71,241.0,8.0
74,"Bonzi Wells, SAC",52,32.4,.507,14.9,13.0,20.4,10.0,17.8,13.9,16.68,155.4,5.2
75,"Stephon Marbury, NY",60,36.6,.532,26.2,10.8,21.9,1.0,8.4,4.9,16.52,180.6,6.0
76,"Charlie Villanueva, TOR",81,29.1,.521,7.3,8.3,19.2,9.0,18.4,13.5,16.45,174.5,5.8
77,"Ruben Patterson, DEN/POR",71,25.2,.547,12.0,14.1,20.7,7.0,7.1,7.1,16.40,131.1,4.4
,"Andre Miller, DEN",82,35.8,.532,33.9,12.9,20.2,4.0,10.2,7.0,16.40,236.7,7.9
79,"Matt Harpring, UTAH",71,27.4,.542,9.6,10.7,20.3,10.0,13.2,11.5,16.31,168.7,5.6
80,"Al Jefferson, BOS",59,18.0,.530,5.7,11.7,18.9,11.0,22.6,17.2,16.23,89.2,3.0
81,"Speedy Claxton, NO",71,28.4,.497,24.7,11.2,23.1,2.0,9.3,5.7,16.20,156.8,5.2
82,"Joe Smith, MIL",44,20.2,.533,7.3,9.4,18.2,11.0,20.1,15.4,16.13,61.3,2.0
83,"Andres Nocioni, CHI",82,27.3,.567,10.0,10.2,19.0,5.0,21.0,12.8,16.12,177.9,5.9
84,"Al Harrington, ATL",76,36.6,.513,13.2,10.8,23.7,6.0,17.4,11.3,16.08,190.0,6.3
85,"Luke Ridnour, SEA",79,33.2,.506,34.1,10.1,18.6,2.0,8.8,5.4,16.04,197.4,6.6
86,"Troy Murphy, GS",74,34.0,.529,8.5,9.1,17.3,8.0,24.9,16.5,15.93,166.2,5.5
87,"Luol Deng, CHI",78,33.4,.517,11.1,7.9,18.4,6.0,17.1,11.4,15.86,208.3,6.9
88,"Josh Childress, ATL",74,30.4,.626,15.9,12.3,13.1,7.0,13.9,10.3,15.83,178.8,6.0
89,"Ike Diogu, GS",69,14.9,.596,5.6,15.1,18.6,10.0,14.8,12.3,15.81,66.3,2.2
90,"Earl Boykins, DEN",60,25.7,.513,21.9,7.9,22.4,2.0,4.5,3.1,15.70,108.2,3.6
,"Brian Cook, LAL",81,19.0,.578,10.7,8.8,16.6,7.0,14.3,10.5,15.70,96.2,3.2
92,"Carlos Arroyo, DET/ORL",77,15.5,.512,30.8,11.0,19.4,5.0,9.2,6.9,15.68,83.5,2.8
93,"Ricky Davis, BOS/MIN",78,41.1,.521,19.1,10.3,21.8,3.0,10.0,6.5,15.64,246.1,8.2
94,"Josh Smith, ATL",80,32.0,.500,15.2,12.9,17.7,8.0,17.3,12.5,15.63,157.6,5.3
95,"Tyronn Lue, ATL",51,24.2,.585,22.1,10.6,19.6,1.0,6.9,4.0,15.59,84.6,2.8
96,"Kirk Hinrich, CHI",81,36.5,.528,26.8,9.8,20.7,1.0,10.0,5.6,15.56,209.9,7.0
97,"Jamal Crawford, NY",79,32.3,.544,19.9,11.6,20.5,2.0,10.2,5.9,15.54,180.7,6.0
98,"Antonio McDyess, DET",82,21.1,.520,11.5,9.7,17.3,11.0,19.4,14.9,15.53,104.1,3.5
99,"David Lee, NY",67,16.9,.607,11.4,13.5,12.3,12.0,21.1,16.3,15.43,81.4,2.7
100,"Morris Peterson, TOR",82,38.3,.561,12.3,8.2,17.9,2.0,12.9,7.4,15.34,226.8,7.6
101,"Joel Przybilla, POR",56,24.9,.561,10.1,17.9,11.8,12.0,21.4,16.9,15.32,98.2,3.3
,"Chris Mihm, LAL",59,26.1,.552,8.8,12.0,16.7,10.0,17.9,14.2,15.32,108.5,3.6
103,"Austin Croshere, IND",50,23.0,.618,14.1,10.9,14.0,6.0,19.8,13.3,15.31,65.4,2.2
104,"Eddie House, PHX",81,17.5,.512,14.8,7.6,24.1,1.0,9.0,5.2,15.30,91.2,3.0
105,"Primoz Brezec, CHA",79,27.4,.552,4.4,8.3,17.7,9.0,14.8,11.8,15.29,151.6,5.1
,"Steve Francis, NY/ORL",70,34.2,.534,23.0,14.3,19.6,3.0,10.6,6.5,15.29,153.1,5.1
107,"Beno Udrih, SA",54,10.9,.539,23.0,13.3,23.6,4.0,6.6,5.2,15.28,37.5,1.2
108,"Metta World Peace, IND/SAC",56,39.4,.491,15.2,9.8,23.0,5.0,9.6,7.4,15.24,156.2,5.2
109,"Darko Milicic, DET/ORL",55,13.9,.520,11.8,14.7,16.3,8.0,15.6,12.0,15.21,52.8,1.8
,"Andrew Bogut, MIL",82,28.6,.555,19.0,12.4,14.9,9.0,19.8,14.5,15.21,161.6,5.4
111,"Leandro Barbosa, PHX",57,27.9,.589,18.0,10.1,18.4,2.0,8.1,5.2,15.14,110.2,3.7
112,"Jeff Foster, IND",63,25.1,.581,11.5,14.7,10.2,17.0,24.7,20.9,15.12,106.7,3.6
113,"Delonte West, BOS",71,34.1,.574,27.6,11.2,15.8,3.0,11.4,7.3,15.11,166.2,5.5
114,"Kenny Thomas, SAC",82,28.0,.539,16.9,13.5,15.2,10.0,21.2,15.8,15.08,122.5,4.1
115,"Mo Williams, MIL",58,26.4,.518,22.7,10.4,22.3,2.0,8.9,5.5,15.05,92.5,3.1
116,"Jason Williams, MIA",59,31.8,.561,27.7,9.7,17.9,0.0,8.0,4.4,15.04,113.0,3.8
117,"Zaza Pachulia, ATL",78,31.4,.530,11.0,15.4,17.6,13.0,17.6,15.0,15.03,162.2,5.4
118,"Nazr Mohammed, SA",80,17.4,.560,7.0,15.9,16.1,14.0,21.2,17.8,15.02,91.6,3.1
119,"Chris Kaman, LAC",78,32.8,.570,7.4,16.4,15.7,9.0,24.4,17.0,15.01,168.3,5.6
120,"Marquis Daniels, DAL",62,28.5,.535,19.9,11.6,17.5,6.0,9.6,7.7,15.00,118.7,4.0
121,"Emeka Okafor, CHA",26,33.6,.464,6.8,11.6,19.2,12.0,23.7,17.3,14.94,56.6,1.9
122,"Brent Barry, SA",74,17.0,.581,22.5,9.5,15.1,3.0,11.9,7.5,14.92,83.0,2.8
123,"Kevin Martin, SAC",72,26.6,.604,11.8,9.9,15.6,4.0,12.3,8.0,14.90,125.5,4.2
124,"Tayshaun Prince, DET",82,35.3,.524,13.5,6.6,18.1,4.0,10.1,7.1,14.87,188.9,6.3
,"Derek Fisher, GS",82,31.6,.536,23.1,10.2,19.3,2.0,7.7,4.5,14.87,149.4,5.0
126,"Andre Iguodala, PHI",82,37.6,.598,20.4,12.2,13.7,4.0,13.8,9.1,14.86,201.0,6.7
127,"Jackie Butler, NY",55,13.5,.587,7.4,18.5,17.2,11.0,19.2,15.0,14.79,46.3,1.5
128,"Anderson Varejao, CLE",48,15.8,.541,7.7,10.9,12.5,12.0,24.8,18.2,14.75,36.9,1.2
129,"Charlie Bell, MIL",59,21.7,.550,21.0,6.6,16.6,2.0,9.4,5.6,14.74,81.2,2.7
,"Danny Granger, IND",78,22.6,.540,12.6,11.2,15.0,9.0,16.1,12.6,14.74,111.6,3.7
131,"Shane Battier, MEM",81,35.0,.574,14.5,9.6,12.5,7.0,11.2,9.2,14.73,179.4,6.0
132,"Eddie Jones, MEM",75,32.5,.542,16.3,8.6,16.7,2.0,12.0,6.9,14.71,153.1,5.1
,"Stromile Swift, HOU",66,20.4,.533,3.8,13.7,19.9,9.0,16.2,12.7,14.71,64.4,2.1
134,"Kirk Snyder, NO",68,19.3,.537,15.1,10.3,18.9,5.0,9.9,7.3,14.67,81.6,2.7
135,"Bobby Jackson, MEM",71,25.0,.497,17.6,9.1,23.1,3.0,12.1,7.6,14.64,109.6,3.7
136,"Juan Dixon, POR",76,25.3,.516,12.8,9.7,23.0,2.0,9.3,5.5,14.59,117.1,3.9
,"Ben Gordon, CHI",80,31.0,.531,14.2,10.7,24.0,2.0,8.1,5.1,14.59,151.3,5.0
138,"Earl Watson, DEN/SEA",70,22.5,.558,29.4,13.8,17.1,2.0,8.1,5.1,14.57,84.1,2.8
139,"Steve Blake, POR",68,26.2,.549,34.0,9.2,16.1,2.0,8.2,4.9,14.56,94.7,3.2
,"Jerry Stackhouse, DAL",55,27.7,.511,16.3,12.3,23.6,3.0,9.4,6.0,14.56,92.3,3.1
141,"Nenad Krstic, NJ",80,30.9,.541,7.2,10.9,19.0,9.0,16.0,12.2,14.49,143.3,4.8
142,"Antoine Walker, MIA",82,26.8,.524,13.1,11.8,20.9,6.0,16.3,11.3,14.47,97.6,3.3
143,"Melvin Ely, CHA",57,23.6,.550,11.1,14.6,18.2,8.0,16.8,11.9,14.36,75.7,2.5
144,"Raymond Felton, CHA",80,30.1,.483,27.7,11.3,21.2,3.0,9.7,6.4,14.30,118.6,4.0
145,"Anthony Johnson, IND",75,26.4,.520,29.3,10.4,18.1,2.0,7.7,4.9,14.27,96.8,3.2
146,"Samuel Dalembert, PHI",66,26.7,.568,4.5,19.1,12.1,11.0,25.4,18.0,14.22,95.2,3.2
147,"Chris Andersen, NO",32,17.8,.562,3.4,14.8,12.3,12.0,20.2,16.2,14.18,30.4,1.0
148,"Maurice Evans, DET",80,14.2,.545,12.8,8.3,15.7,8.0,9.2,8.5,14.11,61.4,2.0
149,"Ryan  Gomes, BOS",61,22.6,.548,10.9,10.3,14.1,9.0,17.0,13.2,14.09,73.7,2.5
150,"Larry Hughes, CLE",36,35.6,.504,16.7,12.6,21.9,2.0,12.6,7.4,14.08,68.4,2.3
151,"Nick Collison, SEA",66,21.9,.556,12.4,12.9,14.8,12.0,19.0,15.4,14.01,54.2,1.8
152,"Erick Dampier, DAL",82,23.6,.531,8.4,18.9,12.2,17.0,22.5,20.0,13.96,97.0,3.2
,"Matt Carroll, CHA",78,16.3,.540,5.5,7.6,18.5,3.0,12.0,7.1,13.96,65.8,2.2
154,"Jalen Rose, NY/TOR",72,27.5,.538,16.1,10.3,19.1,2.0,11.4,6.7,13.95,102.1,3.4
155,"Steven Hunter, NO/PHI",69,19.0,.598,3.9,14.8,12.5,10.0,14.3,12.1,13.92,47.4,1.6
156,"Michael Sweetney, CHI",66,18.5,.499,8.6,13.8,20.5,11.0,21.6,16.4,13.88,43.4,1.4
157,"Bobby Simmons, MIL",75,33.8,.559,14.4,10.3,16.9,4.0,11.6,7.8,13.87,127.6,4.3
158,"Keith Van Horn, DAL",53,20.6,.540,6.8,13.0,19.7,6.0,15.0,10.6,13.84,38.1,1.3
159,"Brendan Haywood, WSH",79,23.8,.542,6.8,14.4,13.4,12.0,17.1,14.5,13.82,90.3,3.0
160,"Damon Stoudamire, MEM",27,31.9,.504,25.7,11.1,20.1,3.0,10.0,6.7,13.79,35.9,1.2
,"Matt Bonner, TOR",78,21.9,.582,9.5,5.4,12.8,6.0,14.8,10.1,13.79,58.4,1.9
162,"Antonio Daniels, WSH",80,28.5,.550,26.5,8.3,15.1,1.0,8.0,4.4,13.77,94.4,3.1
163,"Etan Thomas, WSH",71,15.8,.560,3.8,13.9,12.5,10.0,19.3,14.5,13.70,51.9,1.7
,"Udonis Haslem, MIA",81,30.8,.558,11.1,9.4,12.6,8.0,21.1,15.0,13.70,81.7,2.7
165,"Andris Biedrins, GS",68,14.7,.595,8.7,12.4,10.1,14.0,18.2,15.8,13.69,46.1,1.5
166,"Marcus Banks, BOS/MIN",58,25.8,.543,25.2,13.7,18.6,2.0,6.7,4.3,13.68,59.9,2.0
167,"Darius Songaila, CHI",62,21.4,.524,12.3,11.9,19.2,7.0,14.6,10.6,13.67,43.0,1.4
168,"Stephen  Jackson, IND",81,35.9,.512,13.0,11.8,21.9,2.0,10.1,6.2,13.65,136.7,4.6
169,"Vladimir Radmanovic, LAC/SEA",77,25.6,.545,14.7,10.1,15.3,3.0,18.3,11.2,13.62,91.9,3.1
170,"Robert Horry, SA",63,18.8,.499,17.9,9.3,13.5,7.0,16.7,12.1,13.60,37.0,1.2
171,"James Singleton, LAC",59,12.8,.587,12.6,12.2,11.0,10.0,19.7,15.1,13.54,22.9,0.8
172,"Donyell Marshall, CLE",81,25.6,.517,6.9,10.3,16.3,6.0,22.3,14.0,13.49,61.7,2.1
173,"Smush Parker, LAL",82,33.8,.548,23.1,11.2,15.8,2.0,9.9,5.7,13.39,98.8,3.3
174,"James Jones, PHX",75,23.6,.551,7.8,4.8,14.7,3.0,12.8,7.9,13.22,71.8,2.4
175,"Damien Wilkins, SEA",82,18.6,.529,15.3,12.2,16.2,6.0,9.1,7.6,13.20,61.5,2.1
176,"Kendrick Perkins, BOS",68,19.6,.548,13.8,21.4,13.3,13.0,23.5,18.4,13.18,51.2,1.7
177,"Linas Kleiza, DEN",61,8.5,.510,6.3,6.7,16.9,9.0,17.3,13.0,13.16,20.6,0.7
,"T.J. Ford, MIL",72,35.5,.489,29.7,13.8,19.8,3.0,11.7,7.2,13.16,82.2,2.7
179,"Cuttino Mobley, LAC",79,37.7,.519,15.8,9.6,18.0,2.0,10.9,6.6,13.13,116.9,3.9
180,"Kurt Thomas, PHX",53,26.6,.527,10.5,10.5,13.6,8.0,24.1,16.3,13.11,52.9,1.8
181,"Sebastian Telfair, POR",68,24.1,.491,24.3,11.3,21.4,1.0,7.5,4.4,13.02,49.6,1.7
182,"Chucky Atkins, WSH/MEM",71,24.1,.526,21.3,9.4,17.1,2.0,7.2,4.7,12.98,50.7,1.7
183,"Chris Duhon, CHI",74,29.1,.538,34.2,10.7,15.2,1.0,10.2,5.9,12.95,62.7,2.1
184,"Raja Bell, PHX",79,37.5,.584,16.0,6.9,14.8,2.0,7.7,4.7,12.94,107.7,3.6
185,"Tony Allen, BOS",51,19.2,.554,14.3,14.3,16.9,4.0,9.6,6.9,12.91,35.1,1.2
186,"Travis Outlaw, POR",69,16.7,.491,7.1,7.7,16.3,5.0,14.9,9.8,12.90,41.3,1.4
187,"Sarunas Jasikevicius, IND",75,20.8,.561,27.3,14.0,17.6,1.0,9.6,5.7,12.88,43.8,1.5
188,"Dikembe Mutombo, HOU",64,14.9,.626,2.3,20.1,7.4,12.0,24.9,18.8,12.77,30.9,1.0
,"JR Smith, NO",55,18.0,.515,11.1,10.3,19.9,2.0,11.2,6.6,12.77,33.4,1.1
190,"Robert Swift, SEA",47,21.0,.536,2.4,14.5,13.3,11.0,21.2,16.2,12.75,31.6,1.1
191,"Michael Finley, SA",77,26.5,.523,12.6,6.7,17.0,2.0,12.2,7.2,12.73,67.7,2.3
192,"P.J. Brown, NO",75,31.7,.515,10.8,10.8,13.3,9.0,18.7,13.7,12.72,43.3,1.4
193,"Nate Robinson, NY",72,21.4,.512,16.1,12.5,21.1,4.0,8.8,6.6,12.67,38.4,1.3
194,"Rafer Alston, HOU",63,38.6,.475,30.7,11.4,18.6,2.0,10.4,6.1,12.65,59.8,2.0
195,"Rashad McCants, MIN",79,17.2,.539,8.6,11.8,20.6,3.0,9.8,6.3,12.61,42.9,1.4
,"Marc Jackson, NO/NJ",64,16.0,.512,8.6,12.6,19.2,11.0,14.8,12.8,12.61,17.0,0.6
197,"Keyon Dooling, ORL",50,22.7,.513,16.8,12.6,20.8,1.0,7.1,4.2,12.58,30.2,1.0
198,"Reggie Evans, DEN/SEA",67,20.8,.519,7.8,17.5,11.9,11.0,32.3,21.9,12.56,22.0,0.7
199,"Salim Stoudamire, ATL",61,20.3,.545,10.8,11.8,21.0,1.0,10.4,5.6,12.54,37.6,1.3
200,"Juwan Howard, HOU",80,31.7,.499,9.4,11.2,18.1,8.0,16.7,12.4,12.52,38.8,1.3
201,"Darius Miles, POR",40,32.2,.480,9.7,13.1,22.6,2.0,15.0,8.5,12.52,38.7,1.3
202,"Mike Dunleavy, GS",81,31.8,.503,18.5,9.3,16.9,3.0,14.2,8.6,12.51,77.5,2.6
203,"Scott Padgett, NJ",62,11.6,.489,14.8,7.6,14.0,9.0,18.0,13.4,12.50,10.7,0.4
204,"Deron Williams, UTAH",80,28.8,.500,26.2,10.6,20.1,2.0,8.4,5.1,12.42,48.8,1.6
205,"Qyntel Woods, NY",49,20.7,.572,11.9,15.4,14.3,5.0,17.7,11.4,12.40,28.8,1.0
206,"Troy Hudson, MIN",36,22.2,.480,21.1,8.0,22.1,1.0,5.3,3.3,12.38,16.5,0.5
207,"Jarrett Jack, POR",79,20.2,.528,26.7,12.4,17.4,1.0,10.9,6.0,12.37,32.7,1.1
208,"Alan Henderson, CLE",51,10.4,.564,6.9,15.2,10.5,13.0,17.4,15.4,12.32,6.5,0.2
,"Scot Pollard, IND",45,17.1,.495,10.9,11.8,10.7,11.0,21.0,16.2,12.32,19.8,0.7
210,"Kyle Korver, PHI",82,31.3,.577,15.2,9.1,14.7,1.0,11.1,6.2,12.30,68.7,2.3
211,"Eddie Griffin, MIN",70,19.4,.397,8.2,8.9,13.8,10.0,24.2,17.2,12.25,15.1,0.5
212,"Marvin Williams, ATL",79,24.7,.523,8.0,10.5,15.3,7.0,16.5,11.8,12.24,50.8,1.7
213,"Theo Ratliff, POR",55,23.7,.599,9.3,15.6,8.9,8.0,17.8,12.9,12.23,31.7,1.1
,"Tyson Chandler, CHI",79,26.8,.567,14.2,21.5,9.5,14.0,24.2,19.4,12.23,51.6,1.7
,"Tim Thomas, CHI/PHX",29,23.0,.535,6.0,9.9,22.2,0.0,14.7,7.4,12.23,7.2,0.2
216,"Tony Battie, ORL",82,27.0,.531,6.6,11.8,13.2,8.0,16.9,12.7,12.21,53.1,1.8
217,"Lorenzen Wright, MEM",78,21.7,.496,8.4,11.7,13.4,10.0,18.0,14.2,12.19,17.5,0.6
,"Jarvis Hayes, WSH",21,24.6,.499,11.0,9.0,17.2,4.0,13.2,8.5,12.19,13.0,0.4
219,"Jumaine Jones, CHA",76,27.5,.506,6.8,8.0,16.4,5.0,16.1,10.4,12.17,52.0,1.7
220,"Jamaal Tinsley, IND",42,26.7,.458,28.3,14.6,21.8,4.0,9.8,6.8,12.16,19.5,0.6
221,"Mark Blount, BOS/MIN",81,27.7,.549,8.8,17.2,20.9,4.0,13.8,9.1,12.12,50.7,1.7
222,"Bernard Robinson, CHA",66,19.7,.498,13.4,12.9,15.6,5.0,14.9,9.7,12.06,30.3,1.0
223,"Raef LaFrentz, BOS",82,24.8,.546,15.0,8.5,13.3,5.0,19.1,12.2,12.03,43.5,1.5
224,"David Harrison, IND",67,15.4,.519,3.0,17.0,17.8,10.0,18.4,14.2,11.89,19.9,0.7
225,"Toni Kukoc, MIL",65,15.7,.491,26.3,12.5,17.0,3.0,14.7,8.7,11.88,21.0,0.7
226,"Trevor Ariza, NY/ORL",57,17.5,.468,15.1,15.3,13.5,8.0,15.2,11.7,11.83,19.8,0.7
227,"DerMarr Johnson, DEN",58,15.9,.545,12.9,10.8,16.2,2.0,9.6,6.1,11.77,17.5,0.6
,"Kwame Brown, LAL",72,27.5,.545,10.9,15.1,12.4,11.0,17.3,14.1,11.77,34.6,1.2
229,"Martell Webster, POR",61,17.5,.533,7.5,9.4,16.8,3.0,11.6,7.3,11.75,19.9,0.7
230,"Marko Jaric, MIN",75,28.0,.468,28.0,12.1,16.5,4.0,9.6,6.6,11.70,37.7,1.3
