Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%
Anthony Morrow,OKC,30,6-5,210,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,68,5.6,0.9,0.4,5.3,1.1%,5.4%,16.7%,54.3%,3.7%
Anthony Tolliver,DET,31,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,72,5.3,3.2,0.7,0.0,2.6%,14.3%,12.2%,54.3%,5.8%
Archie Goodwin,PHX,21,6-5,200,Kentucky,USA,2013,1,29,57,8.9,2.5,2.1,-9.0,2.3%,10.4%,22.7%,49.8%,17.4%
Aron Baynes,DET,29,6-10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,81,6.3,4.7,0.6,-3.4,10.6%,20.2%,18.4%,56.3%,7.0%
Arron Afflalo,NYK,30,6-5,210,UCLA,USA,2007,1,27,71,12.8,3.7,2.0,-3.4,1.0%,9.8%,17.8%,53.1%,9.7%
Austin Rivers,LAC,23,6-4,200,Duke,USA,2012,1,10,67,8.9,1.9,1.5,-4.0,1.5%,7.0%,18.8%,52.3%,11.6%
Avery Bradley,BOS,25,6-2,180,Texas,USA,2010,1,19,76,15.2,2.9,2.1,4.6,1.8%,6.5%,19.7%,53.8%,9.5%
Axel Toupane,DEN,23,6-7,210,None,France,Undrafted,Undrafted,Undrafted,21,3.6,1.5,0.7,-2.2,2.8%,7.6%,12.2%,49.0%,6.8%
Ben McLemore,SAC,23,6-5,195,Kansas,USA,2013,1,7,68,7.8,2.2,1.2,1.2,2.3%,7.6%,17.2%,53.1%,7.6%
Beno Udrih,MEM,33,6-3,205,None,Slovenia,2004,1,28,44,4.7,1.6,2.6,-1.7,1.2%,9.1%,16.7%,49.6%,25.6%
Bismack Biyombo,TOR,23,6-9,245,None,Democratic Re...,2011,1,7,82,5.5,8.0,0.4,3.1,10.0%,24.9%,11.4%,58.6%,2.5%
Blake Griffin,LAC,27,6-10,251,Oklahoma,USA,2009,1,1,35,21.4,8.4,4.9,7.3,4.4%,19.6%,28.9%,54.4%,25.8%
Boban Marjanovic,SAS,27,7-3,290,None,Serbia,Undrafted,Undrafted,Undrafted,54,5.5,3.6,0.4,4.5,15.4%,24.6%,22.0%,66.2%,7.2%
Bobby Portis,CHI,21,6-11,230,Arkansas,USA,2015,1,22,62,7.0,5.4,0.8,-7.6,10.1%,18.6%,20.3%,46.9%,7.6%
Bojan Bogdanovic,BKN,27,6-8,216,None,Croatia,2011,2,31,79,11.2,3.2,1.3,-9.2,1.7%,10.5%,19.0%,55.0%,7.3%
Boris Diaw,SAS,34,6-8,250,None,France,2003,1,21,76,6.4,3.1,2.3,10.2,4.5%,12.4%,16.4%,58.2%,18.2%
Bradley Beal,WAS,23,6-5,207,Florida,USA,2012,1,3,55,17.4,3.4,2.9,-0.2,2.4%,8.8%,24.5%,54.7%,15.3%
Brandan Wright,MEM,28,6-10,210,North Carolina,USA,2007,1,8,12,6.9,3.6,0.5,-11.1,6.6%,13.4%,15.2%,66.3%,5.0%
Branden Dawson,LAC,23,6-6,225,Michigan State,USA,2015,2,56,6,0.8,0.7,0.0,-29.5,9.1%,6.3%,7.8%,46.0%,0.0%
Brandon Bass,LAL,31,6-8,250,Louisiana State,USA,2005,2,33,66,7.2,4.3,1.1,-0.9,7.4%,13.6%,13.6%,61.9%,8.8%
Brandon Jennings,ORL,26,6-1,169,None,USA,2009,1,10,48,6.9,2.0,3.5,0.3,1.7%,9.2%,19.2%,49.1%,29.8%
Brandon Knight,PHX,24,6-3,189,Kentucky,USA,2011,1,8,52,19.6,3.9,5.1,-5.5,1.8%,9.0%,25.8%,52.2%,23.4%
Brandon Rush,GSW,30,6-6,220,Kansas,USA,2008,1,13,72,4.2,2.5,0.8,-0.9,2.1%,14.0%,12.5%,56.0%,7.2%
Brian Roberts,POR,30,6-1,173,University of Dayton,USA,Undrafted,Undrafted,Undrafted,51,4.0,0.8,1.1,-7.0,1.2%,7.5%,18.8%,55.2%,20.5%
Briante Weber,MIA,23,6-2,165,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,7,4.4,3.6,3.0,-21.2,3.7%,11.5%,11.7%,38.0%,17.5%
Brook Lopez,BKN,28,7-0,275,Stanford,USA,2008,1,10,73,20.6,7.8,2.0,-2.4,8.6%,15.3%,27.2%,56.2%,10.6%
Bruno Caboclo,TOR,20,6-9,205,None,Brazil,2014,1,20,6,0.5,0.3,0.2,-13.1,2.0%,2.1%,15.2%,12.5%,3.3%
Bryce Cotton,MEM,23,6-1,165,Providence,USA,Undrafted,Undrafted,Undrafted,8,1.0,0.0,0.4,-30.4,0.0%,0.0%,17.0%,40.0%,13.6%
Bryce Dejean-Jones,NOP,23,6-6,203,Iowa State,USA,Undrafted,Undrafted,Undrafted,14,5.6,3.4,1.1,-6.8,2.5%,15.7%,14.0%,50.5%,7.6%
C.J. Watson,ORL,32,6-2,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,33,4.3,2.0,2.7,-3.5,1.5%,8.4%,11.7%,46.1%,18.0%
C.J. Wilcox,LAC,25,6-5,195,Washington,USA,2014,1,28,23,3.0,0.5,0.4,6.3,0.6%,5.7%,19.0%,49.1%,9.0%
CJ McCollum,POR,24,6-4,200,Lehigh,USA,2013,1,10,80,20.8,3.2,4.3,2.6,1.6%,7.5%,26.6%,54.4%,21.1%
CJ Miles,IND,29,6-6,231,None,USA,2005,2,34,64,11.8,2.7,1.0,0.2,1.7%,9.9%,22.1%,54.7%,6.9%
Cameron Bairstow,DET,25,6-9,250,New Mexico,Australia,2014,2,49,18,1.9,1.6,0.3,-2.3,3.4%,20.3%,19.6%,39.1%,9.1%
Cameron Payne,OKC,21,6-3,185,Murray State,USA,2015,1,14,57,5.0,1.5,1.9,-1.8,1.2%,10.8%,19.9%,49.0%,24.1%
Carl Landry,PHI,32,6-9,248,Purdue,USA,2007,2,31,36,9.8,4.1,0.9,-9.3,8.1%,17.8%,23.6%,60.5%,10.2%
Carmelo Anthony,NYK,32,6-8,240,Syracuse,USA,2003,1,3,72,21.8,7.7,4.2,-0.9,3.9%,17.3%,29.1%,53.0%,20.9%
Caron Butler,SAC,36,6-7,228,Connecticut,USA,2002,1,10,17,3.7,1.3,0.6,-13.1,2.5%,9.8%,15.9%,49.0%,9.9%
Chandler Parsons,DAL,27,6-10,230,Florida,USA,2011,2,38,61,13.7,4.7,2.8,0.3,1.7%,14.1%,20.4%,58.9%,15.8%
Channing Frye,CLE,33,6-11,255,Arizona,USA,2005,1,8,70,6.1,3.3,1.0,4.8,3.0%,17.2%,15.3%,58.6%,8.6%
Charlie Villanueva,DAL,31,6-11,232,Connecticut,USA,2005,1,7,62,5.1,2.5,0.4,-8.0,3.2%,19.3%,23.6%,47.3%,6.3%
Chase Budinger,PHX,28,6-7,209,Arizona,USA,2009,2,44,66,4.1,2.3,1.0,-0.3,4.3%,11.5%,13.8%,51.4%,9.8%
Chris Andersen,MEM,37,6-10,245,Blinn,USA,Undrafted,Undrafted,Undrafted,27,3.9,3.6,0.4,-10.1,8.8%,17.5%,10.8%,59.8%,4.5%
Chris Bosh,MIA,32,6-11,235,Georgia Tech,USA,2003,1,4,53,19.1,7.4,2.4,0.5,2.8%,18.8%,24.7%,57.1%,12.9%
Chris Copeland,MIL,32,6-9,239,Colorado,USA,Undrafted,Undrafted,Undrafted,24,2.1,0.4,0.5,-25.7,0.6%,6.4%,16.9%,46.2%,12.0%
Chris Johnson,UTA,26,6-6,206,Dayton,USA,Undrafted,Undrafted,Undrafted,70,2.9,1.9,0.6,2.0,3.2%,11.8%,13.1%,48.2%,8.2%
Chris Kaman,POR,34,7-0,265,Central Michigan,USA,2003,1,6,16,2.8,1.5,0.7,-14.6,6.7%,14.8%,20.2%,49.6%,18.6%
Chris McCullough,BKN,21,6-11,200,Syracuse,USA,2015,1,29,24,4.7,2.8,0.4,-14.7,6.3%,12.6%,15.8%,47.0%,3.8%
Chris Paul,LAC,31,6-0,175,Wake Forest,USA,2005,1,4,74,19.5,4.2,10.0,11.0,1.7%,10.5%,26.5%,57.5%,49.3%
Christian Wood,PHI,20,6-11,220,UNLV,USA,Undrafted,Undrafted,Undrafted,17,3.6,2.2,0.2,-13.0,7.5%,15.5%,18.5%,49.0%,3.5%
Chuck Hayes,LAC,33,6-6,240,Kentucky,USA,Undrafted,Undrafted,Undrafted,2,2.0,4.0,1.0,-2.3,0.0%,25.0%,11.3%,69.4%,13.3%
Cleanthony Early,NYK,25,6-8,210,Wichita State,USA,2014,2,34,17,1.8,1.5,0.4,0.3,2.4%,12.4%,14.7%,37.1%,5.8%
Cliff Alexander,POR,20,6-8,240,Kansas,USA,Undrafted,Undrafted,Undrafted,8,1.3,0.8,0.0,-20.4,6.5%,10.5%,13.4%,50.0%,0.0%
Clint Capela,HOU,22,6-10,240,None,Switzerland,2014,1,25,77,7.0,6.4,0.6,3.7,12.3%,20.2%,15.6%,55.3%,5.0%
Cody Zeller,CHA,23,7-0,240,Indiana,USA,2013,1,4,73,8.7,6.2,1.0,5.0,7.7%,17.8%,15.2%,59.2%,6.1%
Cole Aldrich,LAC,27,6-11,250,Kansas,USA,2010,1,11,60,5.5,4.8,0.8,-0.7,11.0%,25.2%,18.5%,62.6%,10.7%
Corey Brewer,HOU,30,6-9,186,Florida,USA,2007,1,7,82,7.2,2.4,1.3,-2.1,2.3%,9.0%,17.2%,48.1%,10.2%
Cory Jefferson,PHX,25,6-9,218,Baylor,USA,2014,2,60,8,2.8,2.0,0.0,-6.7,10.3%,18.5%,20.3%,44.6%,0.0%
Cory Joseph,TOR,24,6-3,190,Texas,Canada,2011,1,29,80,8.5,2.6,3.1,6.2,1.9%,8.0%,16.6%,51.2%,19.9%
Coty Clarke,BOS,23,6-7,225,None,USA,Undrafted,Undrafted,Undrafted,3,2.0,0.3,0.0,42.3,0.0%,20.0%,35.7%,75.0%,0.0%
Courtney Lee,CHA,30,6-5,200,Western Kentucky,USA,2008,1,22,79,9.6,2.6,1.7,3.0,1.3%,7.7%,14.6%,55.1%,8.8%
Cristiano Felicio,CHI,23,6-10,275,None,Brazil,Undrafted,Undrafted,Undrafted,31,3.4,3.3,0.8,8.0,9.4%,21.8%,13.5%,60.1%,11.5%
D'Angelo Russell,LAL,20,6-5,195,Ohio State,USA,2015,1,2,80,13.2,3.4,3.3,-11.7,1.9%,10.1%,23.8%,50.7%,21.3%
D.J. Augustin,DEN,28,6-0,183,Texas,USA,2008,1,9,62,7.5,1.5,3.2,-1.0,0.7%,7.2%,18.0%,57.5%,25.7%
Dahntay Jones,CLE,35,6-6,225,Duke,USA,2003,1,20,1,13.0,5.0,2.0,1.5,2.4%,9.5%,15.6%,46.4%,6.7%
Damian Lillard,POR,25,6-3,195,Weber State,USA,2012,1,6,75,25.1,4.0,6.8,1.6,1.6%,9.3%,30.4%,56.0%,33.0%
Damien Inglis,MIL,21,6-8,246,None,France,2014,2,31,20,1.8,1.6,0.5,-13.7,1.3%,17.1%,14.9%,44.4%,11.2%
Damjan Rudez,MIN,30,6-9,230,None,Croatia,Undrafted,Undrafted,Undrafted,33,2.3,0.6,0.3,-2.5,1.9%,5.6%,12.3%,57.2%,5.8%
Danilo Gallinari,DEN,27,6-10,225,None,Italy,2008,1,6,53,19.5,5.3,2.5,-2.8,2.7%,12.7%,22.6%,58.2%,12.2%
Danny Green,SAS,29,6-6,215,North Carolina,USA,2009,2,46,79,7.2,3.8,1.8,12.5,2.4%,12.1%,14.3%,49.2%,9.2%
Dante Cunningham,NOP,29,6-8,230,Villanova,USA,2009,2,33,80,6.1,3.0,1.0,-6.3,2.8%,9.7%,11.0%,54.0%,5.6%
Darrell Arthur,DEN,28,6-9,235,Kansas,USA,2008,1,27,70,7.5,4.2,1.4,-1.8,5.5%,13.2%,16.5%,51.4%,10.2%
Darren Collison,SAC,28,6-0,175,UCLA,USA,2009,1,21,74,14.0,2.3,4.3,-1.6,1.2%,6.2%,19.0%,59.1%,21.9%
Darrun Hilliard,DET,23,6-6,205,Villanova,USA,2015,2,38,38,4.0,1.2,0.7,-1.7,1.3%,10.3%,19.0%,51.1%,11.7%
David Lee,DAL,33,6-9,245,Florida,USA,2005,1,30,55,7.8,5.5,1.5,-4.0,10.8%,21.8%,21.0%,56.8%,16.2%
David West,SAS,35,6-9,250,Xavier,USA,2003,1,18,78,7.1,4.0,1.8,12.2,5.5%,16.8%,17.5%,57.3%,15.0%
DeAndre Jordan,LAC,27,6-11,265,Texas A&M,USA,2008,2,35,77,12.7,13.8,1.2,8.9,10.5%,28.6%,15.5%,62.8%,5.1%
DeJuan Blair,WAS,27,6-7,270,Pittsburgh,USA,2009,2,37,29,2.1,2.0,0.4,-9.5,8.1%,18.0%,16.6%,41.4%,7.7%
DeMar DeRozan,TOR,26,6-7,220,USC,USA,2009,1,9,78,23.5,4.5,4.0,2.8,2.3%,10.3%,29.1%,55.0%,20.8%
DeMarcus Cousins,SAC,25,6-11,270,Kentucky,USA,2010,1,5,65,26.9,11.5,3.3,1.3,7.0%,24.9%,35.1%,53.8%,16.7%
DeMarre Carroll,TOR,29,6-8,212,Missouri,USA,2009,1,27,26,11.0,4.7,1.0,2.6,3.7%,11.8%,17.6%,49.0%,5.6%
Delon Wright,TOR,24,6-5,190,Utah,USA,2015,1,20,27,3.8,1.4,1.1,3.3,3.5%,12.0%,21.8%,54.0%,22.6%
Dennis Schroder,ATL,22,6-1,172,None,Germany,2013,1,17,80,11.0,2.6,4.4,7.5,1.6%,10.6%,28.6%,51.0%,36.8%
Deron Williams,DAL,32,6-3,200,Illinois,USA,2005,1,3,65,14.1,2.9,5.8,0.1,0.9%,7.9%,21.8%,53.0%,29.5%
Derrick Favors,UTA,24,6-10,265,Georgia Tech,USA,2010,1,3,62,16.4,8.1,1.5,2.3,8.9%,18.0%,23.4%,55.1%,8.6%
Derrick Rose,CHI,27,6-3,190,Memphis,USA,2008,1,1,66,16.4,3.4,4.7,-3.8,2.1%,7.8%,26.6%,47.9%,25.0%
Derrick Williams,NYK,25,6-8,240,Arizona,USA,2011,1,2,80,9.3,3.7,0.9,-7.0,3.2%,16.9%,23.0%,55.0%,9.6%
Devin Booker,PHX,19,6-6,206,Kentucky,USA,2015,1,13,76,13.8,2.5,2.6,-8.4,1.2%,7.5%,22.8%,53.5%,16.2%
Devin Harris,DAL,33,6-3,185,Wisconsin,USA,2004,1,5,64,7.6,2.2,1.8,-2.6,1.4%,8.9%,16.8%,55.9%,14.9%
Devyn Marble,ORL,23,6-6,200,Iowa,USA,2014,2,56,28,2.1,1.4,0.4,-1.2,2.1%,12.0%,15.3%,36.8%,7.2%
Dewayne Dedmon,ORL,26,7-0,245,USC,USA,Undrafted,Undrafted,Undrafted,58,4.4,3.9,0.2,-1.1,9.5%,22.3%,15.1%,60.6%,2.9%
Dion Waiters,OKC,24,6-4,220,Syracuse,USA,2012,1,4,78,9.8,2.6,2.0,4.4,1.6%,7.3%,17.3%,49.2%,10.3%
Dirk Nowitzki,DAL,38,7-0,245,None,Germany,1998,1,9,75,18.3,6.5,1.8,4.2,2.2%,18.2%,24.9%,55.5%,9.6%
Donald Sloan,BKN,28,6-3,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,61,7.0,2.8,4.4,-4.5,1.3%,11.9%,16.3%,53.6%,29.3%
Donatas Motiejunas,HOU,25,7-0,222,None,Lithuania,2011,1,20,37,6.2,2.9,1.1,4.0,6.9%,12.4%,21.4%,50.4%,11.6%
Doug McDermott,CHI,24,6-8,225,Creighton,USA,2014,1,11,81,9.4,2.4,0.7,-3.0,1.9%,8.0%,16.6%,56.1%,4.9%
Draymond Green,GSW,26,6-7,230,Michigan State,USA,2012,2,35,81,14.0,9.5,7.4,18.0,5.0%,19.8%,18.4%,58.7%,27.7%
Drew Gooden,WAS,34,6-10,250,Kansas,USA,2002,1,4,30,2.7,2.8,0.4,-12.2,8.3%,19.8%,16.9%,37.6%,6.6%
Duje Dukan,SAC,24,6-9,220,Wisconsin,Croatia,Undrafted,Undrafted,Undrafted,1,6.0,4.0,1.0,-15.4,5.1%,6.9%,15.4%,30.0%,6.7%
Dwight Howard,HOU,30,6-11,265,None,USA,2004,1,1,71,13.7,11.8,1.4,0.9,10.3%,26.1%,18.4%,60.4%,7.1%
Dwight Powell,DAL,24,6-11,240,Stanford,Canada,2014,2,45,69,5.8,4.0,0.6,-2.3,8.2%,18.8%,17.5%,55.7%,7.7%
Dwyane Wade,MIA,34,6-4,220,Marquette,USA,2003,1,5,74,19.0,4.1,4.6,-0.4,3.8%,9.6%,31.0%,51.7%,26.7%
E'Twaun Moore,CHI,27,6-4,191,Purdue,USA,2011,2,55,59,7.5,2.3,1.7,-0.9,1.5%,8.2%,15.7%,54.8%,11.8%
Ed Davis,POR,27,6-10,240,North Carolina,USA,2010,1,13,81,6.5,7.4,1.1,1.0,12.5%,21.1%,12.5%,61.6%,7.8%
Edy Tavares,ATL,24,7-3,260,None,Cabo Verde,2014,2,43,11,2.3,1.9,0.3,-4.3,11.5%,19.7%,16.7%,55.5%,5.5%
Elfrid Payton,ORL,22,6-4,185,Louisana-Lafayette,USA,2014,1,10,73,10.7,3.6,6.4,-1.4,3.4%,8.7%,19.8%,47.8%,31.7%
Elijah Millsap,UTA,28,6-6,225,None,USA,Undrafted,Undrafted,Undrafted,20,1.8,1.8,1.0,7.4,3.3%,15.2%,14.1%,38.4%,16.4%
Elliot Williams,CHA,27,6-5,190,Memphis,,2010,1,22,5,1.6,0.8,0.8,-4.6,2.4%,6.8%,13.8%,34.0%,14.3%
Elton Brand,PHI,37,6-9,254,Duke,USA,1999,1,1,17,4.1,3.7,1.1,-7.0,3.4%,22.0%,16.8%,46.1%,14.2%
Emmanuel Mudiay,DEN,20,6-5,200,None,Democratic Re...,2015,1,7,68,12.8,3.4,5.5,-3.1,1.5%,9.7%,25.0%,43.7%,28.1%
Enes Kanter,OKC,24,6-11,245,,Turkey,2011,1,3,82,12.7,8.1,0.4,3.8,14.5%,23.0%,22.9%,62.6%,3.2%
Eric Bledsoe,PHX,26,6-1,190,Kentucky,USA,2010,1,18,31,20.4,4.0,6.1,-1.7,1.6%,10.0%,27.0%,55.7%,29.8%
Eric Gordon,NOP,27,6-4,215,Indiana,USA,2008,1,7,45,15.2,2.2,2.7,-2.3,0.7%,5.9%,20.3%,56.5%,12.9%
Eric Moreland,SAC,24,6-10,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,8,1.0,1.4,0.1,6.7,6.7%,13.6%,9.6%,51.5%,2.9%
Erick Green,DEN,25,6-4,185,Virginia Tech,USA,2013,2,46,9,1.4,0.7,0.3,-1.2,8.1%,10.0%,13.8%,46.8%,10.7%
Ersan Ilyasova,ORL,29,6-10,235,None,Turkey,2005,2,36,74,10.4,5.4,0.9,-4.0,6.9%,15.0%,18.0%,52.6%,5.5%
Evan Fournier,ORL,23,6-7,205,None,France,2012,1,20,79,15.4,2.8,2.7,-3.3,1.3%,7.7%,20.0%,58.7%,12.8%
Evan Turner,BOS,27,6-7,220,Ohio State,USA,2010,1,2,81,10.5,4.9,4.4,2.0,2.0%,14.5%,18.4%,51.3%,24.7%
Festus Ezeli,GSW,26,6-11,265,Vanderbilt,Nigeria,2012,1,30,46,7.0,5.6,0.7,14.3,12.1%,19.6%,17.7%,55.9%,6.0%
Frank Kaminsky,CHA,23,7-0,240,Wisconsin,USA,2015,1,9,81,7.5,4.1,1.2,-0.9,3.8%,15.0%,16.6%,51.3%,9.5%
Garrett Temple,WAS,30,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,80,7.3,2.7,1.8,0.0,1.8%,9.1%,14.0%,52.0%,10.2%
Gary Harris,DEN,21,6-4,210,Michigan State,USA,2014,1,19,76,12.3,2.9,1.9,-4.1,2.1%,6.9%,16.0%,56.6%,9.3%
Gary Neal,WAS,31,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,40,9.8,2.1,1.2,-9.9,1.4%,9.3%,20.4%,55.8%,9.9%
George Hill,IND,30,6-3,188,None,USA,2008,1,26,74,12.1,4.0,3.5,1.9,2.3%,9.3%,15.7%,55.5%,15.7%
Gerald Green,MIA,30,6-7,205,None,USA,2005,1,18,69,8.9,2.4,0.8,0.9,1.7%,8.5%,19.2%,49.1%,5.7%
Gerald Henderson,POR,28,6-5,215,Duke,USA,2009,1,12,72,8.7,2.9,1.0,1.3,2.0%,12.1%,20.1%,52.6%,8.4%
Giannis Antetokounmpo,MIL,21,6-11,222,None,Greece,2013,1,15,80,16.9,7.7,4.3,-3.1,4.2%,18.0%,22.1%,56.6%,19.5%
Glenn Robinson III,IND,22,6-7,222,Michigan,USA,2014,2,40,45,3.8,1.5,0.6,-3.6,2.2%,10.9%,15.7%,50.8%,7.7%
Goran Dragic,MIA,30,6-3,190,None,Slovenia,2008,2,45,72,14.1,3.8,5.8,3.6,2.4%,9.1%,21.1%,53.7%,27.6%
Gordon Hayward,UTA,26,6-8,226,Butler,USA,2010,1,9,80,19.7,5.0,3.7,1.6,2.2%,12.1%,25.0%,55.9%,18.1%
Gorgui Dieng,MIN,26,6-11,241,Louisville,Senegal,2013,1,21,82,10.1,7.1,1.7,-0.3,7.7%,19.6%,16.5%,60.1%,9.9%
Greg Monroe,MIL,26,6-11,265,Georgetown,USA,2010,1,7,79,15.3,8.8,2.3,-2.4,9.9%,21.5%,23.1%,56.2%,12.8%
Greg Smith,MIN,25,6-10,250,Fresno State,USA,Undrafted,Undrafted,Undrafted,18,2.4,2.3,0.3,-19.8,5.9%,16.9%,10.4%,54.5%,4.9%
Greivis Vasquez,MIL,29,6-6,217,Maryland,Venezuela,2010,1,28,23,5.7,2.0,4.0,-9.7,1.1%,9.3%,18.4%,43.5%,32.0%
Harrison Barnes,GSW,24,6-8,225,North Carolina,USA,2012,1,7,66,11.7,4.9,1.8,10.2,3.8%,11.4%,15.6%,55.9%,7.7%
Hassan Whiteside,MIA,27,7-0,265,Marshall,USA,2010,2,33,73,14.2,11.8,0.4,1.9,11.6%,28.2%,20.1%,62.9%,2.2%
Henry Sims,BKN,26,6-10,248,Georgetown,USA,Undrafted,Undrafted,Undrafted,14,6.5,5.1,0.6,-15.7,7.2%,20.8%,16.8%,50.4%,5.4%
Hollis Thompson,PHI,25,6-8,206,Georgetown,USA,Undrafted,Undrafted,Undrafted,77,9.8,3.5,1.3,-8.8,2.4%,9.9%,15.7%,52.5%,7.2%
Ian Clark,GSW,25,6-3,175,Belmont,USA,Undrafted,Undrafted,Undrafted,66,3.6,1.0,1.0,-7.6,2.3%,9.0%,19.3%,54.4%,17.1%
