"X","Unnamed..0","Player","Height","Weight","College","Country","Draft_Year","Draft_Round","Draft_Number","Height_cm","Body_fat","Hand_length","Hand_width","Standing_reach","Wingspan","Wingspan_cm","Standing_reach_cm","period","Nationality"
574,574,"Jarrett Jack","6-3",197,"Georgia Tech","USA",2005,1,"22",190.5,"-%","-","-","8' 4''","6' 7.5''",201.93,254,"after 2002","US player"
575,575,"Francisco Garcia","6-7",195,"Louisville","Dominican Rep...",2005,1,"23",200.66,"-%","-","-","8' 7''","6' 10.75''",210.185,261.62,"after 2002","Foreign player"
576,576,"Luther Head","6-3",185,"Illinois","USA",2005,1,"24",190.5,"-%","-","-","8' 2.5''","6' 5.25''",196.215,250.19,"after 2002","US player"
577,577,"Johan Petro","7-0",247,"None","France",2005,1,"25",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
578,578,"Jason Maxiell","6-7",260,"Cincinnati","USA",2005,1,"26",200.66,"-%","-","-","8' 11''","7' 3.25''",221.615,271.78,"after 2002","US player"
579,579,"Linas Kleiza","6-8",234,"Missouri","Lithuania",2005,1,"27",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
580,580,"Ian Mahinmi","6-11",230,"None","France",2005,1,"28",210.82,"","","","",NA,NA,NA,"after 2002","Foreign player"
581,581,"Wayne Simien","6-9",250,"Kansas","USA",2005,1,"29",205.74,"-%","-","-","8' 11''","7' 0''",213.36,271.78,"after 2002","US player"
582,582,"Deron Williams","6-3",209,"Illinois","USA",2005,1,"3",190.5,"-%","-","-","8' 2''","6' 6.25''",198.755,248.92,"after 2002","US player"
583,583,"David Lee","6-9",240,"Florida","USA",2005,1,"30",205.74,"-%","-","-","8' 10.5''","7' 0''",213.36,270.51,"after 2002","US player"
584,584,"Salim Stoudamire","6-1",175,"Arizona","",2005,2,"31",185.42,"","","","",NA,NA,NA,"after 2002","Foreign player"
585,585,"Daniel Ewing","6-3",185,"Duke","USA",2005,2,"32",190.5,"","","","",NA,NA,NA,"after 2002","US player"
586,586,"Brandon Bass","6-8",250,"Louisiana State","USA",2005,2,"33",203.2,"","","","",NA,NA,NA,"after 2002","US player"
587,587,"CJ Miles","6-6",222,"None","USA",2005,2,"34",198.12,"","","","",NA,NA,NA,"after 2002","US player"
588,588,"Ersan Ilyasova","6-10",235,"None","Turkey",2005,2,"36",208.28,"-%","-","-","9' 1.5''","7' 1.25''",216.535,278.13,"after 2002","Foreign player"
589,589,"Ronny Turiaf","6-10",245,"Gonzaga","France",2005,2,"37",208.28,"-%","-","-","8' 10.5''","7' 1.5''",217.17,270.51,"after 2002","Foreign player"
590,590,"Travis Diener","6-1",175,"Marquette","USA",2005,2,"38",185.42,"-%","-","-","7' 9.5''","5' 11.75''",182.245,237.49,"after 2002","US player"
591,591,"Von Wafer","6-5",209,"Florida State","USA",2005,2,"39",195.58,"","","","",NA,NA,NA,"after 2002","US player"
592,592,"Chris Paul","6-0",175,"Wake Forest","USA",2005,1,"4",182.88,"-%","-","-","7' 9''","6' 4.25''",193.675,236.22,"after 2002","US player"
593,593,"Monta Ellis","6-3",185,"None","USA",2005,2,"40",190.5,"-%","-","-","8' 2''","6' 2.75''",189.865,248.92,"after 2002","US player"
594,594,"Roko Ukic","6-5",190,"None","USA",2005,2,"41",195.58,"","","","",NA,NA,NA,"after 2002","US player"
595,595,"Chris Taft","6-10",261,"Pittsburgh","USA",2005,2,"42",208.28,"-%","-","-","9' 1''","7' 1.75''",217.805,276.86,"after 2002","US player"
596,596,"Mile Ilic","7-1",255,"None","USA",2005,2,"43",215.9,"","","","",NA,NA,NA,"after 2002","US player"
597,597,"Martynas Andriuskevicius","7-2",240,"None","Lithuania",2005,2,"44",218.44,"-%","-","-","9' 4.5''","6' 11.25''",211.455,285.75,"after 2002","Foreign player"
598,598,"Lou Williams","6-1",175,"None","USA",2005,2,"45",185.42,"","","","",NA,NA,NA,"after 2002","US player"
599,599,"Bracey Wright","6-3",210,"Indiana","USA",2005,2,"47",190.5,"-%","-","-","8' 4.5''","6' 10''",208.28,255.27,"after 2002","US player"
600,600,"Mickael Gelabale","6-7",215,"None","USA",2005,2,"48",200.66,"","","","",NA,NA,NA,"after 2002","US player"
601,601,"Andray Blatche","6-11",260,"None","USA",2005,2,"49",210.82,"","","","",NA,NA,NA,"after 2002","US player"
602,602,"Raymond Felton","6-1",205,"North Carolina","USA",2005,1,"5",185.42,"-%","-","-","8' 2''","6' 4.25''",193.675,248.92,"after 2002","US player"
603,603,"Ryan Gomes","6-7",245,"Providence","USA",2005,2,"50",200.66,"","","","",NA,NA,NA,"after 2002","US player"
604,604,"Robert Whaley","6-10",260,"Walsh","USA",2005,2,"51",208.28,"-%","-","-","9' 0''","7' 2''",218.44,274.32,"after 2002","US player"
605,605,"Orien Greene","6-4",208,"Louisana-Lafayette","USA",2005,2,"53",193.04,"","","","",NA,NA,NA,"after 2002","US player"
606,606,"Dijon Thompson","6-7",195,"California-Los Angeles","USA",2005,2,"54",200.66,"-%","-","-","8' 9.5''","6' 9.75''",207.645,267.97,"after 2002","US player"
607,607,"Lawrence Roberts","6-9",240,"Mississippi","USA",2005,2,"55",205.74,"","","","",NA,NA,NA,"after 2002","US player"
608,608,"Amir Johnson","6-9",210,"None","USA",2005,2,"56",205.74,"","","","",NA,NA,NA,"after 2002","US player"
609,609,"Marcin Gortat","6-11",240,"None","Poland",2005,2,"57",210.82,"-%","-","-","9' 2''","7' 3.5''",222.25,279.4,"after 2002","Foreign player"
610,610,"Uros Slokar","6-10",238,"None","USA",2005,2,"58",208.28,"","","","",NA,NA,NA,"after 2002","US player"
611,611,"Martell Webster","6-7",230,"None","USA",2005,1,"6",200.66,"-%","-","-","8' 10''","6' 11''",210.82,269.24,"after 2002","US player"
612,612,"Alex Acker","6-5",185,"Pepperdine","USA",2005,2,"60",195.58,"-%","-","-","8' 6.5''","7' 0''",213.36,260.35,"after 2002","US player"
613,613,"Charlie Villanueva","6-11",232,"Connecticut","USA",2005,1,"7",210.82,"-%","-","-","9' 1''","7' 0.25''",213.995,276.86,"after 2002","US player"
614,614,"Channing Frye","6-11",245,"Arizona","USA",2005,1,"8",210.82,"-%","-","-","9' 2.5''","7' 2.5''",219.71,280.67,"after 2002","US player"
615,615,"Ike Diogu","6-9",250,"Arizona State","USA",2005,1,"9",205.74,"-%","-","-","9' 1''","7' 3.5''",222.25,276.86,"after 2002","US player"
616,616,"Andrea Bargnani","7-0",256,"None","Italy",2006,1,"1",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
617,617,"Mouhamed Sene","6-11",230,"None","Senegal",2006,1,"10",210.82,"6.60%","-","-","9' 5''","7' 8.5''",234.95,287.02,"after 2002","Foreign player"
618,618,"JJ Redick","6-4",190,"Duke","USA",2006,1,"11",193.04,"7.00%","-","-","8' 1.5''","6' 3.25''",191.135,247.65,"after 2002","US player"
619,619,"Hilton Armstrong","6-11",235,"Connecticut","USA",2006,1,"12",210.82,"6.30%","-","-","9' 1''","7' 4''",223.52,276.86,"after 2002","US player"
620,620,"Thabo Sefolosha","6-7",215,"None","Switzerland",2006,1,"13",200.66,"","","","",NA,NA,NA,"after 2002","Foreign player"
621,621,"Ronnie Brewer","6-7",227,"Arkansas","USA",2006,1,"14",200.66,"5.00%","-","-","8' 7.5''","6' 11.25''",211.455,262.89,"after 2002","US player"
622,622,"Cedric Simmons","6-9",235,"North Carolina State","USA",2006,1,"15",205.74,"5.60%","-","-","9' 0.5''","7' 4.25''",224.155,275.59,"after 2002","US player"
623,623,"Rodney Carney","6-7",204,"Memphis","USA",2006,1,"16",200.66,"5.30%","-","-","8' 7.5''","6' 10''",208.28,262.89,"after 2002","US player"
624,624,"Shawne Williams","6-9",230,"Memphis","USA",2006,1,"17",205.74,"8.00%","-","-","8' 8''","7' 3''",220.98,264.16,"after 2002","US player"
625,625,"Oleksiy Pecherov","7-0",234,"None","Ukraine",2006,1,"18",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
626,626,"Quincy Douby","6-3",175,"Rutgers","USA",2006,1,"19",190.5,"","","","",NA,NA,NA,"after 2002","US player"
627,627,"LaMarcus Aldridge","6-11",240,"Texas","USA",2006,1,"2",210.82,"8.70%","-","-","9' 2''","7' 4.75''",225.425,279.4,"after 2002","US player"
628,628,"Renaldo Balkman","6-8",225,"South Carolina","USA",2006,1,"20",203.2,"4.90%","-","-","8' 8.5''","7' 1''",215.9,265.43,"after 2002","US player"
629,629,"Rajon Rondo","6-1",186,"Kentucky","USA",2006,1,"21",185.42,"","","","",NA,NA,NA,"after 2002","US player"
630,630,"Marcus Williams","6-3",205,"Connecticut","USA",2006,1,"22",190.5,"12.40%","-","-","8' 1.5''","6' 7''",200.66,247.65,"after 2002","US player"
631,631,"Josh Boone","6-10",237,"Connecticut","USA",2006,1,"23",208.28,"","","","",NA,NA,NA,"after 2002","US player"
632,632,"Kyle Lowry","6-0",205,"Villanova","USA",2006,1,"24",182.88,"","","","",NA,NA,NA,"after 2002","US player"
633,633,"Shannon Brown","6-4",210,"Michigan State","USA",2006,1,"25",193.04,"","","","",NA,NA,NA,"after 2002","US player"
634,634,"Jordan Farmar","6-2",180,"California-Los Angeles","USA",2006,1,"26",187.96,"4.40%","-","-","7' 10.5''","6' 3''",190.5,240.03,"after 2002","US player"
635,635,"Sergio Rodriguez","6-3",168,"None","Spain",2006,1,"27",190.5,"","","","",NA,NA,NA,"after 2002","Foreign player"
636,636,"Maurice Ager","6-5",202,"Michigan State","USA",2006,1,"28",195.58,"8.00%","-","-","8' 5.5''","6' 7.75''",202.565,257.81,"after 2002","US player"
637,637,"Mardy Collins","6-6",220,"Temple","USA",2006,1,"29",198.12,"10.00%","-","-","8' 7''","6' 10''",208.28,261.62,"after 2002","US player"
638,638,"Adam Morrison","6-8",205,"Gonzaga","USA",2006,1,"3",203.2,"6.80%","-","-","8' 9''","6' 10''",208.28,266.7,"after 2002","US player"
639,639,"Joel Freeland","6-10",225,"None","Great Britain",2006,1,"30",208.28,"","","","",NA,NA,NA,"after 2002","Foreign player"
640,640,"James White","6-7",215,"Cincinnati","USA",2006,2,"31",200.66,"","","","",NA,NA,NA,"after 2002","US player"
641,641,"Steve Novak","6-10",240,"Marquette","USA",2006,2,"32",208.28,"8.10%","-","-","8' 7''","6' 9.5''",207.01,261.62,"after 2002","US player"
642,642,"Solomon Jones","6-10",245,"South Florida","USA",2006,2,"33",208.28,"7.40%","-","-","9' 1''","7' 4.75''",225.425,276.86,"after 2002","US player"
643,643,"Paul Davis","6-11",270,"Michigan State","USA",2006,2,"34",210.82,"","","","",NA,NA,NA,"after 2002","US player"
644,644,"P.J. Tucker","6-6",245,"Texas","USA",2006,2,"35",198.12,"","","","",NA,NA,NA,"after 2002","US player"
645,645,"Craig Smith","6-7",265,"Boston College","USA",2006,2,"36",200.66,"12.20%","-","-","8' 7.5''","6' 9.5''",207.01,262.89,"after 2002","US player"
646,646,"Bobby Jones","6-7",215,"Washington","USA",2006,2,"37",200.66,"8.00%","-","-","8' 5.5''","6' 9.5''",207.01,257.81,"after 2002","US player"
647,647,"Kosta Perovic","7-2",240,"None","USA",2006,2,"38",218.44,"","","","",NA,NA,NA,"after 2002","US player"
648,648,"David Noel","6-6",230,"North Carolina","USA",2006,2,"39",198.12,"6.10%","-","-","8' 4''","6' 9.5''",207.01,254,"after 2002","US player"
649,649,"Tyrus Thomas","6-10",225,"Louisiana State","",2006,1,"4",208.28,"5.60%","-","-","9' 0''","7' 3''",220.98,274.32,"after 2002","Foreign player"
650,650,"James Augustine","6-10",235,"Illinois","USA",2006,2,"41",208.28,"5.50%","-","-","8' 8''","7' 0.25''",213.995,264.16,"after 2002","US player"
651,651,"Daniel Gibson","6-2",200,"Texas","USA",2006,2,"42",187.96,"","","","",NA,NA,NA,"after 2002","US player"
652,652,"Marcus Vinicius","6-8",225,"None","USA",2006,2,"43",203.2,"","","","",NA,NA,NA,"after 2002","US player"
653,653,"Alexander Johnson","6-9",230,"Florida State","USA",2006,2,"45",205.74,"","","","",NA,NA,NA,"after 2002","US player"
654,654,"Dee Brown","6-0",185,"Illinois","USA",2006,2,"46",182.88,"","","","",NA,NA,NA,"after 2002","US player"
655,655,"Paul Millsap","6-8",253,"Louisiana Tech","USA",2006,2,"47",203.2,"9.70%","-","-","8' 9.5''","7' 1.5''",217.17,267.97,"after 2002","US player"
656,656,"Leon Powe","6-8",240,"California","USA",2006,2,"49",203.2,"","","","",NA,NA,NA,"after 2002","US player"
657,657,"Shelden Williams","6-9",250,"Duke","USA",2006,1,"5",205.74,"11.40%","-","-","8' 8''","7' 4.25''",224.155,264.16,"after 2002","US player"
658,658,"Ryan Hollins","7-0",240,"California-Los Angeles","USA",2006,2,"50",213.36,"","","","",NA,NA,NA,"after 2002","US player"
659,659,"Cheikh Samb","7-1",245,"None","USA",2006,2,"51",215.9,"","","","",NA,NA,NA,"after 2002","US player"
660,660,"Guillermo Diaz","6-2",185,"Miami (FL)","USA",2006,2,"52",187.96,"","","","",NA,NA,NA,"after 2002","US player"
661,661,"Hassan Adams","6-4",220,"Arizona","USA",2006,2,"54",193.04,"","","","",NA,NA,NA,"after 2002","US player"
662,662,"Damir Markota","6-10",225,"None","USA",2006,2,"59",208.28,"","","","",NA,NA,NA,"after 2002","US player"
663,663,"Brandon Roy","6-6",229,"Washington","USA",2006,1,"6",198.12,"7.60%","-","-","8' 5''","6' 8''",203.2,256.54,"after 2002","US player"
664,664,"Will Blalock","6-0",205,"Iowa State","USA",2006,2,"60",182.88,"7.20%","-","-","8' 0.5''","6' 6''",198.12,245.11,"after 2002","US player"
665,665,"Randy Foye","6-4",213,"Villanova","USA",2006,1,"7",193.04,"10.00%","-","-","8' 1''","6' 6.25''",198.755,246.38,"after 2002","US player"
666,666,"Rudy Gay","6-8",230,"Connecticut","USA",2006,1,"8",203.2,"5.70%","-","-","8' 11.5''","7' 3''",220.98,273.05,"after 2002","US player"
667,667,"Patrick O'Bryant","7-0",250,"Bradley","USA",2006,1,"9",213.36,"10.00%","-","-","9' 5''","7' 5.75''",227.965,287.02,"after 2002","US player"
668,668,"Greg Oden","7-0",285,"Ohio State","USA",2007,1,"1",213.36,"7.80%","-","-","9' 4''","7' 4.25''",224.155,284.48,"after 2002","US player"
669,669,"Spencer Hawes","7-1",245,"Washington","USA",2007,1,"10",215.9,"13.00%","-","-","9' 2''","7' 0.5''",214.63,279.4,"after 2002","US player"
670,670,"Acie Law","6-3",195,"Texas A&M","USA",2007,1,"11",190.5,"5.60%","-","-","8' 2''","6' 6.5''",199.39,248.92,"after 2002","US player"
671,671,"Thaddeus Young","6-8",220,"Georgia Tech","USA",2007,1,"12",203.2,"4.90%","-","-","8' 10''","6' 11.5''",212.09,269.24,"after 2002","US player"
672,672,"Julian Wright","6-8",225,"Kansas","USA",2007,1,"13",203.2,"6.10%","-","-","9' 0''","7' 2.25''",219.075,274.32,"after 2002","US player"
673,673,"Al Thornton","6-8",220,"Florida State","USA",2007,1,"14",203.2,"5.80%","-","-","8' 8''","7' 1''",215.9,264.16,"after 2002","US player"
674,674,"Rodney Stuckey","6-5",205,"Eastern Washington","USA",2007,1,"15",195.58,"6.10%","-","-","8' 4.5''","6' 7.25''",201.295,255.27,"after 2002","US player"
675,675,"Nick Young","6-7",210,"USC","USA",2007,1,"16",200.66,"6.80%","-","-","8' 4.5''","7' 0''",213.36,255.27,"after 2002","US player"
676,676,"Sean Williams","6-10",235,"Boston College","USA",2007,1,"17",208.28,"","","","",NA,NA,NA,"after 2002","US player"
677,677,"Marco Belinelli","6-5",195,"None","Italy",2007,1,"18",195.58,"","","","",NA,NA,NA,"after 2002","Foreign player"
678,678,"Javaris Crittenton","6-5",200,"Georgia Tech","USA",2007,1,"19",195.58,"4.50%","-","-","8' 2''","6' 5.5''",196.85,248.92,"after 2002","US player"
679,679,"Kevin Durant","6-9",235,"Texas","USA",2007,1,"2",205.74,"6.60%","-","-","9' 2''","7' 4.75''",225.425,279.4,"after 2002","US player"
680,680,"Jason Smith","7-0",240,"Colorado State","USA",2007,1,"20",213.36,"7.50%","-","-","8' 10''","6' 10.75''",210.185,269.24,"after 2002","US player"
681,681,"Daequan Cook","6-5",210,"Ohio State","USA",2007,1,"21",195.58,"7.00%","-","-","8' 5.5''","6' 8.25''",203.835,257.81,"after 2002","US player"
682,682,"Jared Dudley","6-7",225,"Boston College","USA",2007,1,"22",200.66,"7.10%","-","-","8' 6''","6' 7''",200.66,259.08,"after 2002","US player"
683,683,"Wilson Chandler","6-8",225,"DePaul","USA",2007,1,"23",203.2,"","","","",NA,NA,NA,"after 2002","US player"
684,684,"Rudy Fernandez","6-6",185,"None","Spain",2007,1,"24",198.12,"","","","",NA,NA,NA,"after 2002","Foreign player"
685,685,"Morris Almond","6-6",225,"Rice","USA",2007,1,"25",198.12,"","","","",NA,NA,NA,"after 2002","US player"
686,686,"Aaron Brooks","6-0",161,"Oregon","USA",2007,1,"26",182.88,"2.70%","-","-","7' 10''","6' 4''",193.04,238.76,"after 2002","US player"
687,687,"Arron Afflalo","6-5",215,"UCLA","USA",2007,1,"27",195.58,"","","","",NA,NA,NA,"after 2002","US player"
688,688,"Tiago Splitter","6-11",240,"None","Brazil",2007,1,"28",210.82,"","","","",NA,NA,NA,"after 2002","Foreign player"
689,689,"Alando Tucker","6-6",205,"Wisconsin","USA",2007,1,"29",198.12,"","","","",NA,NA,NA,"after 2002","US player"
690,690,"Al Horford","6-10",250,"Florida","Dominican Rep...",2007,1,"3",208.28,"9.10%","-","-","8' 11''","7' 0.75''",215.265,271.78,"after 2002","Foreign player"
691,691,"Carl Landry","6-9",248,"Purdue","USA",2007,2,"31",205.74,"7.50%","-","-","8' 6.5''","6' 11''",210.82,260.35,"after 2002","US player"
692,692,"Gabe Pruitt","6-4",170,"Southern California","USA",2007,2,"32",193.04,"","","","",NA,NA,NA,"after 2002","US player"
693,693,"Marcus Williams","6-7",207,"Arizona","USA",2007,2,"33",200.66,"","","","",NA,NA,NA,"after 2002","US player"
694,694,"Nick Fazekas","6-11",235,"Nevada-Reno","USA",2007,2,"34",210.82,"","","","",NA,NA,NA,"after 2002","US player"
695,695,"Glen Davis","6-9",289,"Louisiana State","USA",2007,2,"35",205.74,"","","","",NA,NA,NA,"after 2002","US player"
696,696,"Jermareo Davidson","6-10",230,"Alabama","USA",2007,2,"36",208.28,"6.90%","-","-","9' 1.5''","7' 4''",223.52,278.13,"after 2002","US player"
697,697,"Josh McRoberts","6-10",240,"Duke","USA",2007,2,"37",208.28,"13.70%","-","-","8' 10.5''","7' 1''",215.9,270.51,"after 2002","US player"
698,698,"Kyrylo Fesenko","7-1",280,"None","Ukraine",2007,2,"38",215.9,"","","","",NA,NA,NA,"after 2002","Foreign player"
699,699,"Mike Conley","6-1",185,"Ohio State","USA",2007,1,"4",185.42,"4.20%","-","-","7' 10.5''","6' 5.75''",197.485,240.03,"after 2002","US player"
700,700,"Sun Sun","6-9",205,"None","USA",2007,2,"40",205.74,"","","","",NA,NA,NA,"after 2002","US player"
701,701,"Chris Richard","6-9",270,"Florida","USA",2007,2,"41",205.74,"7.50%","-","-","9' 2.5''","7' 4.5''",224.79,280.67,"after 2002","US player"
702,702,"Derrick Byars","6-7",220,"Vanderbilt","USA",2007,2,"42",200.66,"","","","",NA,NA,NA,"after 2002","US player"
703,703,"Stephane Lasme","6-8",215,"Massachusetts","Gabon",2007,2,"46",203.2,"4.90%","-","-","8' 11''","7' 2''",218.44,271.78,"after 2002","Foreign player"
704,704,"Dominic McGuire","6-9",235,"Fresno State","USA",2007,2,"47",205.74,"4.70%","-","-","8' 8''","6' 10.5''",209.55,264.16,"after 2002","US player"
705,705,"Marc Gasol","7-1",265,"None","Spain",2007,2,"48",215.9,"","","","",NA,NA,NA,"after 2002","Foreign player"
706,706,"Aaron Gray","7-0",270,"Pittsburgh","USA",2007,2,"49",213.36,"10.80%","-","-","9' 0.5''","7' 3.25''",221.615,275.59,"after 2002","US player"
707,707,"Jeff Green","6-9",235,"Georgetown","USA",2007,1,"5",205.74,"3.70%","-","-","8' 7''","7' 1.25''",216.535,261.62,"after 2002","US player"
708,708,"JamesOn Curry","6-3",190,"Oklahoma State","USA",2007,2,"51",190.5,"","","","",NA,NA,NA,"after 2002","US player"
709,709,"Taurean Green","6-0",177,"Florida","USA",2007,2,"52",182.88,"4.60%","-","-","8' 0''","6' 2.25''",188.595,243.84,"after 2002","US player"
710,710,"Demetris Nichols","6-8",216,"Syracuse","USA",2007,2,"53",203.2,"6.20%","-","-","8' 9''","7' 0.25''",213.995,266.7,"after 2002","US player"
711,711,"Ramon Sessions","6-3",190,"Nevada-Reno","USA",2007,2,"56",190.5,"6.20%","-","-","8' 1.5''","6' 4.25''",193.675,247.65,"after 2002","US player"
712,712,"DJ Strawberry","6-5",201,"Maryland","USA",2007,2,"59",195.58,"4.50%","-","-","8' 5''","6' 6.5''",199.39,256.54,"after 2002","US player"
713,713,"Yi Jianlian","7-0",250,"None","",2007,1,"6",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
714,714,"Corey Brewer","6-9",188,"Florida","USA",2007,1,"7",205.74,"4.20%","-","-","8' 7''","6' 8.25''",203.835,261.62,"after 2002","US player"
715,715,"Brandan Wright","6-10",210,"North Carolina","USA",2007,1,"8",208.28,"5.80%","-","-","9' 0.5''","7' 3.75''",222.885,275.59,"after 2002","US player"
716,716,"Joakim Noah","6-11",232,"Florida","USA",2007,1,"9",210.82,"4.80%","-","-","8' 10.5''","7' 1.25''",216.535,270.51,"after 2002","US player"
717,717,"Derrick Rose","6-3",190,"Memphis","USA",2008,1,"1",190.5,"4.60%","-","-","8' 2.5''","6' 8''",203.2,250.19,"after 2002","US player"
718,718,"Brook Lopez","7-0",265,"Stanford","USA",2008,1,"10",213.36,"6.30%","-","-","9' 5''","7' 5.5''",227.33,287.02,"after 2002","US player"
719,719,"Jerryd Bayless","6-3",208,"Arizona","USA",2008,1,"11",190.5,"4.70%","-","-","8' 1''","6' 3.5''",191.77,246.38,"after 2002","US player"
720,720,"Jason Thompson","6-11",250,"Rider University","USA",2008,1,"12",210.82,"","","","",NA,NA,NA,"after 2002","US player"
721,721,"Brandon Rush","6-6",225,"Kansas","USA",2008,1,"13",198.12,"","","","",NA,NA,NA,"after 2002","US player"
722,722,"Anthony Randolph","6-11",225,"Louisiana State","USA",2008,1,"14",210.82,"4.70%","-","-","9' 1''","7' 3''",220.98,276.86,"after 2002","US player"
723,723,"Robin Lopez","7-0",255,"Stanford","USA",2008,1,"15",213.36,"","","","",NA,NA,NA,"after 2002","US player"
724,724,"Marreese Speights","6-10",255,"Florida","USA",2008,1,"16",208.28,"","","","",NA,NA,NA,"after 2002","US player"
725,725,"Roy Hibbert","7-2",260,"Georgetown","USA",2008,1,"17",218.44,"","","","",NA,NA,NA,"after 2002","US player"
